playerid, trueWAR, predWAR 
4300, 0.90, 0.39
9817, 0.30, 0.43
7293, 0.50, 0.63
2233, 1.50, 1.81
8173, 0.00, 0.67
7410, 2.80, 2.05
2036, 4.60, 3.56
8241, 1.90, 0.68
7448, 3.40, 2.24
3137, 6.10, 3.43
6893, 1.20, 4.25
4662, 2.40, 0.96
6785, 2.30, 1.88
3196, -0.30, 0.73
3201, 0.80, 1.68
3374, 0.10, 0.91
3830, 0.80, 1.63
1852, 1.90, 0.54
3281, 1.80, 0.38
7450, 0.10, 0.67
2873, 0.10, 0.57
1837, 0.60, 0.44
3990, 1.00, 1.40
4972, 1.60, 2.41
1841, -0.30, 0.45
4849, -0.30, 0.76
3284, 0.40, 1.38
521, -0.60, 0.58
4538, 2.20, 1.81
6283, 0.70, 0.52
4930, 2.70, 2.81
1245, 1.60, 1.44
3340, 0.90, 1.27
4235, -1.00, 0.57
8700, 4.10, 3.30
2047, 0.00, 1.15
7059, -0.30, 1.19
4732, 0.30, 0.57
1943, 5.10, 1.36
4772, 0.40, 1.15
494, 1.40, 0.51
3200, 2.90, 1.82
1514, 0.30, 0.43
1507, 0.50, 1.96
1437, 0.10, 0.31
404, 1.90, 1.45
1246, 0.60, 1.17
11467, 0.10, 1.00
14542, 0.30, 0.52
16980, 0.60, 0.73
12447, 1.70, 1.06
5702, -0.70, 1.94
13533, 0.60, 0.87
13974, 0.00, 0.71
16918, 1.40, 1.26
15594, 0.40, 0.65
9456, 0.20, 0.84
10968, -0.40, 0.98
8490, -0.20, 0.59
12808, 2.20, 1.34
3555, 0.50, 0.28
14682, 1.70, 1.18
11528, -0.40, 0.42
10171, -0.40, 0.39
17526, 0.10, 0.93
18719, 0.10, 1.73
15291, 0.30, 1.10
13543, 1.80, 1.90
8302, 1.10, 0.58
13774, -0.30, 0.55
13449, 0.40, 0.56
17233, -0.60, 0.45
12763, 1.40, 1.49
13345, -0.10, 1.08
12890, 1.70, 0.46
16086, 1.20, 0.45
11632, 0.60, 0.39
12970, 1.00, 1.03
13133, 0.00, 0.68
18498, 2.00, 2.03
15552, 2.40, 1.19
11432, 0.10, 0.43
11674, 2.90, 1.90
17432, 1.10, 0.65
13528, 0.70, 0.55
13594, 0.50, 0.72
13218, 3.50, 2.35
14975, 1.90, 1.30
14168, 2.90, 0.64
16400, 0.60, 1.77
14710, 1.00, 1.84
5830, -0.10, 0.38
12880, 1.10, 2.11
13273, 0.70, 0.80
15873, 2.20, 1.59
13194, 1.40, 0.69
13293, 0.10, 0.64
11903, 0.40, 1.26
13696, 0.60, 2.46
13713, 0.60, 1.44
6175, 0.10, 0.92
