Name,playerid,WAR28
Freddy Garcia,1077,4.0
Brandon Lyon,1312,0.7
Juan Alvarez,1432,-0.5
Aquilino Lopez,1671,1.0
Mike Gallo,1759,0.0
Clayton Mortensen,3166,-0.2
Tyler Ladendorf,3211,0.0
Eric Hacker,8743,0.0
Bobby Chouinard,1002204,0.4
Mike Cuellar,1002853,0.8
Rich DeLucia,1003185,0.4
Felipe Lira,1007649,0.5
Mike Milchin,1008859,-0.1
Steve Mura,1009337,0.0
Dan Petry,1010246,0.1
Ed Roebuck,1011118,0.5
Mel Stottlemyre,1012579,3.1
Brian Anderson,44,2.0
Jim Brower,313,0.4
Billy Wagner,578,-0.4
Valerio de los Santos,681,0.0
Chris Capuano,1701,1.9
Willie Eyre,2078,0.0
Chad Qualls,2170,0.8
Devern Hansack,4939,0.1
Esmil Rogers,6317,-0.2
Tom Griffin,1005054,0.0
Ricky Horton,1006036,0.3
Mike Ignasiak,1006254,0.5
Rollie Sheldon,1011855,1.9
Octavio Dotel,555,2.8
Jason Schmidt,1131,3.0
Joe Ausanio,1000369,0.0
Bryce Florie,1004172,1.4
John Morris,1009219,1.3
Steve Stone,1012573,0.9
Greg Aquino,1899,0.0
Todd Coffey,2467,0.8
Aaron Rakers,2638,0.0
Pat Misch,5909,0.6
Mike Bolsinger,11137,-0.2
Masahiro Tanaka,15764,2.7
Jerry Augustine,1000365,0.3
Danny Cox,1002695,1.0
Storm Davis,1003080,1.4
Tom Dukes,1003545,0.4
Brian Fisher,1004077,0.0
Dennis Kinney,1006946,0.0
Fred Kuhaulua,1007201,0.5
Andy McGaffigan,1008497,2.7
Vern Ruhle,1011297,0.4
Bobby Jones,1039,1.8
Neal Cotts,1797,0.1
Matt Capps,4788,0.0
Nick Masset,7267,0.9
Thad Weber,8036,-0.2
Jim Austin,1000373,0.1
Ted Davidson,1003029,-0.7
Jeff McCurry,1008440,-0.3
Ron Meridith,1008782,0.0
Frank Pastore,1010048,-0.1
Victor Santos,446,0.6
John Franco,874,1.3
Turk Wendell,975,-0.4
Brandon Backe,1529,0.4
Brian Matusz,2646,0.5
Zack Britton,3240,2.5
Charlie Zink,4180,0.1
Matt Albers,4300,0.1
Blake Parker,5224,0.6
Brian Wilson,6485,2.5
Steven Jackson,7341,-0.3
Lucas Harrell,7541,-0.9
Hunter Strickland,7836,0.8
Paul Clemens,8037,-0.2
Craig Gentry,9571,0.0
Doug Bair,1000439,2.0
Charlie Leibrandt,1007492,4.1
Orlando Pena,1010150,1.8
Bryan Ward,1013603,0.1
Joe Horgan,2304,0.0
Chris Schroder,3553,0.8
Zach Putnam,9080,0.4
Keith Atherton,1000348,0.2
Bruce Berenyi,1000864,3.0
Don Cardwell,1001941,0.1
Larry Christenson,1002215,4.2
Dick Hughes,1006152,0.6
Jimmy Jones,1006569,0.7
Francisco Cordero,1243,2.1
Pedro Baez,5420,0.4
Steve Blateric,1001059,0.2
Tom Borland,1001205,0.0
Dave Eiland,1003714,0.1
Paul Fletcher,1004153,-0.2
Ed Glynn,1004789,0.0
Joey Jay,1006373,3.4
Jerry Koosman,1007103,2.2
Jose Pena,1010148,-0.3
Ray Rippelmeyer,1010981,-0.4
Curt Schilling,73,2.8
Dustin Hermanson,195,0.5
Kent Mercker,439,-0.3
Tyler Yates,1527,-0.1
Chris Oxspring,7232,0.0
Daisuke Matsuzaka,7775,0.3
Scott Bankhead,1000510,0.5
John Cummings,1002874,-0.2
Ray Lamb,1007278,0.4
Tony Menendez,1008764,-0.2
Wally Whitehurst,1013896,1.3
C.J. Nitkowski,570,-0.6
George Kontos,9486,-0.3
Sergio Romo,9817,2.0
Jose Bautista,1000694,0.9
Jeff Bronkey,1001468,-0.1
Pat Clements,1002339,-0.1
Jim Gott,1004898,0.7
Al Hrabosky,1006116,0.8
Claude Osteen,1009878,1.9
Tom Seaver,1011708,7.3
Mike Stanton,1012421,0.3
Jae Seo,895,1.9
Bruce Billings,3044,-0.1
Manny Delcarmen,3180,-0.6
Kevin Shackelford,11012,0.0
Don Carman,1001967,1.2
Jim Coates,1002374,0.7
Rawly Eastwick,1003648,0.2
Fred Holdsworth,1005944,0.0
Jim Kern,1006868,2.4
Jim Maloney,1008039,2.9
Bob Shaw,1011819,2.2
Sidney Ponson,161,1.0
Ron Villone,1010,-0.3
Evan Reed,1349,0.1
Jim Clancy,1002255,1.8
