Name,playerid,WAR39,WAR40,WAR41,WAR42
Jerry Koosman,1007103,3.7,1.5,4.7,0.3
Jamie Moyer,1091,3.8,3.8,-0.2,2.5
Joe Niekro,1009582,2.0,-0.1,0.5,1.7
Dennis Eckersley,1003660,0.9,0.9,0.7,0.3
Gaylord Perry,1010210,5.9,4.3,3.7,2.8
John Smoltz,115,5.5,5.5,1.0,1.3
Mike Morgan,67,0.4,0.7,0.4,-0.4
Takashi Saito,6021,0.3,1.2,0.2,-0.3
Kent Tekulve,1012905,2.0,1.1,0.7,-0.1
Woodie Fryman,1004381,0.5,1.9,0.7,0.9
Kenny Rogers,1277,3.2,3.1,2.1,0.4
Charlie Hough,1006050,3.7,2.7,-0.8,0.2
Danny Darwin,1002996,-0.4,2.5,0.8,0.3
Warren Spahn,1012299,2.9,3.2,3.6,2.5
David Wells,855,4.5,3.8,3.1,3.0
Rick Reuschel,1010852,3.9,2.4,0.8,0.0
Bartolo Colon,375,2.6,4.0,2.8,2.4
Rich Gossage,1004894,0.0,-0.3,-0.1,0.1
Tom Glavine,90,3.7,2.9,1.5,-0.6
Dennis Martinez,1008161,3.6,3.3,1.5,-0.4
Greg Maddux,104,3.3,4.3,3.9,2.4
LaTroy Hawkins,729,-0.1,1.2,0.7,0.4
Don McMahon,1008629,0.9,0.2,-0.2,-0.1
Mike Timlin,1187,1.8,0.2,0.0,-0.5
Trevor Hoffman,1035,1.9,0.4,1.7,-0.6
Jesse Orosco,667,0.8,0.1,0.4,0.0
Rick Honeycutt,1005992,0.2,0.0,0.2,0.9
Steve Carlton,1001964,3.9,0.5,0.5,-0.2
Jim Kaat,1006660,1.7,0.5,1.1,-0.1
Doug Brocail,551,0.5,0.0,0.7,-0.4
Mariano Rivera,844,2.0,1.8,2.2,0.4
Don Sutton,1012745,3.3,3.0,2.2,1.1
Terry Mulholland,665,-0.4,-0.9,0.5,-0.2
Tommy John,1006515,3.9,3.3,1.8,0.6
Hoyt Wilhelm,1013945,1.7,2.6,1.9,1.4
Roger Clemens,815,4.3,4.5,5.7,6.0
Tim Wakefield,219,1.2,1.9,1.0,1.8
Jeff Fassero,279,-0.1,-0.8,1.3,0.9
Nolan Ryan,1011348,3.2,6.4,3.4,7.0
Doug Jones,1006552,1.0,2.8,-0.2,1.4
Darren Oliver,206,1.5,1.2,1.1,0.1
Phil Niekro,1009583,8.6,4.1,3.7,2.0
Randy Johnson,60,2.4,9.6,4.1,3.2
Roberto Hernandez,605,-0.2,1.0,0.3,-0.2
