Name,playerid,WAR30,WAR31,WAR32,WAR33
Freddy Garcia,1077,0.2,0.0,1.5,1.5
Mike Cuellar,1002853,5.1,3.3,6.6,4.8
Rich DeLucia,1003185,0.3,-0.2,0.2,-0.1
Ed Roebuck,1011118,-0.6,-0.9,-0.4,0.3
Brian Anderson,44,1.6,1.9,0.2,0.1
Jim Brower,313,0.6,0.7,-0.8,-0.2
Billy Wagner,578,1.7,2.3,1.5,2.1
Tom Griffin,1005054,-0.5,0.2,-0.1,1.1
Octavio Dotel,555,1.6,0.0,-0.2,0.3
Jason Schmidt,1131,6.6,6.4,3.0,3.8
Steve Stone,1012573,2.2,0.3,2.9,0.0
Andy McGaffigan,1008497,2.0,0.8,0.2,0.6
Vern Ruhle,1011297,1.2,1.2,-0.7,0.6
Ben Weber,41,0.6,0.3,1.0,0.6
John Franco,874,1.3,0.5,-0.5,1.0
Turk Wendell,975,-0.2,0.7,0.7,0.4
Doug Bair,1000439,0.1,0.1,0.3,-0.2
Charlie Leibrandt,1007492,4.4,3.4,1.2,3.2
Orlando Pena,1010150,1.3,0.9,-0.4,0.8
Don Cardwell,1001941,0.1,1.1,1.3,0.6
Jerry Reed,1010769,0.4,1.3,0.2,-0.2
Francisco Cordero,1243,1.4,1.3,2.4,0.7
Jerry Koosman,1007103,4.4,5.4,3.1,4.9
Curt Schilling,73,8.2,8.3,3.3,4.6
Dustin Hermanson,195,0.1,1.7,1.3,-0.1
Jim Gott,1004898,-0.1,0.7,0.8,1.8
Claude Osteen,1009878,3.1,1.6,2.4,2.1
Tom Seaver,1011708,7.8,6.8,6.2,4.4
Jim Kern,1006868,4.7,-0.3,0.1,0.0
Bob Shaw,1011819,1.7,0.5,4.3,2.3
Ron Villone,1010,0.2,0.8,0.4,1.2
Jim Clancy,1002255,3.1,5.0,1.8,0.4
Ron Guidry,1005124,2.8,4.0,3.9,2.8
Mike Magnante,929,0.1,0.3,1.1,0.3
Jamie Moyer,1091,3.2,1.9,1.2,1.6
Lance Painter,1675,-0.2,1.0,0.6,-0.5
Craig Lefferts,1007476,0.6,0.6,0.5,1.4
Danny Jackson,1006295,2.8,3.2,3.9,0.3
Joe Niekro,1009582,0.8,0.4,1.6,1.4
Mark Williamson,1014022,0.7,0.0,0.1,1.2
Miguel Batista,46,1.3,3.1,4.3,1.6
Hank Aguirre,1000087,-0.2,5.2,2.6,1.8
Dennis Eckersley,1003660,4.3,3.7,3.4,2.3
John Hiller,1005817,2.8,3.0,1.6,1.6
Gaylord Perry,1010210,5.9,6.3,4.7,8.1
Carl Willis,1013979,1.4,1.5,1.5,0.9
Rick Wise,1014155,3.1,1.6,2.5,3.2
Mike Stanton,849,1.4,0.1,1.5,1.6
Al Jackson,1006288,2.9,0.7,1.4,-0.6
Geoff Zahn,1014410,0.2,2.0,3.4,2.7
Bob Patterson,1010055,0.2,1.1,0.7,-0.3
Ed Whitson,1013911,2.0,0.2,1.1,3.0
Jose Cabrera,679,0.4,0.0,0.4,-1.0
Jason Isringhausen,1158,0.9,1.7,0.7,-0.9
Dick Tidrow,1013056,0.5,2.2,0.7,0.4
Mike Morgan,67,2.1,4.5,3.2,2.8
Catfish Hunter,1006199,3.9,-0.8,0.8,0.4
Joe Borowski,267,-0.1,1.4,1.8,-0.2
Dennys Reyes,444,-0.1,0.4,0.1,-0.2
Julian Tavarez,541,1.1,1.3,0.3,0.0
Al Leiter,883,3.4,1.3,4.8,3.3
Doyle Alexander,1000122,1.6,-0.3,1.0,5.0
Larry McWilliams,1008700,2.9,0.1,0.1,0.1
Randy Moffitt,1009027,-0.6,-0.1,0.0,-0.3
Ron Taylor,1012885,0.5,0.0,0.4,0.1
J.J. Putz,1795,2.1,0.6,0.2,1.5
Grant Jackson,1006298,0.7,0.7,0.7,0.9
Troy Percival,29,0.2,2.2,1.6,0.2
Darren Hall,1005240,0.0,0.0,0.4,-0.1
Kent Tekulve,1012905,1.3,1.4,2.1,0.0
Armando Reynoso,72,1.4,1.0,0.7,1.4
Lindy McDaniel,1008441,1.9,0.4,0.1,1.3
Juan Acevedo,458,0.1,0.1,0.9,-0.2
Jamie Walker,502,-0.2,0.3,1.0,0.3
A.J. Sager,1011369,0.1,1.1,0.9,0.0
Woodie Fryman,1004381,2.4,3.1,2.7,1.7
Dave LaRoche,1007354,0.6,-0.2,1.1,0.2
Chan Ho Park,1267,-0.4,-0.3,1.9,0.8
Kenny Rogers,1277,3.0,2.2,0.6,4.5
Gary Lavelle,1007389,1.3,0.9,0.7,1.3
Terry Mathews,1008241,0.7,0.0,-0.3,-0.5
Sparky Lyle,1007859,2.0,0.8,2.5,0.5
Shane Rawley,1010719,1.7,2.4,-0.7,0.1
Kevin Appier,3,0.0,2.7,2.0,3.4
Scot Shields,35,1.6,0.8,0.6,-0.1
Luis Vizcaino,714,0.3,0.6,0.3,0.0
Charlie Hough,1006050,0.0,0.0,0.2,1.4
Steve Barber,1000530,0.9,0.8,0.0,0.5
Ed Farmer,1003935,0.1,-0.3,0.4,0.0
Jim Palmer,1009973,4.2,5.5,4.4,2.6
Jim Poole,1010435,0.1,-0.5,0.0,0.1
Denny Neagle,441,0.3,2.5,2.3,1.5
Vic Darensbourg,516,0.6,-0.7,0.0,-0.1
Hideo Nomo,666,2.1,2.1,3.0,2.9
Kirk Rueter,1128,0.8,1.3,0.7,0.7
Ike Delock,1003179,0.2,1.4,1.4,-0.2
Doc Medich,1008714,1.9,3.2,2.6,1.4
Bruce Sutter,1012743,0.5,1.5,-0.6,-0.1
Danny Darwin,1002996,3.2,2.6,1.0,1.6
Damaso Marte,247,0.2,0.6,1.0,1.4
Jose Lima,475,1.0,0.8,-0.3,0.0
Ryan Dempster,517,0.2,4.7,3.6,2.5
Dave Burba,1239,1.1,1.8,3.0,4.2
Mike Henneman,1005656,1.2,1.2,0.0,1.7
Alejandro Pena,1010140,1.1,1.3,1.0,-0.3
Paul Splittorff,1012346,3.7,2.9,1.8,2.4
David Riske,402,0.1,-0.4,0.0,0.0
Todd Jones,436,0.3,0.8,1.4,0.1
Billy Hoeft,1005893,1.4,-0.7,-0.2,0.8
Dave Wickersham,1013917,0.9,0.2,-0.1,0.0
Ray King,693,0.8,-0.1,-0.2,-0.5
Pedro Feliciano,1601,0.8,-0.1,0.6,0.8
John Tudor,1013215,2.5,6.4,2.1,0.9
Chad Paronto,399,0.4,0.1,0.0,-0.2
Matt Herges,780,1.5,0.5,-0.2,1.6
Juan Agosto,1000084,-0.6,0.2,0.0,-0.4
Ramon Ortiz,27,0.8,0.8,0.3,0.2
Tyler Walker,901,0.6,0.4,0.2,0.2
Roger McDowell,1008475,0.1,0.1,0.1,0.0
A.J. Burnett,512,2.3,5.0,2.8,1.4
Ted Abernathy,1000020,0.5,0.0,1.2,-0.6
Clay Condrey,1579,0.2,0.1,0.2,0.1
Mike Myers,68,0.0,0.9,0.6,0.3
Dave Schmidt,1011580,2.2,0.7,-0.2,0.3
Mike Torrez,1013134,2.3,3.3,3.3,2.6
Reggie Cleveland,1002347,1.0,-0.7,1.3,-0.7
Dick Drago,1003475,0.8,-0.6,0.5,0.6
Tom Hilgendorf,1005806,0.1,0.4,-0.3,0.4
Rich Monteleone,1009068,-0.5,-0.3,0.0,-0.4
Bob Miller,1008877,1.7,0.0,0.8,-0.3
Chad Fox,684,0.9,0.0,0.4,0.1
Diego Segui,1011725,0.3,1.3,2.2,0.6
Bob Shirley,1011911,0.9,2.4,0.2,-0.4
Paul Abbott,1061,0.6,1.1,1.4,0.8
Al Downing,1003450,3.1,2.2,1.9,1.1
Rick Mahler,1007988,3.4,2.8,2.1,1.0
Jeff Suppan,633,1.8,1.9,2.6,0.0
Jim Lonborg,1007724,2.3,0.8,4.4,2.1
Johnny Podres,1010406,1.8,-0.2,-0.2,0.5
Bob Purkey,1010572,2.9,3.6,4.2,1.3
Jim Slaton,1012054,-0.1,0.4,0.2,-1.6
Andy Benes,1144,3.3,1.3,1.6,-1.5
Jim Bruske,1001598,0.1,0.0,-0.1,0.3
Mike MacDougal,612,0.2,0.1,-0.3,-0.1
Clay Carroll,1001997,0.2,0.4,0.4,1.8
Bennie Daniels,1002968,1.5,1.3,0.6,-0.1
Andy Pettitte,840,3.9,5.1,1.9,5.8
Burt Hooton,1006005,1.8,3.3,1.8,0.3
Chad Bradford,904,0.3,1.5,1.1,0.4
Scott Linebrink,564,-0.5,0.5,0.1,-0.1
Ramiro Mendoza,836,1.3,-0.1,0.1,-0.1
David Wells,855,3.0,2.3,3.7,3.4
Mike Jackson,732,0.3,0.7,1.7,1.9
Doug Davis,1244,2.8,2.2,2.3,1.0
Vida Blue,1001094,3.3,1.0,1.5,0.2
Juan Guzman,1005162,-0.2,2.8,2.5,-0.2
Joe Nathan,1122,2.6,3.1,2.0,1.9
Bob Ojeda,1009756,5.1,1.0,0.7,2.1
Jim Rooker,1011183,2.9,5.4,1.9,2.2
Tim Worrell,1139,1.0,0.7,0.3,0.9
Guillermo Mota,1467,1.3,0.6,-0.3,0.2
Bob Forsch,1004233,3.5,1.4,2.1,-0.1
Paul Gibson,1004671,-0.2,-0.4,-0.1,0.5
Pascual Perez,1010185,1.9,2.9,3.9,0.6
Dan Spillner,1012342,2.6,0.3,0.4,0.1
Craig Swan,1012754,0.5,1.7,-0.6,-0.6
Dennis Springer,672,0.1,-0.4,0.1,-1.0
Jay Powell,1271,0.2,-0.1,0.0,-0.1
Dave Stewart,1012519,4.8,5.1,3.2,4.9
Derek Lowe,199,2.4,2.2,2.8,4.4
Dan Miceli,1463,0.3,0.0,-0.1,1.1
Dennis Lamp,1007284,1.7,0.0,2.0,0.5
Mike Marshall,1008144,1.6,4.4,0.4,0.4
Kevin Jarvis,1037,0.6,0.8,0.3,0.1
Jon Matlack,1008246,5.2,0.8,1.7,0.4
Bob Bruce,1001573,2.7,4.9,3.4,0.7
Joe Hoerner,1005895,0.4,0.7,0.4,0.4
Rick Waits,1013494,0.4,0.6,0.6,0.2
Wilbur Wood,1014248,6.1,7.4,4.7,3.4
Paul Quantrill,669,0.2,0.9,1.7,1.4
Bob Gibson,1004662,6.0,4.3,8.6,8.8
Neal Heaton,1005568,0.9,-0.1,-0.3,-0.4
Bill Krueger,1007175,0.0,0.8,0.8,2.0
Mike Munoz,1009328,0.7,0.6,0.5,0.4
Phil Regan,1010785,0.7,0.4,1.0,0.0
Doug Creek,1202,-0.1,0.1,-0.2,-0.6
Tanyon Sturtze,1230,1.4,1.4,-0.3,0.3
John Candelaria,1001909,3.3,1.8,3.0,2.4
Eric Gunderson,1005144,-0.5,0.4,-0.3,0.1
John Wyatt,1014303,-0.2,1.0,0.7,-0.2
Ken Forsch,1004234,1.5,2.4,1.8,2.4
Ted Lilly,833,2.1,3.8,2.8,3.7
Andy Hassler,1005480,0.0,0.4,-0.4,0.1
Ray Herbert,1005684,5.3,2.4,4.8,4.9
Dan Schatzeder,1011527,0.8,-0.4,0.0,-0.8
Livan Hernandez,1116,2.4,2.0,0.2,1.0
Kevin Millwood,106,3.4,4.3,2.1,3.2
Joe Boever,1001118,-0.1,0.4,0.3,-0.2
Frank DiPino,1003320,0.8,0.8,0.5,-0.1
Kevin Gross,1005088,0.9,3.4,3.2,3.4
Fritz Peterson,1010227,2.9,1.3,1.5,1.2
Bryn Smith,1012104,2.1,2.5,3.2,3.2
Rolando Arrojo,174,1.1,2.2,1.2,0.8
Gabe White,360,1.3,0.4,-0.3,0.0
Dave Mlicki,569,1.3,2.7,0.8,-1.3
David Cone,1680,3.9,3.8,4.5,2.2
Nelson Briles,1001432,1.3,0.4,2.6,0.4
Mark Gubicza,1005115,2.3,2.7,3.0,0.7
Bob Humphreys,1006184,1.7,-1.0,-1.0,0.4
Luis Tiant,1013054,0.9,3.6,5.0,6.5
Brad Lidge,563,0.8,2.2,-0.8,0.4
Bud Black,1001007,1.1,0.6,3.4,2.4
Steve Farr,1003953,0.8,1.5,0.8,1.6
Ron Perranoski,1010201,0.2,0.3,0.5,1.2
J.C. Romero,754,0.0,0.0,-0.2,-0.4
Jorge Sosa,1228,1.5,-0.3,-0.3,-0.2
Tom Edens,1003671,0.6,1.4,-0.2,0.5
Marty Pattin,1010074,1.8,1.0,2.3,1.4
Walt Terrell,1012924,1.5,1.7,0.0,2.7
Bartolo Colon,375,4.7,1.4,4.1,0.3
Ray Sadecki,1011360,3.2,0.4,1.3,0.8
Lee Smith,1012175,1.6,1.5,2.4,2.0
Bert Blyleven,1001098,3.9,0.3,4.1,5.0
Orel Hershiser,1005741,5.6,0.7,2.5,2.3
Tim Burke,1001692,0.8,0.6,0.4,-0.2
Rich Gossage,1004894,3.6,3.5,1.5,2.6
Dave Smith,1012117,1.3,0.2,2.8,0.9
