Name,playerid,WAR32
Aquilino Lopez,1671,-0.1
Matt Miller,1754,1.2
Mike Cuellar,1002853,6.6
Rich DeLucia,1003185,0.2
Ruben Gomez,1004827,0.0
Dan Petry,1010246,-0.8
Ed Roebuck,1011118,-0.4
Mel Stottlemyre,1012579,1.3
Brian Anderson,44,0.2
Jim Brower,313,-0.8
Billy Wagner,578,1.5
Valerio de los Santos,681,-0.4
Tom Griffin,1005054,-0.1
Joe Nuxhall,1009665,1.4
Octavio Dotel,555,-0.2
Jason Schmidt,1131,3.0
John Cangelosi,1001913,0.0
John Morris,1009219,0.2
Steve Stone,1012573,2.9
Danny Cox,1002695,0.4
Storm Davis,1003080,0.3
Andy McGaffigan,1008497,0.2
Vern Ruhle,1011297,-0.7
Bobby Jones,1039,0.4
Ben Weber,41,1.0
John Franco,874,-0.5
Turk Wendell,975,0.7
Doug Bair,1000439,0.3
Shawn Barton,1000633,0.0
Charlie Leibrandt,1007492,1.2
Orlando Pena,1010150,-0.4
Don Cardwell,1001941,1.3
Jerry Reed,1010769,0.2
Francisco Cordero,1243,2.4
Dave Eiland,1003714,1.4
Ed Glynn,1004789,0.0
Jerry Koosman,1007103,3.1
Curt Schilling,73,3.3
Dustin Hermanson,195,1.3
Kent Mercker,439,-0.6
Wally Whitehurst,1013896,0.1
C.J. Nitkowski,570,0.0
Jose Bautista,1000694,-0.2
Jim Gott,1004898,0.8
Al Hrabosky,1006116,-0.4
Claude Osteen,1009878,2.4
Tom Seaver,1011708,6.2
Mike Stanton,1012421,-0.4
Don Carman,1001967,0.0
Jim Coates,1002374,0.0
Jim Kern,1006868,0.1
Bob Shaw,1011819,4.3
Ron Villone,1010,0.4
Jim Clancy,1002255,1.8
Ron Guidry,1005124,3.9
Jack Kralick,1007135,0.0
Paul Reuschel,1010851,0.0
Mike Magnante,929,1.1
Jamie Moyer,1091,1.2
Lance Painter,1675,0.6
Dick Donovan,1003395,-0.3
Craig Lefferts,1007476,0.5
Micah Bowie,1561,0.2
Al Fitzmorris,1004119,-0.3
Whitey Ford,1004227,5.8
Danny Jackson,1006295,3.9
Duke Maas,1007894,0.0
Joe Niekro,1009582,1.6
Mike Proly,1010545,0.0
Mark Williamson,1014022,0.1
Miguel Batista,46,4.3
Terry Adams,946,-0.4
Hank Aguirre,1000087,2.6
Dennis Eckersley,1003660,3.4
