Name,playerid,WAR20
Dan Petry,1010246,1.1
Bill Hepler,1005681,-0.7
Storm Davis,1003080,1.8
Larry Christenson,1002215,0.0
Larry Monroe,1009057,0.1
Gary Timberlake,1013070,-0.1
Al Hrabosky,1006116,0.1
Claude Osteen,1009878,-0.5
Fred Holdsworth,1005944,0.2
Jim Maloney,1008039,0.7
Santiago Guzman,1005163,-0.1
John Pacella,1009933,0.0
Dennis O'Toole,1009896,0.1
Kevin Kobel,1007067,1.4
Alec Distaso,1003325,0.1
Dennis Eckersley,1003660,2.8
Rick Wise,1014155,1.9
Paul Brown,1001553,-0.5
David Clyde,1002367,0.0
Marcos Carvajal,3216,0.0
Mike Kekich,1006764,-0.4
Joey McLaughlin,1008614,-0.3
Britt Burns,1001702,-0.1
Steve Dillon,1003308,0.0
Fred Newman,1009542,0.1
Dick Burwell,1001741,-0.3
Bill Gullickson,1005136,0.0
Catfish Hunter,1006199,1.8
Dennys Reyes,444,0.5
Julian Tavarez,541,-0.1
Doyle Alexander,1000122,0.9
Chad Gaudin,1783,0.2
Ed Correa,1002637,3.4
Mike Witt,1014174,1.6
Don Carrithers,1001992,-0.4
Jesse Hudson,1006136,0.0
Jim Palmer,1009973,2.0
George Stone,1012565,0.2
Edgar Gonzalez,1727,0.1
Ken Brett,1001402,0.0
Rosario Rodriguez,1011112,-0.1
Matt Cain,4732,0.7
Richard Dotson,1003424,0.8
Billy Macleod,1007930,0.0
Wade Blasingame,1001057,-0.3
Mike McQueen,1008680,0.1
Jack Jenkins,1006389,-0.3
Mike Torrez,1013134,0.2
Bob Kipper,1006956,-0.1
Victor Cruz,1002845,1.2
Al Downing,1003450,0.0
Jeff Suppan,633,0.4
Jim Roland,1011156,0.5
Jim Ray,1010726,0.0
Bill Wilkinson,1013953,-0.2
Tom Hall,1005262,0.4
Vida Blue,1001094,1.5
Dean Chance,1002130,0.6
Bruce Robbins,1011019,-0.8
Lloyd Allen,1000152,0.4
Jeff Byrd,1001794,0.3
Mike Norris,1009637,0.3
Wilbur Wood,1014248,0.2
Gil Meche,1089,0.4
Pete Lovrich,1007782,-0.3
Richie Moloney,1009043,0.0
Edwin Jackson,1841,-0.3
Don Gullett,1005134,2.6
Zack Greinke,1943,1.8
Bob Garibaldi,1004535,0.1
Tom Harrison,1005433,0.0
Bill Stafford,1012375,1.3
Tom Kelley,1006782,-0.2
Ryan Feierabend,6336,0.0
John Papa,1009982,-0.2
Blue Moon Odom,1009726,-0.1
Chris Zachary,1014404,-0.1
Ray Sadecki,1011360,1.8
Felix Hernandez,4772,3.3
Mike Jones,1006577,0.0
Oliver Perez,1514,0.6
Bert Blyleven,1001098,7.5
Wally Bunker,1001652,1.7
Rich Gossage,1004894,0.5
Bill Landis,1007294,0.1
Dave Morehead,1009156,1.6
Nino Espinosa,1003830,0.1
Dave Boswell,1001222,-0.3
Greg Maddux,104,0.4
Clayton Kershaw,2036,1.3
Joel Davis,1003061,1.0
Mike Hampton,430,-0.4
Larry Dierker,1003288,2.1
Dave Righetti,1010958,0.1
Billy McCool,1008409,1.5
Ramon Martinez,1008193,0.4
Larry Yellen,1014337,0.1
Ismael Valdez,1283,0.4
Dave Downs,1003452,0.4
Gene Nelson,1009501,-0.3
Mike Adamson,1000058,-0.2
George Korince,1007113,-0.1
Gary Dotter,1003426,0.1
Lance Dickson,1003281,0.0
Dave McNally,1008655,1.2
Ken Holtzman,1005989,3.0
Don Schulze,1011629,0.1
Rick Sutcliffe,1012734,0.2
