Name,playerid,WAR27,WAR28,WAR29,WAR30
Freddy Garcia,1077,4.8,4.0,3.1,0.2
Mike Cuellar,1002853,0.4,0.8,6.1,5.1
Rich DeLucia,1003185,0.1,0.4,-0.2,0.3
Dan Petry,1010246,0.4,0.1,0.3,-0.6
Mel Stottlemyre,1012579,3.7,3.1,4.4,2.4
Brian Anderson,44,1.7,2.0,0.3,1.6
Jim Brower,313,0.0,0.4,0.3,0.6
Billy Wagner,578,3.6,-0.4,2.0,1.7
Valerio de los Santos,681,0.0,0.0,0.4,-0.4
Tom Griffin,1005054,-0.4,0.0,-0.6,-0.5
Ricky Horton,1006036,-0.2,0.3,0.5,-0.2
Octavio Dotel,555,3.3,2.8,1.7,1.6
Jason Schmidt,1131,0.7,3.0,4.5,6.6
Bryce Florie,1004172,0.9,1.4,1.0,0.3
John Morris,1009219,-0.2,1.3,0.5,-0.2
Steve Stone,1012573,2.4,0.9,1.7,2.2
Greg Aquino,1899,-0.4,0.0,0.0,-0.1
Jerry Augustine,1000365,-0.5,0.3,-1.0,-0.4
Storm Davis,1003080,0.5,1.4,0.1,0.8
Dennis Kinney,1006946,-0.1,0.0,0.0,-0.1
Andy McGaffigan,1008497,1.1,2.7,1.9,2.0
Vern Ruhle,1011297,1.3,0.4,2.2,1.2
Bobby Jones,1039,1.8,1.8,1.3,1.0
Ron Meridith,1008782,0.0,0.0,0.1,-0.5
Victor Santos,446,2.4,0.6,0.9,-0.8
John Franco,874,1.1,1.3,1.3,1.3
Turk Wendell,975,-0.2,-0.4,0.3,-0.2
Brandon Backe,1529,1.1,0.4,0.1,-0.4
Doug Bair,1000439,-0.7,2.0,0.6,0.1
Charlie Leibrandt,1007492,1.9,4.1,3.7,4.4
Keith Atherton,1000348,0.2,0.2,-0.2,-0.6
Bruce Berenyi,1000864,4.3,3.0,2.5,0.2
Don Cardwell,1001941,1.5,0.1,2.2,0.1
Francisco Cordero,1243,1.2,2.1,2.7,1.4
Ed Glynn,1004789,-0.2,0.0,0.4,0.0
Joey Jay,1006373,0.8,3.4,0.7,0.6
Jerry Koosman,1007103,2.3,2.2,2.9,4.4
Curt Schilling,73,0.8,2.8,4.7,8.2
Dustin Hermanson,195,1.4,0.5,0.0,0.1
Kent Mercker,439,1.5,-0.3,0.9,2.3
Scott Bankhead,1000510,0.1,0.5,0.1,0.2
Wally Whitehurst,1013896,1.9,1.3,1.2,0.6
C.J. Nitkowski,570,1.0,-0.6,0.1,0.0
Pat Clements,1002339,-0.2,-0.1,0.1,0.2
Jim Gott,1004898,2.0,0.7,0.0,-0.1
Al Hrabosky,1006116,-0.6,0.8,0.3,-0.7
Claude Osteen,1009878,3.8,1.9,5.5,3.1
Tom Seaver,1011708,5.6,7.3,5.1,7.8
Mike Stanton,1012421,0.7,0.3,1.8,1.1
Jae Seo,895,0.3,1.9,0.0,-0.2
Don Carman,1001967,1.0,1.2,-1.3,-0.9
Jim Coates,1002374,0.6,0.7,0.8,0.0
Rawly Eastwick,1003648,-0.2,0.2,-0.2,0.3
Jim Kern,1006868,3.6,2.4,2.0,4.7
Jim Maloney,1008039,4.5,2.9,2.3,-0.5
Bob Shaw,1011819,1.7,2.2,3.3,1.7
Sidney Ponson,161,3.0,1.0,0.5,-0.2
Ron Villone,1010,0.1,-0.3,2.4,0.2
Jim Clancy,1002255,2.8,1.8,1.6,3.1
Ron Guidry,1005124,9.1,6.2,3.9,2.8
Jack Kralick,1007135,3.8,3.8,3.0,0.6
Mike Magnante,929,0.5,0.4,0.2,0.1
Ugueth Urbina,216,1.2,1.3,1.3,0.1
Lance Painter,1675,0.1,-0.5,0.1,-0.2
Craig Lefferts,1007476,0.3,0.8,-0.2,0.6
Al Fitzmorris,1004119,1.4,2.3,2.6,3.7
Danny Jackson,1006295,0.9,1.7,-0.5,2.8
Joe Niekro,1009582,0.8,0.0,0.1,0.8
Mike Proly,1010545,0.8,0.5,0.9,-0.3
Bill Sampen,1011395,0.7,-1.0,-0.1,-0.1
Scott Sanders,1011423,3.6,0.1,0.2,-0.1
Mark Williamson,1014022,1.3,0.6,1.6,0.7
Miguel Batista,46,0.7,2.0,-0.9,1.3
Terry Adams,946,0.8,4.3,1.9,1.5
Dennis Eckersley,1003660,3.1,0.8,3.2,4.3
Gaylord Perry,1010210,7.3,5.6,5.5,5.9
Rick Wise,1014155,5.1,1.0,2.7,3.1
Mike Stanton,849,0.3,-0.1,0.7,1.4
Jim Bouton,1001241,0.9,-0.2,0.0,0.6
Kelly Downs,1003453,2.9,0.9,1.0,-0.4
Todd Frohwirth,1004374,-0.2,2.6,1.1,0.3
Al Jackson,1006288,1.3,2.0,2.3,2.9
Geoff Zahn,1014410,0.1,1.6,0.7,0.2
Jon Lieber,287,3.2,2.6,4.5,4.4
Don Drysdale,1003516,6.9,3.4,4.1,4.3
Tim Scott,1011694,1.1,0.4,-0.3,0.0
Ed Whitson,1013911,1.1,-0.1,2.6,2.0
Josh Towers,1489,1.1,3.6,-0.5,0.6
Fernando Arroyo,1000327,-0.2,0.6,1.0,-0.4
Tim Crews,1002765,0.7,0.0,1.1,0.5
Rich Garces,189,-0.3,0.7,1.3,0.5
Jason Isringhausen,1158,0.9,1.8,2.5,0.9
John Smoltz,115,2.1,4.6,8.4,6.7
J.R. Richard,1010913,5.0,6.4,8.9,3.8
Dick Tidrow,1013056,2.4,0.1,1.5,0.5
Mike Morgan,67,3.1,0.5,2.5,2.1
Jason Frasor,1906,0.6,0.2,1.0,-0.1
Catfish Hunter,1006199,0.5,6.3,5.7,3.9
Dennys Reyes,444,1.1,-0.2,0.9,-0.1
Julian Tavarez,541,1.5,2.2,1.0,1.1
Al Leiter,883,0.9,2.5,3.0,3.4
Doyle Alexander,1000122,1.4,1.2,2.9,1.6
Larry McWilliams,1008700,0.9,2.6,4.3,2.9
Randy Moffitt,1009027,0.2,1.1,0.3,-0.6
Scott Ruskin,1011309,0.4,0.1,0.0,-0.3
Ron Taylor,1012885,0.0,0.2,0.9,0.5
J.J. Putz,1795,-0.2,-0.1,3.4,2.1
Grant Jackson,1006298,1.5,1.1,0.9,0.7
Paul Wagner,1013490,1.4,0.9,-0.5,-0.3
Troy Percival,29,1.1,1.7,0.6,0.2
Sean Lowe,994,-0.2,0.3,0.1,1.6
Kent Tekulve,1012905,-0.1,0.3,1.7,1.3
Armando Reynoso,72,2.0,0.3,0.7,1.4
Mark Wohlers,414,1.8,-0.7,-0.1,0.0
Lindy McDaniel,1008441,0.6,1.6,0.5,1.9
Scott Nielsen,1009586,-0.2,0.0,-0.7,0.0
Pedro Ramos,1010681,0.6,2.4,2.4,0.8
Mike Witt,1014174,4.4,2.7,1.4,0.0
Juan Acevedo,458,-0.2,1.3,-0.3,0.1
Luis Aquino,1000285,2.0,0.3,1.5,0.0
Bob Johnson,1006430,4.6,0.9,0.1,-0.2
Lerrin LaGrow,1007255,0.3,0.6,-0.8,-0.2
Kris Benson,982,0.8,1.2,4.0,1.3
Woodie Fryman,1004381,0.3,2.9,3.0,2.4
Frank LaCorte,1007239,0.1,0.4,0.6,-0.6
Dave LaRoche,1007354,1.3,2.6,0.3,0.6
Nate Field,599,-0.1,0.1,-0.1,0.0
Josh Fogg,989,1.7,0.5,1.7,1.3
Chan Ho Park,1267,3.9,4.3,1.0,-0.4
Kenny Rogers,1277,1.1,3.6,2.5,3.0
Gary Lavelle,1007389,0.1,3.0,0.9,1.3
Sparky Lyle,1007859,1.5,1.5,2.0,2.0
Charles Hudson,1006134,0.1,1.5,1.0,-1.1
Shane Rawley,1010719,3.2,1.6,1.6,1.7
Kevin Appier,3,5.3,6.3,5.2,0.0
Scot Shields,35,2.4,2.1,2.2,1.6
Luis Vizcaino,714,1.5,-0.5,0.4,0.3
Charlie Hough,1006050,-0.3,-0.4,0.5,0.0
Roger Nelson,1009511,1.0,3.4,0.0,0.8
John Habyan,1005176,2.6,0.7,0.3,0.9
Jack Hamilton,1005274,-0.3,0.8,0.4,-0.3
Travis Harper,1211,0.7,0.7,-0.9,0.0
Steve Barber,1000530,2.9,2.6,0.6,0.9
Ed Farmer,1003935,0.0,0.0,1.9,0.1
Teddy Higuera,1005799,5.1,6.7,5.9,2.2
Carl Morton,1009230,0.6,0.8,4.4,5.9
Jim Palmer,1009973,4.6,1.9,6.9,4.2
Charlie Williams,1013980,-0.4,-0.2,-0.5,-0.7
Nelson Cruz,554,0.6,0.4,0.0,-0.2
Kyle Snyder,1689,0.3,0.3,-0.5,-0.2
Jim Poole,1010435,0.8,-0.1,0.3,0.1
Denny Neagle,441,3.4,5.2,3.1,0.3
Vic Darensbourg,516,1.2,-0.3,0.5,0.6
Hideo Nomo,666,4.4,3.4,1.4,2.1
Kirk Rueter,1128,0.9,1.4,1.2,0.8
Doc Medich,1008714,2.7,1.8,2.4,1.9
Bruce Sutter,1012743,1.9,1.1,0.2,0.5
Albert Williams,1013971,2.0,1.2,0.9,-0.1
Mike Buddie,678,0.1,0.0,0.1,0.2
Danny Darwin,1002996,3.2,3.7,1.3,3.2
Pat Jarvis,1006363,4.3,1.8,5.5,1.3
Damaso Marte,247,1.6,2.5,0.5,0.2
Jake Westbrook,412,2.9,3.6,1.7,0.3
Jose Lima,475,-0.1,-0.2,0.0,1.0
Ryan Dempster,517,0.2,1.8,0.9,0.2
Dave Burba,1239,0.6,1.2,2.3,1.1
Glenn Abbott,1000010,1.2,0.2,2.5,1.4
Mike Henneman,1005656,0.5,1.2,1.8,1.2
Alejandro Pena,1010140,0.4,0.8,1.7,1.1
Paul Splittorff,1012346,1.4,2.0,0.9,3.7
David Riske,402,0.1,-0.1,0.0,0.1
Todd Jones,436,0.4,-0.4,1.8,0.3
Ken Brett,1001402,3.3,2.0,-0.3,0.5
Dave Wickersham,1013917,3.1,3.2,3.1,0.9
