Name,playerid,WAR40,WAR41,WAR42,WAR43
Jamie Moyer,1091,3.8,-0.2,2.5,1.9
Joe Niekro,1009582,-0.1,0.5,1.7,-0.2
Dennis Eckersley,1003660,0.9,0.7,0.3,0.0
Gaylord Perry,1010210,4.3,3.7,2.8,3.3
Woodie Fryman,1004381,1.9,0.7,0.9,-0.1
Kenny Rogers,1277,3.1,2.1,0.4,0.9
Charlie Hough,1006050,2.7,-0.8,0.2,0.8
Warren Spahn,1012299,3.2,3.6,2.5,-0.3
David Wells,855,3.8,3.1,3.0,0.9
Bartolo Colon,375,4.0,2.8,2.4,2.4
Dennis Martinez,1008161,3.3,1.5,-0.4,1.1
Early Wynn,1014309,3.2,1.3,2.5,1.1
Don McMahon,1008629,0.2,-0.2,-0.1,0.6
Jesse Orosco,667,0.1,0.4,0.0,-0.2
Rick Honeycutt,1005992,0.0,0.2,0.9,0.0
Steve Carlton,1001964,0.5,0.5,-0.2,-0.4
Jim Kaat,1006660,0.5,1.1,-0.1,-0.1
Mariano Rivera,844,1.8,2.2,0.4,1.3
Don Sutton,1012745,3.0,2.2,1.1,0.5
Terry Mulholland,665,-0.9,0.5,-0.2,-0.1
Tommy John,1006515,3.3,1.8,0.6,0.9
Hoyt Wilhelm,1013945,2.6,1.9,1.4,0.9
Roger Clemens,815,4.5,5.7,6.0,3.4
Tim Wakefield,219,1.9,1.0,1.8,1.2
Jeff Fassero,279,-0.8,1.3,0.9,-0.3
Nolan Ryan,1011348,6.4,3.4,7.0,5.2
Doug Jones,1006552,2.8,-0.2,1.4,1.1
Phil Niekro,1009583,4.1,3.7,2.0,3.0
Randy Johnson,60,9.6,4.1,3.2,1.6
