Name,playerid,WAR30,WAR31,WAR32
Freddy Garcia,1077,0.2,0.0,1.5
Brandon Lyon,1312,1.1,-0.6,0.8
Mike Cuellar,1002853,5.1,3.3,6.6
Rich DeLucia,1003185,0.3,-0.2,0.2
Dan Petry,1010246,-0.6,0.8,-0.8
Ed Roebuck,1011118,-0.6,-0.9,-0.4
Mel Stottlemyre,1012579,2.4,4.1,1.3
Brian Anderson,44,1.6,1.9,0.2
Jim Brower,313,0.6,0.7,-0.8
Billy Wagner,578,1.7,2.3,1.5
Valerio de los Santos,681,-0.4,0.1,-0.4
Chad Qualls,2170,0.9,0.0,0.0
Tom Griffin,1005054,-0.5,0.2,-0.1
Octavio Dotel,555,1.6,0.0,-0.2
Jason Schmidt,1131,6.6,6.4,3.0
John Morris,1009219,-0.2,0.1,0.2
Steve Stone,1012573,2.2,0.3,2.9
Storm Davis,1003080,0.8,0.8,0.3
Andy McGaffigan,1008497,2.0,0.8,0.2
Vern Ruhle,1011297,1.2,1.2,-0.7
Bobby Jones,1039,1.0,0.8,0.4
Ben Weber,41,0.6,0.3,1.0
John Franco,874,1.3,0.5,-0.5
Turk Wendell,975,-0.2,0.7,0.7
Matt Albers,4300,0.3,0.2,0.3
Brian Wilson,6485,0.0,0.4,-0.1
Doug Bair,1000439,0.1,0.1,0.3
Charlie Leibrandt,1007492,4.4,3.4,1.2
Orlando Pena,1010150,1.3,0.9,-0.4
Don Cardwell,1001941,0.1,1.1,1.3
Jerry Reed,1010769,0.4,1.3,0.2
Francisco Cordero,1243,1.4,1.3,2.4
Jerry Koosman,1007103,4.4,5.4,3.1
Curt Schilling,73,8.2,8.3,3.3
Dustin Hermanson,195,0.1,1.7,1.3
Kent Mercker,439,2.3,1.1,-0.6
Daisuke Matsuzaka,7775,0.2,-0.4,0.4
C.J. Nitkowski,570,0.0,-0.2,0.0
George Kontos,9486,-0.2,0.2,0.5
Sergio Romo,9817,1.0,-0.2,1.8
Jose Bautista,1000694,-1.6,-0.3,-0.2
Jim Gott,1004898,-0.1,0.7,0.8
Al Hrabosky,1006116,-0.7,0.3,-0.4
Claude Osteen,1009878,3.1,1.6,2.4
