Name,playerid,WAR35,WAR36,WAR37
Ted Abernathy,1000020,-0.7,0.0,0.3
Mike Myers,68,-0.1,0.1,0.2
Mike Torrez,1013134,1.2,0.7,0.0
Jason Grimsley,602,0.5,0.2,-0.4
Diego Segui,1011725,0.9,0.7,-0.6
Rick Mahler,1007988,3.2,0.8,0.2
Jim Lonborg,1007724,1.8,-0.2,-0.2
Clay Carroll,1001997,1.1,-0.4,0.0
Andy Pettitte,840,4.0,3.3,3.4
David Wells,855,4.4,3.9,6.2
Rick Reuschel,1010852,1.2,5.2,2.8
Jim Rooker,1011183,0.8,0.6,0.2
Tim Worrell,1139,1.4,1.1,0.2
Bob Forsch,1004233,0.6,2.2,2.5
Dennis Springer,672,0.0,0.1,0.0
Dave Stewart,1012519,1.2,0.9,0.8
Dennis Lamp,1007284,1.3,1.6,0.3
Mike Marshall,1008144,1.9,2.1,0.1
Joe Hoerner,1005895,0.0,0.4,0.1
Bob Gibson,1004662,5.2,6.4,4.5
Bill Krueger,1007175,1.4,0.6,0.2
John Candelaria,1001909,0.3,0.7,0.7
Ken Forsch,1004234,2.4,2.6,0.3
Hal Brown,1001520,2.7,2.5,-0.1
Bryn Smith,1012104,2.4,-0.3,0.2
David Cone,1680,5.1,3.4,1.0
Luis Tiant,1013054,3.7,2.6,2.4
Bud Black,1001007,-0.1,0.2,0.1
Steve Farr,1003953,1.1,-0.7,-0.4
Ray Moore,1009125,-0.3,0.3,-0.3
Ron Perranoski,1010201,-0.2,-0.2,0.0
Marty Pattin,1010074,-0.1,0.7,0.4
Lee Smith,1012175,0.1,0.8,1.0
Giovanni Carrara,643,-0.6,1.3,0.1
Bert Blyleven,1001098,2.9,2.2,3.2
Orel Hershiser,1005741,1.1,2.5,3.8
Rich Gossage,1004894,1.0,0.2,0.0
Dave Smith,1012117,0.9,-1.1,0.1
Tom Glavine,90,1.7,2.9,1.3
Dennis Martinez,1008161,4.6,4.2,3.8
Tony Fossas,1004242,0.5,0.0,1.0
Larry Gura,1005150,0.1,-0.4,-0.3
Jim Brewer,1001406,0.1,0.1,0.6
Eddie Guardado,727,-0.3,0.1,0.7
Jimmy Key,1006885,2.7,2.8,1.7
Greg Swindell,76,1.2,-0.1,-0.3
Greg Maddux,104,6.3,3.9,3.6
Jim Bunning,1001653,6.8,0.6,3.8
Mark Gardner,1004529,1.4,2.0,-0.2
Sonny Siebert,1011951,2.7,1.7,1.6
Bob Buhl,1001637,1.9,0.7,1.1
Bob Veale,1013391,-0.2,0.3,0.5
Steve Trachsel,898,0.5,0.4,-0.8
Don McMahon,1008629,0.1,0.1,0.3
Mike Timlin,1187,0.7,-0.3,1.0
Jeff Brantley,1001358,0.2,-0.5,-0.3
Rick Aguilera,1000086,0.8,1.4,0.8
Bobby Shantz,1011804,1.6,1.0,1.3
Trevor Hoffman,1035,0.1,1.8,1.7
Gene Garber,1004493,-0.1,0.9,0.8
Larry Jackson,1006304,2.3,3.9,3.6
Harvey Haddix,1005184,2.7,1.8,0.6
Roy Face,1003891,0.0,-0.3,0.3
Jack Billingham,1000970,2.0,1.7,-0.8
Bill Campbell,1001874,0.6,0.2,0.4
Bob Welch,1013750,0.6,0.1,-0.1
Bob Wickman,413,0.1,-0.3,1.6
Norm Charlton,1002160,0.0,0.3,-0.1
Mark Langston,1007323,1.7,0.0,0.1
Robin Roberts,1011046,3.5,2.0,2.9
Cal McLish,1008626,1.6,1.7,2.3
Fred Gladding,1004751,0.0,0.4,-0.3
Darold Knowles,1007058,-0.2,-0.2,-0.3
Bobby Witt,1014170,1.8,-0.2,0.1
Jim Corsi,1002644,1.2,0.6,-0.5
David Weathers,902,0.7,-0.4,1.3
Rick Sutcliffe,1012734,1.3,3.0,0.5
Mike Mussina,837,3.0,2.6,5.2
Alan Embree,1030,-0.3,1.1,1.1
Elmer Dessens,317,0.6,0.0,-0.2
Joe Gibbon,1004658,0.0,-0.1,-0.5
Doug Henry,1005668,-0.6,-0.6,-0.7
Tom Candiotti,1001911,4.2,2.5,2.7
Mike Remlinger,111,1.5,1.5,0.1
Jesse Orosco,667,0.3,2.0,0.1
Brendan Donnelly,1441,0.5,-0.2,0.6
Mike Flanagan,1004133,3.1,1.1,2.2
Rick Honeycutt,1005992,0.6,0.9,0.0
Tim Belcher,1000789,1.9,1.9,0.1
Steve Carlton,1001964,8.8,5.3,8.2
Jim Kaat,1006660,5.2,5.1,2.9
Al Levine,20,-0.3,-0.3,-0.1
Stu Miller,1008935,1.6,1.1,2.3
Al Worthington,1014260,1.2,0.5,1.8
Paul Byrd,594,1.7,1.8,0.7
Stan Bahnsen,1000414,-0.1,-0.6,0.3
Brian Shouse,630,0.6,0.0,-0.2
Mariano Rivera,844,2.9,2.2,2.0
Vern Law,1007410,3.4,2.3,1.4
Fred Norman,1009632,0.8,2.9,0.2
Mike Maddux,1007951,-0.1,0.7,0.3
Juan Berenguer,1000865,-0.1,0.7,-0.8
Dick Hall,1005241,0.3,0.9,-0.1
Tom Gordon,282,2.1,2.8,0.9
Rudy Seanez,1279,0.9,1.5,-0.2
Fergie Jenkins,1006388,5.3,2.0,2.7
Don Sutton,1012745,3.0,3.9,4.6
Jose Mesa,961,1.6,0.6,-0.1
Jeff Montgomery,1009071,0.4,0.4,0.0
Terry Mulholland,665,1.4,2.1,1.1
Larry Andersen,1000236,1.4,2.3,2.7
Tommy John,1006515,4.3,6.9,4.7
Steve Ridzik,1010950,0.6,-1.2,0.0
Cal Eldred,1653,0.3,0.2,0.1
Dave Giusti,1004748,0.4,-0.6,0.5
Greg Harris,1005415,2.5,0.5,1.2
Jerry Reuss,1010853,1.2,2.6,-0.4
Jeff Nelson,1092,0.5,1.1,-0.1
Mike Bielecki,1000951,0.0,0.7,0.2
Bob McClure,1008400,-0.3,-0.2,1.0
John Burkett,179,2.5,5.1,1.8
Tom Burgmeier,1001668,1.2,3.0,0.4
Mike Krukow,1007185,1.3,1.1,-0.1
Juan Marichal,1008106,2.8,1.0,-0.3
Paul Assenmacher,1000344,1.4,1.0,0.6
Lew Burdette,1001662,-0.1,0.9,0.8
Todd Worrell,1014259,1.4,1.5,-0.4
Masato Yoshii,807,1.6,0.4,1.5
Roger Clemens,815,8.2,3.2,3.6
Greg Minton,1008986,0.8,1.2,0.5
Hector Carrasco,1240,1.3,0.7,-0.5
Russ Springer,1652,0.1,0.2,0.1
Jim Perry,1010213,0.3,2.3,1.9
Dennis Cook,8,1.4,0.1,-0.1
Tim Wakefield,219,2.7,3.6,1.4
Johnny Klippstein,1007013,1.2,-0.4,0.2
Jeff Reardon,1010741,0.1,0.7,0.8
Brian Moehler,480,0.0,1.4,1.1
Kevin Brown,642,6.8,3.0,0.5
Steve Reed,1053,0.3,0.3,1.1
Juan Pizarro,1010382,-0.2,0.0,0.0
Dan Plesac,1319,0.6,1.3,0.6
Mark Guthrie,876,0.3,0.6,-0.4
Tom Henke,1005649,1.6,0.6,1.3
Barney Schultz,1011625,0.8,-0.3,0.9
Frank Tanana,1012818,3.1,0.8,1.9
Jeff Fassero,279,3.1,-0.5,1.8
Mike Fetters,988,0.0,-0.4,0.1
Woody Williams,1190,1.9,4.5,2.9
Rick White,456,-0.9,0.5,0.1
Billy Pierce,1010326,1.5,0.5,0.0
Chuck Finley,384,4.4,4.4,4.4
Ken Johnson,1006477,0.7,0.6,-0.1
Tug McGraw,1008545,2.5,0.6,0.3
Nolan Ryan,1011348,3.5,3.4,4.0
Jose Contreras,1660,2.4,2.0,2.1
Billy Taylor,1012859,1.3,1.1,1.0
Jack Sanford,1011432,1.2,0.2,0.2
Doug Jones,1006552,2.6,0.8,1.6
Steve Renko,1010835,1.8,1.0,2.1
Scott Sanderson,1011422,0.9,1.9,0.2
Jack Morris,1009211,2.9,4.1,3.7
Aurelio Lopez,1007753,0.4,-1.0,0.1
Jay Howell,1006098,1.1,0.5,0.7
Bob Tewksbury,1012941,3.8,4.0,1.9
Ron Kline,1007004,-0.3,0.3,-0.6
Dan Quisenberry,1010622,0.4,0.9,-0.1
Darren Oliver,206,0.0,0.6,0.9
Scott Eyre,1300,0.2,0.6,-0.1
Pedro Martinez,200,1.2,0.3,0.5
Rudy May,1008310,4.1,2.4,3.4
Rheal Cormier,952,-0.2,1.5,0.4
Ron Mahay,290,0.3,0.5,0.4
Steve Sparks,499,3.2,1.2,0.0
Phil Niekro,1009583,7.2,3.6,4.3
Buddy Groom,143,1.9,1.4,0.0
Ted Power,1010504,0.3,0.4,0.5
Randy Johnson,60,9.5,9.6,10.4
Rich Rodriguez,1276,0.4,-0.1,-0.3
Camilo Pascual,1010039,-1.3,-0.2,0.5
Steve Bedrosian,1000766,0.4,0.5,-0.4
Aaron Sele,34,0.1,1.2,0.0
Tom Martin,1219,-0.2,0.7,-0.1
Kevin Tapani,1012824,2.6,2.3,2.9
Ron Reed,1010773,1.8,0.5,0.9
Roberto Hernandez,605,1.0,0.5,0.6
