Name,playerid,WAR26,WAR27
Freddy Garcia,1077,1.6,4.8
Brandon Lyon,1312,0.7,1.5
Mike Gallo,1759,0.1,-0.8
Clayton Mortensen,3166,-0.1,-0.3
Bobby Chouinard,1002204,0.2,0.5
Rich DeLucia,1003185,-0.3,0.1
Frank Funk,1004406,-0.3,-0.1
Mike Jackson,1006306,0.2,-0.4
Felipe Lira,1007649,-0.2,-0.2
Steve Mura,1009337,1.2,0.5
Dan Petry,1010246,2.9,0.4
Mel Stottlemyre,1012579,2.9,3.7
Brian Anderson,44,1.0,1.7
Jim Brower,313,-0.3,0.0
Billy Wagner,578,1.8,3.6
Valerio de los Santos,681,-0.1,0.0
Chris Capuano,1701,2.2,4.0
Chad Qualls,2170,0.7,0.2
Esmil Rogers,6317,1.1,0.1
Tom Griffin,1005054,2.1,-0.4
Ricky Horton,1006036,1.1,-0.2
Octavio Dotel,555,0.8,3.3
Jason Schmidt,1131,3.0,0.7
Ruddy Lugo,2710,0.6,-0.3
Bryce Florie,1004172,0.4,0.9
John Morris,1009219,-0.6,-0.2
Steve Stone,1012573,1.4,2.4
Greg Aquino,1899,0.0,-0.4
Todd Coffey,2467,-0.7,0.0
Zach Kroenke,4383,-0.2,0.0
Pat Misch,5909,-0.1,-0.2
Jerry Augustine,1000365,1.0,-0.5
Danny Cox,1002695,3.1,2.2
Storm Davis,1003080,2.1,0.5
Tom Dukes,1003545,-0.1,0.3
Brian Fisher,1004077,0.3,-0.2
Dennis Kinney,1006946,-0.3,-0.1
Andy McGaffigan,1008497,0.7,1.1
Brad Pennington,1010159,-0.2,-0.3
Vern Ruhle,1011297,0.5,1.3
Al Severinsen,1011760,-0.3,0.0
Bobby Jones,1039,1.9,1.8
Neal Cotts,1797,-0.5,0.0
Graham Godfrey,3128,0.2,-0.2
Matt Capps,4788,1.1,-0.4
Nick Masset,7267,0.1,1.2
Ted Davidson,1003029,0.2,0.2
Hank Fischer,1004068,1.5,0.2
Jeff McCurry,1008440,-0.3,-0.4
Frank Pastore,1010048,0.2,0.9
Victor Santos,446,-0.2,2.4
John Franco,874,1.5,1.1
Turk Wendell,975,0.6,-0.2
Brandon Backe,1529,0.5,1.1
Matt Albers,4300,0.6,0.1
Brian Wilson,6485,0.6,2.2
Lucas Harrell,7541,0.3,2.7
Doug Bair,1000439,0.0,-0.7
