Name,playerid,WAR35,WAR36
Freddy Garcia,1077,0.5,-0.3
Shingo Takatsu,1896,1.0,-0.8
Mike Cuellar,1002853,2.4,2.5
Billy Wagner,578,1.6,1.2
Chris Capuano,1701,0.7,-0.1
Chad Qualls,2170,0.5,0.4
Joe Nuxhall,1009665,1.2,2.4
Octavio Dotel,555,0.7,0.2
Sam Jones,1006590,1.4,0.5
John Franco,874,1.2,1.3
Doug Bair,1000439,0.4,0.4
Charlie Leibrandt,1007492,3.6,2.2
Francisco Cordero,1243,0.3,0.0
Jerry Koosman,1007103,3.2,5.5
Curt Schilling,73,9.3,5.6
Kent Mercker,439,0.1,0.6
Tom Seaver,1011708,0.4,1.8
Jim Kern,1006868,-0.3,-0.1
Ron Villone,1010,0.7,-0.1
Raul Valdes,1953,0.0,-0.3
Ron Guidry,1005124,3.0,2.2
Mike Magnante,929,0.1,0.0
Jamie Moyer,1091,5.2,4.6
Dick Donovan,1003395,1.9,1.9
Craig Lefferts,1007476,-0.3,-0.1
Koji Uehara,9227,1.3,1.2
Whitey Ford,1004227,6.8,4.6
Joe Niekro,1009582,3.4,2.2
Miguel Batista,46,2.9,2.2
Todd Williams,805,-0.3,0.0
Hank Aguirre,1000087,0.4,0.5
Dennis Eckersley,1003660,3.2,1.7
John Hiller,1005817,2.0,-1.6
Gaylord Perry,1010210,6.3,7.0
Rick Wise,1014155,0.5,0.0
Mike Stanton,849,1.2,0.0
Geoff Zahn,1014410,1.1,3.5
Jon Lieber,287,3.1,2.4
Bob Patterson,1010055,0.1,0.7
Ed Whitson,1013911,5.2,0.3
Jason Isringhausen,1158,-0.3,0.0
Terry Leach,1007427,-0.1,1.5
John Smoltz,115,2.5,2.9
Dick Tidrow,1013056,0.9,0.0
Mike Morgan,67,1.5,1.0
Jeremy Affeldt,583,0.4,-0.8
Jason Frasor,1906,0.7,0.4
Steve Howe,1006107,-0.2,1.0
Joe Borowski,267,0.7,0.6
Julian Tavarez,541,0.1,0.1
Al Leiter,883,3.8,3.2
Josias Manzanillo,996,-0.5,-0.3
Doyle Alexander,1000122,3.9,3.2
Larry McWilliams,1008700,1.9,-0.4
J.J. Putz,1795,1.4,0.1
Bill Henry,1005665,0.7,0.5
Grant Jackson,1006298,0.4,-0.7
Kent Tekulve,1012905,0.6,1.9
Armando Reynoso,72,-0.6,0.0
Lindy McDaniel,1008441,-1.0,0.3
Jamie Walker,502,0.8,-1.0
Woodie Fryman,1004381,2.3,2.6
Chan Ho Park,1267,0.2,1.4
Kenny Rogers,1277,4.3,0.8
Gary Lavelle,1007389,0.7,0.8
Sparky Lyle,1007859,0.1,-0.2
Kevin Appier,3,0.1,0.1
Charlie Hough,1006050,3.2,3.1
Steve Barber,1000530,0.7,0.1
Jim Palmer,1009973,0.2,3.0
Curt Simmons,1011980,3.0,2.7
Hideo Nomo,666,-0.4,0.1
Rick Reed,750,3.3,2.0
Danny Darwin,1002996,-0.1,3.1
Ryan Dempster,517,2.7,0.4
Dave Burba,1239,1.6,0.2
Alejandro Pena,1010140,0.1,0.6
Paul Splittorff,1012346,1.9,2.2
Todd Jones,436,0.0,0.9
