Name,playerid,WAR36
Shingo Takatsu,1896,-0.8
Mike Cuellar,1002853,2.5
Joe Nuxhall,1009665,2.4
Mike Garcia,1004505,-0.2
Sam Jones,1006590,0.5
John Franco,874,1.3
Turk Wendell,975,-0.3
Doug Bair,1000439,0.4
Charlie Leibrandt,1007492,2.2
Orlando Pena,1010150,0.0
Jerry Koosman,1007103,5.5
Curt Schilling,73,5.6
Kent Mercker,439,0.6
Tom Seaver,1011708,1.8
Jim Kern,1006868,-0.1
Ron Villone,1010,-0.1
Ron Guidry,1005124,2.2
Mike Magnante,929,0.0
Jamie Moyer,1091,4.6
Dick Donovan,1003395,1.9
Craig Lefferts,1007476,-0.1
Whitey Ford,1004227,4.6
Joe Niekro,1009582,2.2
Hank Aguirre,1000087,0.5
Dennis Eckersley,1003660,1.7
John Hiller,1005817,-1.6
Gaylord Perry,1010210,7.0
Rick Wise,1014155,0.0
Mike Stanton,849,0.0
Geoff Zahn,1014410,3.5
Jon Lieber,287,2.4
Bob Patterson,1010055,0.7
Ed Whitson,1013911,0.3
Terry Leach,1007427,1.5
John Smoltz,115,2.9
Dick Tidrow,1013056,0.0
Mike Morgan,67,1.0
Takashi Saito,6021,3.1
Steve Howe,1006107,1.0
Al Leiter,883,3.2
Josias Manzanillo,996,-0.3
Keiichi Yabu,8624,0.0
Doyle Alexander,1000122,3.2
Larry McWilliams,1008700,-0.4
Bill Henry,1005665,0.5
Grant Jackson,1006298,-0.7
Robin Ventura,854,0.0
Kent Tekulve,1012905,1.9
Armando Reynoso,72,0.0
Lindy McDaniel,1008441,0.3
Woodie Fryman,1004381,2.6
Kenny Rogers,1277,0.8
Gary Lavelle,1007389,0.8
Sparky Lyle,1007859,-0.2
Kevin Appier,3,0.1
Charlie Hough,1006050,3.1
Vicente Palacios,1009965,-0.3
Steve Barber,1000530,0.1
Jim Palmer,1009973,3.0
Curt Simmons,1011980,2.7
Hideo Nomo,666,0.1
Rick Reed,750,2.0
Danny Darwin,1002996,3.1
Dave Burba,1239,0.2
Alejandro Pena,1010140,0.6
Paul Splittorff,1012346,2.2
Todd Jones,436,0.9
Orlando Hernandez,823,2.7
John Tudor,1013215,2.3
Matt Herges,780,0.3
Greg Gross,1005086,0.0
Satoru Komiyama,881,-0.1
Ted Abernathy,1000020,0.0
Mike Myers,68,0.1
Mike Torrez,1013134,0.7
Dick Drago,1003475,0.8
Jason Grimsley,602,0.2
Diego Segui,1011725,0.7
Graeme Lloyd,783,0.5
Paul Abbott,1061,-1.0
Al Downing,1003450,-0.3
Rick Mahler,1007988,0.8
Jim Lonborg,1007724,-0.2
Johnny Podres,1010406,-0.5
Bob Purkey,1010572,0.3
Jim Slaton,1012054,0.3
Ryne Duren,1003586,0.1
Clay Carroll,1001997,-0.4
David Wells,855,3.9
Rick Reuschel,1010852,5.2
Mike Jackson,732,-0.6
Vida Blue,1001094,0.4
Bob Ojeda,1009756,-0.2
Jim Rooker,1011183,0.6
Tim Worrell,1139,1.1
Danny Boone,1001185,0.0
Bob Forsch,1004233,2.2
Paul Gibson,1004671,0.0
Todd Zeile,457,0.0
Dennis Springer,672,0.1
Dave Stewart,1012519,0.9
Dennis Lamp,1007284,1.6
Mike Marshall,1008144,2.1
Kevin Jarvis,1037,0.1
Joe Hoerner,1005895,0.4
Wilbur Wood,1014248,-0.3
Paul Quantrill,669,0.1
Bob Gibson,1004662,6.4
Bill Krueger,1007175,0.6
Doug Creek,1202,-0.4
John Candelaria,1001909,0.7
Ken Forsch,1004234,2.6
Ray Herbert,1005684,-0.5
Dan Schatzeder,1011527,-0.1
Hal Brown,1001520,2.5
Jim Morris,1009213,0.1
Frank DiPino,1003320,-0.1
Kevin Gross,1005088,-0.2
Turk Lown,1007793,0.0
Bryn Smith,1012104,-0.3
David Cone,1680,3.4
Luis Tiant,1013054,2.6
Bud Black,1001007,0.2
Steve Farr,1003953,-0.7
Ray Moore,1009125,0.3
Ron Perranoski,1010201,-0.2
Marty Pattin,1010074,0.7
Ray Sadecki,1011360,-0.2
Lee Smith,1012175,0.8
Giovanni Carrara,643,1.3
Bert Blyleven,1001098,2.2
Orel Hershiser,1005741,2.5
Rich Gossage,1004894,0.2
Dave Smith,1012117,-1.1
Tom Glavine,90,2.9
Dennis Martinez,1008161,4.2
Tony Fossas,1004242,0.0
Larry Gura,1005150,-0.4
Jim Brewer,1001406,0.1
Jimmy Key,1006885,2.8
Don Mossi,1009250,1.2
Frank Viola,1013435,-0.2
Greg Swindell,76,-0.1
Greg Maddux,104,3.9
Jim Bunning,1001653,0.6
Greg Cadaret,1001810,0.1
Mark Gardner,1004529,2.0
Sonny Siebert,1011951,1.7
Bob Buhl,1001637,0.7
Chi-Chi Olivo,1009781,-0.1
Bob Veale,1013391,0.3
Don McMahon,1008629,0.1
Mike Timlin,1187,-0.3
Jeff Brantley,1001358,-0.5
Rick Aguilera,1000086,1.4
Bobby Shantz,1011804,1.0
Trevor Hoffman,1035,1.8
Gene Garber,1004493,0.9
Bruce Hurst,1006222,0.1
Mark Leiter,1007501,0.0
Tippy Martinez,1008200,0.0
Larry Jackson,1006304,3.9
Dave Righetti,1010958,0.6
Harvey Haddix,1005184,1.8
Donn Pall,1009968,0.0
Ray Burris,1001729,-0.2
Roy Face,1003891,-0.3
Bob Walk,1013507,0.4
Luis Arroyo,1000328,0.1
Jack Billingham,1000970,1.7
Bill Campbell,1001874,0.2
Dan Osinski,1009875,0.0
Dennis Rasmussen,1010703,-0.2
Bob Welch,1013750,0.1
Bob Wickman,413,-0.3
Norm Charlton,1002160,0.3
Arthur Rhodes,1097,0.7
Mark Langston,1007323,0.0
Robin Roberts,1011046,2.0
Tim Stoddard,1012556,0.1
Cal McLish,1008626,1.7
Fred Gladding,1004751,0.4
Darold Knowles,1007058,-0.2
Bobby Witt,1014170,-0.2
Steve Finley,54,0.0
Jim Corsi,1002644,0.6
David Weathers,902,-0.4
Rick Sutcliffe,1012734,3.0
Mike Mussina,837,2.6
Alan Embree,1030,1.1
Joe Gibbon,1004658,-0.1
Charles Nagy,397,0.2
Terry Clark,1002312,0.4
Doug Henry,1005668,-0.6
Tom Candiotti,1001911,2.5
Mike Remlinger,111,1.5
Jesse Orosco,667,2.0
Mike Flanagan,1004133,1.1
Rick Honeycutt,1005992,0.9
Tim Belcher,1000789,1.9
Steve Carlton,1001964,5.3
Jim Kaat,1006660,5.1
Al Levine,20,-0.3
Ricardo Rincon,401,-0.2
Stu Miller,1008935,1.1
Mark Davis,1003067,-0.2
Al Worthington,1014260,0.5
Stan Bahnsen,1000414,-0.6
Brian Shouse,630,0.0
Mariano Rivera,844,2.2
Vern Law,1007410,2.3
Fred Norman,1009632,2.9
Bill Swift,1012788,0.9
Jose Rijo,349,0.0
Jim Bibby,1000945,1.7
Mike Maddux,1007951,0.7
Juan Berenguer,1000865,0.7
Dick Hall,1005241,0.9
Tom Gordon,282,2.8
Rudy Seanez,1279,1.5
Fergie Jenkins,1006388,2.0
Don Sutton,1012745,3.9
Jose Mesa,961,0.6
Steve Hamilton,1005277,0.1
Atlee Hammaker,1005281,0.1
Jeff Montgomery,1009071,0.4
Terry Mulholland,665,2.1
Larry Andersen,1000236,2.3
Tommy John,1006515,6.9
