Name,playerid,WAR32,WAR33,WAR34
Freddy Garcia,1077,1.5,1.5,1.7
Matt Miller,1754,1.2,0.5,-0.1
Mike Cuellar,1002853,6.6,4.8,2.8
Rich DeLucia,1003185,0.2,-0.1,-0.3
Ed Roebuck,1011118,-0.4,0.3,0.1
Jim Brower,313,-0.8,-0.2,0.0
Billy Wagner,578,1.5,2.1,1.9
Chris Capuano,1701,2.0,2.9,1.4
Chad Qualls,2170,0.0,-0.4,0.5
Tom Griffin,1005054,-0.1,1.1,-0.6
Joe Nuxhall,1009665,1.4,1.5,5.4
Octavio Dotel,555,-0.2,0.3,0.7
Jason Schmidt,1131,3.0,3.8,0.2
Danny Cox,1002695,0.4,1.4,0.5
Andy McGaffigan,1008497,0.2,0.6,0.1
Vern Ruhle,1011297,-0.7,0.6,1.0
Ben Weber,41,1.0,0.6,-0.5
John Franco,874,-0.5,1.0,0.8
Turk Wendell,975,0.7,0.4,-0.7
Doug Bair,1000439,0.3,-0.2,0.3
Charlie Leibrandt,1007492,1.2,3.2,3.6
Don Cardwell,1001941,1.3,0.6,-0.5
Jerry Reed,1010769,0.2,-0.2,0.3
Francisco Cordero,1243,2.4,0.7,1.3
Jerry Koosman,1007103,3.1,4.9,4.6
Curt Schilling,73,3.3,4.6,7.2
Jim Gott,1004898,0.8,1.8,-0.1
Claude Osteen,1009878,2.4,2.1,1.2
Tom Seaver,1011708,6.2,4.4,3.9
Jim Coates,1002374,0.0,0.2,-0.2
Jim Kern,1006868,0.1,0.0,0.0
Bob Shaw,1011819,4.3,2.3,0.7
Ron Villone,1010,0.4,1.2,0.3
Raul Valdes,1953,0.1,0.2,0.7
Jim Clancy,1002255,1.8,0.4,0.5
Ron Guidry,1005124,3.9,2.8,4.9
Mike Magnante,929,1.1,0.3,1.0
Jamie Moyer,1091,1.2,1.6,3.2
Brad Ziegler,7293,0.6,0.5,0.0
Dick Donovan,1003395,-0.3,3.4,4.2
Craig Lefferts,1007476,0.5,1.4,2.6
Whitey Ford,1004227,5.8,4.9,5.2
Danny Jackson,1006295,3.9,0.3,0.4
Joe Niekro,1009582,1.6,1.4,1.8
Mark Williamson,1014022,0.1,1.2,0.3
Miguel Batista,46,4.3,1.6,0.5
Hank Aguirre,1000087,2.6,1.8,2.4
Dennis Eckersley,1003660,3.4,2.3,1.7
John Hiller,1005817,1.6,1.6,1.5
Gaylord Perry,1010210,4.7,8.1,5.7
Carl Willis,1013979,1.5,0.9,-0.1
Rick Wise,1014155,2.5,3.2,1.1
Mike Stanton,849,1.5,1.6,1.7
Geoff Zahn,1014410,3.4,2.7,3.6
Bob Patterson,1010055,0.7,-0.3,0.3
Ed Whitson,1013911,1.1,3.0,2.7
Jason Isringhausen,1158,0.7,-0.9,0.6
Terry Leach,1007427,0.1,1.0,0.3
D.J. Carrasco,1666,1.2,0.4,-0.4
Dick Tidrow,1013056,0.7,0.4,-0.1
Mike Morgan,67,3.2,2.8,0.3
Jeremy Affeldt,583,0.0,0.8,-0.5
Jason Frasor,1906,0.9,0.1,0.2
Alberto Castillo,3316,0.0,0.2,-0.4
Bill Gullickson,1005136,3.4,0.6,0.7
Joe Borowski,267,1.8,-0.2,0.0
Dennys Reyes,444,0.1,-0.2,-0.1
Julian Tavarez,541,0.3,0.0,0.8
Al Leiter,883,4.8,3.3,4.8
Josias Manzanillo,996,0.1,1.6,-0.4
Doyle Alexander,1000122,1.0,5.0,4.0
Larry McWilliams,1008700,0.1,0.1,0.8
Randy Moffitt,1009027,0.0,-0.3,0.4
Ron Taylor,1012885,0.4,0.1,-0.7
J.J. Putz,1795,0.2,1.5,1.4
Bill Henry,1005665,0.4,0.5,0.0
Grant Jackson,1006298,0.7,0.9,-0.5
Troy Percival,29,1.6,0.2,0.1
Kent Tekulve,1012905,2.1,0.0,1.2
Armando Reynoso,72,0.7,1.4,2.1
Lindy McDaniel,1008441,0.1,1.3,1.8
Jamie Walker,502,1.0,0.3,0.5
Roberto Hernandez,3273,0.0,0.1,0.2
Woodie Fryman,1004381,2.7,1.7,0.9
Dave LaRoche,1007354,1.1,0.2,0.7
Erik Bedard,126,2.1,1.4,1.4
Chan Ho Park,1267,1.9,0.8,-0.1
Kenny Rogers,1277,0.6,4.5,3.5
Gary Lavelle,1007389,0.7,1.3,2.1
Terry Mathews,1008241,-0.3,-0.5,0.1
Sparky Lyle,1007859,2.5,0.5,0.6
Kevin Appier,3,2.0,3.4,2.6
Scot Shields,35,0.6,-0.1,-0.5
Luis Vizcaino,714,0.3,0.0,-0.1
Charlie Hough,1006050,0.2,1.4,3.1
Steve Barber,1000530,0.0,0.5,-0.3
Jim Palmer,1009973,4.4,2.6,1.8
Matt Belisle,1837,1.8,1.3,0.4
Jim Poole,1010435,0.0,0.1,-0.4
Curt Simmons,1011980,3.9,2.4,5.1
Denny Neagle,441,2.3,1.5,-0.4
Vic Darensbourg,516,0.0,-0.1,0.1
Hideo Nomo,666,3.0,2.9,3.3
Rick Reed,750,3.0,1.5,2.6
Kirk Rueter,1128,0.7,0.7,0.0
Danny Darwin,1002996,1.0,1.6,2.8
Damaso Marte,247,1.0,1.4,-0.1
Jake Westbrook,412,1.9,0.7,2.0
Ryan Dempster,517,3.6,2.5,2.6
Dave Burba,1239,3.0,4.2,2.5
Mike Henneman,1005656,0.0,1.7,0.4
Paul Splittorff,1012346,1.8,2.4,0.7
Todd Jones,436,1.4,0.1,0.9
Hisashi Iwakuma,13048,4.1,2.7,1.8
Billy Hoeft,1005893,-0.2,0.8,0.2
Ray King,693,-0.2,-0.5,-0.2
John Tudor,1013215,2.1,0.9,3.1
Matt Herges,780,-0.2,1.6,0.0
Juan Agosto,1000084,0.0,-0.4,0.6
Ramon Ortiz,27,0.3,0.2,0.1
Tyler Walker,901,0.2,0.2,0.2
Gil Heredia,1005686,1.0,4.2,2.6
Roger McDowell,1008475,0.1,0.0,0.9
A.J. Burnett,512,2.8,1.4,0.6
Ted Abernathy,1000020,1.2,-0.6,1.8
Howie Reed,1010766,0.8,0.1,-0.7
Joe Slusarski,1012071,0.0,0.8,-0.1
Nate Snell,1012228,1.0,-0.1,0.0
Mike Myers,68,0.6,0.3,-0.3
Dave Schmidt,1011580,-0.2,0.3,-0.2
Mike Torrez,1013134,3.3,2.6,1.2
