Name,playerid,WAR31
Warren Brusstar,1001599,0.8
Joe Gibbon,1004658,1.5
Curt Young,1014368,-0.7
Charles Nagy,397,1.3
John Thomson,453,2.0
Garrett Stephenson,1185,0.1
Tim Crabtree,1002715,-0.1
Doug Henry,1005668,0.5
Roy Lee Jackson,1006311,0.3
Randy Jones,1006582,-0.9
Tom Candiotti,1001911,4.4
Dick Ellsworth,1003754,0.0
Mike Remlinger,111,2.2
Alan Benes,265,0.3
Jesse Orosco,667,-0.4
Brendan Donnelly,1441,2.6
Francisco Rodriguez,1642,0.3
Dock Ellis,1003747,1.2
Mike Flanagan,1004133,1.8
Jim Hannan,1005316,-1.0
Rick Honeycutt,1005992,1.5
Julio Santana,496,0.5
Britt Reames,794,-0.1
Tim Belcher,1000789,3.0
Steve Carlton,1001964,5.1
Jim Kaat,1006660,3.2
Matt Karchner,1006697,-0.2
Eric Plunk,1010400,1.1
John Pregenzer,1010516,-0.2
Bill Singer,1012007,0.6
Tom Tellmann,1012907,-0.2
Ray Washburn,1013652,1.7
Al Levine,20,-0.1
Braden Looper,526,1.1
Geremi Gonzalez,1711,0.0
Joaquin Andujar,1000266,3.1
Cris Carpenter,1001978,0.0
Andy Messersmith,1008799,1.4
Cory Bailey,588,-0.5
Derek Bell,1000801,0.0
Dwight Gooden,1004852,2.1
Frank Lary,1007364,5.9
Chuck Stobbs,1012548,-0.3
Dave Telgheder,1012906,-0.2
Matt Clement,271,0.2
Kyle Farnsworth,278,-0.2
Ricardo Rincon,401,1.0
Doug Brocail,551,1.7
Randy Wolf,976,2.6
Bill Dawley,1003090,0.0
Dallas Green,1004989,-0.3
Mark Davis,1003067,-0.9
Jerry Don Gleaton,1004772,0.1
Joe Grahe,1004939,0.4
Joe Horlen,1006025,3.5
Ravelo Manzanillo,1008092,0.0
Al Worthington,1014260,-0.1
Adam Pettyjohn,489,-0.2
Paul Byrd,594,3.1
Mike DeJean,682,0.4
Travis Smith,1522,-0.6
Jim Crowell,1928,-0.1
Stan Bahnsen,1000414,1.1
Aubrey Gatewood,1004573,-0.1
Denny Lemaster,1007512,0.7
Steve Trout,1013197,0.0
Danys Baez,367,0.1
Casey Cox,1002694,-0.1
Danny Patterson,485,0.0
Mike Williams,1014,0.4
Doug Bird,1000976,1.5
Randy Veres,1013412,0.5
Bruce Walton,1013591,-0.1
Keith Foulke,231,1.6
Mariano Rivera,844,3.2
Jonathan Papelbon,5975,1.4
Mike Armstrong,1000314,-0.1
Mudcat Grant,1004952,1.1
Rick Langford,1007319,-0.4
Vern Law,1007410,0.0
Fred Norman,1009632,3.2
Bill Swift,1012788,4.5
Mark Buehrle,225,4.0
Scott Sullivan,357,-0.2
Justin Miller,1313,-0.4
Johnny Antonelli,1000277,-0.1
Jim Bibby,1000945,2.5
Lew Krausse,1007146,0.4
Mike Maddux,1007951,1.1
Doug Linton,1662,2.2
Juan Berenguer,1000865,0.8
Mike Christopher,1002220,0.4
Dick Hall,1005241,2.2
Johan Santana,755,3.7
Trever Miller,1672,0.9
Jim Deshaies,1003228,0.1
Ed Lynch,1007862,0.1
Jerry Spradlin,1012353,0.8
Kerry Ligtenberg,100,0.3
Adam Eaton,1029,-0.2
Steve Blass,1001058,-2.2
Tom Buskey,1001759,0.1
Jerry Johnson,1006464,-0.3
Tom Gordon,282,0.2
R.A. Dickey,1245,-0.5
Joel Peralta,2332,0.8
Steve McCatty,1008383,-0.2
Donne Wall,39,0.0
Rudy Seanez,1279,0.1
Kazuo Fukumori,3288,-0.2
Bill Haywood,1005536,-0.2
Fergie Jenkins,1006388,7.8
Steve Lyons,1007886,0.0
Don Sutton,1012745,3.3
Juan Rincon,752,0.0
Cory Lidle,926,2.3
Jose Mesa,961,1.0
Manny Aybar,1107,-0.1
Jeff Fulchino,3532,-0.3
Bobby Bolin,1001146,0.0
Galen Cisco,1002246,-0.4
Steve Hamilton,1005277,0.0
Atlee Hammaker,1005281,0.4
Don Robinson,1011061,2.7
CC Sabathia,404,4.0
Eddie Watt,1013684,-0.1
Fernando Rodney,494,0.3
Hipolito Pichardo,1472,0.0
Jose Valverde,1726,0.8
Yunesky Maya,11420,-0.2
Randy Kramer,1007138,0.0
Gary Lucas,1007805,1.5
Randy Niemann,1009589,-0.1
Rich Hill,4806,0.2
Ron Darling,1002989,2.5
Jeff Montgomery,1009071,2.6
Dan Wheeler,120,0.1
Chris Haney,192,0.0
Terry Mulholland,665,0.5
Brian Lawrence,1045,0.2
Dan Haren,1757,1.8
Larry Andersen,1000236,0.8
Tony Cloninger,1002359,-0.4
Turk Farrell,1003950,3.3
Tommy John,1006515,3.7
Milt Pappas,1009989,3.3
David West,1013799,0.8
Brad Radke,748,5.0
Esteban Loaiza,1310,6.9
Luis Ayala,1650,-0.1
Cal Eldred,1653,-0.4
John Wasdin,1768,-0.6
Jim Bullinger,1001646,0.3
Dave Giusti,1004748,0.4
Greg Harris,1005415,1.7
Greg McMichael,1008640,-0.4
Jerry Reuss,1010853,4.6
Matt Mantei,64,-0.2
Randy Keisler,830,0.0
Pedro Astacio,862,3.2
Jeff Nelson,1092,0.4
Bobby Cramer,2744,0.1
Mike Bielecki,1000951,1.0
Shawn Boskie,1001213,-0.2
Casey Fossum,188,0.0
Tony Fiore,726,-0.3
Brian Boehringer,984,0.3
Eric Stults,8011,-0.2
George Brunet,1001590,0.9
Eric Rasmussen,1010704,0.3
Roy Thomas,1012993,-0.8
Eric Milton,743,0.5
Russ Ortiz,1124,-0.3
Hideki Irabu,1255,0.8
Jon Rauch,1475,1.3
Joe Saunders,4366,2.0
Bob McClure,1008400,0.9
Billy O'Dell,1009724,2.6
Don Stanhouse,1012401,-0.3
Ted Wills,1014054,-0.4
Cliff Politte,967,1.1
Yorkis Perez,1513,0.1
Mark Petkovsek,1010242,-0.5
Rick Rhoden,1010887,4.3
Kevin Seitzer,1011730,0.0
Scott Sheldon,1011856,0.0
Andy Ashby,637,2.7
Bob Wells,760,-0.6
Chris Sampson,2651,0.7
Dale Thayer,5032,0.6
Rene Arocha,1000325,-0.2
Ramon Hernandez,1005710,0.6
Jim Owens,1009923,0.5
John Burkett,179,4.6
Shawn Camp,1855,-0.4
Tom Burgmeier,1001668,0.6
Ed Figueroa,1004037,-0.1
Mike Krukow,1007185,2.0
Juan Marichal,1008106,7.8
John Montefusco,1009065,0.1
Jeremy Guthrie,2072,2.4
Victor Marte,5158,-0.2
Paul Assenmacher,1000344,0.7
