Name,playerid,WAR34,WAR35,WAR36,WAR37
Mike Cuellar,1002853,2.8,2.4,2.5,3.3
Billy Wagner,578,1.9,1.6,1.2,0.3
Joe Nuxhall,1009665,5.4,1.2,2.4,1.0
Octavio Dotel,555,0.7,0.7,0.2,0.8
Sam Jones,1006590,3.9,1.4,0.5,0.2
John Franco,874,0.8,1.2,1.3,0.9
Doug Bair,1000439,0.3,0.4,0.4,-0.4
Jerry Koosman,1007103,4.6,3.2,5.5,3.8
Curt Schilling,73,7.2,9.3,5.6,6.5
Kent Mercker,439,-0.7,0.1,0.6,0.3
Tom Seaver,1011708,3.9,0.4,1.8,0.3
Jim Kern,1006868,0.0,-0.3,-0.1,-0.3
Ron Villone,1010,0.3,0.7,-0.1,-0.1
Ron Guidry,1005124,4.9,3.0,2.2,0.5
Mike Magnante,929,1.0,0.1,0.0,0.1
Jamie Moyer,1091,3.2,5.2,4.6,1.8
Dick Donovan,1003395,4.2,1.9,1.9,-0.4
Whitey Ford,1004227,5.2,6.8,4.6,0.5
Joe Niekro,1009582,1.8,3.4,2.2,4.2
Miguel Batista,46,0.5,2.9,2.2,-1.3
Hank Aguirre,1000087,2.4,0.4,0.5,0.2
Dennis Eckersley,1003660,1.7,3.2,1.7,3.1
John Hiller,1005817,1.5,2.0,-1.6,0.1
Gaylord Perry,1010210,5.7,6.3,7.0,5.1
Mike Stanton,849,1.7,1.2,0.0,0.6
Geoff Zahn,1014410,3.6,1.1,3.5,2.5
Jon Lieber,287,3.5,3.1,2.4,1.4
Bob Patterson,1010055,0.3,0.1,0.7,0.6
Terry Leach,1007427,0.3,-0.1,1.5,0.9
John Smoltz,115,1.3,2.5,2.9,2.1
Dick Tidrow,1013056,-0.1,0.9,0.0,-0.5
Mike Morgan,67,0.3,1.5,1.0,2.6
Steve Howe,1006107,0.7,-0.2,1.0,-0.1
Joe Borowski,267,0.0,0.7,0.6,-0.4
Al Leiter,883,4.8,3.8,3.2,2.4
Doyle Alexander,1000122,4.0,3.9,3.2,2.6
Bill Henry,1005665,0.0,0.7,0.5,1.0
Grant Jackson,1006298,-0.5,0.4,-0.7,0.6
Kent Tekulve,1012905,1.2,0.6,1.9,0.2
Lindy McDaniel,1008441,1.8,-1.0,0.3,1.6
Jamie Walker,502,0.5,0.8,-1.0,-0.4
Woodie Fryman,1004381,0.9,2.3,2.6,-0.3
Chan Ho Park,1267,-0.1,0.2,1.4,0.0
Kenny Rogers,1277,3.5,4.3,0.8,2.7
Sparky Lyle,1007859,0.6,0.1,-0.2,-0.1
Charlie Hough,1006050,3.1,3.2,3.1,3.6
Jim Palmer,1009973,1.8,0.2,3.0,0.5
Curt Simmons,1011980,5.1,3.0,2.7,0.6
Rick Reed,750,2.6,3.3,2.0,1.2
Danny Darwin,1002996,2.8,-0.1,3.1,2.9
Dave Burba,1239,2.5,1.6,0.2,0.5
Paul Splittorff,1012346,0.7,1.9,2.2,-0.1
Todd Jones,436,0.9,0.0,0.9,2.4
Orlando Hernandez,823,1.7,1.3,2.7,1.4
Matt Herges,780,0.0,-0.5,0.3,0.4
Ted Abernathy,1000020,1.8,-0.7,0.0,0.3
Mike Myers,68,-0.3,-0.1,0.1,0.2
Mike Torrez,1013134,1.2,1.2,0.7,0.0
Jason Grimsley,602,0.8,0.5,0.2,-0.4
Diego Segui,1011725,0.7,0.9,0.7,-0.6
Rick Mahler,1007988,4.3,3.2,0.8,0.2
Jim Lonborg,1007724,3.2,1.8,-0.2,-0.2
Clay Carroll,1001997,1.2,1.1,-0.4,0.0
Andy Pettitte,840,3.4,4.0,3.3,3.4
David Wells,855,4.3,4.4,3.9,6.2
Rick Reuschel,1010852,0.3,1.2,5.2,2.8
Jim Rooker,1011183,1.6,0.8,0.6,0.2
Tim Worrell,1139,1.0,1.4,1.1,0.2
Guillermo Mota,1467,0.1,0.1,0.2,-0.1
Bob Forsch,1004233,0.0,0.6,2.2,2.5
Dennis Springer,672,1.5,0.0,0.1,0.0
Dave Stewart,1012519,1.5,1.2,0.9,0.8
Derek Lowe,199,3.1,4.3,1.9,1.8
Dennis Lamp,1007284,0.5,1.3,1.6,0.3
Mike Marshall,1008144,0.8,1.9,2.1,0.1
Joe Hoerner,1005895,0.7,0.0,0.4,0.1
Bob Gibson,1004662,9.8,5.2,6.4,4.5
Bill Krueger,1007175,1.9,1.4,0.6,0.2
John Candelaria,1001909,3.4,0.3,0.7,0.7
Ken Forsch,1004234,3.1,2.4,2.6,0.3
Bryn Smith,1012104,2.4,2.4,-0.3,0.2
David Cone,1680,4.9,5.1,3.4,1.0
Luis Tiant,1013054,4.2,3.7,2.6,2.4
Nelson Figueroa,683,0.4,0.8,0.7,0.1
Bud Black,1001007,0.8,-0.1,0.2,0.1
Steve Farr,1003953,1.4,1.1,-0.7,-0.4
Ray Moore,1009125,-0.4,-0.3,0.3,-0.3
Ron Perranoski,1010201,0.8,-0.2,-0.2,0.0
Marty Pattin,1010074,0.3,-0.1,0.7,0.4
Lee Smith,1012175,1.2,0.1,0.8,1.0
Giovanni Carrara,643,-0.4,-0.6,1.3,0.1
Bert Blyleven,1001098,7.0,2.9,2.2,3.2
Orel Hershiser,1005741,3.0,1.1,2.5,3.8
Rich Gossage,1004894,0.7,1.0,0.2,0.0
Dave Smith,1012117,0.7,0.9,-1.1,0.1
Tom Glavine,90,4.7,1.7,2.9,1.3
Dennis Martinez,1008161,3.1,4.6,4.2,3.8
Tony Fossas,1004242,0.4,0.5,0.0,1.0
Larry Gura,1005150,1.9,0.1,-0.4,-0.3
Jim Brewer,1001406,0.6,0.1,0.1,0.6
Eddie Guardado,727,0.8,-0.3,0.1,0.7
Jimmy Key,1006885,0.6,2.7,2.8,1.7
Greg Swindell,76,0.6,1.2,-0.1,-0.3
Greg Maddux,104,7.2,6.3,3.9,3.6
Jim Bunning,1001653,6.8,6.8,0.6,3.8
Mark Gardner,1004529,1.4,1.4,2.0,-0.2
Sonny Siebert,1011951,4.4,2.7,1.7,1.6
LaTroy Hawkins,729,0.2,0.8,0.5,-0.1
Bob Buhl,1001637,1.8,1.9,0.7,1.1
Bob Veale,1013391,3.7,-0.2,0.3,0.5
Steve Trachsel,898,0.1,0.5,0.4,-0.8
Don McMahon,1008629,0.8,0.1,0.1,0.3
Mike Timlin,1187,0.1,0.7,-0.3,1.0
Jeff Brantley,1001358,-0.5,0.2,-0.5,-0.3
Rick Aguilera,1000086,1.5,0.8,1.4,0.8
Bobby Shantz,1011804,0.7,1.6,1.0,1.3
Trevor Hoffman,1035,2.0,0.1,1.8,1.7
Gene Garber,1004493,2.2,-0.1,0.9,0.8
Larry Jackson,1006304,2.9,2.3,3.9,3.6
Harvey Haddix,1005184,3.3,2.7,1.8,0.6
Roy Face,1003891,0.8,0.0,-0.3,0.3
Jack Billingham,1000970,1.0,2.0,1.7,-0.8
Bill Campbell,1001874,2.0,0.6,0.2,0.4
Bob Welch,1013750,0.6,0.6,0.1,-0.1
Norm Charlton,1002160,-0.2,0.0,0.3,-0.1
Mark Langston,1007323,4.1,1.7,0.0,0.1
Robin Roberts,1011046,0.7,3.5,2.0,2.9
