Name,playerid,WAR35
Matt Miller,1754,0.1
Shingo Takatsu,1896,1.0
Mike Aldrete,1000114,0.0
Mike Cuellar,1002853,2.4
Billy Wagner,578,1.6
Valerio de los Santos,681,0.0
Joe Nuxhall,1009665,1.2
Octavio Dotel,555,0.7
Sam Jones,1006590,1.4
Danny Cox,1002695,0.0
Vern Ruhle,1011297,0.5
Ben Weber,41,0.0
John Franco,874,1.2
Doug Bair,1000439,0.4
Charlie Leibrandt,1007492,3.6
Francisco Cordero,1243,0.3
Jerry Koosman,1007103,3.2
Curt Schilling,73,9.3
Kent Mercker,439,0.1
Joe Nelson,108,-0.1
Jim Gott,1004898,0.2
Claude Osteen,1009878,1.0
Tom Seaver,1011708,0.4
Jim Kern,1006868,-0.3
Ron Villone,1010,0.7
Jim Clancy,1002255,-0.2
Ron Guidry,1005124,3.0
Mike Magnante,929,0.1
Jamie Moyer,1091,5.2
Clem Labine,1007230,-0.1
Lance Painter,1675,-0.1
Dick Donovan,1003395,1.9
Craig Lefferts,1007476,-0.3
Koji Uehara,9227,1.3
Whitey Ford,1004227,6.8
Danny Jackson,1006295,-0.3
Joe Niekro,1009582,3.4
Miguel Batista,46,2.9
Todd Williams,805,-0.3
Hank Aguirre,1000087,0.4
Dennis Eckersley,1003660,3.2
John Hiller,1005817,2.0
Gaylord Perry,1010210,6.3
Rick Wise,1014155,0.5
Mike Stanton,849,1.2
Geoff Zahn,1014410,1.1
Jon Lieber,287,3.1
Bob Patterson,1010055,0.1
Ed Whitson,1013911,5.2
Jason Isringhausen,1158,-0.3
Terry Leach,1007427,-0.1
John Smoltz,115,2.5
Tom Filer,1004040,0.0
Dick Tidrow,1013056,0.9
Mike Morgan,67,1.5
Alberto Castillo,3316,0.0
Bill Gullickson,1005136,0.7
Steve Howe,1006107,-0.2
Joe Borowski,267,0.7
Julian Tavarez,541,0.1
Al Leiter,883,3.8
Josias Manzanillo,996,-0.5
Doyle Alexander,1000122,3.9
Larry McWilliams,1008700,1.9
Bill Henry,1005665,0.7
Grant Jackson,1006298,0.4
Troy Percival,29,-0.6
Kent Tekulve,1012905,0.6
Armando Reynoso,72,-0.6
Lindy McDaniel,1008441,-1.0
Pedro Ramos,1010681,-0.1
Jamie Walker,502,0.8
Kris Benson,982,0.0
Woodie Fryman,1004381,2.3
Dave LaRoche,1007354,-0.1
Chan Ho Park,1267,0.2
Kenny Rogers,1277,4.3
Gary Lavelle,1007389,0.7
Sparky Lyle,1007859,0.1
Kevin Appier,3,0.1
Charlie Hough,1006050,3.2
Steve Barber,1000530,0.7
Teddy Higuera,1005799,-0.5
Jim Palmer,1009973,0.2
Curt Simmons,1011980,3.0
Hideo Nomo,666,-0.4
Rick Reed,750,3.3
Bruce Sutter,1012743,0.7
Danny Darwin,1002996,-0.1
Damaso Marte,247,-0.1
Dave Burba,1239,1.6
Alejandro Pena,1010140,0.1
Paul Splittorff,1012346,1.9
Todd Jones,436,0.0
Orlando Hernandez,823,1.3
Dave Baldwin,1000477,0.0
Steve Fireovid,1004063,0.0
Craig McMurtry,1008651,-0.1
John Tudor,1013215,0.1
Matt Herges,780,-0.5
Juan Agosto,1000084,0.0
Randy Williams,2362,0.0
Masa Kobayashi,3276,-0.1
Gil Heredia,1005686,-0.7
Roger McDowell,1008475,-0.1
Ted Abernathy,1000020,-0.7
Mike Myers,68,-0.1
Dave Schmidt,1011580,-0.1
Mike Torrez,1013134,1.2
Dick Drago,1003475,-0.1
Jason Grimsley,602,0.5
Bob Miller,1008877,0.3
Diego Segui,1011725,0.9
Graeme Lloyd,783,0.0
Paul Abbott,1061,0.1
Chris Michalak,1415,-0.2
Al Downing,1003450,0.4
Rick Mahler,1007988,3.2
Jeff Suppan,633,-0.2
Jim Lonborg,1007724,1.8
Bob Purkey,1010572,-0.3
Jim Slaton,1012054,0.3
Jim Bruske,1001598,-0.6
Ryne Duren,1003586,0.8
Clay Carroll,1001997,1.1
Andy Pettitte,840,4.0
Burt Hooton,1006005,0.7
Jackie Collum,1002469,0.1
David Wells,855,4.4
Rick Reuschel,1010852,1.2
Doug Davis,1244,0.7
Vida Blue,1001094,0.0
Bob Ojeda,1009756,0.3
Jim Rooker,1011183,0.8
Tim Worrell,1139,1.4
Guillermo Mota,1467,0.1
Bob Forsch,1004233,0.6
Gordon Jones,1006558,0.0
Yoshinori Tateyama,11651,0.2
Dennis Springer,672,0.0
Mike Norris,1009637,0.3
Dave Stewart,1012519,1.2
Derek Lowe,199,4.3
Dan Miceli,1463,-0.3
Dennis Lamp,1007284,1.3
Mike Marshall,1008144,1.9
Kevin Jarvis,1037,-0.2
Joe Hoerner,1005895,0.0
Wilbur Wood,1014248,0.6
Paul Quantrill,669,1.0
Bob Gibson,1004662,5.2
Bill Krueger,1007175,1.4
Phil Regan,1010785,-0.1
Tanyon Sturtze,1230,-0.3
Chris Donnels,1396,0.0
John Candelaria,1001909,0.3
Ken Forsch,1004234,2.4
Ted Lilly,833,2.2
Ray Herbert,1005684,1.4
Dan Schatzeder,1011527,0.6
Livan Hernandez,1116,2.5
Hal Brown,1001520,2.7
Jim Morris,1009213,0.0
Kevin Millwood,106,1.1
Randy Choate,813,0.0
Yasuhiko Yabuta,3277,-0.2
Joe Boever,1001118,-0.2
Frank DiPino,1003320,0.2
Kevin Gross,1005088,1.3
Bryn Smith,1012104,2.4
David Cone,1680,5.1
Luis Tiant,1013054,3.7
Nelson Figueroa,683,0.8
Bud Black,1001007,-0.1
Steve Farr,1003953,1.1
Ray Moore,1009125,-0.3
Ron Perranoski,1010201,-0.2
J.C. Romero,754,0.1
Marty Pattin,1010074,-0.1
Bartolo Colon,375,0.5
Ray Sadecki,1011360,-0.1
Lee Smith,1012175,0.1
Giovanni Carrara,643,-0.6
Pedro Borbon,1289,-0.4
Hiroki Kuroda,3283,4.2
Bert Blyleven,1001098,2.9
Orel Hershiser,1005741,1.1
Rich Gossage,1004894,1.0
Dave Smith,1012117,0.9
Bill Lee,1007448,0.1
Tom Glavine,90,1.7
Dennis Martinez,1008161,4.6
Scott Schoeneweis,33,-0.8
Tony Fossas,1004242,0.5
Larry Gura,1005150,0.1
Antonio Alfonseca,260,0.0
Jim Mecir,930,0.4
Hideki Okajima,7763,0.1
Jim Brewer,1001406,0.1
Eddie Guardado,727,-0.3
Randy Myers,1009427,0.1
Jimmy Key,1006885,2.7
Don Mossi,1009250,-0.3
Dale Murray,1009383,0.0
Tom Browning,1001566,-0.1
Odell Jones,1006579,0.2
Frank Viola,1013435,-0.1
Greg Swindell,76,1.2
Greg Maddux,104,6.3
Don Aase,1000003,-0.4
Jim Bunning,1001653,6.8
Greg Cadaret,1001810,0.0
Mark Gardner,1004529,1.4
Hisanori Takahashi,10091,1.7
Sonny Siebert,1011951,2.7
LaTroy Hawkins,729,0.8
Mike Hampton,430,0.2
Bob Buhl,1001637,1.9
Tim Leary,1007438,-0.1
Bob Veale,1013391,-0.2
Armando Benitez,865,-0.2
Steve Trachsel,898,0.5
Don McMahon,1008629,0.1
Joe Hesketh,1005747,2.3
Mike Timlin,1187,0.7
Jeff Brantley,1001358,0.2
Mark Eichhorn,1003712,0.4
Dave Stieb,1012532,0.2
Rick Aguilera,1000086,0.8
Dick Ruthven,1011330,-0.4
Bobby Shantz,1011804,1.6
Rodrigo Lopez,150,-0.5
Scott Downs,773,0.6
Trevor Hoffman,1035,0.1
Wilson Alvarez,1193,-0.3
Gene Garber,1004493,-0.1
Bruce Hurst,1006222,0.2
