Name,playerid,WAR30
Bob Humphreys,1006184,1.7
Luis Tiant,1013054,0.9
Brad Lidge,563,0.8
Geoff Geary,1813,-0.3
Sam LeCure,4664,-0.2
Chris Jakubauskas,7831,0.1
Bud Black,1001007,1.1
Jerry Dipoto,1003321,0.6
Steve Farr,1003953,0.8
Ron Perranoski,1010201,0.2
J.C. Romero,754,0.0
Jorge Sosa,1228,1.5
Paul Wilson,1234,1.5
Paul Doyle,1003468,-0.5
Tom Edens,1003671,0.6
Blue Moon Odom,1009726,0.2
Marty Pattin,1010074,1.8
Walt Terrell,1012924,1.5
Bartolo Colon,375,4.7
Joe Blanton,4849,0.6
Ray Sadecki,1011360,3.2
Lee Smith,1012175,1.6
Glendon Rusch,707,2.3
Kyle Lohse,739,0.7
Carlos Reyes,1721,0.2
Felix Hernandez,4772,1.1
Joe Beckwith,1000758,0.9
Phil Coke,5535,0.0
Bert Blyleven,1001098,3.9
Orel Hershiser,1005741,5.6
Mike Perez,1010184,0.1
Anibal Sanchez,3284,3.3
Tim Burke,1001692,0.8
John Frascatore,1004304,-1.1
Rich Gossage,1004894,3.6
Dave Smith,1012117,1.3
Will Ohman,296,0.8
Javier Vazquez,801,4.8
Bobby Seay,1225,1.0
C.J. Wilson,3580,5.2
Bill Lee,1007448,1.2
Bruce Ruffin,1011294,0.7
Tom Glavine,90,5.3
Mark Redman,491,1.4
Jim Henderson,6653,0.2
Dennis Martinez,1008161,0.0
Ralph Terry,1012929,0.9
Scott Schoeneweis,33,0.9
Dave Dravecky,1003486,1.4
Larry Gura,1005150,3.1
Antonio Alfonseca,260,0.6
Jim Mecir,930,1.9
Kevin Correia,1767,0.3
Jim Brewer,1001406,0.2
Erik Hanson,1005333,4.1
Greg Harris,1005416,0.2
Larry Sherry,1011883,0.0
Scott Terry,1012930,-0.3
Jared Fernandez,324,0.5
Eddie Guardado,727,1.4
Burke Badenhop,9736,0.2
Bill Fischer,1004066,-0.3
Craig Skok,1012041,-0.4
Pablo Torrealba,1013135,-1.0
Cecil Upshaw,1013292,0.1
Jason Grilli,521,0.6
T.J. Mathews,567,-0.1
Mike Fyhrie,1447,0.8
Jason Hammel,4538,0.6
Nate Jones,4696,1.9
Randy Myers,1009427,1.6
John Lackey,1507,3.2
Matt Thornton,1918,0.9
Paul Foytack,1004287,1.2
Jimmy Key,1006885,5.3
Jason Marquis,105,3.2
Jerry Blevins,7841,0.8
Tom Browning,1001566,2.7
Al Holland,1005947,2.1
Odell Jones,1006579,1.1
Bob Priddy,1010532,-0.2
Frank Viola,1013435,5.8
Greg Swindell,76,1.0
Greg Maddux,104,7.8
Rafael Soriano,1100,1.9
Nick Blackburn,4270,-0.7
Don Aase,1000003,1.5
Jim Bunning,1001653,4.6
Greg Cadaret,1001810,-0.4
Tim Fortugno,1004240,0.3
Mark Gardner,1004529,1.9
Ross Detwiler,2859,0.3
Dave Bush,4635,-0.4
Brian Holton,1005986,-0.3
Sonny Siebert,1011951,2.3
Jarrod Washburn,40,2.0
Tim Redding,573,1.2
LaTroy Hawkins,729,2.6
Joe Roa,969,0.6
Brian Meadows,998,-0.5
Bryan Harvey,1005469,2.6
Mike Hampton,430,2.6
Randy Flores,1446,0.0
Mike Burns,2932,0.0
Junichi Tazawa,4079,0.2
Dwight Bernard,1000887,1.0
George Frazier,1004308,-1.3
Tim Leary,1007438,2.3
Pat Perry,1010215,0.1
Bob Veale,1013391,5.3
Scott Elarton,426,-1.1
Armando Benitez,865,0.9
Steve Trachsel,898,2.0
David Hernandez,4259,-0.1
Ian Kennedy,6986,0.4
Dick Egan,1003699,-0.5
Don McMahon,1008629,-0.7
Bert Roberge,1011022,0.1
Dick Stigman,1012534,-0.4
Pat Zachry,1014407,0.7
Dom Zanni,1014417,0.3
Joe Hesketh,1005747,-0.1
Matt Young,1014385,-0.1
Barry Zito,944,1.3
Mike Timlin,1187,1.4
Ryan Madson,1852,1.8
Jack Taschner,2766,0.0
Jim Beattie,1000731,0.6
Pedro Borbon,1001195,1.3
Jeff Brantley,1001358,1.0
Jackie Brown,1001522,0.4
Mark Eichhorn,1003712,1.9
Jack McDowell,1008473,3.5
Bill Monbouquette,1009048,2.1
Kevin Ritz,1010998,3.1
Ken Sanders,1011417,-0.5
Dave Stieb,1012532,3.1
Chris Brock,130,-0.3
Todd Wellemeyer,1709,-0.1
Sergio Mitre,1773,-0.2
Heath Bell,2080,1.2
Rick Aguilera,1000086,0.8
Rick Lysander,1007890,1.1
Dick Ruthven,1011330,1.6
Rodrigo Lopez,150,1.7
Scott Downs,773,0.5
Trevor Hoffman,1035,3.1
Jim Acker,1000030,1.9
Gene Garber,1004493,1.2
Bruce Hurst,1006222,3.8
Mark Leiter,1007501,0.3
Tippy Martinez,1008200,1.6
Jason Christiansen,1111,0.9
Javier Lopez,1663,0.1
Juan Gutierrez,3265,-0.2
Samuel Deduno,5285,0.2
Scott Feldman,6283,2.2
Larry Dierker,1003288,-0.5
Larry Jackson,1006304,4.0
Bob Long,1007728,-0.2
Dave Righetti,1010958,1.2
Bob Stanley,1012409,0.7
Wes Stock,1012553,0.7
Chad Durbin,1442,1.0
Jose Veras,2063,0.7
Tom Bolton,1001155,-0.1
Alvin Morman,1009193,0.1
Odalis Perez,668,1.1
Brian Sanches,2739,0.3
Philip Humber,8586,-0.2
John Dopson,1003404,0.4
Dennis Leonard,1007531,3.7
Bob MacDonald,1007900,0.0
Paul Mitchell,1009009,1.1
Donn Pall,1009968,-0.6
Jeff Robinson,1011073,-0.4
Tom Sturdivant,1012654,0.0
Colby Lewis,1259,4.9
Ray Burris,1001729,1.2
Guy Hoffman,1005906,1.2
Mike Moore,1009122,1.3
Tom Morgan,1009184,-0.7
Mark Thurmond,1013052,0.3
Bob Walk,1013507,1.1
Brett Tomko,1056,1.0
Jack Billingham,1000970,3.7
Bill Campbell,1001874,0.2
Dan Osinski,1009875,1.0
Gary Peters,1010228,4.6
Carl Willey,1013965,0.6
Joaquin Benoit,1437,-0.2
Jamie Easterly,1003639,0.3
Ramon Martinez,1008193,1.9
Dennis Rasmussen,1010703,0.8
Doug Sisk,1012017,0.0
Bob Welch,1013750,4.5
Bob Wickman,413,0.8
Cristhian Martinez,5337,0.5
Jim Abbott,1000012,0.5
Frank Baumann,1000683,-0.3
Norm Charlton,1002160,0.8
Mark Clark,1002296,4.1
Josh Beckett,510,1.0
Arthur Rhodes,1097,1.6
Steve Kline,1164,-0.1
Ismael Valdez,1283,-0.5
Jason Bulger,3915,0.6
J.P. Howell,8245,0.9
Rick Camp,1001901,0.8
Mark Knudson,1007065,-0.4
Mark Langston,1007323,3.0
Tim Stoddard,1012556,-0.6
Kiko Calero,1676,0.7
Tom House,1006064,0.8
Gene Nelson,1009501,-1.6
Scott Aldred,1000115,0.4
Fred Gladding,1004751,0.5
Greg Mathews,1008237,-0.3
Mark Hendrickson,1574,2.2
Carlos Marmol,2790,-0.6
Dave Johnson,1006442,0.1
Darold Knowles,1007058,0.0
Gregg Olson,1009791,0.3
Joe Price,1010530,0.3
Chris Short,1011931,2.1
Bobby Witt,1014170,0.9
Michael Gonzalez,1794,0.1
Jesse Crain,4817,0.8
Craig Stammen,7274,0.6
Jim Miller,7458,-0.1
Stan Belinda,1000792,1.2
Gene Conley,1002507,1.7
Andy Hawkins,1005514,0.0
Chad Zerbe,1140,0.0
Mark Melancon,4264,1.4
Jim Corsi,1002644,0.2
Dave McNally,1008655,3.2
Jim Todd,1013097,0.3
Brad Penny,535,0.0
Sterling Hitchcock,824,1.2
David Weathers,902,0.5
Marco Estrada,1118,-0.3
Darryl Kile,1163,0.9
Arnold Earley,1003626,0.9
Ken Holtzman,1005989,1.7
Bob Lee,1007449,-0.5
Rob Murphy,1009374,-0.6
Rick Sutcliffe,1012734,1.5
Todd Stottlemyre,75,4.1
Mike Mussina,837,6.0
Alan Embree,1030,0.6
Rodney Myers,1511,-0.1
Rod Beck,1730,0.1
Ramon Troncoso,4685,-0.3
David Robertson,8241,1.7
Steve Mingori,1008978,0.7
Ron Schueler,1011622,-0.7
Elmer Dessens,317,2.2
Shawn Estes,873,0.6
Ronald Belisario,2203,0.3
Tim Lincecum,5705,0.0
Tony Sipp,8280,0.8
Warren Brusstar,1001599,0.1
Joe Gibbon,1004658,1.3
Curt Young,1014368,-0.2
Charles Nagy,397,2.9
John Thomson,453,3.2
Garrett Stephenson,1185,0.4
Tom Wilhelmsen,9975,0.1
Tim Crabtree,1002715,1.0
Danny Frisella,1004365,-0.7
Doug Henry,1005668,-0.7
Roy Lee Jackson,1006311,-0.1
Randy Jones,1006582,1.2
Jake Arrieta,4153,3.4
Tom Candiotti,1001911,4.5
Dick Ellsworth,1003754,0.4
Mike Griffin,1005048,0.3
Alan Benes,265,1.1
Jesse Orosco,667,1.6
Scott Cassidy,1293,-0.1
Brendan Donnelly,1441,1.4
Francisco Rodriguez,1642,0.2
Dock Ellis,1003747,1.9
Alex Fernandez,1003993,0.6
Mike Flanagan,1004133,2.7
Jim Hannan,1005316,-0.1
Rick Honeycutt,1005992,1.9
Bill Wilson,1014064,-0.7
Tim Belcher,1000789,3.1
Steve Carlton,1001964,3.5
Jim Kaat,1006660,3.5
Matt Karchner,1006697,0.2
Eric Plunk,1010400,1.6
Bill Singer,1012007,2.6
Tom Tellmann,1012907,-0.1
Ray Washburn,1013652,3.7
Al Levine,20,0.1
Shawn Chacon,424,-0.1
Braden Looper,526,-0.6
Geremi Gonzalez,1711,0.2
Joaquin Andujar,1000266,1.6
Andy Messersmith,1008799,3.7
Cory Bailey,588,1.2
Stephen Randolph,1655,-0.8
Frank Lary,1007364,5.3
Chuck Stobbs,1012548,1.5
Dave Telgheder,1012906,0.6
Matt Clement,271,2.6
Kyle Farnsworth,278,1.1
Doug Brocail,551,0.4
Randy Wolf,976,1.9
Gio Gonzalez,7448,2.8
Louis Coleman,9720,-0.1
Mark Lee,1007461,-0.1
Mark Davis,1003067,0.0
Jerry Don Gleaton,1004772,0.3
Joe Horlen,1006025,1.6
Ravelo Manzanillo,1008092,-0.5
Jim McAndrew,1008328,-0.3
Paul Byrd,594,1.4
Mike DeJean,682,0.8
Jon Lester,4930,5.4
Stan Bahnsen,1000414,1.7
Denny Lemaster,1007512,3.8
Steve Trout,1013197,-0.2
Casey Cox,1002694,-0.4
Danny Patterson,485,0.8
Mike Williams,1014,0.3
Max Scherzer,3137,6.4
Steven Wright,8185,-0.1
Bo Belinsky,1000791,-0.1
Doug Bird,1000976,0.4
Randy Veres,1013412,-0.3
Keith Foulke,231,1.8
Mariano Rivera,844,1.9
Jonathan Papelbon,5975,3.0
Mike Armstrong,1000314,0.1
Mudcat Grant,1004952,3.6
Cecilio Guante,1005113,-0.8
Rick Langford,1007319,1.7
Vern Law,1007410,4.2
Fred Norman,1009632,1.6
Mel Queen,1010592,-0.4
Bill Swift,1012788,2.7
Mark Buehrle,225,3.0
Jose Rijo,349,1.5
Scott Sullivan,357,1.0
Justin Miller,1313,0.5
Jeremy Bonderman,1667,-0.2
Joe Smith,3281,0.9
Johnny Antonelli,1000277,0.7
Jim Bibby,1000945,2.6
Mike Butcher,1001764,-0.3
Mike Maddux,1007951,1.5
Juan Berenguer,1000865,0.9
Dick Hall,1005241,2.7
Johan Santana,755,3.5
Steve Karsay,829,1.1
Trever Miller,1672,0.0
Johnny Cueto,6893,4.9
Jim Deshaies,1003228,0.8
Ross Grimsley,1005071,-0.2
Ed Lynch,1007862,1.6
Jerry Spradlin,1012353,0.5
Gary Wagner,1013481,0.1
Kerry Ligtenberg,100,0.5
Adam Eaton,1029,0.3
Steve Blass,1001058,2.2
Tom Buskey,1001759,-0.2
Jerry Johnson,1006464,0.2
Tom Gordon,282,2.7
Chris Spurling,1668,0.0
Joel Peralta,2332,0.6
Bob Duliba,1003546,0.1
Steve McCatty,1008383,0.2
Donne Wall,39,0.3
Ricky Stone,576,-0.4
Rudy Seanez,1279,1.0
Brad Brach,6627,1.7
Fergie Jenkins,1006388,4.2
Don Sutton,1012745,5.4
Juan Rincon,752,0.0
Cory Lidle,926,3.7
Jose Mesa,961,1.4
Rob Bell,1492,-0.2
Matt Garza,3340,2.5
Jeff Fulchino,3532,-0.3
Bobby Bolin,1001146,1.0
Steve Hamilton,1005277,0.7
Atlee Hammaker,1005281,0.8
Don Robinson,1011061,1.5
CC Sabathia,404,5.8
Will Harris,3192,0.4
Eddie Watt,1013684,0.8
Fernando Rodney,494,0.6
Hipolito Pichardo,1472,1.2
Jose Valverde,1726,1.1
Jeff Gray,7718,-0.8
Gary Lucas,1007805,-0.1
Randy Niemann,1009589,0.2
Anthony Swarzak,7466,-0.3
Ron Darling,1002989,1.5
Dana Kiecker,1006890,-0.4
Jeff Montgomery,1009071,1.4
Dan Wheeler,120,0.3
Chris Haney,192,0.5
Terry Mulholland,665,2.9
Dan Haren,1757,5.9
Marc Rzepczynski,6612,0.5
Tony Cloninger,1002359,-0.9
Turk Farrell,1003950,1.2
Tommy John,1006515,3.3
Milt Pappas,1009989,1.4
David West,1013799,0.1
Brad Radke,748,2.8
Esteban Loaiza,1310,2.3
Luis Ayala,1650,0.1
Cal Eldred,1653,1.1
Pedro Strop,4070,1.0
Phil Hughes,7450,0.3
Jim Bullinger,1001646,0.4
Reid Cornelius,1002634,0.2
Dave Giusti,1004748,1.3
Greg Harris,1005415,1.4
Greg McMichael,1008640,1.4
Jerry Reuss,1010853,2.9
Pedro Astacio,862,3.5
Jeff Nelson,1092,1.0
Mike Bielecki,1000951,1.8
Shawn Boskie,1001213,0.0
Casey Fossum,188,0.2
Jeff Weaver,503,0.9
Tony Fiore,726,0.1
George Brunet,1001590,3.8
Wayne Garland,1004538,0.0
Roy Thomas,1012993,1.6
Eric Milton,743,1.0
Russ Ortiz,1124,1.6
Hideki Irabu,1255,2.4
Jon Rauch,1475,0.6
Brian Duensing,4064,0.9
Joe Saunders,4366,0.3
Bob McClure,1008400,0.8
Billy O'Dell,1009724,6.4
Cliff Politte,967,0.4
Yorkis Perez,1513,0.5
Brandon McCarthy,4662,2.6
John Axford,9059,-0.5
Mark Petkovsek,1010242,0.0
Rick Rhoden,1010887,5.0
Andy Ashby,637,3.2
Bob Wells,760,0.1
Chris Sampson,2651,1.8
Georges Maranda,1008098,-0.3
Jim Owens,1009923,1.8
John Burkett,179,2.2
Shawn Camp,1855,0.4
Jesse Chavez,5448,1.6
