Name,playerid,WAR36,WAR37,WAR38
Mike Cuellar,1002853,2.5,3.3,3.3
Billy Wagner,578,1.2,0.3,1.9
Octavio Dotel,555,0.2,0.8,1.6
Sam Jones,1006590,0.5,0.2,0.0
John Franco,874,1.3,0.9,0.9
Doug Bair,1000439,0.4,-0.4,0.0
Jerry Koosman,1007103,5.5,3.8,2.0
Curt Schilling,73,5.6,6.5,1.7
Kent Mercker,439,0.6,0.3,-0.4
Tom Seaver,1011708,1.8,0.3,2.4
Ron Villone,1010,-0.1,-0.1,-0.2
Jamie Moyer,1091,4.6,1.8,3.0
Whitey Ford,1004227,4.6,0.5,0.8
Joe Niekro,1009582,2.2,4.2,3.1
Miguel Batista,46,2.2,-1.3,0.1
Hank Aguirre,1000087,0.5,0.2,0.4
Dennis Eckersley,1003660,1.7,3.1,2.0
Gaylord Perry,1010210,7.0,5.1,5.2
Mike Stanton,849,0.0,0.6,0.3
Geoff Zahn,1014410,3.5,2.5,3.6
Jon Lieber,287,2.4,1.4,-0.1
Bob Patterson,1010055,0.7,0.6,0.8
Terry Leach,1007427,1.5,0.9,0.5
John Smoltz,115,2.9,2.1,5.2
Mike Morgan,67,1.0,2.6,0.2
Takashi Saito,6021,3.1,2.0,1.6
Steve Howe,1006107,1.0,-0.1,0.1
Al Leiter,883,3.2,2.4,1.5
Doyle Alexander,1000122,3.2,2.6,0.9
Bill Henry,1005665,0.5,1.0,-0.2
Grant Jackson,1006298,-0.7,0.6,0.0
Kent Tekulve,1012905,1.9,0.2,0.2
Lindy McDaniel,1008441,0.3,1.6,1.3
Woodie Fryman,1004381,2.6,-0.3,1.1
Kenny Rogers,1277,0.8,2.7,2.5
Charlie Hough,1006050,3.1,3.6,1.8
Jim Palmer,1009973,3.0,0.5,-0.3
Curt Simmons,1011980,2.7,0.6,0.5
Danny Darwin,1002996,3.1,2.9,0.8
Todd Jones,436,0.9,2.4,1.0
Matt Herges,780,0.3,0.4,0.5
Ted Abernathy,1000020,0.0,0.3,0.1
Mike Myers,68,0.1,0.2,-0.2
Jason Grimsley,602,0.2,-0.4,0.0
Andy Pettitte,840,3.3,3.4,2.7
David Wells,855,3.9,6.2,1.7
Rick Reuschel,1010852,5.2,2.8,5.0
Tim Worrell,1139,1.1,0.2,-1.0
Guillermo Mota,1467,0.2,-0.1,-0.1
Bob Forsch,1004233,2.2,2.5,0.3
Dave Stewart,1012519,0.9,0.8,0.7
Derek Lowe,199,1.9,1.8,1.4
Dennis Lamp,1007284,1.6,0.3,0.4
Mike Marshall,1008144,2.1,0.1,0.0
Joe Hoerner,1005895,0.4,0.1,0.0
Bob Gibson,1004662,6.4,4.5,1.3
John Candelaria,1001909,0.7,0.7,0.4
Hal Brown,1001520,2.5,-0.1,1.8
Turk Lown,1007793,0.0,-0.2,0.6
David Cone,1680,3.4,1.0,1.4
Luis Tiant,1013054,2.6,2.4,2.8
Bud Black,1001007,0.2,0.1,0.5
Lee Smith,1012175,0.8,1.0,0.3
Giovanni Carrara,643,1.3,0.1,0.1
Bert Blyleven,1001098,2.2,3.2,5.3
Orel Hershiser,1005741,2.5,3.8,1.4
Tom Glavine,90,2.9,1.3,2.6
Dennis Martinez,1008161,4.2,3.8,1.9
Tony Fossas,1004242,0.0,1.0,-0.2
Jim Brewer,1001406,0.1,0.6,0.7
Eddie Guardado,727,0.1,0.7,-0.5
Greg Maddux,104,3.9,3.6,2.6
Jim Bunning,1001653,0.6,3.8,4.1
Mark Gardner,1004529,2.0,-0.2,2.0
Sonny Siebert,1011951,1.7,1.6,1.0
LaTroy Hawkins,729,0.5,-0.1,0.7
Bob Buhl,1001637,0.7,1.1,-0.3
Chi-Chi Olivo,1009781,-0.1,0.1,0.6
Bob Veale,1013391,0.3,0.5,0.2
Don McMahon,1008629,0.1,0.3,0.8
Mike Timlin,1187,-0.3,1.0,0.7
Rick Aguilera,1000086,1.4,0.8,-0.7
Bobby Shantz,1011804,1.0,1.3,0.3
Trevor Hoffman,1035,1.8,1.7,1.3
Gene Garber,1004493,0.9,0.8,2.0
Harvey Haddix,1005184,1.8,0.6,2.0
Roy Face,1003891,-0.3,0.3,0.3
Bill Campbell,1001874,0.2,0.4,-0.1
Bob Wickman,413,-0.3,1.6,0.3
Norm Charlton,1002160,0.3,-0.1,0.9
Mark Langston,1007323,0.0,0.1,0.3
Robin Roberts,1011046,2.0,2.9,2.9
Cal McLish,1008626,1.7,2.3,0.2
Darold Knowles,1007058,-0.2,-0.3,-0.1
David Weathers,902,-0.4,1.3,0.0
Rick Sutcliffe,1012734,3.0,0.5,-0.4
Mike Mussina,837,2.6,5.2,2.6
Alan Embree,1030,1.1,1.1,0.0
Elmer Dessens,317,0.0,-0.2,-0.2
Tom Candiotti,1001911,2.5,2.7,1.1
Mike Remlinger,111,1.5,0.1,0.6
Jesse Orosco,667,2.0,0.1,1.0
Brendan Donnelly,1441,-0.2,0.6,-0.7
Mike Flanagan,1004133,1.1,2.2,-0.1
Rick Honeycutt,1005992,0.9,0.0,0.8
Tim Belcher,1000789,1.9,0.1,-0.1
Steve Carlton,1001964,5.3,8.2,7.4
Jim Kaat,1006660,5.1,2.9,1.0
Stu Miller,1008935,1.1,2.3,1.2
Al Worthington,1014260,0.5,1.8,0.9
Paul Byrd,594,1.8,0.7,0.3
Brian Shouse,630,0.0,-0.2,1.2
Mariano Rivera,844,2.2,2.0,3.0
Mike Maddux,1007951,0.7,0.3,-0.3
Dick Hall,1005241,0.9,-0.1,1.0
Trever Miller,1672,0.5,0.1,-0.3
Tom Gordon,282,2.8,0.9,0.7
Rudy Seanez,1279,1.5,-0.2,0.5
Fergie Jenkins,1006388,2.0,2.7,0.3
Don Sutton,1012745,3.9,4.6,3.4
Jose Mesa,961,0.6,-0.1,0.6
Terry Mulholland,665,2.1,1.1,-0.1
Larry Andersen,1000236,2.3,2.7,1.7
Tommy John,1006515,6.9,4.7,1.6
Greg Harris,1005415,0.5,1.2,-0.2
Jerry Reuss,1010853,2.6,-0.4,0.9
Jeff Nelson,1092,1.1,-0.1,0.1
Bob McClure,1008400,-0.2,1.0,0.2
John Burkett,179,5.1,1.8,2.7
Tom Burgmeier,1001668,3.0,0.4,1.4
Paul Assenmacher,1000344,1.0,0.6,-0.1
Lew Burdette,1001662,0.9,0.8,0.4
Roger Clemens,815,3.2,3.6,5.6
Greg Minton,1008986,1.2,0.5,-0.1
Russ Springer,1652,0.2,0.1,1.4
Jim Perry,1010213,2.3,1.9,4.3
Dennis Cook,8,0.1,-0.1,-0.1
Scott Erickson,137,-0.1,-0.9,-0.3
Tim Wakefield,219,3.6,1.4,1.8
Johnny Klippstein,1007013,-0.4,0.2,0.2
Jeff Reardon,1010741,0.7,0.8,-0.2
Chris Hammond,92,1.8,1.3,0.6
Brian Moehler,480,1.4,1.1,0.1
Kevin Brown,642,3.0,0.5,6.1
Steve Reed,1053,0.3,1.1,-0.2
Dan Plesac,1319,1.3,0.6,0.4
Barney Schultz,1011625,-0.3,0.9,0.0
Frank Tanana,1012818,0.8,1.9,0.5
Jeff Fassero,279,-0.5,1.8,1.7
Mike Fetters,988,-0.4,0.1,0.0
Ryan Franklin,1076,0.8,0.2,-1.2
Woody Williams,1190,4.5,2.9,1.1
Rick White,456,0.5,0.1,-0.2
Chuck Finley,384,4.4,4.4,2.1
Tim Byrdak,1995,-0.2,0.6,0.1
Tug McGraw,1008545,0.6,0.3,0.2
Nolan Ryan,1011348,3.4,4.0,4.4
Jose Contreras,1660,2.0,2.1,0.7
Billy Taylor,1012859,1.1,1.0,-0.1
Jack Sanford,1011432,0.2,0.2,0.2
Doug Jones,1006552,0.8,1.6,0.5
Steve Renko,1010835,1.0,2.1,1.6
Scott Sanderson,1011422,1.9,0.2,0.7
Jack Morris,1009211,4.1,3.7,1.7
Aurelio Lopez,1007753,-1.0,0.1,-0.4
Jay Howell,1006098,0.5,0.7,-0.7
Ron Kline,1007004,0.3,-0.6,-0.4
Darren Oliver,206,0.6,0.9,1.2
Rudy May,1008310,2.4,3.4,0.1
Rheal Cormier,952,1.5,0.4,-0.4
Ron Mahay,290,0.5,0.4,-0.4
Steve Sparks,499,1.2,0.0,0.6
Phil Niekro,1009583,3.6,4.3,5.9
Buddy Groom,143,1.4,0.0,0.4
Ted Power,1010504,0.4,0.5,0.5
Randy Johnson,60,9.6,10.4,8.1
Rich Rodriguez,1276,-0.1,-0.3,0.5
Ron Reed,1010773,0.5,0.9,0.2
Roberto Hernandez,605,0.5,0.6,-1.1
