Name,playerid,WAR20,WAR21,WAR22
Dan Petry,1010246,1.1,2.5,2.1
Storm Davis,1003080,1.8,3.7,4.7
Jose Fernandez,11530,4.2,1.8,2.1
Larry Christenson,1002215,0.0,2.9,2.4
Al Hrabosky,1006116,0.1,0.1,0.2
Claude Osteen,1009878,-0.5,0.1,2.1
Fred Holdsworth,1005944,0.2,-0.1,0.1
Jim Maloney,1008039,0.7,-0.6,1.5
Santiago Guzman,1005163,-0.1,0.5,-0.1
Dennis O'Toole,1009896,0.1,0.1,0.0
Dennis Eckersley,1003660,2.8,4.6,4.6
Rick Wise,1014155,1.9,3.4,2.0
Paul Brown,1001553,-0.5,-0.4,0.0
Britt Burns,1001702,-0.1,4.5,2.4
Fred Newman,1009542,0.1,-0.2,3.4
Bill Gullickson,1005136,0.0,3.2,4.8
Catfish Hunter,1006199,1.8,5.2,1.4
Dennys Reyes,444,0.5,1.2,0.9
Julian Tavarez,541,-0.1,-0.1,1.6
Doyle Alexander,1000122,0.9,1.1,0.8
Chad Gaudin,1783,0.2,0.3,-0.4
Mike Witt,1014174,1.6,3.8,0.7
Don Carrithers,1001992,-0.4,0.4,-0.2
George Stone,1012565,0.2,0.3,1.3
Edgar Gonzalez,1727,0.1,-0.7,-0.1
Ken Brett,1001402,0.0,2.0,0.2
Matt Cain,4732,0.7,3.8,4.1
Taijuan Walker,11836,0.5,0.3,1.8
Richard Dotson,1003424,0.8,1.5,1.3
Wade Blasingame,1001057,-0.3,0.7,0.6
Mike Torrez,1013134,0.2,-0.2,0.4
Bob Kipper,1006956,-0.1,0.8,-0.5
Victor Cruz,1002845,1.2,-0.1,1.4
Tyler Skaggs,10190,-0.2,0.0,1.5
Al Downing,1003450,0.0,0.0,4.7
Jeff Suppan,633,0.4,0.1,1.5
Tom Hall,1005262,0.4,2.4,4.1
Vida Blue,1001094,1.5,8.8,2.1
Dean Chance,1002130,0.6,3.5,4.8
Lloyd Allen,1000152,0.4,1.0,-1.0
Mike Norris,1009637,0.3,-0.4,-0.3
Wilbur Wood,1014248,0.2,0.2,0.0
Edwin Jackson,1841,-0.3,0.2,0.1
Don Gullett,1005134,2.6,1.0,2.5
Zack Greinke,1943,1.8,2.0,0.0
Bill Stafford,1012375,1.3,3.2,2.0
Tom Kelley,1006782,-0.2,0.6,-0.2
Ryan Feierabend,6336,0.0,-0.5,0.2
Blue Moon Odom,1009726,-0.1,1.3,-0.1
Chris Zachary,1014404,-0.1,0.1,0.7
Ray Sadecki,1011360,1.8,0.7,1.2
Felix Hernandez,4772,3.3,3.5,3.6
Oliver Perez,1514,0.6,0.4,4.5
Bert Blyleven,1001098,7.5,5.9,10.8
Wally Bunker,1001652,1.7,1.2,0.5
Rich Gossage,1004894,0.5,-0.8,0.7
Dave Morehead,1009156,1.6,1.9,2.5
Nino Espinosa,1003830,0.1,0.1,0.6
Dave Boswell,1001222,-0.3,3.0,3.9
Greg Maddux,104,0.4,1.5,3.7
Clayton Kershaw,2036,1.3,4.1,4.5
Joel Davis,1003061,1.0,1.1,0.1
Mike Hampton,430,-0.4,-0.1,2.3
Julio Teheran,6797,-0.2,0.2,2.5
Larry Dierker,1003288,2.1,1.9,7.3
Billy McCool,1008409,1.5,1.9,0.6
Ramon Martinez,1008193,0.4,0.8,4.9
Ismael Valdez,1283,0.4,3.8,4.4
Gene Nelson,1009501,-0.3,0.9,-0.4
Dave McNally,1008655,1.2,1.4,2.3
Ken Holtzman,1005989,3.0,0.2,2.3
Don Schulze,1011629,0.1,1.0,1.3
Ramon Morel,1009162,0.1,-0.1,-0.2
Tommy Boggs,1001123,0.5,0.5,-0.1
