Name,playerid,WAR41,WAR42,WAR43,WAR44
Jamie Moyer,1091,-0.2,2.5,1.9,2.0
Gaylord Perry,1010210,3.7,2.8,3.3,1.6
Charlie Hough,1006050,-0.8,0.2,0.8,0.9
Warren Spahn,1012299,3.6,2.5,-0.3,0.4
David Wells,855,3.1,3.0,0.9,1.0
Bartolo Colon,375,2.8,2.4,2.4,0.3
Don McMahon,1008629,-0.2,-0.1,0.6,-0.1
Jesse Orosco,667,0.4,0.0,-0.2,0.1
Jim Kaat,1006660,1.1,-0.1,-0.1,-0.2
Tommy John,1006515,1.8,0.6,0.9,3.5
Hoyt Wilhelm,1013945,1.9,1.4,0.9,1.2
Roger Clemens,815,5.7,6.0,3.4,1.5
Tim Wakefield,219,1.0,1.8,1.2,0.1
Nolan Ryan,1011348,3.4,7.0,5.2,4.9
Phil Niekro,1009583,3.7,2.0,3.0,1.7
Randy Johnson,60,4.1,3.2,1.6,3.6
