Name,playerid,WAR31,WAR32,WAR33
Freddy Garcia,1077,0.0,1.5,1.5
Brandon Lyon,1312,-0.6,0.8,0.0
Matt Miller,1754,0.1,1.2,0.5
Mike Cuellar,1002853,3.3,6.6,4.8
Rich DeLucia,1003185,-0.2,0.2,-0.1
Ed Roebuck,1011118,-0.9,-0.4,0.3
Brian Anderson,44,1.9,0.2,0.1
Jim Brower,313,0.7,-0.8,-0.2
Billy Wagner,578,2.3,1.5,2.1
Chris Capuano,1701,0.3,2.0,2.9
Chad Qualls,2170,0.0,0.0,-0.4
Tom Griffin,1005054,0.2,-0.1,1.1
Joe Nuxhall,1009665,1.8,1.4,1.5
Octavio Dotel,555,0.0,-0.2,0.3
Jason Schmidt,1131,6.4,3.0,3.8
Steve Stone,1012573,0.3,2.9,0.0
Danny Cox,1002695,-0.2,0.4,1.4
Andy McGaffigan,1008497,0.8,0.2,0.6
Vern Ruhle,1011297,1.2,-0.7,0.6
Ben Weber,41,0.3,1.0,0.6
John Franco,874,0.5,-0.5,1.0
Turk Wendell,975,0.7,0.7,0.4
Doug Bair,1000439,0.1,0.3,-0.2
Charlie Leibrandt,1007492,3.4,1.2,3.2
Orlando Pena,1010150,0.9,-0.4,0.8
Don Cardwell,1001941,1.1,1.3,0.6
Jerry Reed,1010769,1.3,0.2,-0.2
Francisco Cordero,1243,1.3,2.4,0.7
Dave Eiland,1003714,0.0,1.4,0.2
Jerry Koosman,1007103,5.4,3.1,4.9
Curt Schilling,73,8.3,3.3,4.6
Dustin Hermanson,195,1.7,1.3,-0.1
Jim Gott,1004898,0.7,0.8,1.8
Claude Osteen,1009878,1.6,2.4,2.1
Tom Seaver,1011708,6.8,6.2,4.4
Jim Kern,1006868,-0.3,0.1,0.0
Bob Shaw,1011819,0.5,4.3,2.3
Ron Villone,1010,0.8,0.4,1.2
Jim Clancy,1002255,5.0,1.8,0.4
Ron Guidry,1005124,4.0,3.9,2.8
Mike Magnante,929,0.3,1.1,0.3
Jamie Moyer,1091,1.9,1.2,1.6
Lance Painter,1675,1.0,0.6,-0.5
Brad Ziegler,7293,1.0,0.6,0.5
Craig Lefferts,1007476,0.6,0.5,1.4
Micah Bowie,1561,0.2,0.2,0.0
Whitey Ford,1004227,2.5,5.8,4.9
Danny Jackson,1006295,3.2,3.9,0.3
Joe Niekro,1009582,0.4,1.6,1.4
Mark Williamson,1014022,0.0,0.1,1.2
Miguel Batista,46,3.1,4.3,1.6
Hank Aguirre,1000087,5.2,2.6,1.8
Dennis Eckersley,1003660,3.7,3.4,2.3
John Hiller,1005817,3.0,1.6,1.6
Gaylord Perry,1010210,6.3,4.7,8.1
Carl Willis,1013979,1.5,1.5,0.9
Rick Wise,1014155,1.6,2.5,3.2
Mike Stanton,849,0.1,1.5,1.6
Art Ditmar,1003328,1.0,0.2,0.3
Al Jackson,1006288,0.7,1.4,-0.6
Geoff Zahn,1014410,2.0,3.4,2.7
Bob Patterson,1010055,1.1,0.7,-0.3
Ed Whitson,1013911,0.2,1.1,3.0
Jose Cabrera,679,0.0,0.4,-1.0
Jason Isringhausen,1158,1.7,0.7,-0.9
Terry Leach,1007427,0.7,0.1,1.0
D.J. Carrasco,1666,0.5,1.2,0.4
Tom Filer,1004040,1.1,0.3,0.1
Dick Tidrow,1013056,2.2,0.7,0.4
Mike Morgan,67,4.5,3.2,2.8
Jeremy Affeldt,583,0.1,0.0,0.8
Jason Frasor,1906,1.4,0.9,0.1
Bill Gullickson,1005136,0.4,3.4,0.6
Catfish Hunter,1006199,-0.8,0.8,0.4
Joe Borowski,267,1.4,1.8,-0.2
Dennys Reyes,444,0.4,0.1,-0.2
Julian Tavarez,541,1.3,0.3,0.0
Al Leiter,883,1.3,4.8,3.3
Josias Manzanillo,996,0.0,0.1,1.6
Doyle Alexander,1000122,-0.3,1.0,5.0
Larry McWilliams,1008700,0.1,0.1,0.1
Randy Moffitt,1009027,-0.1,0.0,-0.3
Ron Taylor,1012885,0.0,0.4,0.1
J.J. Putz,1795,0.6,0.2,1.5
Grant Jackson,1006298,0.7,0.7,0.9
Troy Percival,29,2.2,1.6,0.2
Darren Hall,1005240,0.0,0.4,-0.1
Kent Tekulve,1012905,1.4,2.1,0.0
Armando Reynoso,72,1.0,0.7,1.4
Juan Cruz,273,0.1,0.3,0.0
Lindy McDaniel,1008441,0.4,0.1,1.3
Juan Acevedo,458,0.1,0.9,-0.2
Jamie Walker,502,0.3,1.0,0.3
A.J. Sager,1011369,1.1,0.9,0.0
Woodie Fryman,1004381,3.1,2.7,1.7
Dave LaRoche,1007354,-0.2,1.1,0.2
Chan Ho Park,1267,-0.3,1.9,0.8
Kenny Rogers,1277,2.2,0.6,4.5
Gary Lavelle,1007389,0.9,0.7,1.3
Terry Mathews,1008241,0.0,-0.3,-0.5
Sparky Lyle,1007859,0.8,2.5,0.5
Shane Rawley,1010719,2.4,-0.7,0.1
Kevin Appier,3,2.7,2.0,3.4
Scot Shields,35,0.8,0.6,-0.1
Luis Vizcaino,714,0.6,0.3,0.0
Charlie Hough,1006050,0.0,0.2,1.4
Steve Barber,1000530,0.8,0.0,0.5
Steve Crawford,1002749,0.4,0.4,0.4
Ed Farmer,1003935,-0.3,0.4,0.0
Jim Palmer,1009973,5.5,4.4,2.6
Matt Belisle,1837,1.2,1.8,1.3
Jim Poole,1010435,-0.5,0.0,0.1
Curt Simmons,1011980,2.5,3.9,2.4
Denny Neagle,441,2.5,2.3,1.5
Vic Darensbourg,516,-0.7,0.0,-0.1
Hideo Nomo,666,2.1,3.0,2.9
Rick Reed,750,3.6,3.0,1.5
Kirk Rueter,1128,1.3,0.7,0.7
Ike Delock,1003179,1.4,1.4,-0.2
Doc Medich,1008714,3.2,2.6,1.4
Bruce Sutter,1012743,1.5,-0.6,-0.1
Danny Darwin,1002996,2.6,1.0,1.6
Damaso Marte,247,0.6,1.0,1.4
Jose Lima,475,0.8,-0.3,0.0
Ryan Dempster,517,4.7,3.6,2.5
Dave Burba,1239,1.8,3.0,4.2
Mike Henneman,1005656,1.2,0.0,1.7
Alejandro Pena,1010140,1.3,1.0,-0.3
Paul Splittorff,1012346,2.9,1.8,2.4
David Riske,402,-0.4,0.0,0.0
Todd Jones,436,0.8,1.4,0.1
Billy Hoeft,1005893,-0.7,-0.2,0.8
Dave Wickersham,1013917,0.2,-0.1,0.0
Ray King,693,-0.1,-0.2,-0.5
Pedro Feliciano,1601,-0.1,0.6,0.8
John Tudor,1013215,6.4,2.1,0.9
Chad Paronto,399,0.1,0.0,-0.2
Matt Herges,780,0.5,-0.2,1.6
Juan Agosto,1000084,0.2,0.0,-0.4
Ramon Ortiz,27,0.8,0.3,0.2
Tyler Walker,901,0.4,0.2,0.2
Roger McDowell,1008475,0.1,0.1,0.0
A.J. Burnett,512,5.0,2.8,1.4
Ted Abernathy,1000020,0.0,1.2,-0.6
Nate Snell,1012228,0.1,1.0,-0.1
Clay Condrey,1579,0.1,0.2,0.1
Mike Myers,68,0.9,0.6,0.3
Dave Schmidt,1011580,0.7,-0.2,0.3
Mike Torrez,1013134,3.3,3.3,2.6
Reggie Cleveland,1002347,-0.7,1.3,-0.7
Dick Drago,1003475,-0.6,0.5,0.6
Tom Hilgendorf,1005806,0.4,-0.3,0.4
Rich Monteleone,1009068,-0.3,0.0,-0.4
Jason Grimsley,602,0.2,0.3,0.9
Bob Miller,1008877,0.0,0.8,-0.3
Chad Fox,684,0.0,0.4,0.1
Diego Segui,1011725,1.3,2.2,0.6
Bob Shirley,1011911,2.4,0.2,-0.4
Paul Abbott,1061,1.1,1.4,0.8
Al Downing,1003450,2.2,1.9,1.1
Rick Mahler,1007988,2.8,2.1,1.0
Jeff Suppan,633,1.9,2.6,0.0
Jim Lonborg,1007724,0.8,4.4,2.1
Johnny Podres,1010406,-0.2,-0.2,0.5
Bob Purkey,1010572,3.6,4.2,1.3
Jim Slaton,1012054,0.4,0.2,-1.6
Andy Benes,1144,1.3,1.6,-1.5
Jim Bruske,1001598,0.0,-0.1,0.3
Ryne Duren,1003586,0.0,0.7,0.8
Mike MacDougal,612,0.1,-0.3,-0.1
Clay Carroll,1001997,0.4,0.4,1.8
Bennie Daniels,1002968,1.3,0.6,-0.1
Andy Pettitte,840,5.1,1.9,5.8
Burt Hooton,1006005,3.3,1.8,0.3
Chad Bradford,904,1.5,1.1,0.4
Scott Linebrink,564,0.5,0.1,-0.1
Ramiro Mendoza,836,-0.1,0.1,-0.1
David Wells,855,2.3,3.7,3.4
Mike Jackson,732,0.7,1.7,1.9
Doug Davis,1244,2.2,2.3,1.0
Vida Blue,1001094,1.0,1.5,0.2
Juan Guzman,1005162,2.8,2.5,-0.2
Joe Nathan,1122,3.1,2.0,1.9
Bob Ojeda,1009756,1.0,0.7,2.1
Jim Rooker,1011183,5.4,1.9,2.2
Tim Worrell,1139,0.7,0.3,0.9
Guillermo Mota,1467,0.6,-0.3,0.2
Bob Forsch,1004233,1.4,2.1,-0.1
Paul Gibson,1004671,-0.4,-0.1,0.5
Pascual Perez,1010185,2.9,3.9,0.6
Dan Spillner,1012342,0.3,0.4,0.1
Craig Swan,1012754,1.7,-0.6,-0.6
Dennis Springer,672,-0.4,0.1,-1.0
Jay Powell,1271,-0.1,0.0,-0.1
Dave Stewart,1012519,5.1,3.2,4.9
Derek Lowe,199,2.2,2.8,4.4
Dan Miceli,1463,0.0,-0.1,1.1
Chris Young,3196,0.3,0.3,1.1
Dennis Lamp,1007284,0.0,2.0,0.5
Mike Marshall,1008144,4.4,0.4,0.4
Kevin Jarvis,1037,0.8,0.3,0.1
Jon Matlack,1008246,0.8,1.7,0.4
Bob Bruce,1001573,4.9,3.4,0.7
Joe Hoerner,1005895,0.7,0.4,0.4
Rick Waits,1013494,0.6,0.6,0.2
Wilbur Wood,1014248,7.4,4.7,3.4
Paul Quantrill,669,0.9,1.7,1.4
Bob Gibson,1004662,4.3,8.6,8.8
Neal Heaton,1005568,-0.1,-0.3,-0.4
Bill Krueger,1007175,0.8,0.8,2.0
Mike Munoz,1009328,0.6,0.5,0.4
Phil Regan,1010785,0.4,1.0,0.0
Doug Creek,1202,0.1,-0.2,-0.6
Tanyon Sturtze,1230,1.4,-0.3,0.3
John Candelaria,1001909,1.8,3.0,2.4
Eric Gunderson,1005144,0.4,-0.3,0.1
John Wyatt,1014303,1.0,0.7,-0.2
Matt Lindstrom,4604,0.8,0.6,1.0
Ken Forsch,1004234,2.4,1.8,2.4
Ted Lilly,833,3.8,2.8,3.7
Andy Hassler,1005480,0.4,-0.4,0.1
Ray Herbert,1005684,2.4,4.8,4.9
Dan Schatzeder,1011527,-0.4,0.0,-0.8
Livan Hernandez,1116,2.0,0.2,1.0
Kevin Millwood,106,4.3,2.1,3.2
Wandy Rodriguez,2586,3.5,1.5,2.8
Joe Boever,1001118,0.4,0.3,-0.2
Frank DiPino,1003320,0.8,0.5,-0.1
Kevin Gross,1005088,3.4,3.2,3.4
Fritz Peterson,1010227,1.3,1.5,1.2
Bryn Smith,1012104,2.5,3.2,3.2
Rolando Arrojo,174,2.2,1.2,0.8
Gabe White,360,0.4,-0.3,0.0
Dave Mlicki,569,2.7,0.8,-1.3
David Cone,1680,3.8,4.5,2.2
Nelson Briles,1001432,0.4,2.6,0.4
Mark Gubicza,1005115,2.7,3.0,0.7
Bob Humphreys,1006184,-1.0,-1.0,0.4
Luis Tiant,1013054,3.6,5.0,6.5
Brad Lidge,563,2.2,-0.8,0.4
Bud Black,1001007,0.6,3.4,2.4
Steve Farr,1003953,1.5,0.8,1.6
Ron Perranoski,1010201,0.3,0.5,1.2
J.C. Romero,754,0.0,-0.2,-0.4
Jorge Sosa,1228,-0.3,-0.3,-0.2
Tom Edens,1003671,1.4,-0.2,0.5
Marty Pattin,1010074,1.0,2.3,1.4
Walt Terrell,1012924,1.7,0.0,2.7
Bartolo Colon,375,1.4,4.1,0.3
Ryota Igarashi,10232,-0.3,0.1,0.0
Ray Sadecki,1011360,0.4,1.3,0.8
Lee Smith,1012175,1.5,2.4,2.0
Kyle Lohse,739,0.5,2.2,3.3
Pedro Borbon,1289,0.0,-0.6,0.3
Bert Blyleven,1001098,0.3,4.1,5.0
Orel Hershiser,1005741,0.7,2.5,2.3
Tim Burke,1001692,0.6,0.4,-0.2
Rich Gossage,1004894,3.5,1.5,2.6
Dave Smith,1012117,0.2,2.8,0.9
Will Ohman,296,-0.5,0.2,0.1
Javier Vazquez,801,4.9,5.8,0.1
Bill Lee,1007448,0.7,1.8,0.3
Bruce Ruffin,1011294,0.5,1.6,0.2
Tom Glavine,90,3.6,4.8,4.2
Mark Redman,491,2.1,1.2,0.3
Dennis Martinez,1008161,1.0,2.8,2.2
Scott Schoeneweis,33,0.9,0.2,-0.4
Dave Dravecky,1003486,3.0,0.3,-0.1
Tony Fossas,1004242,0.6,-0.1,0.1
Marvin Freeman,1004326,2.1,0.7,0.6
Larry Gura,1005150,1.3,4.1,2.7
Antonio Alfonseca,260,0.3,0.4,-0.1
Jim Mecir,930,1.2,0.7,0.1
Hideki Okajima,7763,1.1,1.0,0.6
Jim Brewer,1001406,0.8,0.7,1.1
Erik Hanson,1005333,3.0,0.1,-0.5
Eddie Guardado,727,1.2,1.4,0.2
Bill Fischer,1004066,2.0,-0.4,-0.3
Randy Myers,1009427,0.5,0.4,1.3
Matt Thornton,1918,1.8,2.3,2.2
Matt Whiteside,1956,0.0,-0.2,-0.3
Paul Foytack,1004287,0.0,-0.6,-0.3
Jimmy Key,1006885,2.7,5.2,4.0
Don Mossi,1009250,2.8,4.7,3.1
Dale Murray,1009383,0.3,2.6,0.9
Jason Marquis,105,-0.5,1.0,-0.2
Tom Browning,1001566,1.5,0.8,1.2
Al Holland,1005947,-1.0,0.5,0.6
Frank Viola,1013435,2.5,3.7,2.7
Greg Swindell,76,-0.7,1.4,0.0
Greg Maddux,104,8.0,7.5,5.6
Rafael Soriano,1100,0.2,1.0,0.5
Don Aase,1000003,1.9,-0.1,-0.4
Jim Bunning,1001653,2.7,5.6,7.3
Mark Gardner,1004529,-0.1,0.4,0.4
Sonny Siebert,1011951,2.7,2.1,3.3
Jarrod Washburn,40,1.9,2.0,1.5
LaTroy Hawkins,729,1.4,0.2,0.7
Randy Flores,1446,1.1,-0.3,0.1
Bob Buhl,1001637,0.6,-0.5,1.6
Tim Leary,1007438,3.0,0.0,-0.2
Bob Veale,1013391,2.0,2.6,6.0
Armando Benitez,865,1.6,-0.2,-0.3
Steve Trachsel,898,2.1,1.8,1.5
Don McMahon,1008629,0.2,0.9,-0.5
Pat Zachry,1014407,0.3,-0.2,-0.1
Joe Hesketh,1005747,0.2,1.3,1.9
Matt Young,1014385,3.7,1.4,0.2
Barry Zito,944,2.0,1.8,-0.6
Mike Timlin,1187,0.6,1.8,0.3
Pedro Borbon,1001195,0.2,0.3,-0.4
Jeff Brantley,1001358,0.2,1.2,-0.1
Jackie Brown,1001522,3.6,-0.2,2.2
Mark Eichhorn,1003712,1.6,1.0,1.6
Jack McDowell,1008473,0.5,0.9,0.1
Kevin Ritz,1010998,1.7,0.7,0.1
Ken Sanders,1011417,0.1,-0.6,-0.1
Dave Stieb,1012532,2.7,4.3,0.8
Heath Bell,2080,2.2,2.3,0.9
Rick Aguilera,1000086,1.0,0.8,1.3
Dick Ruthven,1011330,2.2,2.3,0.7
Scott Downs,773,1.1,1.0,0.8
Trevor Hoffman,1035,2.2,2.6,0.3
Jim Acker,1000030,0.3,-0.8,-0.2
Gene Garber,1004493,1.1,0.9,0.7
Bruce Hurst,1006222,5.2,4.0,3.9
Mark Leiter,1007501,0.7,2.5,0.6
Tippy Martinez,1008200,0.6,1.8,1.2
Jason Christiansen,1111,0.1,-0.1,0.1
Javier Lopez,1663,-0.2,0.5,0.4
Larry Jackson,1006304,4.1,6.6,5.9
Dave Righetti,1010958,-0.4,0.6,0.3
Bob Stanley,1012409,0.8,1.9,0.8
Wes Stock,1012553,-1.4,0.1,-0.1
Chad Durbin,1442,-0.4,0.2,-0.2
Brian Sanches,2739,0.2,-0.2,-0.4
Tom Sturdivant,1012654,2.6,1.3,0.5
Ray Burris,1001729,-0.5,1.5,1.9
Mike Moore,1009122,3.4,1.4,0.3
Tom Morgan,1009184,1.1,0.0,-0.1
Mark Thurmond,1013052,-0.4,0.7,-0.3
Bob Walk,1013507,3.2,1.5,0.8
Brett Tomko,1056,2.7,2.3,1.0
Jack Billingham,1000970,3.0,0.5,0.7
Bill Campbell,1001874,0.2,0.2,0.9
Dan Osinski,1009875,0.2,0.0,0.6
Gary Peters,1010228,2.6,3.2,4.1
Carl Willey,1013965,0.3,0.4,-0.3
Jamie Easterly,1003639,1.1,0.3,-0.4
Ramon Martinez,1008193,0.3,0.9,-0.5
Dennis Rasmussen,1010703,0.3,1.7,0.8
Bob Welch,1013750,3.0,3.0,1.8
Bob Wickman,413,1.8,2.0,0.7
Josh Beckett,510,3.8,2.0,0.1
Arthur Rhodes,1097,2.5,2.9,0.9
Steve Kline,1164,0.6,-0.7,0.2
Mark Langston,1007323,5.4,5.6,1.6
Tim Stoddard,1012556,0.0,0.1,-0.4
Kiko Calero,1676,1.5,0.2,0.1
Fred Gladding,1004751,0.9,-0.1,0.5
Mark Hendrickson,1574,1.6,2.1,1.6
Darold Knowles,1007058,-0.2,-1.1,1.7
Gregg Olson,1009791,1.1,0.0,-0.1
Joe Price,1010530,0.2,0.2,0.2
Chris Short,1011931,-0.1,3.9,0.6
Bobby Tiefenauer,1013057,0.0,0.9,0.6
Bobby Witt,1014170,3.6,2.5,1.5
Michael Gonzalez,1794,0.8,0.7,0.2
Stan Belinda,1000792,0.3,-0.4,-0.5
Brad Penny,535,1.8,0.9,0.3
Sterling Hitchcock,824,0.4,0.3,-0.1
David Weathers,902,1.1,0.5,0.7
Darryl Kile,1163,4.3,4.5,0.8
Arnold Earley,1003626,1.1,0.6,0.1
Ken Holtzman,1005989,0.2,-0.9,-0.1
Rob Murphy,1009374,0.3,0.5,-0.1
Rick Sutcliffe,1012734,3.4,3.2,3.7
Todd Stottlemyre,75,2.3,3.3,4.1
Mike Mussina,837,6.4,6.9,4.5
Alan Embree,1030,-0.3,1.6,0.8
Rodney Myers,1511,0.1,-0.2,0.0
Steve Mingori,1008978,0.4,0.8,0.3
Elmer Dessens,317,1.6,2.2,0.8
Shawn Estes,873,0.7,0.8,0.1
Warren Brusstar,1001599,0.8,0.3,-0.5
Joe Gibbon,1004658,1.5,1.1,-0.5
Curt Young,1014368,-0.7,0.9,-0.4
Charles Nagy,397,1.3,3.2,0.0
John Thomson,453,2.0,0.4,0.2
Doug Henry,1005668,0.5,0.1,0.5
Tom Candiotti,1001911,4.4,2.3,5.8
Mike Remlinger,111,2.2,1.1,1.0
Jesse Orosco,667,-0.4,1.1,-0.5
Brendan Donnelly,1441,2.6,0.7,0.4
Dock Ellis,1003747,1.2,3.1,0.7
Mike Flanagan,1004133,1.8,2.4,0.3
Rick Honeycutt,1005992,1.5,3.1,1.8
Tim Belcher,1000789,3.0,1.2,1.7
Steve Carlton,1001964,5.1,5.1,2.8
Jim Kaat,1006660,3.2,5.9,2.6
Matt Karchner,1006697,-0.2,-0.2,-0.4
Eric Plunk,1010400,1.1,1.7,-0.3
Bill Singer,1012007,0.6,1.8,0.3
Al Levine,20,-0.1,0.1,0.5
Braden Looper,526,1.1,1.4,1.4
Joaquin Andujar,1000266,3.1,3.1,0.3
Andy Messersmith,1008799,1.4,-0.5,-0.3
Dwight Gooden,1004852,2.1,0.4,1.8
Frank Lary,1007364,5.9,0.0,0.5
Kyle Farnsworth,278,-0.2,-0.7,0.6
Ricardo Rincon,401,1.0,1.4,0.3
Doug Brocail,551,1.7,1.8,0.8
Randy Wolf,976,2.6,3.0,0.7
Mark Davis,1003067,-0.9,-0.3,-0.4
Jerry Don Gleaton,1004772,0.1,1.1,0.0
Joe Horlen,1006025,3.5,2.5,2.4
Mike DeJean,682,0.4,-0.4,0.7
Travis Smith,1522,-0.6,0.0,0.1
Stan Bahnsen,1000414,1.1,0.8,-0.6
Denny Lemaster,1007512,0.7,-0.1,0.0
Danys Baez,367,0.1,-0.4,-0.3
Danny Patterson,485,0.0,0.4,-0.5
