Name,playerid,WAR20,WAR21
Dan Petry,1010246,1.1,2.5
Storm Davis,1003080,1.8,3.7
Larry Christenson,1002215,0.0,2.9
Al Hrabosky,1006116,0.1,0.1
Claude Osteen,1009878,-0.5,0.1
Fred Holdsworth,1005944,0.2,-0.1
Jim Maloney,1008039,0.7,-0.6
Santiago Guzman,1005163,-0.1,0.5
Dennis O'Toole,1009896,0.1,0.1
Dennis Eckersley,1003660,2.8,4.6
Rick Wise,1014155,1.9,3.4
Paul Brown,1001553,-0.5,-0.4
Britt Burns,1001702,-0.1,4.5
Steve Dillon,1003308,0.0,-0.1
Fred Newman,1009542,0.1,-0.2
Dick Burwell,1001741,-0.3,-0.1
Bill Gullickson,1005136,0.0,3.2
Catfish Hunter,1006199,1.8,5.2
Dennys Reyes,444,0.5,1.2
Julian Tavarez,541,-0.1,-0.1
Doyle Alexander,1000122,0.9,1.1
Chad Gaudin,1783,0.2,0.3
Ed Correa,1002637,3.4,-0.6
Mike Witt,1014174,1.6,3.8
Don Carrithers,1001992,-0.4,0.4
Jim Palmer,1009973,2.0,-0.1
George Stone,1012565,0.2,0.3
Edgar Gonzalez,1727,0.1,-0.7
Ken Brett,1001402,0.0,2.0
Rosario Rodriguez,1011112,-0.1,-0.1
Matt Cain,4732,0.7,3.8
Richard Dotson,1003424,0.8,1.5
Wade Blasingame,1001057,-0.3,0.7
Mike McQueen,1008680,0.1,-0.5
Mike Torrez,1013134,0.2,-0.2
Bob Kipper,1006956,-0.1,0.8
Victor Cruz,1002845,1.2,-0.1
Al Downing,1003450,0.0,0.0
Jeff Suppan,633,0.4,0.1
Jim Roland,1011156,0.5,0.0
Jim Ray,1010726,0.0,0.0
Tom Hall,1005262,0.4,2.4
Vida Blue,1001094,1.5,8.8
Dean Chance,1002130,0.6,3.5
Lloyd Allen,1000152,0.4,1.0
Mike Norris,1009637,0.3,-0.4
Wilbur Wood,1014248,0.2,0.2
Gil Meche,1089,0.4,1.5
Edwin Jackson,1841,-0.3,0.2
Don Gullett,1005134,2.6,1.0
Zack Greinke,1943,1.8,2.0
Bob Garibaldi,1004535,0.1,0.0
Bill Stafford,1012375,1.3,3.2
Tom Kelley,1006782,-0.2,0.6
Ryan Feierabend,6336,0.0,-0.5
John Papa,1009982,-0.2,0.0
Blue Moon Odom,1009726,-0.1,1.3
Chris Zachary,1014404,-0.1,0.1
