Name,playerid,WAR33,WAR34,WAR35
Pedro Astacio,862,-0.4,-0.1,1.3
Jeff Nelson,1092,1.3,1.1,0.5
Mike Bielecki,1000951,0.7,0.1,0.0
George Brunet,1001590,1.7,0.0,1.5
Bob McClure,1008400,0.2,0.9,-0.3
Billy O'Dell,1009724,0.6,0.7,-0.8
Mark Petkovsek,1010242,1.4,0.5,-0.6
Rick Rhoden,1010887,4.6,2.5,2.0
Andy Ashby,637,0.1,1.8,0.8
Bob Wells,760,1.0,-0.5,0.0
Ed Vosberg,1426,0.8,0.5,0.4
Ramon Hernandez,1005710,0.8,1.2,-0.1
John Burkett,179,4.1,2.4,2.5
Tom Burgmeier,1001668,-1.1,-0.3,1.2
Mike Krukow,1007185,3.5,4.2,1.3
Juan Marichal,1008106,4.0,1.5,2.8
John Montefusco,1009065,1.7,0.7,-0.3
Paul Assenmacher,1000344,0.7,0.8,1.4
Bill Landrum,1007297,0.9,-0.5,0.3
Mike Trombley,758,-0.4,0.5,-0.2
Al Reyes,1005,0.1,0.4,1.2
Lew Burdette,1001662,3.4,3.0,-0.1
Todd Worrell,1014259,0.0,0.8,1.4
Masato Yoshii,807,1.5,1.4,1.6
Roger Clemens,815,6.8,10.7,8.2
Ricky Bottalico,948,0.0,0.8,-0.5
Eddie Fisher,1004085,0.2,0.1,-0.3
Eric Show,1011937,1.1,-0.4,0.1
Greg Minton,1008986,-0.7,-0.1,0.8
Fernando Valenzuela,1013327,0.2,0.0,1.6
Paul Lindblad,1007614,1.3,0.9,-0.6
Joe Grzenda,1005112,-0.1,1.5,-0.1
Scott Kamieniecki,1006681,2.2,0.1,0.6
Jim Perry,1010213,5.5,6.7,0.3
Dennis Cook,8,1.5,0.7,1.4
Tim Wakefield,219,-0.3,2.2,2.7
Keith Comstock,1002491,0.3,0.8,0.0
Johnny Klippstein,1007013,-1.2,-0.3,1.2
Jeff Reardon,1010741,0.6,0.2,0.1
Bob Knepper,1007031,0.1,1.1,-0.6
Toby Borland,511,-0.3,0.0,-0.1
Ken Hill,1005827,1.1,-0.4,-0.5
Kevin Brown,642,9.6,7.3,6.8
Steve Reed,1053,0.8,0.1,0.3
Kirk McCaskill,1008382,0.3,0.0,-0.1
Juan Pizarro,1010382,0.0,1.3,-0.2
Dan Plesac,1319,1.0,1.7,0.6
Mark Guthrie,876,-0.1,0.5,0.3
Shigetoshi Hasegawa,1082,0.6,0.7,0.5
Tom Henke,1005649,1.7,0.6,1.6
Frank Tanana,1012818,4.1,2.1,3.1
Jeff Fassero,279,5.9,5.0,3.1
Mike Fetters,988,0.5,-0.3,0.0
Bob Friend,1004355,4.9,2.2,1.2
Joey Eischen,774,0.3,0.1,0.2
Woody Williams,1190,1.9,2.0,1.9
Rollie Fingers,1004051,2.0,2.6,2.4
Steve Rogers,1011138,4.9,0.5,0.4
Stan Williams,1014039,1.4,-0.3,0.1
Rick White,456,0.9,-0.2,-0.9
Pat Hentgen,145,-0.2,1.1,-0.5
Doug Drabek,1003473,1.7,-0.1,0.3
Dyar Miller,1008889,0.1,0.6,0.1
Billy Pierce,1010326,2.7,2.9,1.5
Chuck Finley,384,5.0,2.9,4.4
Kazuhiro Sasaki,1098,1.6,1.5,0.4
Bill Hands,1005303,1.9,2.3,1.5
Ken Johnson,1006477,2.3,1.9,0.7
Mickey Lolich,1007712,4.5,4.9,3.0
John Curtis,1002905,-0.9,0.2,0.5
Moe Drabowsky,1003474,0.8,0.0,0.4
Mark Portugal,1010460,1.7,0.2,1.5
Dave Roberts,1011031,0.1,0.4,1.1
Mike Scott,1011691,3.5,2.6,0.7
Mike Boddicker,1001111,1.7,0.4,0.5
Pat Dobson,1003345,2.2,3.6,-0.4
Don Elston,1003759,0.0,0.2,-0.6
Tug McGraw,1008545,1.2,0.3,2.5
Nolan Ryan,1011348,4.5,3.8,3.5
Willie Blair,1001033,0.1,1.6,0.0
Mike Caldwell,1001830,1.9,0.0,1.4
Roger Craig,1002723,1.2,2.0,-0.2
Bruce Kison,1006978,1.8,0.4,1.0
Jack Sanford,1011432,3.2,3.8,1.2
Doug Jones,1006552,1.4,0.8,2.6
Bret Saberhagen,1011355,-0.1,2.6,3.3
Zane Smith,1012218,1.5,2.4,1.3
Mike LaCoss,1007240,1.6,0.6,0.0
Paul Mirabella,1008989,0.4,0.5,-0.1
Steve Renko,1010835,2.0,2.3,1.8
Scott Sanderson,1011422,1.4,4.2,0.9
Earl Wilson,1014073,3.6,3.3,1.7
Jack Morris,1009211,4.0,1.4,2.9
Aurelio Lopez,1007753,-0.5,1.0,0.4
Jay Howell,1006098,1.5,0.8,1.1
Bob Tewksbury,1012941,2.0,3.2,3.8
Anthony Telford,1282,1.7,0.7,-0.2
Ron Kline,1007004,0.5,-0.1,-0.3
Dan Quisenberry,1010622,1.3,0.6,0.4
Kevin Hickey,1005771,0.1,-0.1,-0.2
Rudy May,1008310,1.1,1.4,4.1
Rheal Cormier,952,0.8,0.3,-0.2
Steve Sparks,499,0.5,2.1,3.2
Bruce Dal Canton,1002936,1.3,-0.4,0.0
Steve Parris,1316,0.1,0.3,-0.6
Don Larsen,1007359,-0.6,1.9,0.5
Ernie Camacho,1001856,-0.1,0.0,-0.2
Dave Veres,1188,1.5,-0.2,-0.3
Phil Niekro,1009583,6.0,3.2,7.2
Buddy Groom,143,1.1,1.1,1.9
Ted Power,1010504,0.8,1.1,0.3
Randy Johnson,60,7.0,7.6,9.5
Camilo Pascual,1010039,2.0,2.7,-1.3
Aaron Sele,34,-0.1,0.6,0.1
Tom Martin,1219,0.3,-0.3,-0.2
Tony Castillo,1002069,1.1,0.4,-0.5
Bob Locker,1007688,0.9,1.2,1.2
Kevin Tapani,1012824,1.6,2.1,2.6
Shane Reynolds,574,2.6,0.3,1.4
Ron Reed,1010773,2.2,1.7,1.8
Roberto Hernandez,605,0.4,2.2,1.0
Milt Wilcox,1013939,2.0,3.6,0.2
