Name,playerid,WAR33,WAR34,WAR35,WAR36
Mike Cuellar,1002853,4.8,2.8,2.4,2.5
Billy Wagner,578,2.1,1.9,1.6,1.2
Joe Nuxhall,1009665,1.5,5.4,1.2,2.4
Octavio Dotel,555,0.3,0.7,0.7,0.2
John Franco,874,1.0,0.8,1.2,1.3
Doug Bair,1000439,-0.2,0.3,0.4,0.4
Charlie Leibrandt,1007492,3.2,3.6,3.6,2.2
Jerry Koosman,1007103,4.9,4.6,3.2,5.5
Curt Schilling,73,4.6,7.2,9.3,5.6
Tom Seaver,1011708,4.4,3.9,0.4,1.8
Jim Kern,1006868,0.0,0.0,-0.3,-0.1
Ron Villone,1010,1.2,0.3,0.7,-0.1
Ron Guidry,1005124,2.8,4.9,3.0,2.2
Mike Magnante,929,0.3,1.0,0.1,0.0
Jamie Moyer,1091,1.6,3.2,5.2,4.6
Dick Donovan,1003395,3.4,4.2,1.9,1.9
Craig Lefferts,1007476,1.4,2.6,-0.3,-0.1
Whitey Ford,1004227,4.9,5.2,6.8,4.6
Joe Niekro,1009582,1.4,1.8,3.4,2.2
Miguel Batista,46,1.6,0.5,2.9,2.2
Todd Williams,805,0.1,0.6,-0.3,0.0
Hank Aguirre,1000087,1.8,2.4,0.4,0.5
Dennis Eckersley,1003660,2.3,1.7,3.2,1.7
John Hiller,1005817,1.6,1.5,2.0,-1.6
Gaylord Perry,1010210,8.1,5.7,6.3,7.0
Rick Wise,1014155,3.2,1.1,0.5,0.0
Mike Stanton,849,1.6,1.7,1.2,0.0
Geoff Zahn,1014410,2.7,3.6,1.1,3.5
Bob Patterson,1010055,-0.3,0.3,0.1,0.7
Ed Whitson,1013911,3.0,2.7,5.2,0.3
Jason Isringhausen,1158,-0.9,0.6,-0.3,0.0
Terry Leach,1007427,1.0,0.3,-0.1,1.5
Dick Tidrow,1013056,0.4,-0.1,0.9,0.0
Mike Morgan,67,2.8,0.3,1.5,1.0
Steve Howe,1006107,1.2,0.7,-0.2,1.0
Joe Borowski,267,-0.2,0.0,0.7,0.6
Julian Tavarez,541,0.0,0.8,0.1,0.1
Al Leiter,883,3.3,4.8,3.8,3.2
Josias Manzanillo,996,1.6,-0.4,-0.5,-0.3
Doyle Alexander,1000122,5.0,4.0,3.9,3.2
Larry McWilliams,1008700,0.1,0.8,1.9,-0.4
Bill Henry,1005665,0.5,0.0,0.7,0.5
Grant Jackson,1006298,0.9,-0.5,0.4,-0.7
Kent Tekulve,1012905,0.0,1.2,0.6,1.9
Armando Reynoso,72,1.4,2.1,-0.6,0.0
Lindy McDaniel,1008441,1.3,1.8,-1.0,0.3
Jamie Walker,502,0.3,0.5,0.8,-1.0
Woodie Fryman,1004381,1.7,0.9,2.3,2.6
Chan Ho Park,1267,0.8,-0.1,0.2,1.4
Kenny Rogers,1277,4.5,3.5,4.3,0.8
Gary Lavelle,1007389,1.3,2.1,0.7,0.8
Sparky Lyle,1007859,0.5,0.6,0.1,-0.2
