Name,playerid,WAR25
Freddy Garcia,1077,3.4
Brandon Lyon,1312,-0.5
Juan Alvarez,1432,0.0
Clayton Mortensen,3166,0.1
Rich DeLucia,1003185,0.8
Brian Edmondson,1003677,-0.9
Frank Funk,1004406,0.6
Jeff Hamilton,1005275,0.1
Vern Handrahan,1005302,-1.1
Charlie Hudson,1006133,0.0
Mike Jackson,1006306,0.0
Felipe Lira,1007649,0.1
Steve Mura,1009337,1.3
Dan Petry,1010246,4.2
Mel Stottlemyre,1012579,2.5
Brian Anderson,44,0.4
Billy Wagner,578,2.2
Valerio de los Santos,681,0.0
Jaime Cerda,1532,0.5
Chris Capuano,1701,0.4
Sam Marsonek,2144,0.0
Chad Qualls,2170,0.3
Esmil Rogers,6317,-0.3
Tom Griffin,1005054,0.6
Ricky Horton,1006036,0.7
Mike Ignasiak,1006254,-0.1
Curt Kaufman,1006717,0.1
Danny Rios,1010975,-0.1
Rollie Sheldon,1011855,1.4
Dave Shipanoff,1011904,0.0
Octavio Dotel,555,0.6
Jason Schmidt,1131,2.9
John Cangelosi,1001913,0.0
Bryce Florie,1004172,0.0
Steve Stone,1012573,3.1
Todd Coffey,2467,1.0
Mike Thompson,2735,0.0
Steve Schmoll,5495,0.0
Pat Misch,5909,0.5
Jerry Augustine,1000365,1.7
Danny Cox,1002695,3.2
Storm Davis,1003080,1.1
Tom Dukes,1003545,-0.4
Brian Fisher,1004077,1.0
Bob Galasso,1004441,-0.1
Andy McGaffigan,1008497,0.1
Brad Pennington,1010159,-0.3
Vern Ruhle,1011297,1.8
Bob Sykes,1012798,0.0
Scott Taylor,1012888,-0.2
Bobby Jones,1039,2.7
Neal Cotts,1797,1.4
Matt Capps,4788,-0.1
Greg Reynolds,5712,-0.2
Nick Masset,7267,0.1
Terry Bross,1001481,0.0
Ted Davidson,1003029,1.0
Hank Fischer,1004068,0.1
Jeff McCurry,1008440,-0.9
Frank Pastore,1010048,1.2
Victor Santos,446,0.0
John Franco,874,1.4
Brandon Backe,1529,-0.1
Matt Albers,4300,0.1
Brian Wilson,6485,0.5
Lucas Harrell,7541,0.0
Steve Adkins,1000077,-0.5
Charlie Leibrandt,1007492,0.4
Monty Montgomery,1009072,0.9
Jeff Peterek,1010230,0.1
Rich Robertson,1011044,0.7
Dicky Gonzalez,777,0.1
Keith Atherton,1000348,-0.4
Bruce Berenyi,1000864,0.1
Don Cardwell,1001941,4.3
Larry Christenson,1002215,1.3
Bill Dillman,1003304,-0.3
Jimmy Jones,1006569,-0.1
Jerry Reed,1010769,0.0
Josh Pearce,1175,0.1
Francisco Cordero,1243,-0.4
Kevin Frederick,1536,-0.3
Matt White,1720,-0.3
Randy Messenger,2658,0.5
Dave Davidson,4929,0.0
Cory Gearrin,7947,0.2
Ron Bryant,1001608,2.6
Dave Eiland,1003714,0.5
Ed Glynn,1004789,-0.1
Joey Jay,1006373,3.6
Jerry Koosman,1007103,3.6
Sean Spencer,1012327,-0.1
Jeff Ware,1013626,-0.6
Curt Schilling,73,4.2
Calvin Maduro,151,-0.6
Dustin Hermanson,195,3.1
Kent Mercker,439,1.1
Nick Bierbrodt,1194,-0.8
Cole Kimball,9480,0.1
Scott Bankhead,1000510,3.5
John Cummings,1002874,0.3
Ken Dixon,1003331,1.9
Bill Edgerton,1003673,-0.1
Ray Lamb,1007278,-0.2
Wally Whitehurst,1013896,-0.1
C.J. Nitkowski,570,0.2
Sergio Romo,9817,0.5
Jose Bautista,1000694,-0.1
Pat Clements,1002339,0.8
Jim Gott,1004898,2.0
Al Hrabosky,1006116,2.5
Claude Osteen,1009878,3.5
Tom Seaver,1011708,8.3
Bill Spanswick,1012303,-0.1
Jae Seo,895,0.0
Bruce Billings,3044,-0.1
Manny Delcarmen,3180,0.4
Don Carman,1001967,1.3
Rawly Eastwick,1003648,2.3
Fred Holdsworth,1005944,-0.4
Jim Kern,1006868,0.1
Jim Maloney,1008039,6.5
Mike Overy,1009912,0.0
Willie Prall,1010509,0.1
Eric Weaver,1013695,0.0
Sidney Ponson,161,1.7
Ron Villone,1010,-0.6
Victor Alvarez,1559,0.3
Joel Zumaya,4699,1.1
Jim Clancy,1002255,0.4
Danny Coombs,1002582,0.7
Ron Guidry,1005124,0.1
Jack Kralick,1007135,2.4
Lance McCullers,1008436,0.5
Howie Nunn,1009662,0.4
John Pacella,1009933,-1.8
Hal Reniff,1010833,0.4
Allen Ripley,1010979,0.1
Rick Williams,1014035,0.1
Jamie Moyer,1091,2.1
Pete Munro,1546,0.2
Nick Regilio,2226,-0.2
John Caneira,1001912,-0.2
Sherman Corbett,1002611,0.3
Steve Rosenberg,1011215,-0.2
Ugueth Urbina,216,2.2
Gabe Molina,1575,-0.1
Lance Painter,1675,0.3
Rafael Rodriguez,6417,-0.1
John DeSilva,1003230,0.1
Dave Freisleben,1004333,-0.7
Kevin Kobel,1007067,1.5
Craig Lefferts,1007476,0.1
Dan Smith,1012120,-0.2
Brian Williams,1013978,0.0
Joe Mays,740,3.1
Grant Roberts,894,0.4
Allan Anderson,1000216,2.0
Al Fitzmorris,1004119,1.3
Danny Jackson,1006295,4.3
Chris Knapp,1007026,1.0
Jeff Little,1007664,0.4
Joe Niekro,1009582,1.6
Mike Proly,1010545,0.1
Scott Sanders,1011423,2.1
Mickey Scott,1011690,-0.3
Miguel Batista,46,0.0
Terry Adams,946,0.5
Gavin Floyd,3886,2.3
Ryan Webb,7474,0.2
Dennis Eckersley,1003660,2.9
Hal Haydel,1005520,-0.2
Rick Henninger,1005660,0.1
John Hiller,1005817,1.0
Dave Martinez,1008160,0.0
Gaylord Perry,1010210,3.6
Carl Willis,1013979,-0.4
Rick Wise,1014155,4.6
Jim Mann,566,-0.1
Mike Stanton,849,0.1
Mike Gosling,2204,-0.1
Charlie Morton,4676,1.6
Logan Kensing,6166,0.2
Tom Gorzelanny,6244,-0.7
Joakim Soria,6941,1.6
Jim Bouton,1001241,2.4
Kelly Downs,1003453,1.7
Todd Frohwirth,1004374,-0.3
Tom Hausman,1005505,0.3
Al Jackson,1006288,0.6
Max Leon,1007542,0.7
Bryan Oelkers,1009736,-1.3
Tim Plodinec,1010398,0.0
Rick Steirer,1012474,0.2
Gene Walter,1013587,0.4
Matt Ginter,233,-0.1
Jon Lieber,287,1.2
