Name,playerid,WAR23,WAR24,WAR25,WAR26
Britt Burns,1001702,3.2,3.1,2.2,3.8
Allen Watson,1013675,0.3,-0.1,1.0,1.1
Jim Willoughby,1014047,1.2,-0.3,-0.3,0.0
John Smoltz,115,3.6,3.7,5.0,3.9
Glen Perkins,8041,0.2,0.1,0.4,0.7
Jack Armstrong,1000313,0.0,0.1,3.3,0.0
J.R. Richard,1010913,1.8,0.5,2.3,3.3
Jeremy Affeldt,583,0.9,2.5,1.0,0.3
Bill Gullickson,1005136,2.8,3.4,1.8,3.0
Catfish Hunter,1006199,1.3,3.1,3.2,4.5
Clay Kirby,1006960,4.4,1.6,0.4,4.1
Dennys Reyes,444,0.0,0.5,0.2,0.0
Julian Tavarez,541,0.9,0.0,0.3,-0.3
Al Leiter,883,0.3,0.1,-0.1,0.0
Cla Meredith,7613,1.1,1.0,0.4,0.2
Doyle Alexander,1000122,0.6,1.2,1.3,1.7
Randy Moffitt,1009027,-0.1,0.7,0.2,-0.4
Ron Willis,1014036,-0.3,-0.4,-0.3,-0.5
Mike Judd,1006639,-0.3,0.2,-0.1,-0.2
Mike Brown,1001545,0.1,0.2,0.3,0.0
Grant Jackson,1006298,-0.1,1.1,0.6,4.3
Jim Winn,1014140,-0.2,-0.1,0.2,0.3
Chad Gaudin,1783,0.1,1.8,0.7,1.9
Chad Ogea,1009744,0.1,1.5,1.9,1.7
Sun-Woo Kim,197,0.4,0.4,-0.6,0.5
Juan Cruz,273,0.1,0.7,0.5,-0.2
Mark Wohlers,414,0.8,1.0,2.6,2.2
Ben Sheets,710,3.8,3.8,8.0,3.7
Mike Bacsik,863,0.1,0.2,-0.2,0.2
Jesus Sanchez,1476,1.4,-1.2,0.8,0.4
Mike Witt,1014174,5.9,4.7,6.7,4.0
Lerrin LaGrow,1007255,0.4,0.0,1.7,1.5
Jeff Musselman,1009407,-0.1,0.1,1.3,-0.3
John Butcher,1001762,0.8,0.8,0.5,1.0
Pete Filson,1004046,0.0,0.6,-0.2,0.2
Frank LaCorte,1007239,0.2,1.5,-0.8,0.4
Dave LaRoche,1007354,1.0,0.1,-0.3,-0.1
Dan Wright,258,-0.2,1.7,-0.2,-0.3
Chan Ho Park,1267,1.1,2.1,3.7,1.2
Steve Foucault,1004262,-0.6,2.7,-0.9,-0.8
Sparky Lyle,1007859,0.8,1.3,0.6,0.2
Freddie Toliver,1013102,0.1,0.1,0.7,0.3
Jack Kucek,1007195,-0.2,0.3,0.1,-0.2
David Nied,1009577,0.8,0.7,1.1,-0.1
Shane Rawley,1010719,1.9,1.6,0.9,3.2
Kevin Appier,3,4.7,4.8,6.8,4.0
Don Carrithers,1001992,0.4,0.2,0.7,0.2
Charlie Hough,1006050,-0.1,0.0,0.3,-0.5
Roger Nelson,1009511,-0.1,1.6,2.8,-0.2
Dave Otto,1009905,0.1,0.2,0.0,1.4
Ken Reynolds,1010871,-0.1,0.9,0.9,-0.2
Amaury Telemaco,1802,0.7,0.9,-0.3,-0.1
Jack Hamilton,1005274,0.4,-0.2,-0.1,-0.1
Dick Lange,1007316,0.3,-0.5,0.6,-0.7
Ben McDonald,1008454,1.3,2.0,4.5,3.0
Steve Barber,1000530,3.5,2.3,5.4,1.1
Ross Baumgarten,1000689,0.1,1.5,1.8,0.9
Jim Palmer,1009973,3.7,6.2,4.6,4.4
Charlie Williams,1013980,0.3,-0.3,0.2,0.9
Kameron Loe,4422,0.9,0.7,1.2,0.4
Paul Hartzell,1005467,2.9,1.7,1.4,-0.3
Denny Neagle,441,-0.1,0.4,1.8,4.2
Rick Reed,750,0.6,0.4,0.0,1.1
Kirk Rueter,1128,1.0,1.0,0.9,3.0
Joe Decker,1003127,1.3,0.7,0.2,2.3
Doc Medich,1008714,0.0,3.5,3.4,3.7
Bruce Sutter,1012743,1.9,5.2,2.3,4.8
Adam Bernero,460,0.3,-0.3,0.1,0.6
Danny Darwin,1002996,1.0,2.5,1.7,1.0
George Stone,1012565,2.8,2.7,-0.2,1.7
Jake Westbrook,412,0.8,0.1,1.0,3.0
Jose Lima,475,0.6,0.4,2.7,4.7
Ryan Dempster,517,3.4,2.2,1.4,0.7
Dave Burba,1239,0.1,-0.2,0.5,0.1
Edgar Gonzalez,1727,0.4,0.3,-0.1,0.4
Glenn Abbott,1000010,1.5,0.3,0.4,1.5
Alejandro Pena,1010140,-0.2,4.1,4.7,-0.2
Paul Splittorff,1012346,0.1,3.7,3.9,4.1
Joel Pineiro,1094,2.5,3.5,1.8,1.8
Jason Davis,1598,1.0,0.8,0.2,1.1
Justin Thompson,8217,0.8,4.9,4.4,1.1
Ken Brett,1001402,0.7,2.6,4.0,0.7
Chris Reitsma,348,2.2,1.2,0.3,0.5
Jerry Garvin,1004558,0.1,1.3,0.5,-0.3
Xavier Hernandez,1005715,-0.1,-0.8,0.4,1.1
Craig McMurtry,1008651,3.1,0.6,-0.2,0.1
Archie Reynolds,1010861,-0.1,0.0,-0.2,0.1
John Smiley,1012084,3.5,2.2,1.9,3.4
Juan Agosto,1000084,0.0,0.0,0.9,0.0
Richard Dotson,1003424,2.4,2.9,2.0,0.8
Charlie Lea,1007423,0.8,0.5,2.3,3.2
Jake Woods,2196,-0.3,0.2,-0.1,-0.4
Franklyn German,1603,-0.7,-0.3,-0.4,-0.2
Wil Ledezma,1669,1.0,-0.2,1.0,-0.4
Bob Sebra,1011709,-0.3,1.3,3.4,0.0
A.J. Burnett,512,0.9,1.4,4.8,0.1
Wade Blasingame,1001057,0.1,0.0,-0.2,1.9
Marty Bystrom,1001802,1.4,2.2,1.2,-0.3
Ron Davis,1003075,1.3,1.1,1.6,0.0
Sammy Stewart,1012528,0.5,-0.3,0.5,-0.1
Brian Barnes,1000560,0.7,0.7,0.3,0.1
Rod Nichols,1009569,0.8,0.3,-0.5,2.9
Jim Parque,250,1.7,2.8,-0.2,-0.8
Jose Capellan,2236,-0.2,0.3,0.0,-0.4
Manny Corpas,2807,0.5,1.2,0.8,0.4
Mike Torrez,1013134,1.6,-0.4,2.2,1.0
Kevin Walker,1060,0.3,0.3,-0.2,-0.1
Sean Marshall,5905,0.4,1.1,0.7,0.8
Bill Castro,1002077,0.9,0.0,-0.1,0.3
Reggie Cleveland,1002347,3.5,3.5,4.3,1.5
Bob Kipper,1006956,-0.4,0.5,-0.3,-0.2
Wayne Twitchell,1013244,0.1,2.7,3.5,0.4
Bob Miller,1008877,0.7,2.7,1.1,0.4
Mel Rojas,1011153,-0.6,0.4,1.4,0.3
Lary Sorensen,1012279,1.9,2.4,3.0,2.0
Bob Shirley,1011911,1.6,1.9,2.3,-0.1
Clint Sodowsky,1012262,-0.3,-0.2,0.2,-0.1
Fred Talbot,1012813,0.6,0.7,0.4,-1.1
Will Cunnane,274,0.0,-0.1,-0.6,0.5
Al Downing,1003450,4.2,3.0,1.8,3.9
Dennis Ribant,1010890,-0.2,1.6,1.0,-0.4
Jeff Suppan,633,0.5,2.8,1.9,2.5
Shawn Hillegas,1005818,0.6,0.4,0.1,0.3
Matt Keough,1006858,1.6,2.2,1.6,-1.4
Jim Lonborg,1007724,2.5,2.8,5.7,0.2
Jim Slaton,1012054,2.4,2.1,0.8,4.1
Antonio Osuna,249,1.2,0.8,0.3,0.1
Andy Benes,1144,3.6,4.7,3.5,4.2
Jeff Ballard,1000490,-0.4,1.0,2.1,-0.6
Dan Larson,1007361,-0.1,0.2,-0.1,-0.2
Jim Roland,1011156,0.1,-0.2,0.5,0.6
Danny Graves,326,-0.2,0.4,0.8,0.8
Clay Carroll,1001997,0.5,-0.1,1.5,0.2
Todd Erdos,1003804,0.1,0.0,-0.1,-0.2
Bill Gogolewski,1004802,2.3,1.6,0.7,0.0
Ed Vande Berg,1013348,1.5,0.8,0.6,0.5
Andy Pettitte,840,3.2,4.6,7.2,3.2
Burt Hooton,1006005,5.3,2.4,3.9,3.1
Jim Ray,1010726,0.7,1.5,-0.3,0.8
Chad Bradford,904,0.6,-0.1,0.4,0.3
Felix Heredia,1304,0.7,0.3,0.4,-0.2
Jay Hook,1005999,0.8,-0.6,1.4,-0.1
Scott Linebrink,564,-0.4,0.1,0.2,0.7
Tom Hall,1005262,2.1,1.1,0.4,-0.2
Rick Reuschel,1010852,4.2,6.1,4.7,4.7
Jason Jennings,434,2.1,2.2,1.5,1.4
Mike Jackson,732,0.7,0.6,0.1,1.5
Travis Miller,742,-0.1,-0.1,0.4,1.0
Doug Davis,1244,-0.2,0.5,3.6,0.6
Adam Wainwright,2233,-0.1,1.2,3.7,2.4
Vida Blue,1001094,2.1,5.5,5.1,7.6
Dean Chance,1002130,7.6,3.2,2.9,6.9
Carlos Silva,973,0.7,0.1,2.6,2.1
Bob Ojeda,1009756,0.5,0.2,1.8,2.8
Jason Bere,266,1.9,-0.1,-0.1,0.0
Pascual Perez,1010185,0.3,0.9,1.3,4.0
Dan Spillner,1012342,1.5,-0.4,-0.5,1.3
Mike Strahler,1012591,0.0,-0.2,-0.4,0.5
Bill Greif,1005027,1.9,2.1,-0.9,-0.7
Ken Patterson,1010067,0.1,-0.8,-0.3,-0.2
Craig Swan,1012754,0.1,0.1,1.5,1.7
Jay Powell,1271,0.0,0.1,1.2,0.3
Mike Norris,1009637,0.2,1.0,6.0,0.9
Aaron Myette,1263,0.4,-0.5,-0.1,-0.1
Dan Miceli,1463,-0.1,0.1,-0.6,0.3
Dontrelle Willis,1703,6.5,3.0,0.9,-0.6
Jon Matlack,1008246,4.7,7.5,4.4,4.4
Jason Standridge,1229,-0.1,-0.1,-0.3,-0.1
Mike McCormick,1008420,-1.0,-0.1,0.3,1.9
Rick Waits,1013494,1.3,1.4,1.5,2.8
Paul Quantrill,669,0.7,1.2,-0.1,2.0
Neal Heaton,1005568,2.4,1.3,2.0,0.9
Mike Munoz,1009328,-0.1,0.0,0.0,0.0
Phil Regan,1010785,0.3,0.4,1.3,0.3
Mark Mulder,932,5.7,3.9,4.5,2.4
Fernando Cabrera,2105,0.5,-0.2,-0.5,-0.5
John Candelaria,1001909,2.9,2.7,2.2,4.0
Bruce Chen,769,1.7,0.5,-0.2,-0.3
Ken Forsch,1004234,0.6,4.1,0.8,2.6
Wade Miller,568,1.6,2.8,3.4,3.3
Ted Lilly,833,-0.1,0.1,0.8,1.3
Andy Hassler,1005480,1.1,1.5,2.2,1.7
Dan Schatzeder,1011527,0.5,1.3,2.1,-0.5
Pete Schourek,1011608,1.3,0.9,0.7,4.2
Livan Hernandez,1116,0.4,2.9,4.5,2.3
Joe Moeller,1009023,0.8,-0.2,0.2,0.3
Kevin Millwood,106,3.4,5.5,4.0,0.9
Kevin Gross,1005088,1.3,3.6,1.5,0.8
Don Gullett,1005134,4.2,2.4,1.3,2.4
Gerry Hannahs,1005315,-0.1,-0.2,0.1,-0.1
Matt Perisho,1423,-0.3,0.6,-0.3,-0.1
Ian Snell,2227,0.1,1.9,3.4,2.2
Ricky Nolasco,3830,1.2,0.1,4.3,4.2
Lance Cormier,4346,-0.9,0.1,0.1,-1.0
Paul Maholm,8678,0.6,1.4,1.8,3.2
Francisco Barrios,1000603,0.8,3.3,1.5,0.7
Bill Stafford,1012375,-0.8,0.4,0.6,0.9
Dan Reichert,624,1.4,0.8,-0.1,-0.1
David Cone,1680,0.1,0.5,5.3,3.3
Jerry Bell,1000812,0.2,0.1,1.4,-0.2
Nelson Briles,1001432,2.1,2.4,3.4,0.7
Mark Gubicza,1005115,3.0,3.8,6.2,6.3
Melido Perez,1010183,0.8,3.4,2.0,5.9
Luis Tiant,1013054,2.0,2.8,2.5,3.7
J.C. Romero,754,0.2,0.6,0.3,1.6
Blue Moon Odom,1009726,2.7,2.9,0.2,0.1
T.J. Tucker,800,0.2,0.9,0.8,-0.3
Daniel Cabrera,1931,1.3,2.5,2.6,1.7
Joe Blanton,4849,0.1,2.2,3.2,5.3
Dustin McGowan,8600,0.0,-0.1,3.4,2.1
Ray Sadecki,1011360,3.7,1.2,-0.3,4.0
Lee Smith,1012175,0.9,2.7,2.4,2.1
Eric Gagne,650,0.6,0.0,1.3,3.6
Glendon Rusch,707,1.5,-0.1,4.7,3.2
Kyle Lohse,739,1.2,2.8,1.0,1.6
Mark Thompson,1013019,-0.2,0.2,1.0,-0.4
Jose Paniagua,483,-0.4,0.1,0.7,0.9
Oliver Perez,1514,-0.8,0.1,2.7,1.6
Bert Blyleven,1001098,8.5,6.2,6.7,4.9
Wally Bunker,1001652,1.3,2.3,0.4,-0.1
Bob Hendley,1005637,2.8,0.9,1.0,-0.9
Rich Gossage,1004894,4.0,2.0,4.2,2.4
Dave Morehead,1009156,-0.1,1.3,0.7,-0.6
Javier Vazquez,801,5.2,6.1,4.6,6.0
Chad Cordero,1816,1.0,0.1,0.5,0.0
Franquelis Osoria,2860,0.0,-0.3,-0.1,-0.2
Willie Fraser,1004306,1.6,-0.7,0.6,0.5
Bill Lee,1007448,0.5,1.1,0.3,5.2
Bruce Ruffin,1011294,2.5,0.4,0.7,0.9
Tom Glavine,90,2.0,2.9,5.4,4.6
Jason Bergmann,4640,0.2,-0.1,0.8,0.8
Dennis Martinez,1008161,3.8,4.3,-0.2,2.8
Duaner Sanchez,1518,-0.1,0.0,0.6,0.8
Larry Gura,1005150,0.1,0.0,0.7,1.1
Kevin Correia,1767,-0.1,-0.4,1.0,1.1
Jim Brewer,1001406,0.3,-0.2,-0.5,1.1
Nino Espinosa,1003830,2.6,0.0,2.0,0.0
Tommy Greene,1005013,-0.3,2.8,0.2,4.8
Erik Hanson,1005333,0.9,2.4,6.6,3.5
Calvin Schiraldi,1011563,-0.1,1.3,0.3,2.8
Randy St. Claire,1012443,0.0,0.1,0.3,0.0
Eddie Guardado,727,0.1,0.3,0.3,0.4
Pete Broberg,1001454,0.7,-0.6,0.8,-0.8
Cecil Upshaw,1013292,0.0,0.2,0.8,0.8
Jason Hammel,4538,0.3,0.3,-0.2,3.5
Dave Boswell,1001222,1.2,5.2,-0.3,-0.5
Randy Myers,1009427,0.0,1.5,1.7,1.6
Joe Sparma,1012307,2.5,-0.6,2.2,1.4
Mac Suzuki,1485,0.3,0.1,2.3,-0.1
John Lackey,1507,1.9,1.8,3.1,5.3
Jimmy Key,1006885,-0.4,2.8,3.4,5.6
Jason Marquis,105,0.3,0.0,1.8,0.7
Frank Viola,1013435,0.1,3.5,3.9,2.9
Greg Swindell,76,6.3,3.3,2.7,5.9
Greg Maddux,104,3.7,5.1,5.8,7.0
Rafael Soriano,1100,1.6,0.1,0.2,1.1
Don Aase,1000003,1.6,1.8,1.9,0.7
Tom Bradley,1001316,1.3,7.7,5.9,2.6
Steve Wilson,1014105,-0.1,1.1,1.1,0.2
John Maine,4773,-0.1,-0.3,0.9,3.2
Mike Busby,1001743,-0.4,0.1,0.5,-0.2
Tim Davis,1003082,0.3,0.3,0.5,0.0
Paul Moskau,1009245,1.5,0.9,0.7,2.1
Jarrod Washburn,40,0.6,1.0,0.3,2.5
Tim Redding,573,0.2,0.7,2.7,0.2
LaTroy Hawkins,729,0.0,-0.1,1.6,1.4
Brian Meadows,998,0.3,0.7,-0.1,0.7
Mike Parrott,1010024,0.5,4.3,0.1,1.8
Mike Hampton,430,2.4,3.1,2.3,4.9
George Frazier,1004308,-0.1,-0.2,0.0,0.3
Armando Benitez,865,0.3,1.7,0.4,3.1
Steve Trachsel,898,1.5,0.7,1.6,1.7
Rich Harden,1772,3.6,0.7,0.4,4.5
Steve Kealey,1006727,0.1,0.1,0.6,-0.2
Bob Milacki,1008855,0.6,2.2,0.0,2.7
Barry Zito,944,4.8,4.5,4.4,3.1
Ryan Madson,1852,1.3,0.8,0.9,0.4
Juan Oviedo,2886,-0.3,-0.1,0.4,0.7
Jim Beattie,1000731,1.4,0.7,1.0,1.7
Pedro Borbon,1001195,-0.2,-0.1,0.7,1.2
Ryan Bowen,1001248,0.6,-1.2,1.4,-0.1
Bill Monbouquette,1009048,4.6,4.1,5.2,5.4
Dave Stieb,1012532,2.9,4.8,5.1,5.6
Sergio Mitre,1773,0.5,-0.1,-0.1,2.4
Rick Aguilera,1000086,2.0,1.6,1.6,0.0
Steve Arlin,1000303,-0.2,0.1,3.4,1.2
John Briscoe,1001441,-0.2,0.0,-0.2,-0.4
Dick Ruthven,1011330,3.4,0.4,3.9,2.1
Jose Silva,354,0.3,1.9,1.4,1.7
Wilson Alvarez,1193,2.7,2.8,1.5,4.2
Renyel Pinto,2180,-0.1,0.1,-0.4,0.1
Dick Drott,1003511,-0.6,-0.2,0.0,-1.0
Wes Gardner,1004532,0.5,0.0,0.0,-0.7
Bruce Hurst,1006222,0.2,0.4,2.6,1.8
John Rocker,1273,0.1,2.3,0.4,1.1
Scott Feldman,6283,0.3,-0.4,0.6,2.9
Larry Dierker,1003288,3.6,3.3,3.3,0.0
Dave Righetti,1010958,2.9,5.4,2.6,2.7
Bob Stanley,1012409,2.3,4.0,2.5,0.3
Chad Durbin,1442,1.4,-0.2,0.0,-0.4
Noah Lowry,1833,1.6,3.5,1.3,1.2
Philip Humber,8586,0.0,-0.1,-0.3,-0.1
Dennis Leonard,1007531,0.2,2.4,3.8,7.9
Ray Burris,1001729,0.3,2.4,2.8,2.1
Mike Moore,1009122,2.4,4.2,5.9,3.7
Bob Walk,1013507,2.0,-0.3,0.8,0.1
Oscar Villarreal,1654,-0.2,0.0,0.4,-1.0
Mike Duvall,1003603,0.0,-0.3,0.0,0.0
Brian Holman,1005969,1.8,2.5,2.7,2.2
Gary Peters,1010228,0.1,0.3,0.1,6.5
Steve Woodard,1285,2.9,3.2,1.1,1.1
Joaquin Benoit,1437,-0.2,0.7,-0.1,1.0
Hong-Chih Kuo,7016,0.0,1.4,0.4,2.2
Jamie Easterly,1003639,0.4,0.4,-0.4,0.0
Eric King,1006929,0.6,0.4,1.0,2.2
Ramon Martinez,1008193,2.9,1.1,1.9,1.9
Bob Welch,1013750,2.9,1.9,3.3,3.7
Bob Wickman,413,0.7,0.9,1.6,0.8
Jim Abbott,1000012,5.5,4.4,2.3,1.3
Mark Clark,1002296,-0.1,0.2,0.5,1.6
Dave Lemanczyk,1007511,-0.5,1.0,0.5,3.4
Chuck Seelbach,1011718,-0.5,1.1,0.0,-0.2
Jay Tibbs,1013055,2.6,2.8,0.6,0.8
Josh Beckett,510,4.0,3.3,4.2,1.0
Vladimir Nunez,532,0.0,1.1,0.0,0.6
Arthur Rhodes,1097,-0.4,0.5,0.2,1.0
Ismael Valdez,1283,3.9,2.2,2.2,0.4
J.P. Howell,8245,0.7,0.4,1.5,0.7
Mark Langston,1007323,4.4,-0.7,4.1,6.4
Jack O'Connor,1009714,-0.7,0.8,-0.1,-0.1
Gene Nelson,1009501,0.6,0.0,1.4,1.8
Marc Valdes,1013313,-0.2,0.0,1.0,-0.3
Mike Wallace,1013553,0.0,0.0,-0.2,-0.2
Carlos Marmol,2790,-0.4,1.7,1.4,0.8
Dennis Bennett,1000838,1.1,1.3,1.5,0.9
Darold Knowles,1007058,-0.2,0.9,0.6,0.9
Gregg Olson,1009791,1.8,2.2,1.6,1.5
Joe Price,1010530,0.4,0.8,0.4,2.0
Chris Short,1011931,0.7,1.1,3.4,5.6
Bobby Witt,1014170,1.7,2.4,2.5,5.0
Jesse Crain,4817,-0.1,0.9,-0.3,0.5
Stan Belinda,1000792,0.6,-0.3,-0.3,1.0
Andy Hawkins,1005514,1.1,0.2,2.0,1.3
Billy Wynne,1014311,0.2,0.0,1.2,-0.2
Ed Halicki,1005228,0.6,4.4,3.3,3.3
Dave McNally,1008655,3.0,0.7,4.5,4.7
Bob Owchinko,1009914,1.6,0.2,0.6,0.3
Jerry Ujdur,1013269,-0.4,0.0,0.5,-0.4
Brad Penny,535,4.6,1.0,3.1,3.0
Sterling Hitchcock,824,0.8,2.0,2.7,0.7
David Weathers,902,0.9,1.0,0.4,0.4
Darryl Kile,1163,0.8,2.4,0.8,1.7
Ken Holtzman,1005989,5.1,5.8,3.6,2.7
Rick Sutcliffe,1012734,2.7,-0.4,-0.3,3.5
Todd Stottlemyre,75,-0.2,1.2,2.7,2.6
Mike Mussina,837,5.3,2.8,3.4,5.1
Rod Beck,1730,2.7,1.4,-0.3,0.0
Chuck James,4886,0.1,0.7,0.4,-0.8
Larry Jaster,1006367,1.5,0.4,-1.0,-0.4
John Strohmayer,1012626,0.6,0.1,0.2,-0.5
Shawn Estes,873,1.3,3.6,1.8,2.4
Tommy Boggs,1001123,0.2,2.8,1.7,0.7
Curt Young,1014368,0.0,1.1,-1.2,2.8
Charles Nagy,397,0.0,3.2,7.0,0.6
Danny Frisella,1004365,-0.1,0.6,1.3,0.0
Roy Lee Jackson,1006311,0.0,-0.2,0.1,1.3
Randy Jones,1006582,1.7,2.5,4.3,4.6
Roy Smith,1012202,0.6,0.0,-0.1,0.2
Dick Ellsworth,1003754,6.6,1.7,3.0,4.0
Butch Metzger,1008811,-0.1,1.0,-0.8,-0.4
Tracy Stallard,1012392,0.8,0.0,-0.3,1.6
Francisco Rodriguez,1642,1.5,2.4,1.9,1.5
Dock Ellis,1003747,0.7,4.2,3.4,3.7
Alex Fernandez,1003993,4.1,2.4,4.5,4.7
Mike Flanagan,1004133,0.2,0.6,4.4,4.5
Jim Hannan,1005316,0.0,0.2,0.2,0.6
Rick Honeycutt,1005992,-0.3,1.5,2.2,2.5
Mitch Williams,1014025,0.1,-0.5,0.0,0.0
Matt Anderson,459,0.2,1.4,-0.1,-0.4
Julio Santana,496,0.1,0.5,-0.4,0.1
Steve Carlton,1001964,4.0,4.9,3.6,3.1
Jim Kaat,1006660,5.4,1.9,4.7,4.3
Eric Plunk,1010400,1.1,0.8,0.0,0.2
Bill Singer,1012007,4.7,4.2,6.1,2.0
Ray Washburn,1013652,0.5,1.9,1.5,0.3
Jorge Julio,148,1.0,-0.4,0.0,-0.3
Shawn Chacon,424,1.3,-0.4,2.2,-1.1
Braden Looper,526,0.0,0.5,0.1,0.1
Joaquin Andujar,1000266,0.9,1.2,0.6,1.3
Cris Carpenter,1001978,0.7,0.3,-0.1,0.3
Tom Gorman,1004887,0.2,0.4,0.3,0.1
Jason Jacome,1006330,1.0,0.4,0.3,-0.4
Andy Messersmith,1008799,5.0,2.3,3.5,3.5
Dave Pagan,1009949,0.3,0.8,0.1,1.0
Dave Rucker,1011279,0.0,0.8,0.0,0.5
Cory Bailey,588,-0.2,0.1,0.6,0.0
Dan Serafini,1812,0.5,0.4,-0.5,0.2
Dwight Gooden,1004852,6.0,1.8,6.8,4.0
Matt Clement,271,0.3,2.1,1.6,1.8
Kyle Farnsworth,278,-0.4,-0.3,2.0,-0.4
Randy Wolf,976,2.9,3.4,3.9,2.5
William Van Landingham,1013358,1.2,1.7,1.3,-0.2
Ricky Wright,1014292,0.3,0.1,-0.3,0.1
Mark Davis,1003067,0.4,1.5,1.6,0.8
Joe Grahe,1004939,1.2,0.8,0.1,0.0
Joe Horlen,1006025,0.0,1.4,0.7,4.5
Jeremy Sowers,9083,0.9,-0.1,0.4,1.1
Stan Bahnsen,1000414,4.4,1.0,2.3,2.2
Denny Lemaster,1007512,0.8,1.4,1.9,1.8
