Name,playerid,WAR32,WAR33
Matt Miller,1754,1.2,0.5
Mike Cuellar,1002853,6.6,4.8
Rich DeLucia,1003185,0.2,-0.1
Ed Roebuck,1011118,-0.4,0.3
Brian Anderson,44,0.2,0.1
Jim Brower,313,-0.8,-0.2
Billy Wagner,578,1.5,2.1
Tom Griffin,1005054,-0.1,1.1
Joe Nuxhall,1009665,1.4,1.5
Octavio Dotel,555,-0.2,0.3
Jason Schmidt,1131,3.0,3.8
Steve Stone,1012573,2.9,0.0
Danny Cox,1002695,0.4,1.4
Andy McGaffigan,1008497,0.2,0.6
Vern Ruhle,1011297,-0.7,0.6
Ben Weber,41,1.0,0.6
John Franco,874,-0.5,1.0
Turk Wendell,975,0.7,0.4
Doug Bair,1000439,0.3,-0.2
Shawn Barton,1000633,0.0,-0.1
Charlie Leibrandt,1007492,1.2,3.2
Orlando Pena,1010150,-0.4,0.8
Don Cardwell,1001941,1.3,0.6
Jerry Reed,1010769,0.2,-0.2
Dave Eiland,1003714,1.4,0.2
Jerry Koosman,1007103,3.1,4.9
Curt Schilling,73,3.3,4.6
Dustin Hermanson,195,1.3,-0.1
Jim Gott,1004898,0.8,1.8
Claude Osteen,1009878,2.4,2.1
Tom Seaver,1011708,6.2,4.4
Jim Coates,1002374,0.0,0.2
Jim Kern,1006868,0.1,0.0
Bob Shaw,1011819,4.3,2.3
Ron Villone,1010,0.4,1.2
Jim Clancy,1002255,1.8,0.4
Ron Guidry,1005124,3.9,2.8
Mike Magnante,929,1.1,0.3
Jamie Moyer,1091,1.2,1.6
Lance Painter,1675,0.6,-0.5
Dick Donovan,1003395,-0.3,3.4
Craig Lefferts,1007476,0.5,1.4
Whitey Ford,1004227,5.8,4.9
Danny Jackson,1006295,3.9,0.3
Joe Niekro,1009582,1.6,1.4
Mark Williamson,1014022,0.1,1.2
Miguel Batista,46,4.3,1.6
Hank Aguirre,1000087,2.6,1.8
Dennis Eckersley,1003660,3.4,2.3
John Hiller,1005817,1.6,1.6
Gaylord Perry,1010210,4.7,8.1
Carl Willis,1013979,1.5,0.9
Rick Wise,1014155,2.5,3.2
Mike Stanton,849,1.5,1.6
Art Ditmar,1003328,0.2,0.3
Al Jackson,1006288,1.4,-0.6
Geoff Zahn,1014410,3.4,2.7
Bob Patterson,1010055,0.7,-0.3
Ed Whitson,1013911,1.1,3.0
Jose Cabrera,679,0.4,-1.0
Jason Isringhausen,1158,0.7,-0.9
Terry Leach,1007427,0.1,1.0
Tom Filer,1004040,0.3,0.1
Dick Tidrow,1013056,0.7,0.4
Mike Morgan,67,3.2,2.8
Bill Gullickson,1005136,3.4,0.6
Catfish Hunter,1006199,0.8,0.4
Joe Borowski,267,1.8,-0.2
Julian Tavarez,541,0.3,0.0
Al Leiter,883,4.8,3.3
Josias Manzanillo,996,0.1,1.6
Doyle Alexander,1000122,1.0,5.0
Larry McWilliams,1008700,0.1,0.1
Randy Moffitt,1009027,0.0,-0.3
Ron Taylor,1012885,0.4,0.1
Bill Henry,1005665,0.4,0.5
Grant Jackson,1006298,0.7,0.9
Troy Percival,29,1.6,0.2
Darren Hall,1005240,0.4,-0.1
Kent Tekulve,1012905,2.1,0.0
Armando Reynoso,72,0.7,1.4
Lindy McDaniel,1008441,0.1,1.3
Juan Acevedo,458,0.9,-0.2
Jamie Walker,502,1.0,0.3
A.J. Sager,1011369,0.9,0.0
Woodie Fryman,1004381,2.7,1.7
Dave LaRoche,1007354,1.1,0.2
Chan Ho Park,1267,1.9,0.8
Kenny Rogers,1277,0.6,4.5
Gary Lavelle,1007389,0.7,1.3
Terry Mathews,1008241,-0.3,-0.5
Sparky Lyle,1007859,2.5,0.5
Shane Rawley,1010719,-0.7,0.1
Kevin Appier,3,2.0,3.4
Charlie Hough,1006050,0.2,1.4
Steve Barber,1000530,0.0,0.5
Steve Crawford,1002749,0.4,0.4
Ed Farmer,1003935,0.4,0.0
Jim Palmer,1009973,4.4,2.6
Jim Poole,1010435,0.0,0.1
Curt Simmons,1011980,3.9,2.4
Denny Neagle,441,2.3,1.5
Vic Darensbourg,516,0.0,-0.1
Hideo Nomo,666,3.0,2.9
Rick Reed,750,3.0,1.5
Kirk Rueter,1128,0.7,0.7
Ike Delock,1003179,1.4,-0.2
Doc Medich,1008714,2.6,1.4
Bruce Sutter,1012743,-0.6,-0.1
Danny Darwin,1002996,1.0,1.6
Jose Lima,475,-0.3,0.0
Dave Burba,1239,3.0,4.2
Glenn Abbott,1000010,1.8,-0.3
Mike Henneman,1005656,0.0,1.7
Alejandro Pena,1010140,1.0,-0.3
Paul Splittorff,1012346,1.8,2.4
Todd Jones,436,1.4,0.1
Billy Hoeft,1005893,-0.2,0.8
Dave Wickersham,1013917,-0.1,0.0
Ray King,693,-0.2,-0.5
John Tudor,1013215,2.1,0.9
Matt Herges,780,-0.2,1.6
Juan Agosto,1000084,0.0,-0.4
Ramon Ortiz,27,0.3,0.2
Gil Heredia,1005686,1.0,4.2
Roger McDowell,1008475,0.1,0.0
Ted Abernathy,1000020,1.2,-0.6
Howie Reed,1010766,0.8,0.1
Joe Slusarski,1012071,0.0,0.8
Nate Snell,1012228,1.0,-0.1
Mike Myers,68,0.6,0.3
Dave Schmidt,1011580,-0.2,0.3
Mike Torrez,1013134,3.3,2.6
Reggie Cleveland,1002347,1.3,-0.7
Dick Drago,1003475,0.5,0.6
Tom Hilgendorf,1005806,-0.3,0.4
Rich Monteleone,1009068,0.0,-0.4
Jason Grimsley,602,0.3,0.9
Bob Miller,1008877,0.8,-0.3
Chad Fox,684,0.4,0.1
Diego Segui,1011725,2.2,0.6
Bob Shirley,1011911,0.2,-0.4
Paul Abbott,1061,1.4,0.8
Al Downing,1003450,1.9,1.1
Rick Mahler,1007988,2.1,1.0
Jim Lonborg,1007724,4.4,2.1
Johnny Podres,1010406,-0.2,0.5
Bob Purkey,1010572,4.2,1.3
Jim Slaton,1012054,0.2,-1.6
Andy Benes,1144,1.6,-1.5
Jim Bruske,1001598,-0.1,0.3
Ryne Duren,1003586,0.7,0.8
Clay Carroll,1001997,0.4,1.8
Bennie Daniels,1002968,0.6,-0.1
Andy Pettitte,840,1.9,5.8
Burt Hooton,1006005,1.8,0.3
Ramiro Mendoza,836,0.1,-0.1
David Wells,855,3.7,3.4
Mike Jackson,732,1.7,1.9
Vida Blue,1001094,1.5,0.2
Juan Guzman,1005162,2.5,-0.2
Bob Ojeda,1009756,0.7,2.1
Jim Rooker,1011183,1.9,2.2
Tim Worrell,1139,0.3,0.9
Bryan Corey,1439,0.4,0.1
Guillermo Mota,1467,-0.3,0.2
Bob Forsch,1004233,2.1,-0.1
Paul Gibson,1004671,-0.1,0.5
Pascual Perez,1010185,3.9,0.6
Dan Spillner,1012342,0.4,0.1
Craig Swan,1012754,-0.6,-0.6
Dennis Springer,672,0.1,-1.0
Jay Powell,1271,0.0,-0.1
Dave Stewart,1012519,3.2,4.9
Mel Wright,1014288,0.2,-0.1
Derek Lowe,199,2.8,4.4
Dan Miceli,1463,-0.1,1.1
Dennis Lamp,1007284,2.0,0.5
Mike Marshall,1008144,0.4,0.4
Kevin Jarvis,1037,0.3,0.1
Jon Matlack,1008246,1.7,0.4
Bob Bruce,1001573,3.4,0.7
Joe Hoerner,1005895,0.4,0.4
Rick Waits,1013494,0.6,0.2
Wilbur Wood,1014248,4.7,3.4
Paul Quantrill,669,1.7,1.4
Bob Gibson,1004662,8.6,8.8
Neal Heaton,1005568,-0.3,-0.4
Bill Krueger,1007175,0.8,2.0
Mike Munoz,1009328,0.5,0.4
Phil Regan,1010785,1.0,0.0
Doug Creek,1202,-0.2,-0.6
Tanyon Sturtze,1230,-0.3,0.3
John Candelaria,1001909,3.0,2.4
Eric Gunderson,1005144,-0.3,0.1
John Wyatt,1014303,0.7,-0.2
Ken Forsch,1004234,1.8,2.4
Andy Hassler,1005480,-0.4,0.1
Ray Herbert,1005684,4.8,4.9
Dan Schatzeder,1011527,0.0,-0.8
Joe Boever,1001118,0.3,-0.2
Frank DiPino,1003320,0.5,-0.1
Kevin Gross,1005088,3.2,3.4
Fritz Peterson,1010227,1.5,1.2
Bryn Smith,1012104,3.2,3.2
Rolando Arrojo,174,1.2,0.8
Gabe White,360,-0.3,0.0
Dave Mlicki,569,0.8,-1.3
David Cone,1680,4.5,2.2
Nelson Briles,1001432,2.6,0.4
Mark Gubicza,1005115,3.0,0.7
Bob Humphreys,1006184,-1.0,0.4
Luis Tiant,1013054,5.0,6.5
Bud Black,1001007,3.4,2.4
Steve Farr,1003953,0.8,1.6
Ron Perranoski,1010201,0.5,1.2
Tom Edens,1003671,-0.2,0.5
Marty Pattin,1010074,2.3,1.4
Walt Terrell,1012924,0.0,2.7
Bartolo Colon,375,4.1,0.3
Ray Sadecki,1011360,1.3,0.8
Lee Smith,1012175,2.4,2.0
Steve Ontiveros,1009826,0.4,2.3
Giovanni Carrara,643,-0.3,0.7
Pedro Borbon,1289,-0.6,0.3
Bert Blyleven,1001098,4.1,5.0
Orel Hershiser,1005741,2.5,2.3
Tim Burke,1001692,0.4,-0.2
Rich Gossage,1004894,1.5,2.6
Dave Smith,1012117,2.8,0.9
Bill Lee,1007448,1.8,0.3
Bruce Ruffin,1011294,1.6,0.2
Tom Glavine,90,4.8,4.2
Mark Redman,491,1.2,0.3
Dennis Martinez,1008161,2.8,2.2
Scott Schoeneweis,33,0.2,-0.4
Dave Dravecky,1003486,0.3,-0.1
Tony Fossas,1004242,-0.1,0.1
Marvin Freeman,1004326,0.7,0.6
Larry Gura,1005150,4.1,2.7
Antonio Alfonseca,260,0.4,-0.1
Jim Mecir,930,0.7,0.1
Jim Brewer,1001406,0.7,1.1
Erik Hanson,1005333,0.1,-0.5
Dave Leiper,1007498,0.5,-0.1
Eddie Guardado,727,1.4,0.2
Bill Fischer,1004066,-0.4,-0.3
Mike James,1453,0.1,-0.2
Randy Myers,1009427,0.4,1.3
Matt Whiteside,1956,-0.2,-0.3
Paul Foytack,1004287,-0.6,-0.3
Jimmy Key,1006885,5.2,4.0
Don Mossi,1009250,4.7,3.1
Dale Murray,1009383,2.6,0.9
