Name,playerid,WAR31,WAR32
Freddy Garcia,1077,0.0,1.5
Brandon Lyon,1312,-0.6,0.8
Matt Miller,1754,0.1,1.2
Mike Cuellar,1002853,3.3,6.6
Rich DeLucia,1003185,-0.2,0.2
Dan Petry,1010246,0.8,-0.8
Ed Roebuck,1011118,-0.9,-0.4
Mel Stottlemyre,1012579,4.1,1.3
Brian Anderson,44,1.9,0.2
Jim Brower,313,0.7,-0.8
Billy Wagner,578,2.3,1.5
Valerio de los Santos,681,0.1,-0.4
Chris Capuano,1701,0.3,2.0
Chad Qualls,2170,0.0,0.0
Tom Griffin,1005054,0.2,-0.1
Joe Nuxhall,1009665,1.8,1.4
Octavio Dotel,555,0.0,-0.2
Jason Schmidt,1131,6.4,3.0
John Morris,1009219,0.1,0.2
Steve Stone,1012573,0.3,2.9
Danny Cox,1002695,-0.2,0.4
Storm Davis,1003080,0.8,0.3
Andy McGaffigan,1008497,0.8,0.2
Vern Ruhle,1011297,1.2,-0.7
Bobby Jones,1039,0.8,0.4
Ben Weber,41,0.3,1.0
John Franco,874,0.5,-0.5
Turk Wendell,975,0.7,0.7
Doug Bair,1000439,0.1,0.3
Charlie Leibrandt,1007492,3.4,1.2
Orlando Pena,1010150,0.9,-0.4
Don Cardwell,1001941,1.1,1.3
Jerry Reed,1010769,1.3,0.2
Francisco Cordero,1243,1.3,2.4
Dave Eiland,1003714,0.0,1.4
Jerry Koosman,1007103,5.4,3.1
Curt Schilling,73,8.3,3.3
Dustin Hermanson,195,1.7,1.3
Kent Mercker,439,1.1,-0.6
C.J. Nitkowski,570,-0.2,0.0
Jose Bautista,1000694,-0.3,-0.2
Jim Gott,1004898,0.7,0.8
Al Hrabosky,1006116,0.3,-0.4
Claude Osteen,1009878,1.6,2.4
Tom Seaver,1011708,6.8,6.2
Mike Stanton,1012421,1.4,-0.4
Don Carman,1001967,-0.8,0.0
Jim Kern,1006868,-0.3,0.1
Bob Shaw,1011819,0.5,4.3
Sidney Ponson,161,0.9,0.4
Ron Villone,1010,0.8,0.4
Jim Clancy,1002255,5.0,1.8
Ron Guidry,1005124,4.0,3.9
Jack Kralick,1007135,-0.1,0.0
Paul Reuschel,1010851,0.6,0.0
Mike Magnante,929,0.3,1.1
Jamie Moyer,1091,1.9,1.2
Lance Painter,1675,1.0,0.6
Brad Ziegler,7293,1.0,0.6
Craig Lefferts,1007476,0.6,0.5
Micah Bowie,1561,0.2,0.2
Al Fitzmorris,1004119,1.2,-0.3
Whitey Ford,1004227,2.5,5.8
Danny Jackson,1006295,3.2,3.9
Duke Maas,1007894,-0.3,0.0
Joe Niekro,1009582,0.4,1.6
Mike Proly,1010545,0.2,0.0
Mark Williamson,1014022,0.0,0.1
Miguel Batista,46,3.1,4.3
Terry Adams,946,0.2,-0.4
Hank Aguirre,1000087,5.2,2.6
Dennis Eckersley,1003660,3.7,3.4
John Hiller,1005817,3.0,1.6
Gaylord Perry,1010210,6.3,4.7
Carl Willis,1013979,1.5,1.5
Rick Wise,1014155,1.6,2.5
Mike Stanton,849,0.1,1.5
Art Ditmar,1003328,1.0,0.2
Kelly Downs,1003453,0.6,0.0
Al Jackson,1006288,0.7,1.4
Geoff Zahn,1014410,2.0,3.4
Jon Lieber,287,4.4,3.1
Don Drysdale,1003516,3.0,-0.2
Bob Patterson,1010055,1.1,0.7
Ed Whitson,1013911,0.2,1.1
Jose Cabrera,679,0.0,0.4
Jason Isringhausen,1158,1.7,0.7
Terry Leach,1007427,0.7,0.1
John Smoltz,115,5.2,5.4
D.J. Carrasco,1666,0.5,1.2
Tom Filer,1004040,1.1,0.3
Dick Tidrow,1013056,2.2,0.7
Mike Morgan,67,4.5,3.2
Jeremy Affeldt,583,0.1,0.0
Jason Frasor,1906,1.4,0.9
Bill Gullickson,1005136,0.4,3.4
Catfish Hunter,1006199,-0.8,0.8
Joe Borowski,267,1.4,1.8
Dennys Reyes,444,0.4,0.1
Julian Tavarez,541,1.3,0.3
Al Leiter,883,1.3,4.8
Josias Manzanillo,996,0.0,0.1
Doyle Alexander,1000122,-0.3,1.0
Larry McWilliams,1008700,0.1,0.1
Randy Moffitt,1009027,-0.1,0.0
Ron Taylor,1012885,0.0,0.4
Aaron Heilman,1751,-0.1,-0.4
J.J. Putz,1795,0.6,0.2
Grant Jackson,1006298,0.7,0.7
Troy Percival,29,2.2,1.6
Sean Lowe,994,-0.2,-0.3
Darren Hall,1005240,0.0,0.4
Kent Tekulve,1012905,1.4,2.1
Armando Reynoso,72,1.0,0.7
Juan Cruz,273,0.1,0.3
Mark Wohlers,414,0.3,0.4
Dan Giese,2656,0.5,-0.3
Lindy McDaniel,1008441,0.4,0.1
Pedro Ramos,1010681,0.4,-0.4
Juan Acevedo,458,0.1,0.9
Jamie Walker,502,0.3,1.0
A.J. Sager,1011369,1.1,0.9
Woodie Fryman,1004381,3.1,2.7
Frank LaCorte,1007239,-0.7,-0.8
Dave LaRoche,1007354,-0.2,1.1
Josh Fogg,989,-0.6,-0.1
Chan Ho Park,1267,-0.3,1.9
Kenny Rogers,1277,2.2,0.6
Gary Lavelle,1007389,0.9,0.7
Terry Mathews,1008241,0.0,-0.3
Sparky Lyle,1007859,0.8,2.5
Shane Rawley,1010719,2.4,-0.7
Kevin Appier,3,2.7,2.0
Scot Shields,35,0.8,0.6
Luis Vizcaino,714,0.6,0.3
Charlie Hough,1006050,0.0,0.2
Porfi Altamirano,1000185,-0.8,0.0
John Habyan,1005176,1.3,0.0
Dean Stone,1012561,0.8,0.2
Michael Wuertz,1856,-0.1,-0.5
Steve Barber,1000530,0.8,0.0
Steve Crawford,1002749,0.4,0.4
Ed Farmer,1003935,-0.3,0.4
Teddy Higuera,1005799,3.0,1.1
Carl Morton,1009230,3.5,1.8
Jim Palmer,1009973,5.5,4.4
Matt Belisle,1837,1.2,1.8
Jim Poole,1010435,-0.5,0.0
Curt Simmons,1011980,2.5,3.9
Denny Neagle,441,2.5,2.3
Vic Darensbourg,516,-0.7,0.0
Hideo Nomo,666,2.1,3.0
Rick Reed,750,3.6,3.0
Kirk Rueter,1128,1.3,0.7
Ike Delock,1003179,1.4,1.4
Doc Medich,1008714,3.2,2.6
Bruce Sutter,1012743,1.5,-0.6
Danny Darwin,1002996,2.6,1.0
Pat Jarvis,1006363,0.8,-0.4
Damaso Marte,247,0.6,1.0
Jose Lima,475,0.8,-0.3
Ryan Dempster,517,4.7,3.6
Dave Burba,1239,1.8,3.0
Mike Henneman,1005656,1.2,0.0
Alejandro Pena,1010140,1.3,1.0
Paul Splittorff,1012346,2.9,1.8
David Riske,402,-0.4,0.0
Todd Jones,436,0.8,1.4
Orlando Hernandez,823,0.1,3.1
Joel Pineiro,1094,2.1,0.6
Dave Baldwin,1000477,0.3,0.0
Ken Brett,1001402,0.1,-0.2
Billy Hoeft,1005893,-0.7,-0.2
Dave Wickersham,1013917,0.2,-0.1
Kevin Gryboski,91,-0.2,-0.4
Ray King,693,-0.1,-0.2
Pedro Feliciano,1601,-0.1,0.6
Xavier Hernandez,1005715,-0.1,0.3
Mike Mohler,1009033,-0.2,-0.2
John Smiley,1012084,4.5,1.4
John Tudor,1013215,6.4,2.1
Chad Paronto,399,0.1,0.0
Matt Herges,780,0.5,-0.2
Juan Agosto,1000084,0.2,0.0
Ramon Ortiz,27,0.8,0.3
Tyler Walker,901,0.4,0.2
Dennis Higgins,1005788,0.2,0.0
Roger McDowell,1008475,0.1,0.1
A.J. Burnett,512,5.0,2.8
Ted Abernathy,1000020,0.0,1.2
Ron Davis,1003075,-0.3,-0.2
Nate Snell,1012228,0.1,1.0
Sammy Stewart,1012528,-0.5,-0.2
Clay Condrey,1579,0.1,0.2
Mike Myers,68,0.9,0.6
Dave Schmidt,1011580,0.7,-0.2
Mike Torrez,1013134,3.3,3.3
Reggie Cleveland,1002347,-0.7,1.3
Dick Drago,1003475,-0.6,0.5
Tom Hilgendorf,1005806,0.4,-0.3
Rich Monteleone,1009068,-0.3,0.0
Jason Grimsley,602,0.2,0.3
Bob Miller,1008877,0.0,0.8
Mel Rojas,1011153,-0.7,-0.6
Don Rudolph,1011285,0.3,0.4
Lary Sorensen,1012279,-0.1,0.2
Chad Fox,684,0.0,0.4
Carlos Pulido,1815,0.3,0.0
Diego Segui,1011725,1.3,2.2
Bob Shirley,1011911,2.4,0.2
Jack Spring,1012362,-0.3,-0.1
Graeme Lloyd,783,0.4,0.1
Paul Abbott,1061,1.1,1.4
Al Downing,1003450,2.2,1.9
Rick Mahler,1007988,2.8,2.1
Jeff Suppan,633,1.9,2.6
Jim Lonborg,1007724,0.8,4.4
Johnny Podres,1010406,-0.2,-0.2
Bob Purkey,1010572,3.6,4.2
Jim Slaton,1012054,0.4,0.2
Antonio Osuna,249,0.6,-0.3
Andy Benes,1144,1.3,1.6
Jim Bruske,1001598,0.0,-0.1
Ryne Duren,1003586,0.0,0.7
Danny Graves,326,-0.9,-0.3
Mike MacDougal,612,0.1,-0.3
Clay Carroll,1001997,0.4,0.4
Bennie Daniels,1002968,1.3,0.6
Andy Pettitte,840,5.1,1.9
Burt Hooton,1006005,3.3,1.8
Chad Bradford,904,1.5,1.1
John Tsitouris,1013208,-0.1,-0.7
Scott Linebrink,564,0.5,0.1
Ramiro Mendoza,836,-0.1,0.1
David Wells,855,2.3,3.7
Mike Jeffcoat,1006378,0.0,0.1
Rick Reuschel,1010852,4.7,3.0
Mike Jackson,732,0.7,1.7
Doug Davis,1244,2.2,2.3
Vida Blue,1001094,1.0,1.5
Juan Guzman,1005162,2.8,2.5
Barry Manuel,1008084,-0.5,-0.5
Joe Nathan,1122,3.1,2.0
Jesse Jefferson,1006380,0.9,0.6
Bob Ojeda,1009756,1.0,0.7
Jim Rooker,1011183,5.4,1.9
Jason Bere,266,0.8,0.1
Tim Worrell,1139,0.7,0.3
Guillermo Mota,1467,0.6,-0.3
Bob Forsch,1004233,1.4,2.1
Paul Gibson,1004671,-0.4,-0.1
Gordon Jones,1006558,-0.3,-0.6
Pascual Perez,1010185,2.9,3.9
Dan Spillner,1012342,0.3,0.4
Pete Burnside,1001718,1.0,-0.8
