Name,playerid,WAR36,WAR37
Mike Cuellar,1002853,2.5,3.3
Billy Wagner,578,1.2,0.3
Joe Nuxhall,1009665,2.4,1.0
Octavio Dotel,555,0.2,0.8
Mike Garcia,1004505,-0.2,0.0
Sam Jones,1006590,0.5,0.2
John Franco,874,1.3,0.9
Turk Wendell,975,-0.3,-0.3
Doug Bair,1000439,0.4,-0.4
Orlando Pena,1010150,0.0,0.1
Jerry Koosman,1007103,5.5,3.8
Curt Schilling,73,5.6,6.5
Kent Mercker,439,0.6,0.3
Tom Seaver,1011708,1.8,0.3
Jim Kern,1006868,-0.1,-0.3
Ron Villone,1010,-0.1,-0.1
Ron Guidry,1005124,2.2,0.5
Mike Magnante,929,0.0,0.1
Jamie Moyer,1091,4.6,1.8
Dick Donovan,1003395,1.9,-0.4
Whitey Ford,1004227,4.6,0.5
Joe Niekro,1009582,2.2,4.2
Miguel Batista,46,2.2,-1.3
Hank Aguirre,1000087,0.5,0.2
Dennis Eckersley,1003660,1.7,3.1
John Hiller,1005817,-1.6,0.1
Gaylord Perry,1010210,7.0,5.1
Mike Stanton,849,0.0,0.6
Geoff Zahn,1014410,3.5,2.5
Jon Lieber,287,2.4,1.4
Bob Patterson,1010055,0.7,0.6
Terry Leach,1007427,1.5,0.9
John Smoltz,115,2.9,2.1
Dick Tidrow,1013056,0.0,-0.5
Mike Morgan,67,1.0,2.6
Takashi Saito,6021,3.1,2.0
Steve Howe,1006107,1.0,-0.1
Joe Borowski,267,0.6,-0.4
Al Leiter,883,3.2,2.4
Doyle Alexander,1000122,3.2,2.6
Bill Henry,1005665,0.5,1.0
Grant Jackson,1006298,-0.7,0.6
Kent Tekulve,1012905,1.9,0.2
Lindy McDaniel,1008441,0.3,1.6
Jamie Walker,502,-1.0,-0.4
Woodie Fryman,1004381,2.6,-0.3
Chan Ho Park,1267,1.4,0.0
Kenny Rogers,1277,0.8,2.7
Sparky Lyle,1007859,-0.2,-0.1
Charlie Hough,1006050,3.1,3.6
Jim Palmer,1009973,3.0,0.5
Curt Simmons,1011980,2.7,0.6
Rick Reed,750,2.0,1.2
Danny Darwin,1002996,3.1,2.9
