Name,playerid1,1ySeason,W,L,SV,G,GS,IP,Kd9,BBd9,HRd9,BABIP,LOBp,ERA,FIP15,Age,CG,ShO,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,KdBB,AVG,WHIP,FIP33,RAR,WAR,WPA,nWPA,pWPA,RE24,REW,pLI,gmLI,exLI,Pulls,WPAdLI,Clutch,SD,MD,ERAm,FIPm,RA9WAR,BIPWins,LOBWins,FDPWins,KBBp,kwERA,TTOp,playerid58,ServiceTime,FutureWAR,prediction
Scott Bankhead,1000510,1994,3,2,0,27,0,37.2,5.97,2.87,1.19,0.254,0.641,4.54,4.48,30,0,0,156,34,21,19,5,12,3,0,7,0,25,2.08,0.236,1.22,4.48,2.3,0.2,0.74,-2.66,3.4,6.68,0.66,1.12,1.35,1.43,24,0.81,-0.15,10,5,90,95,0.3,0.4,-0.3,0.1,0.083,4.34,0.269,1000510,8,-0.5,1
Floyd Bannister,1000516,1980,9,13,0,32,32,217.2,6.41,2.73,0.99,0.262,0.734,3.47,3.7,25,8,0,918,200,96,84,24,66,6,2,7,0,155,2.35,0.235,1.22,3.7,39.4,4.2,0.84,-14.84,15.68,14.52,1.45,0.95,0.87,1.38,24,1.25,-0.36,0,0,83,86,4.2,1.2,-1.1,0.0,0.097,3.2,0.267,1000516,1,1.8,1
Floyd Bannister,1000516,1981,9,9,0,21,20,121.1,6.3,2.89,1.04,0.299,0.718,4.45,3.74,26,5,2,522,128,62,60,14,39,0,3,7,1,85,2.18,0.267,1.38,3.74,16.7,1.8,0.4,-8.82,9.22,-6.09,-0.74,1.0,0.9,1.09,16,-0.23,0.63,0,1,118,94,0.8,-0.8,-0.2,-1.0,0.088,3.02,0.264,1000516,2,4.9,1
Floyd Bannister,1000516,1982,12,13,0,35,35,247.0,7.62,2.81,1.17,0.275,0.742,3.43,3.68,27,5,3,1022,225,112,94,32,77,0,3,6,0,209,2.71,0.239,1.22,3.68,45.8,4.9,0.43,-17.95,18.38,12.19,1.26,0.99,0.88,1.49,30,0.74,-0.3,0,0,81,85,4.4,0.2,-0.7,-0.5,0.129,2.9,0.311,1000516,3,5.0,1
Floyd Bannister,1000516,1983,16,10,0,34,34,217.1,7.99,2.94,0.79,0.279,0.741,3.35,3.12,28,5,2,902,191,88,81,19,71,3,2,8,1,193,2.72,0.23,1.21,3.12,46.4,5.0,2.55,-14.44,16.99,24.27,2.48,1.02,0.88,1.18,29,2.66,-0.15,0,0,81,78,4.9,0.2,-0.3,-0.1,0.135,2.86,0.314,1000516,4,2.0,1
Floyd Bannister,1000516,1984,14,11,0,34,33,218.0,6.28,3.3,1.24,0.271,0.667,4.83,4.35,29,4,0,936,211,127,117,30,80,2,6,10,0,152,1.9,0.248,1.33,4.35,19.7,2.0,-0.9,-16.34,15.44,-12.17,-1.28,0.93,0.98,1.21,30,-0.41,-0.56,1,0,119,108,1.0,0.7,-1.7,-1.0,0.077,3.57,0.28,1000516,5,2.5,1
Floyd Bannister,1000516,1985,10,14,0,34,34,210.2,8.46,4.27,1.28,0.304,0.711,4.87,4.14,30,4,1,928,211,121,114,30,100,5,4,11,0,198,1.98,0.256,1.48,4.14,24.6,2.5,-2.35,-19.29,16.94,-19.38,-1.97,1.08,0.88,1.33,30,-0.98,-1.2,0,0,113,101,1.5,-1.0,0.0,-1.0,0.106,3.27,0.353,1000516,6,2.5,1
Floyd Bannister,1000516,1986,10,14,0,28,27,165.1,5.01,2.61,0.93,0.274,0.696,3.54,3.9,31,6,1,688,162,81,65,17,48,0,2,5,0,92,1.92,0.254,1.27,3.9,24.6,2.5,-0.29,-11.65,11.36,-3.5,-0.23,0.95,0.89,1.21,22,-0.38,0.08,0,0,82,94,2.6,0.3,-0.2,0.1,0.064,3.99,0.228,1000516,7,2.3,1
Floyd Bannister,1000516,1987,16,11,0,34,34,228.2,4.88,1.93,1.5,0.245,0.779,3.58,4.59,32,11,2,939,216,100,91,38,49,0,0,5,1,124,2.53,0.243,1.16,4.59,24.4,2.3,2.93,-14.32,17.25,29.7,2.81,0.94,0.88,1.37,23,1.89,1.21,0,0,80,104,5.3,2.2,0.7,3.0,0.08,4.13,0.225,1000516,8,1.2,1
Floyd Bannister,1000516,1988,12,13,0,31,31,189.1,5.37,3.23,1.05,0.263,0.682,4.33,4.24,33,2,0,816,182,102,91,22,68,6,5,6,2,113,1.66,0.245,1.32,4.24,12.2,1.2,-0.65,-13.84,13.19,-9.58,-0.99,0.93,0.88,1.19,29,-0.58,-0.12,0,0,109,112,1.2,0.9,-1.0,-0.1,0.055,3.85,0.249,1000516,9,0.6,1
Floyd Bannister,1000516,1989,4,1,0,14,14,75.1,4.18,2.15,0.96,0.303,0.696,4.66,3.97,34,0,0,323,87,40,39,8,18,1,1,1,0,35,1.94,0.286,1.39,3.97,6.1,0.6,-0.55,-6.68,6.13,-5.65,-0.69,1.09,0.85,1.86,14,-0.71,0.2,0,0,120,108,0.5,-0.3,0.2,-0.2,0.053,3.84,0.189,1000516,10,0.0,1
John Barfield,1000538,1990,4,3,1,33,0,44.1,3.45,2.64,0.41,0.276,0.583,4.67,3.58,25,0,0,178,42,25,23,2,13,3,1,1,1,17,1.31,0.256,1.24,3.58,2.8,0.3,0.3,-2.41,2.7,-0.45,-0.05,0.89,1.08,1.01,23,0.51,-0.18,9,6,119,91,-0.3,0.1,-0.7,-0.6,0.023,4.34,0.18,1000538,1,0.0,1
Len Barker,1000546,1980,19,12,0,36,36,246.1,6.83,3.36,0.62,0.292,0.665,4.17,3.29,24,8,1,1052,237,127,114,17,92,3,3,14,1,187,2.03,0.248,1.34,3.29,48.1,5.2,2.04,-17.92,19.95,7.9,0.8,1.06,0.87,1.48,28,1.43,0.5,0,0,103,82,2.4,-0.5,-2.3,-2.7,0.09,3.28,0.281,1000546,1,4.6,1
Len Barker,1000546,1981,8,7,0,22,22,154.1,7.41,2.68,0.41,0.299,0.668,3.91,2.46,25,9,3,660,150,72,67,7,46,0,1,5,0,127,2.76,0.245,1.27,2.46,38.4,4.6,-0.56,-11.55,10.99,2.42,0.31,0.98,0.87,1.14,13,0.12,-0.69,0,0,104,64,1.7,-1.0,-1.8,-2.9,0.123,2.61,0.273,1000546,2,5.8,1
Len Barker,1000546,1982,15,11,0,33,33,244.2,6.88,3.24,0.63,0.267,0.665,3.9,3.21,26,10,1,1021,211,117,106,17,88,2,3,10,0,187,2.13,0.227,1.22,3.21,53.2,5.8,-0.28,-19.82,19.54,5.01,0.45,1.08,0.87,1.56,23,1.13,-1.38,0,0,93,77,3.6,0.7,-2.9,-2.2,0.097,3.29,0.286,1000546,3,3.0,1
Len Barker,1000546,1983,9,16,0,30,30,182.2,6.21,3.25,0.79,0.292,0.618,4.88,3.63,27,4,1,776,181,109,99,16,66,5,2,8,0,126,1.91,0.256,1.35,3.63,28.2,3.0,-0.66,-13.21,12.55,-1.96,-0.21,0.93,0.86,1.14,26,0.35,-1.06,0,0,120,91,0.4,-0.4,-2.2,-2.6,0.077,3.56,0.268,1000546,4,2.3,1
Len Barker,1000546,1984,7,8,0,21,20,126.1,6.77,2.71,0.71,0.287,0.692,3.85,3.24,28,1,0,528,120,59,54,10,38,2,2,3,1,95,2.5,0.246,1.25,3.24,20.4,2.3,0.27,-9.54,9.81,1.69,0.23,1.09,0.88,1.6,20,0.18,0.07,0,1,101,87,1.7,-0.1,-0.6,-0.6,0.108,3.2,0.271,1000546,5,0.2,1
Len Barker,1000546,1985,2,9,0,20,18,73.2,5.74,4.52,1.22,0.308,0.62,6.35,4.72,29,0,0,335,84,55,52,10,37,1,1,3,0,47,1.27,0.283,1.64,4.72,2.0,0.2,-1.64,-6.9,5.26,-18.42,-2.02,0.96,0.8,0.89,19,-1.98,0.27,0,0,166,125,-0.9,-0.6,-0.5,-1.1,0.03,4.18,0.281,1000546,6,0.3,1
Brian Barnes,1000560,1991,5,8,0,28,27,160.0,6.58,4.72,0.9,0.258,0.706,4.22,4.38,24,1,0,684,135,82,75,16,84,2,6,5,1,117,1.39,0.227,1.37,4.38,6.3,0.7,-1.69,-13.14,11.45,-15.02,-1.87,1.03,0.87,1.23,27,-1.47,-0.17,0,1,116,119,0.8,0.7,-0.5,0.2,0.048,4.11,0.317,1000560,1,0.3,1
Brian Barnes,1000560,1992,6,6,0,21,17,100.0,5.85,4.14,0.81,0.231,0.811,2.97,4.12,25,0,0,417,77,34,33,9,46,1,3,1,2,65,1.41,0.209,1.23,4.12,2.3,0.3,0.56,-6.18,6.74,7.91,0.86,0.91,0.76,1.22,19,0.78,-0.16,0,0,86,120,2.0,1.2,0.5,1.7,0.046,3.94,0.288,1000560,2,0.1,1
Salome Barojas,1000584,1982,6,6,21,61,0,106.2,4.72,3.88,0.76,0.26,0.767,3.54,4.09,25,0,0,446,96,43,42,9,46,6,1,4,5,56,1.22,0.241,1.33,4.09,4.0,0.4,1.94,-12.87,14.81,9.56,1.0,1.8,1.91,2.14,19,1.28,-0.2,31,16,86,100,1.9,0.4,1.1,1.5,0.022,4.18,0.249,1000584,1,1.0,1
Salome Barojas,1000584,1983,3,3,12,52,0,87.1,3.92,3.3,0.21,0.245,0.797,2.47,3.45,26,0,0,355,70,24,24,2,32,2,5,1,0,38,1.19,0.22,1.17,3.45,9.5,1.0,2.22,-5.77,7.99,17.62,1.78,1.12,1.48,2.07,23,1.42,0.56,20,9,60,86,2.8,0.9,1.0,1.9,0.017,4.28,0.203,1000584,2,0.2,1
Salome Barojas,1000584,1984,9,7,2,43,14,134.2,3.68,4.01,1.0,0.273,0.725,4.14,4.8,27,0,0,577,136,70,62,15,60,2,3,3,0,55,0.92,0.265,1.46,4.8,2.1,0.2,-1.43,-10.16,8.74,-11.29,-1.23,0.91,1.26,0.99,32,-0.53,-1.04,4,11,101,116,0.9,0.3,0.3,0.6,-0.009,4.6,0.225,1000584,3,-0.1,1
Jim Barr,1000606,1980,1,4,1,24,7,68.0,2.91,3.04,1.59,0.311,0.736,5.56,5.55,32,0,0,311,90,43,42,12,23,2,3,2,0,22,0.96,0.316,1.66,5.55,-6.7,-0.7,-1.33,-3.56,2.23,-13.43,-1.29,0.46,0.65,0.47,16,-1.68,-1.22,1,5,140,138,-0.6,-0.5,0.5,0.0,-0.003,4.4,0.183,1000606,1,0.6,1
Jim Barr,1000606,1982,4,3,2,53,9,128.2,2.52,1.4,0.63,0.257,0.697,3.29,3.63,34,1,1,520,125,54,47,9,20,5,4,1,1,36,1.8,0.252,1.13,3.63,5.2,0.6,0.59,-7.92,8.52,6.8,0.64,0.89,1.32,1.12,43,0.58,0.09,14,7,93,104,1.4,0.8,0.0,0.9,0.031,4.08,0.125,1000606,2,0.6,1
Ross Baumgarten,1000689,1980,2,12,0,24,23,136.0,4.37,3.44,0.66,0.268,0.723,3.44,3.91,25,3,1,566,127,60,52,10,52,0,1,6,2,66,1.27,0.248,1.32,3.91,17.1,1.8,0.81,-9.7,10.51,4.86,0.46,1.03,0.86,1.18,21,-0.43,1.22,0,0,85,98,2.4,0.6,0.0,0.6,0.025,4.07,0.226,1000689,1,0.9,1
Ross Baumgarten,1000689,1981,5,9,0,19,19,101.2,4.6,3.54,0.8,0.276,0.665,4.07,3.94,26,2,1,435,101,56,46,9,40,3,1,4,2,52,1.3,0.256,1.39,3.94,8.5,0.9,-1.43,-8.76,7.33,-8.22,-0.97,1.01,0.88,1.21,17,0.07,-1.49,0,0,112,107,0.1,-0.1,-0.7,-0.8,0.028,3.75,0.232,1000689,2,-0.1,1
Jose Bautista,1000694,1988,6,15,0,33,25,171.2,3.98,2.36,1.1,0.262,0.708,4.3,4.38,23,3,0,721,171,86,82,21,45,3,7,4,5,76,1.69,0.256,1.26,4.38,10.6,1.1,-0.12,-11.81,11.69,-3.16,-0.36,0.91,0.78,1.18,25,-0.19,0.05,1,1,110,110,1.4,0.9,-0.6,0.3,0.043,4.0,0.197,1000694,1,-0.6,1
Jose Bautista,1000694,1989,3,4,0,15,10,78.0,3.46,1.73,1.96,0.256,0.709,5.31,5.44,24,0,0,325,84,46,46,17,15,0,1,0,0,30,2.0,0.272,1.27,5.44,-5.9,-0.6,-0.74,-5.03,4.29,-9.98,-1.12,0.75,0.79,1.42,11,-0.78,-0.2,0,2,139,142,-0.1,0.6,-0.2,0.4,0.046,3.92,0.191,1000694,2,0.9,1
Jose Bautista,1000694,1993,10,3,2,58,7,111.2,5.08,2.18,0.89,0.266,0.814,2.82,4.0,28,1,0,459,105,38,35,11,27,3,5,4,1,63,2.33,0.246,1.18,4.0,8.6,0.9,2.25,-6.04,8.29,15.19,1.55,0.92,1.1,1.27,43,1.37,1.07,16,7,69,97,2.7,0.6,1.1,1.8,0.078,4.02,0.22,1000694,3,0.0,1
Jose Bautista,1000694,1994,4,5,1,58,0,69.1,5.84,2.21,1.3,0.298,0.803,3.89,4.57,29,0,0,293,75,30,30,10,17,7,3,2,1,45,2.65,0.275,1.33,4.57,-0.1,0.0,-0.31,-5.81,5.5,2.55,0.23,1.24,1.11,1.75,34,0.41,-0.66,10,10,92,106,0.7,0.0,0.7,0.8,0.096,4.2,0.246,1000694,4,-1.6,1
Jose Bautista,1000694,1995,3,8,0,52,6,100.2,4.02,2.32,2.15,0.274,0.63,6.44,6.23,30,0,0,451,120,77,72,24,26,3,5,1,2,45,1.73,0.286,1.45,6.23,-16.3,-1.6,-1.68,-7.38,5.7,-32.38,-3.3,0.76,0.96,0.98,33,-2.4,0.2,6,13,159,149,-2.1,0.6,-1.1,-0.5,0.042,4.8,0.211,1000694,5,-0.3,1
Jose Bautista,1000694,1996,3,4,0,37,1,69.2,3.62,1.94,1.29,0.239,0.739,3.36,4.97,31,0,0,289,66,32,26,10,15,5,2,0,0,28,1.87,0.243,1.16,4.97,-2.9,-0.3,0.65,-3.16,3.81,1.98,0.15,0.74,0.85,0.65,25,0.55,0.34,8,5,82,116,0.5,1.1,-0.3,0.8,0.045,4.97,0.183,1000694,6,-0.2,1
Dave Beard,1000716,1982,10,9,11,54,2,91.2,7.17,3.44,0.88,0.272,0.738,3.44,3.58,22,0,0,397,85,41,35,9,35,6,1,4,0,73,2.09,0.235,1.31,3.58,13.2,1.4,-1.06,-11.37,10.31,4.64,0.48,1.57,2.02,1.55,16,-0.51,-0.16,19,16,88,88,1.4,0.1,-0.1,0.0,0.096,3.3,0.295,1000716,1,-0.8,1
Dave Beard,1000716,1983,5,5,10,43,0,61.0,5.9,5.31,1.18,0.258,0.66,5.61,5.02,23,0,0,268,55,39,38,8,36,4,2,3,0,40,1.11,0.239,1.49,5.02,-7.7,-0.8,0.96,-7.99,8.94,-4.01,-0.38,1.94,1.77,1.85,17,0.29,0.21,14,9,145,126,-1.3,0.4,-0.9,-0.5,0.015,4.31,0.313,1000716,2,-1.3,1
Jim Beattie,1000731,1980,5,15,0,33,29,187.1,3.22,4.71,0.91,0.289,0.685,4.85,4.99,25,3,0,831,205,115,101,19,98,8,4,4,2,67,0.68,0.281,1.62,4.99,10.2,1.0,-1.82,-16.77,14.95,-17.27,-1.77,1.03,0.81,1.39,29,-2.23,0.47,0,1,116,115,0.5,-0.2,-0.3,-0.5,-0.037,4.81,0.221,1000731,1,1.7,1
Jim Beattie,1000731,1981,3,2,1,13,9,66.2,4.86,2.43,0.27,0.263,0.722,2.97,2.81,26,0,0,275,59,24,22,2,18,0,2,2,1,36,2.0,0.231,1.16,2.81,14.4,1.7,2.08,-3.22,5.3,7.14,0.72,1.0,1.46,1.96,10,1.38,0.69,1,0,79,70,1.2,0.2,-0.7,-0.5,0.066,3.29,0.204,1000731,2,4.2,1
Jim Beattie,1000731,1982,8,12,0,28,26,172.0,7.33,3.4,0.68,0.274,0.722,3.35,3.22,27,6,1,715,149,73,64,13,65,0,1,5,2,140,2.15,0.23,1.24,3.22,39.1,4.2,0.99,-11.16,12.15,12.76,1.34,0.94,0.82,1.21,21,1.32,-0.27,0,0,79,74,3.5,0.2,-0.9,-0.7,0.105,3.19,0.305,1000731,3,4.5,1
Jim Beattie,1000731,1983,10,15,0,30,29,196.2,6.04,3.02,0.55,0.298,0.71,3.84,3.26,28,8,2,834,197,89,84,12,66,6,3,6,1,132,2.0,0.258,1.34,3.26,41.3,4.5,0.63,-14.9,15.53,8.94,0.89,1.07,0.9,1.35,22,0.84,-0.25,0,0,93,79,3.4,-0.8,-0.3,-1.1,0.079,3.54,0.252,1000731,4,4.1,1
Jim Beattie,1000731,1984,12,16,0,32,32,211.0,5.08,3.2,0.55,0.288,0.747,3.41,3.58,29,12,2,882,206,86,80,13,75,6,5,6,0,119,1.59,0.257,1.33,3.58,38.5,4.1,2.68,-14.42,17.11,22.77,2.21,1.03,0.88,0.99,20,2.22,0.38,0,0,83,85,4.7,-0.2,0.8,0.6,0.05,3.9,0.235,1000731,5,0.6,1
Jim Beattie,1000731,1985,5,6,0,18,15,70.1,5.76,4.22,1.15,0.343,0.584,7.29,4.6,30,1,1,335,93,61,57,9,33,0,3,2,0,45,1.36,0.311,1.79,4.6,5.6,0.6,-2.15,-6.56,4.41,-22.89,-2.31,0.86,0.89,1.09,16,-1.59,-0.9,2,0,173,108,-1.4,-1.1,-0.9,-2.0,0.036,4.11,0.26,1000731,6,0.2,1
Joe Beckwith,1000758,1980,3,3,0,38,0,59.2,6.03,3.47,0.15,0.306,0.811,1.96,2.84,25,0,0,258,60,17,13,1,23,4,1,4,0,40,1.74,0.256,1.39,2.84,6.0,0.7,-1.27,-3.7,2.42,-2.52,-0.35,0.68,0.92,0.48,22,-0.01,-1.86,5,5,56,78,1.1,-0.5,0.9,0.4,0.066,3.57,0.248,1000758,1,0.5,1
Joe Beckwith,1000758,1982,2,1,1,19,1,40.0,7.42,3.15,0.45,0.298,0.772,2.7,2.77,27,0,0,170,38,14,12,2,14,5,0,0,0,33,2.36,0.244,1.3,2.77,4.6,0.5,0.47,-2.32,2.79,2.26,0.33,1.0,1.04,0.96,14,0.42,0.05,5,3,77,79,0.6,-0.2,0.3,0.1,0.112,3.11,0.288,1000758,2,0.2,1
Joe Beckwith,1000758,1983,3,4,1,42,3,71.0,6.34,4.44,0.63,0.296,0.686,3.55,3.78,28,0,0,321,73,39,28,5,35,11,1,1,0,50,1.43,0.256,1.52,3.78,1.4,0.2,-1.22,-4.06,2.84,-8.41,-1.0,0.66,0.73,1.33,27,-0.31,-1.54,2,8,101,104,-0.5,-0.4,-0.2,-0.6,0.047,3.92,0.28,1000758,3,0.6,1
Joe Beckwith,1000758,1984,8,4,2,49,1,100.2,6.71,2.24,1.16,0.268,0.794,3.4,3.76,29,0,0,410,92,39,38,13,25,1,2,4,1,75,3.0,0.24,1.16,3.76,4.6,0.6,0.41,-5.12,5.53,9.09,0.98,0.77,0.95,0.78,25,0.11,0.42,12,9,85,95,1.4,0.3,0.5,0.8,0.122,3.03,0.276,1000758,4,0.9,1
Steve Bedrosian,1000766,1982,8,6,11,64,3,137.2,8.04,3.73,0.46,0.253,0.809,2.42,2.92,24,0,0,567,102,39,37,7,57,5,4,0,0,123,2.16,0.202,1.15,2.92,23.0,2.6,4.37,-11.58,15.95,29.22,2.89,1.52,1.63,1.87,34,2.73,0.14,32,13,64,78,4.2,0.7,0.9,1.6,0.116,3.06,0.33,1000766,1,1.4,1
Steve Bedrosian,1000766,1983,9,10,19,70,1,120.0,8.55,3.82,0.82,0.275,0.752,3.6,3.42,25,0,0,504,100,50,48,11,51,8,4,2,0,114,2.24,0.223,1.26,3.42,12.6,1.4,0.25,-13.49,13.73,9.34,1.0,1.57,1.65,1.8,18,0.55,-0.39,30,17,93,87,1.5,0.0,0.1,0.1,0.125,2.99,0.349,1000766,2,1.8,1
Steve Bedrosian,1000766,1984,9,6,11,40,4,83.2,8.71,3.55,0.54,0.267,0.826,2.37,2.83,26,0,0,345,65,23,22,5,33,5,1,4,0,81,2.45,0.209,1.17,2.83,15.9,1.8,1.07,-7.53,8.6,12.95,1.39,1.33,1.66,1.38,12,0.49,0.31,18,7,62,76,2.9,0.3,0.9,1.1,0.139,2.83,0.345,1000766,3,1.7,1
Steve Bedrosian,1000766,1985,7,15,0,37,37,206.2,5.84,4.83,0.74,0.283,0.734,3.83,4.14,27,0,0,907,198,101,88,17,111,6,5,6,0,134,1.21,0.25,1.5,4.14,16.2,1.7,-0.82,-16.42,15.59,-3.33,-0.44,1.01,0.87,1.35,37,-0.59,-0.23,0,0,100,109,2.2,-0.5,0.9,0.4,0.025,4.23,0.289,1000766,4,0.3,1
Steve Bedrosian,1000766,1986,8,6,29,68,0,90.1,8.17,3.39,1.2,0.265,0.769,3.39,3.81,28,0,0,381,79,39,34,12,34,10,0,5,2,82,2.41,0.228,1.25,3.81,2.5,0.3,2.08,-12.76,14.84,2.62,0.33,2.2,2.1,2.6,12,0.93,0.01,38,13,88,102,1.0,0.3,0.4,0.7,0.126,3.24,0.336,1000766,5,0.8,1
Steve Bedrosian,1000766,1987,5,3,40,65,0,89.0,7.48,2.83,1.11,0.27,0.832,2.83,3.79,29,0,0,366,79,31,28,11,28,5,1,3,1,74,2.64,0.234,1.2,3.79,7.7,0.8,3.47,-10.94,14.41,13.49,1.39,2.04,1.76,1.49,9,1.0,0.7,38,9,67,92,2.4,0.3,1.3,1.6,0.126,3.58,0.309,1000766,6,0.6,1
Steve Bedrosian,1000766,1988,6,6,28,57,0,74.1,7.39,3.27,0.73,0.303,0.727,3.75,3.27,30,0,0,322,75,34,31,6,27,5,0,0,0,61,2.26,0.254,1.37,3.27,5.4,0.6,0.19,-10.87,11.07,-2.25,-0.2,2.06,1.83,2.71,7,-0.61,0.71,29,13,106,92,0.0,-0.4,-0.2,-0.6,0.106,3.25,0.292,1000766,7,-1.1,1
Steve Bedrosian,1000766,1989,3,7,23,68,0,84.2,6.17,4.15,1.28,0.19,0.821,2.87,4.65,31,0,0,342,56,31,27,12,39,5,1,2,0,58,1.49,0.185,1.12,4.65,-10.0,-1.1,-0.37,-9.99,9.62,4.16,0.43,1.64,1.65,1.51,8,1.07,-1.3,28,12,83,130,1.0,1.6,0.5,2.1,0.056,3.8,0.319,1000766,8,-0.6,1
Steve Bedrosian,1000766,1990,9,9,17,68,0,79.1,4.88,4.99,0.68,0.26,0.712,4.2,4.45,32,0,0,349,72,40,37,6,44,9,2,3,0,43,0.98,0.238,1.46,4.45,-5.5,-0.6,-1.02,-9.51,8.49,0.02,-0.18,1.46,1.52,2.75,15,0.09,-0.78,21,18,114,119,-0.4,0.5,-0.3,0.2,-0.003,4.64,0.267,1000766,9,-0.8,1
Steve Bedrosian,1000766,1991,5,3,6,56,0,77.1,5.12,4.07,1.28,0.247,0.713,4.42,5.04,33,0,0,332,70,42,38,11,35,6,3,2,0,44,1.26,0.238,1.36,5.04,-7.8,-0.8,0.77,-6.12,6.89,0.74,0.04,1.17,1.26,1.64,34,0.29,0.36,18,12,104,125,0.0,0.6,0.2,0.8,0.027,4.36,0.271,1000766,10,0.4,1
Steve Bedrosian,1000766,1993,5,2,0,49,0,49.2,5.98,2.54,0.72,0.207,0.878,1.63,3.67,35,0,0,198,34,11,9,4,14,2,2,5,1,33,2.36,0.187,0.97,3.67,3.6,0.4,-0.77,-3.05,2.29,6.38,0.69,0.7,0.95,0.87,37,0.49,-1.58,7,7,39,89,1.5,1.0,0.2,1.2,0.096,3.81,0.258,1000766,11,0.5,1
Matt Beech,1000770,1996,1,4,0,8,8,41.1,7.19,2.4,1.74,0.323,0.599,6.97,5.11,24,0,0,182,49,32,32,8,11,0,3,0,0,33,3.0,0.292,1.45,5.11,1.6,0.2,-1.39,-4.64,3.25,-11.47,-1.22,1.12,0.88,0.75,8,-0.98,-0.27,0,0,163,119,-0.4,-0.3,-0.3,-0.6,0.121,4.06,0.286,1000770,1,0.5,1
Matt Beech,1000770,1997,4,9,0,24,24,136.2,7.9,3.75,1.65,0.308,0.736,5.07,5.09,25,0,0,603,147,81,77,25,57,9,5,6,2,120,2.11,0.272,1.49,5.09,4.7,0.5,-1.56,-12.73,11.17,-8.42,-1.05,1.05,0.88,1.08,24,-1.7,0.21,0,0,118,120,0.7,-0.5,0.8,0.3,0.105,4.11,0.335,1000770,2,0.5,1
Tim Belcher,1000789,1987,4,2,0,6,5,34.0,6.09,1.85,0.53,0.272,0.76,2.38,2.9,25,0,0,135,30,11,9,2,7,0,0,0,1,23,3.29,0.234,1.09,2.9,7.8,0.8,0.52,-2.38,2.9,3.35,0.38,1.23,1.09,1.25,5,0.36,0.06,1,0,61,74,1.1,0.1,0.1,0.2,0.119,3.66,0.237,1000789,1,4.1,1
Tim Belcher,1000789,1988,12,6,4,36,27,179.2,7.61,2.55,0.4,0.267,0.709,2.91,2.54,26,4,1,719,143,65,58,8,51,7,2,4,0,152,2.98,0.215,1.08,2.54,34.5,4.1,0.98,-10.56,11.54,12.37,1.38,0.92,0.92,1.34,27,2.75,-1.68,4,1,88,74,3.0,0.2,-1.3,-1.1,0.141,2.83,0.294,1000789,2,3.3,1
Tim Belcher,1000789,1989,15,12,1,39,30,230.0,7.83,3.13,0.78,0.257,0.78,2.82,3.29,27,10,8,937,182,81,72,20,80,5,7,7,2,200,2.5,0.214,1.14,3.29,29.0,3.3,2.55,-14.04,16.59,13.88,1.73,1.01,0.9,1.37,23,1.31,1.22,1,2,83,93,4.4,0.9,0.3,1.2,0.128,2.93,0.32,1000789,3,1.5,1
Tim Belcher,1000789,1990,9,9,0,24,24,153.0,6.0,2.82,1.0,0.26,0.678,4.0,3.9,28,5,2,627,136,76,68,17,48,0,2,6,1,102,2.13,0.236,1.2,3.9,14.4,1.5,-0.2,-10.3,10.1,-2.99,-0.35,0.92,0.87,0.85,19,0.78,-1.0,0,0,108,105,1.2,0.8,-1.1,-0.4,0.086,3.58,0.266,1000789,4,4.1,1
Tim Belcher,1000789,1991,10,9,0,33,33,209.1,6.71,3.22,0.43,0.281,0.754,2.62,3.09,29,2,1,880,189,76,61,10,75,3,2,7,0,156,2.08,0.235,1.26,3.09,36.8,4.1,1.74,-15.25,16.99,12.84,1.32,1.12,0.87,1.79,31,0.83,0.72,0,0,74,84,4.4,-0.3,0.6,0.3,0.092,3.58,0.274,1000789,5,3.1,1
Tim Belcher,1000789,1992,15,14,0,35,34,227.2,5.89,3.16,0.67,0.263,0.692,3.91,3.54,30,2,1,949,201,104,99,17,80,2,3,3,1,149,1.86,0.232,1.23,3.54,26.8,3.1,-0.47,-16.94,16.47,-0.47,0.01,1.04,0.91,1.18,32,1.13,-1.58,0,1,110,96,2.1,0.9,-2.0,-1.1,0.073,3.61,0.259,1000789,6,3.0,1
Tim Belcher,1000789,1993,12,11,0,34,33,208.2,5.82,3.19,0.82,0.275,0.679,4.44,4.06,31,5,3,886,198,108,103,19,74,4,8,6,0,135,1.82,0.246,1.3,4.06,28.9,3.0,-1.06,-16.1,15.04,-0.87,-0.03,0.98,0.87,1.09,29,0.7,-1.78,0,0,108,96,2.3,0.7,-1.4,-0.7,0.069,4.13,0.257,1000789,7,1.2,1
Tim Belcher,1000789,1994,7,15,0,25,25,162.0,4.22,4.33,1.17,0.299,0.613,5.89,5.4,32,3,0,750,192,124,106,21,78,10,4,6,1,76,0.97,0.287,1.67,5.4,12.8,1.2,-2.73,-14.84,12.11,-22.49,-2.1,0.96,0.88,0.91,22,-1.6,-1.24,0,0,122,111,-0.5,-0.1,-1.6,-1.7,-0.003,5.38,0.233,1000789,8,1.7,1
Tim Belcher,1000789,1995,10,12,0,28,28,179.1,4.82,4.42,0.95,0.285,0.708,4.52,4.97,33,1,0,802,188,101,90,19,88,5,5,6,0,96,1.09,0.265,1.54,4.97,18.9,1.7,1.01,-14.01,15.02,5.72,0.5,1.01,0.87,1.41,27,0.25,0.76,0,0,95,106,2.2,0.5,-0.1,0.5,0.01,5.19,0.253,1000789,9,3.8,1
