Name,playerid,real,pred
Clay Rapada,4831,0.0,0.09
Kyle McClellan,4845,-0.7,0.07
Joe Blanton,4849,0.6,1.94
Peter Moylan,4891,0.2,0.09
Jon Lester,4930,2.6,2.79
Cole Hamels,4972,5.1,10.55
Dale Thayer,5032,0.2,0.02
Franklin Morales,5088,0.0,0.5
Rick VandenHurk,5099,-0.4,0.28
Guillermo Moscoso,5106,1.5,0.29
Evan Meek,5109,0.0,1.17
Alfredo Aceves,5164,0.6,0.51
Ernesto Frieri,5178,0.6,0.75
Mike Pelfrey,5203,1.2,1.82
Chris Perez,5213,0.5,1.35
Wade LeBlanc,5221,0.9,0.47
Vin Mazzaro,5231,-0.2,0.4
Chris Tillman,5279,1.1,0.51
Esmerling Vasquez,5280,0.0,0.23
Cristhian Martinez,5337,-0.2,0.14
Alex Sanabia,5350,0.1,0.43
Jesse Chavez,5448,-0.2,0.49
Dana Eveland,5508,0.6,0.5
James McDonald,5523,0.7,1.73
Madison Bumgarner,5524,4.3,0.9
Boone Logan,5525,0.5,0.51
Phil Coke,5535,1.7,0.43
Matt Harrison,5551,4.0,-0.09
Jo-Jo Reyes,5559,0.7,0.64
Mitch Stetter,5579,-0.2,0.06
Tyler Clippard,5640,1.5,0.95
Jason Berken,5673,-0.6,0.4
Tim Lincecum,5705,3.5,4.92
Eric O'Flaherty,5746,1.2,-0.0
Chad Billingsley,5842,2.6,3.63
Jason Motte,5861,1.5,0.08
Sean Marshall,5905,2.6,0.84
Pat Misch,5909,-0.1,-0.18
Wesley Wright,5960,0.1,0.4
Pedro Viola,5971,-0.2,0.28
Jonathan Papelbon,5975,3.0,1.3
Dusty Hughes,6164,-0.4,0.07
Scott Baker,6176,2.5,2.18
Kyle Kendrick,6230,0.2,0.5
Tom Gorzelanny,6244,0.7,0.5
Aaron Laffey,6248,-0.6,0.2
Trevor Cahill,6249,2.1,1.2
Scott Feldman,6283,0.2,1.06
George Sherrill,6291,0.3,0.51
Esmil Rogers,6317,-0.3,0.92
John Danks,6329,2.9,2.98
Henry Rodriguez,6371,0.3,0.11
Rich Thompson,6422,0.4,0.36
Jeremy Accardo,6428,-0.3,0.14
Kevin Jepsen,6475,-0.5,1.0
Brian Wilson,6485,0.2,1.69
Waldis Joaquin,6580,0.0,-0.01
Marc Rzepczynski,6612,0.7,0.5
Carlos Carrasco,6632,1.5,0.46
Jeff Manship,6865,0.0,0.11
Collin Balester,6883,-0.4,0.13
Johnny Cueto,6893,3.0,1.53
Luke Hochevar,6943,2.2,1.3
Ian Kennedy,6986,4.4,1.97
Hong-Chih Kuo,7016,-0.3,1.73
James Shields,7059,4.9,2.71
Dustin Moseley,7060,1.0,0.37
Trevor Bell,7074,0.1,0.85
John Lannan,7080,0.8,0.87
Daniel Bard,7115,1.3,0.98
Daniel Hudson,7146,4.2,1.86
Nick Masset,7267,0.3,0.95
Craig Stammen,7274,0.3,2.05
Brad Ziegler,7293,1.0,0.4
Adam Russell,7334,-0.2,0.13
J.A. Happ,7410,0.7,1.28
Mark Lowe,7416,0.2,0.45
Wade Davis,7441,1.4,2.49
Phil Hughes,7450,0.5,2.55
Ryan Webb,7474,0.2,0.22
Mike Ekstrom,7488,0.0,0.17
Scott Elbert,7489,0.6,0.45
Jonathan Sanchez,7507,0.3,1.63
Chris Leroux,7645,0.7,-0.06
Andy Sonnanstine,7667,-0.8,0.63
Jeff Gray,7718,-0.2,0.06
Hideki Okajima,7763,0.1,-0.03
Shawn Kelley,7773,0.3,0.2
Daisuke Matsuzaka,7775,0.2,1.69
Jerry Blevins,7841,0.2,0.12
Matt Daley,7952,0.0,0.26
Ramon Ramirez,7986,0.7,0.75
Glen Perkins,8041,1.6,0.34
Dallas Braden,8099,0.4,3.22
Yovani Gallardo,8173,2.7,7.46
Brett Anderson,8223,1.0,2.18
David Robertson,8241,2.3,1.63
Huston Street,8258,0.4,0.14
Ross Ohlendorf,8268,-0.4,1.59
Tony Sipp,8280,0.2,0.39
Jared Burton,8346,-0.1,0.28
David Purcey,8360,-0.2,0.3
Homer Bailey,8362,1.3,2.03
Mitch Atkins,8369,-0.4,0.43
Jordan Norberto,8432,0.0,0.5
Philip Humber,8586,3.1,0.05
Jeff Niemann,8591,1.7,2.72
Bobby Jenks,8645,0.0,0.27
Paul Maholm,8678,2.0,2.42
Justin Verlander,8700,6.5,5.46
Manny Acosta,8725,0.3,0.5
Daniel Schlereth,8739,-0.4,0.45
Andrew Cashner,8782,0.1,0.5
Ryan Perry,8799,0.2,0.32
Antonio Bastardo,8844,1.0,0.29
Blake Hawksworth,8963,0.2,-0.06
John Axford,9059,1.5,1.86
Tommy Hanson,9129,1.2,3.5
Sean O'Sullivan,9137,-0.6,0.76
Koji Uehara,9227,1.2,0.5
Brandon Morrow,9346,2.9,2.21
Kris Medlen,9417,0.2,0.45
Doug Fister,9425,5.4,2.61
Bud Norris,9492,2.0,2.17
Kam Mickolio,9513,0.2,0.23
Andrew Carpenter,9533,-0.1,0.19
P.J. Walters,9557,-0.1,0.13
Burke Badenhop,9736,0.8,0.41
Sergio Romo,9817,2.0,1.86
Carlos Fisher,9832,-0.1,-0.09
Garrett Olson,9889,0.1,0.07
Kevin Slowey,9918,0.3,1.69
Matt Maloney,9920,-0.4,0.04
Bobby Parnell,9926,0.7,0.95
Mike Dunn,9948,-0.1,-0.04
Stephen Strasburg,10131,1.1,1.69
