Name,playerid,real,pred
Scott Schoeneweis,33,0.2,0.5
Scot Shields,35,1.6,1.16
Jarrod Washburn,40,1.9,4.43
Randy Johnson,60,3.2,6.47
Byung-Hyun Kim,61,2.4,0.5
Mike Koplove,63,0.1,0.24
Mike Myers,68,0.2,0.33
John Patterson,71,1.0,3.68
Tom Glavine,90,2.9,3.59
Kevin Gryboski,91,-0.4,0.21
Greg Maddux,104,4.3,3.16
Jason Marquis,105,-0.5,1.98
Kevin Millwood,106,4.3,3.57
Horacio Ramirez,110,0.9,0.5
Mike Remlinger,111,0.2,0.2
John Smoltz,115,5.5,3.38
Dan Wheeler,120,1.7,0.12
Rick Bauer,125,0.7,0.19
Jason Johnson,147,0.8,3.79
Jorge Julio,148,0.4,0.11
Rodrigo Lopez,150,1.7,2.18
Sidney Ponson,161,0.5,1.33
B.J. Ryan,168,2.7,0.5
Rafael Betancourt,177,0.8,1.01
Casey Fossum,188,0.4,0.5
Dustin Hermanson,195,-0.1,0.59
Sun-Woo Kim,197,-0.3,0.49
Derek Lowe,199,4.4,2.03
Pedro Martinez,200,2.3,7.58
Tim Wakefield,219,1.2,3.19
Mark Buehrle,225,1.7,3.98
Keith Foulke,231,0.1,0.5
Jon Garland,232,3.6,2.73
Bob Howry,237,1.5,0.42
Damaso Marte,247,0.6,0.25
Antonio Alfonseca,260,-0.3,0.08
Joe Borowski,267,0.7,0.12
Matt Clement,271,0.2,3.1
Juan Cruz,273,1.6,0.26
Kyle Farnsworth,278,1.1,1.1
Tom Gordon,282,0.7,1.49
Ron Mahay,290,0.3,0.09
Mark Prior,301,-0.2,6.27
Carlos Zambrano,305,3.9,3.97
Jim Brower,313,-0.2,0.26
Elmer Dessens,317,0.6,0.45
Chris Reitsma,348,-0.7,1.21
Scott Williamson,361,0.3,-0.03
Danys Baez,367,0.9,0.26
Bartolo Colon,375,0.3,1.69
David Riske,402,0.0,0.5
CC Sabathia,404,5.0,5.86
Jake Westbrook,412,3.6,1.9
Shawn Chacon,424,-1.1,0.5
Scott Elarton,426,-1.1,0.5
Brian Fuentes,429,0.9,1.05
Jason Jennings,434,4.2,1.23
Todd Jones,436,1.0,0.8
Dennys Reyes,444,0.9,-0.02
Justin Speier,451,1.0,0.46
John Thomson,453,0.4,2.07
Rick White,456,0.1,0.4
Adam Bernero,460,0.4,-0.04
Mark Redman,491,1.2,2.49
Jamie Walker,502,0.5,0.78
Jeff Weaver,503,0.3,3.15
Josh Beckett,510,1.0,4.21
A.J. Burnett,512,2.9,3.24
Ryan Dempster,517,0.9,0.19
Braden Looper,526,1.1,0.5
Brad Penny,535,3.6,1.85
Julian Tavarez,541,0.0,0.01
Octavio Dotel,555,-0.2,0.5
Wayne Franklin,557,-0.2,-0.1
Brad Lidge,563,1.1,2.09
Scott Linebrink,564,1.0,0.55
Wade Miller,568,-0.1,0.7
Roy Oswalt,571,6.1,5.1
Billy Wagner,578,1.9,0.9
Jeremy Affeldt,583,-0.5,0.5
Nate Field,599,0.0,0.2
Jason Grimsley,602,0.0,0.5
Mike MacDougal,612,0.7,0.59
Jeff Suppan,633,1.9,0.5
Eric Gagne,650,0.0,0.6
Odalis Perez,668,1.3,2.38
Mike DeJean,682,0.0,0.2
Ray King,693,-0.2,0.45
Ben Sheets,710,4.0,2.93
Luis Vizcaino,714,0.6,0.16
Jamey Wright,715,0.8,0.5
Eddie Guardado,727,-0.3,0.33
LaTroy Hawkins,729,0.7,0.32
Kyle Lohse,739,1.5,4.1
Eric Milton,743,1.0,0.5
Brad Radke,748,1.6,1.19
Juan Rincon,752,1.4,2.28
J.C. Romero,754,0.0,0.24
Johan Santana,755,6.7,5.56
Tony Armas Jr.,761,0.9,0.5
Scott Downs,773,0.5,0.78
Joey Eischen,774,-0.4,0.09
Tomo Ohka,788,0.9,1.06
Javier Vazquez,801,4.7,2.66
Randy Choate,813,0.3,-0.15
Brandon Claussen,814,0.6,2.05
Roger Clemens,815,3.4,4.68
Ted Lilly,833,2.1,0.69
Mike Mussina,837,5.2,2.43
Andy Pettitte,840,3.4,3.9
