Name,playerid,real,pred
Scott Schoeneweis,33,-0.4,0.25
Scot Shields,35,0.6,0.31
Jarrod Washburn,40,1.5,1.84
Matt Wise,42,-0.1,0.18
Randy Johnson,60,3.6,1.2
Tom Glavine,90,-0.6,0.6
Greg Maddux,104,2.4,3.08
Jason Marquis,105,1.7,1.71
Kevin Millwood,106,3.2,1.22
Horacio Ramirez,110,0.4,1.2
John Smoltz,115,1.0,3.19
Dan Wheeler,120,0.3,-0.06
Erik Bedard,126,1.0,3.74
Jorge Julio,148,0.1,0.48
B.J. Ryan,168,0.8,0.6
Casey Fossum,188,0.2,0.35
Derek Lowe,199,4.3,3.47
Pedro Martinez,200,0.3,0.5
Tim Wakefield,219,1.0,0.5
Mark Buehrle,225,4.3,3.47
Jon Garland,232,1.3,3.99
Bob Howry,237,0.2,0.89
Damaso Marte,247,1.4,0.3
Joe Borowski,267,-0.4,1.2
Juan Cruz,273,0.5,0.13
Kyle Farnsworth,278,-0.7,0.47
Jon Lieber,287,-0.1,1.3
Ron Mahay,290,0.4,0.54
Will Ohman,296,0.8,0.25
Kerry Wood,304,2.1,0.26
Carlos Zambrano,305,2.8,3.97
Elmer Dessens,317,-0.2,0.83
Bartolo Colon,375,0.5,0.4
David Riske,402,-0.4,-0.11
CC Sabathia,404,7.4,2.51
Jake Westbrook,412,0.3,1.71
Shawn Chacon,424,-0.1,0.31
Brian Fuentes,429,2.5,0.85
Jason Jennings,434,-0.5,1.09
Todd Jones,436,-0.5,-0.3
Dennys Reyes,444,0.4,0.08
Justin Speier,451,-0.9,0.79
Brian Moehler,480,1.4,0.24
Fernando Rodney,494,0.3,0.15
Jamie Walker,502,-1.0,0.39
Josh Beckett,510,4.3,4.26
A.J. Burnett,512,5.0,2.19
Ryan Dempster,517,4.7,0.82
Jason Grilli,521,1.0,0.59
Braden Looper,526,1.4,0.44
Brad Penny,535,0.0,3.98
Doug Brocail,551,0.7,0.33
Octavio Dotel,555,0.7,-0.15
Brad Lidge,563,2.2,0.76
Scott Linebrink,564,0.5,0.54
Roy Oswalt,571,3.7,3.81
Billy Wagner,578,1.2,-0.11
Jeremy Affeldt,583,0.4,0.61
Paul Byrd,594,0.7,3.29
Mike MacDougal,612,0.1,0.53
Brian Shouse,630,0.4,0.5
Jeff Suppan,633,0.0,1.76
Eric Gagne,650,-0.9,0.5
Odalis Perez,668,1.4,2.22
Ray King,693,-0.2,0.1
Ben Sheets,710,4.7,2.79
Luis Vizcaino,714,0.0,0.43
Jamey Wright,715,0.6,0.52
Eddie Guardado,727,0.7,0.5
LaTroy Hawkins,729,0.8,0.46
Kyle Lohse,739,2.8,3.67
Juan Rincon,752,-0.4,0.3
J.C. Romero,754,-0.2,-0.29
Johan Santana,755,5.3,3.78
Tony Armas Jr.,761,0.0,0.16
Scott Downs,773,1.0,0.82
Matt Herges,780,0.5,0.5
Javier Vazquez,801,4.9,6.28
Ted Lilly,833,2.8,3.38
Mike Mussina,837,3.6,2.79
Andy Pettitte,840,3.3,3.33
Armando Benitez,865,-0.2,-0.15
Tyler Walker,901,0.2,0.34
David Weathers,902,0.0,0.5
Chad Bradford,904,0.4,0.65
Justin Duchscherer,910,2.5,-0.5
Tim Hudson,921,1.9,2.74
Barry Zito,944,1.3,1.06
Brandon Duckworth,954,0.4,0.27
Vicente Padilla,964,1.5,0.51
Carlos Silva,973,1.4,0.84
Bronson Arroyo,978,2.2,2.47
Joe Beimel,979,0.5,0.35
Josh Fogg,989,-0.6,0.5
Ron Villone,1010,-0.2,0.7
Kip Wells,1012,-0.2,0.6
Alan Embree,1030,0.0,0.44
Trevor Hoffman,1035,0.4,0.86
Jake Peavy,1051,3.7,6.0
Brett Tomko,1056,0.5,0.6
Ryan Franklin,1076,-0.4,0.09
Freddy Garcia,1077,0.0,2.1
Gil Meche,1089,4.2,3.66
Jamie Moyer,1091,2.5,3.16
Joel Pineiro,1094,0.6,1.1
Rafael Soriano,1100,0.1,0.85
Livan Hernandez,1116,1.0,0.3
Joe Nathan,1122,1.9,0.9
Jason Isringhausen,1158,-0.3,0.96
Matt Morris,1172,-0.4,2.93
Jesus Colome,1198,0.2,0.24
Bobby Seay,1225,1.0,0.36
Jorge Sosa,1228,-0.3,0.03
Francisco Cordero,1243,0.7,0.69
Doug Davis,1244,2.3,1.22
Kenny Rogers,1277,0.9,0.5
Rudy Seanez,1279,0.2,0.19
Scott Eyre,1300,0.6,0.22
Roy Halladay,1303,6.6,3.09
Esteban Loaiza,1310,0.0,0.5
Brandon Lyon,1312,0.7,0.16
Joaquin Benoit,1437,-0.2,0.25
Brendan Donnelly,1441,-0.2,0.17
Randy Flores,1446,-0.3,0.19
Aaron Harang,1451,1.4,5.17
Guillermo Mota,1467,0.1,0.0
Jon Rauch,1475,0.9,1.18
John Lackey,1507,1.4,3.85
