Name,playerid,real,pred
Scott Schoeneweis,33,-0.8,0.3
Scot Shields,35,-0.1,0.4
Miguel Batista,46,0.1,0.45
Randy Johnson,60,0.3,3.39
Jason Marquis,105,3.2,0.5
Kevin Millwood,106,2.1,2.44
Horacio Ramirez,110,-0.1,-0.28
John Smoltz,115,1.3,4.19
Dan Wheeler,120,0.1,1.11
Erik Bedard,126,2.0,2.51
Jorge Julio,148,-0.3,0.09
B.J. Ryan,168,-0.6,0.4
Rafael Betancourt,177,1.4,0.36
Casey Fossum,188,0.0,0.09
Derek Lowe,199,1.9,2.58
Pedro Martinez,200,0.5,0.5
Mark Buehrle,225,3.0,3.14
Jon Garland,232,1.8,2.36
Bob Howry,237,0.5,0.17
Damaso Marte,247,-0.1,0.61
Juan Cruz,273,-0.1,0.25
Kyle Farnsworth,278,0.6,0.3
Tom Gordon,282,-0.1,0.5
Ron Mahay,290,-0.4,0.37
Will Ohman,296,-0.5,0.34
Kerry Wood,304,0.4,0.9
Carlos Zambrano,305,3.8,2.57
Elmer Dessens,317,-0.2,0.21
David Riske,402,0.0,0.36
CC Sabathia,404,5.8,5.91
Brian Fuentes,429,0.3,0.49
Dennys Reyes,444,0.1,0.46
Fernando Rodney,494,0.3,0.48
Jamie Walker,502,-0.4,0.5
Josh Beckett,510,4.3,2.78
A.J. Burnett,512,2.8,3.37
Ryan Dempster,517,3.6,2.01
Jason Grilli,521,0.4,1.02
Braden Looper,526,-0.5,1.4
Brad Penny,535,1.8,2.89
Julian Tavarez,541,0.1,0.5
Doug Brocail,551,-0.4,0.65
Octavio Dotel,555,0.7,1.4
Brad Lidge,563,-0.8,1.0
Scott Linebrink,564,0.1,0.54
Roy Oswalt,571,3.5,2.69
Billy Wagner,578,0.3,0.96
Jeremy Affeldt,583,0.5,0.35
Paul Byrd,594,0.3,0.2
Mike MacDougal,612,-0.3,0.5
Brian Shouse,630,-0.3,0.5
Jeff Suppan,633,-0.4,0.5
Luis Vizcaino,714,-0.1,0.29
Jamey Wright,715,-0.4,0.35
Eddie Guardado,727,-0.5,0.5
LaTroy Hawkins,729,0.5,0.18
Kyle Lohse,739,0.7,2.62
Juan Rincon,752,0.0,0.3
J.C. Romero,754,-0.4,0.32
Johan Santana,755,3.5,4.77
Scott Downs,773,0.8,0.93
Matt Herges,780,0.3,0.37
Javier Vazquez,801,5.8,4.23
Ted Lilly,833,3.7,1.71
Andy Pettitte,840,3.4,2.96
Tyler Walker,901,0.2,0.65
David Weathers,902,-0.7,0.7
Tim Hudson,921,0.6,1.86
Barry Zito,944,2.0,0.9
Brett Myers,962,-0.5,1.54
Carlos Silva,973,-0.1,0.37
Randy Wolf,976,3.0,2.36
