Name,playerid,real,pred
Bronson Arroyo,978,1.4,1.72
Joe Beimel,979,0.3,0.47
Kip Wells,1012,0.0,0.3
Alan Embree,1030,-0.2,0.37
Trevor Hoffman,1035,1.7,0.5
Jake Peavy,1051,2.7,3.14
Brett Tomko,1056,0.0,1.4
Ryan Franklin,1076,0.8,0.5
Gil Meche,1089,1.0,1.45
Jamie Moyer,1091,0.5,0.5
Joel Pineiro,1094,4.3,0.5
Rafael Soriano,1100,1.7,0.51
Joe Nathan,1122,1.8,1.0
Jason Isringhausen,1158,0.0,0.5
Jesus Colome,1198,0.1,0.27
Bobby Seay,1225,0.8,1.53
Jorge Sosa,1228,-0.3,0.5
Francisco Cordero,1243,1.3,0.28
Doug Davis,1244,1.0,1.83
Chan Ho Park,1267,1.4,0.58
Chris Carpenter,1292,5.1,0.0
Scott Eyre,1300,-0.1,0.44
Roy Halladay,1303,7.0,4.72
Brandon Lyon,1312,0.8,0.68
Brendan Donnelly,1441,0.6,0.83
Randy Flores,1446,0.1,0.32
Aaron Harang,1451,2.2,2.49
Guillermo Mota,1467,0.1,-0.05
Jon Rauch,1475,0.6,0.94
John Lackey,1507,3.2,2.69
Oliver Perez,1514,-0.6,1.04
Aaron Cook,1571,1.4,3.16
Mark Hendrickson,1574,0.3,1.0
Nate Robertson,1620,0.5,0.5
Cliff Lee,1636,6.4,3.87
Brian Tallet,1646,1.5,0.48
Seth McClung,1657,-0.9,1.83
Jose Contreras,1660,2.1,1.1
Javier Lopez,1663,-0.2,-0.02
Jeremy Bonderman,1667,-0.4,2.14
Wil Ledezma,1669,0.0,0.12
Trever Miller,1672,0.5,0.18
Kiko Calero,1676,1.5,0.07
Brandon Webb,1692,-0.2,3.98
Claudio Vargas,1695,0.3,0.53
Dontrelle Willis,1703,-0.1,2.99
Todd Wellemeyer,1709,-0.1,2.98
Jose Valverde,1726,0.8,1.27
Edgar Gonzalez,1727,0.4,0.48
Aaron Heilman,1751,0.3,0.9
Dan Haren,1757,5.3,5.87
Kevin Correia,1767,3.1,0.63
Rich Harden,1772,1.9,2.17
Chad Gaudin,1783,1.9,1.57
Jimmy Gobble,1791,-0.2,0.15
Kevin Gregg,1793,-0.3,0.32
Michael Gonzalez,1794,0.8,0.83
Neal Cotts,1797,-0.4,0.15
Geoff Geary,1813,-0.4,0.56
Matt Belisle,1837,0.0,1.22
Vinnie Chulk,1838,-0.1,0.28
Edwin Jackson,1841,3.7,2.6
Chris Bootcheck,1842,0.1,0.38
John Grabow,1848,0.3,0.2
Ryan Madson,1852,1.2,0.64
Shawn Camp,1855,0.5,0.16
Michael Wuertz,1856,2.3,-0.01
Lenny DiNardo,1894,-0.1,0.18
Greg Aquino,1899,-0.2,0.42
Jason Frasor,1906,1.4,0.11
Matt Thornton,1918,2.3,0.5
Brian Bruney,1929,0.0,-0.07
Daniel Cabrera,1931,-0.3,0.86
Zack Greinke,1943,8.6,1.99
Denny Bautista,1947,0.2,0.15
Tim Byrdak,1995,-0.5,-0.09
Saul Rivera,2027,-0.5,0.07
Clayton Kershaw,2036,4.1,1.74
Jorge De La Rosa,2047,3.3,1.05
Matt Guerrier,2061,0.1,0.21
Jose Veras,2063,-0.3,0.38
Jeremy Guthrie,2072,1.3,3.43
Chien-Ming Wang,2074,0.1,1.39
Heath Bell,2080,2.2,0.77
Fernando Cabrera,2105,0.1,0.55
Angel Guzman,2145,0.1,0.27
Sean Henn,2147,-0.2,0.18
Chad Qualls,2170,0.9,1.23
Dennis Sarfate,2174,0.0,0.27
Renyel Pinto,2180,0.1,-0.05
Joel Hanrahan,2186,1.1,0.23
Ian Snell,2227,1.1,2.04
Adam Wainwright,2233,5.2,1.7
Blaine Boyer,2237,0.3,0.6
Joel Peralta,2332,0.0,0.45
Todd Coffey,2467,0.8,0.11
Robinson Tejeda,2575,1.2,0.48
Wandy Rodriguez,2586,4.2,2.49
Chris Sampson,2651,0.7,-0.3
Dan Giese,2656,-0.3,0.5
Randy Messenger,2658,-0.1,0.25
Brian Sanches,2739,0.3,-0.15
Jack Taschner,2766,-0.2,0.06
Carlos Marmol,2790,0.8,1.1
Manny Corpas,2807,0.4,1.19
Santiago Casilla,2873,-0.2,0.41
Juan Oviedo,2886,-0.8,0.17
Sean Green,3001,-0.1,0.92
Alberto Arias,3087,0.6,0.02
Doug Slaten,3107,0.0,0.03
Luis Mendoza,3126,-0.1,0.13
Manny Delcarmen,3180,0.0,0.47
Zach Miner,3193,0.4,0.31
Chris Young,3196,0.1,1.2
Ervin Santana,3200,0.8,5.47
Ryan Rowland-Smith,3245,1.8,0.3
Roberto Hernandez,3273,0.2,0.76
Joe Smith,3281,0.2,0.29
Hiroki Kuroda,3283,2.1,4.25
Anibal Sanchez,3284,0.7,0.5
Matt Garza,3340,2.8,2.33
Jon Meloan,3355,0.2,-0.15
Juan Morillo,3369,-0.1,0.43
Ubaldo Jimenez,3374,5.3,1.85
Jensen Lewis,3384,-0.3,0.29
Brian Burres,3425,0.1,0.5
Jonathan Albaladejo,3521,-0.3,0.17
Kevin Cameron,3523,0.2,0.65
Clay Buchholz,3543,0.7,0.35
Charlie Haeger,3545,-0.1,0.14
C.J. Wilson,3580,1.8,0.11
Kyle Davies,3642,0.4,3.29
Jim Johnson,3656,0.3,0.78
Jesse Litsch,3688,-0.2,1.91
Ricky Nolasco,3830,4.2,4.04
Zach Duke,3840,2.9,3.2
Gavin Floyd,3886,4.0,1.65
Jason Bulger,3915,0.6,0.12
Frankie de la Cruz,3920,-0.1,0.39
Jose Ascanio,3951,0.2,-0.02
Edward Mujica,3970,0.5,0.44
Edinson Volquez,3990,0.2,1.2
Yusmeiro Petit,4020,0.1,0.5
Rafael Perez,4078,-0.1,0.74
Carlos Villanueva,4138,0.5,0.5
Armando Galarraga,4222,0.6,0.84
Jered Weaver,4235,3.8,4.13
Micah Owings,4253,-0.2,0.53
Nick Blackburn,4270,2.4,1.96
Manny Parra,4279,0.7,3.0
Matt Albers,4300,0.6,0.5
Lance Cormier,4346,0.2,1.38
Joe Saunders,4366,1.0,1.34
Dustin Nippert,4426,0.9,0.32
Jason Hammel,4538,3.5,0.63
Tony Pena,4573,0.7,0.39
Matt Lindstrom,4604,0.0,0.63
Joe Thatcher,4620,0.9,0.16
Dave Bush,4635,0.3,1.25
Jason Bergmann,4640,-0.1,0.2
Joel Zumaya,4699,-0.2,-0.1
Matt Cain,4732,3.3,3.21
Jonathan Broxton,4759,2.6,1.1
Felix Hernandez,4772,7.0,3.26
John Maine,4773,0.8,0.9
Matt Capps,4788,-0.1,0.73
Jesse Crain,4817,0.2,0.13
Edwar Ramirez,4830,-0.4,0.6
Clay Rapada,4831,-0.1,0.13
Joe Blanton,4849,2.1,2.26
Peter Moylan,4891,1.1,0.31
Scott Kazmir,4897,2.2,3.8
Brad Thompson,4911,0.0,0.17
Jon Lester,4930,5.4,3.92
Cole Hamels,4972,3.7,6.34
Franklin Morales,5088,0.4,0.5
Rick VandenHurk,5099,0.2,0.45
Mike Pelfrey,5203,1.9,1.98
Dana Eveland,5508,0.1,2.38
Boone Logan,5525,-0.1,0.5
Jair Jurrjens,5556,3.4,3.34
Jo-Jo Reyes,5559,0.0,0.86
Josh Banks,5570,-0.3,0.45
Mitch Stetter,5579,0.0,0.38
Tyler Clippard,5640,0.1,0.49
Tim Lincecum,5705,7.5,4.43
Brian Bannister,5718,2.2,0.9
Eric O'Flaherty,5746,0.4,0.0
Chad Billingsley,5842,2.7,4.65
Radhames Liz,5843,-0.2,0.41
Sean Marshall,5905,0.8,0.08
Pat Misch,5909,-0.2,0.34
Takashi Saito,6021,0.3,0.9
Logan Kensing,6166,-0.6,0.24
Scott Baker,6176,3.4,1.46
Kyle Kendrick,6230,0.3,2.99
Aaron Laffey,6248,1.3,0.5
Scott Feldman,6283,2.9,0.39
George Sherrill,6291,1.3,0.41
John Danks,6329,2.7,3.08
Rich Thompson,6422,-0.2,0.04
Jeremy Accardo,6428,-0.1,0.44
Brian Wilson,6485,2.2,0.2
Andrew Miller,6785,0.7,2.63
Joakim Soria,6941,1.6,0.4
Luke Hochevar,6943,0.9,1.22
Ian Kennedy,6986,-0.1,0.5
Hong-Chih Kuo,7016,0.4,0.47
James Shields,7059,3.4,3.6
Dustin Moseley,7060,0.1,0.34
John Lannan,7080,1.4,1.0
Anthony Reyes,7105,0.1,0.07
Nick Masset,7267,1.2,0.48
J.A. Happ,7410,1.6,0.39
Mark Lowe,7416,1.3,0.53
Jonathan Sanchez,7507,1.8,2.58
Cla Meredith,7613,0.2,0.72
Andy Sonnanstine,7667,0.0,2.19
Hideki Okajima,7763,0.6,0.59
Daisuke Matsuzaka,7775,0.3,3.45
Jerry Blevins,7841,0.3,0.35
Ramon Ramirez,7986,0.3,1.1
Eric Stults,8011,0.5,0.5
Glen Perkins,8041,0.7,0.2
Kevin Hart,8079,0.2,0.06
J.P. Howell,8245,0.7,0.9
Billy Buckner,8253,0.5,0.34
Huston Street,8258,1.5,0.5
Sean Gallagher,8261,0.1,0.3
Ross Ohlendorf,8268,1.6,0.23
Jared Burton,8346,0.2,0.06
Homer Bailey,8362,1.1,3.88
Brian Wolfe,8515,-0.4,-0.03
Philip Humber,8586,-0.1,0.07
Phil Dumatrait,8598,-0.6,0.81
Brandon Medders,8604,0.3,0.2
Bobby Jenks,8645,0.2,0.75
Brian Stokes,8653,0.0,0.06
Paul Maholm,8678,3.7,2.59
Jorge Campillo,8686,0.0,2.35
Justin Verlander,8700,8.5,1.99
Manny Acosta,8725,-0.1,0.13
Brandon Morrow,9346,0.3,0.69
Lance Broadway,9885,0.3,-0.29
Garrett Olson,9889,-0.6,0.58
Chris Volstad,9901,0.0,0.8
Kevin Slowey,9918,1.4,3.13
