Name,playerid,real,pred
Miguel Batista,46,-0.4,0.4
Dan Wheeler,120,-0.3,0.37
Rafael Betancourt,177,1.4,0.06
Darren Oliver,206,1.1,1.68
Mark Buehrle,225,1.6,4.5
Daniel McCutchen,263,0.0,-0.01
Juan Cruz,273,0.0,-0.06
Kyle Farnsworth,278,0.2,0.57
Will Ohman,296,-0.4,0.26
Kerry Wood,304,-0.3,0.44
Carlos Zambrano,305,0.6,0.5
CC Sabathia,404,4.0,5.59
Jake Westbrook,412,2.0,0.6
Brian Fuentes,429,-0.5,0.76
Fernando Rodney,494,2.2,0.1
Josh Beckett,510,2.0,1.89
Ryan Dempster,517,2.7,4.68
Brad Penny,535,-0.4,0.5
Brad Lidge,563,-0.2,0.59
Roy Oswalt,571,0.7,2.69
Jeremy Affeldt,583,0.8,0.05
Mike MacDougal,612,0.0,0.3
Jamey Wright,715,0.6,0.35
Grant Balfour,718,1.6,0.81
LaTroy Hawkins,729,-0.1,0.2
Kyle Lohse,739,3.3,1.02
J.C. Romero,754,-0.3,0.07
Bruce Chen,769,1.7,0.95
Scott Downs,773,0.2,0.55
Carl Pavano,790,0.8,2.91
Randy Choate,813,0.5,0.76
Ted Lilly,833,0.8,2.93
Mariano Rivera,844,0.4,0.9
Sam Demel,868,0.0,0.06
Scott Maine,885,0.0,0.51
Tim Hudson,921,1.6,1.0
Brett Myers,962,0.1,0.5
Vicente Padilla,964,0.2,0.02
Randy Wolf,976,0.6,2.29
Jake Peavy,1051,4.4,3.63
Freddy Garcia,1077,0.5,1.5
Rafael Soriano,1100,1.0,-0.08
Livan Hernandez,1116,-0.9,1.31
Marco Estrada,1118,2.9,0.49
Tommy Hunter,1157,-0.4,0.5
R.A. Dickey,1245,4.6,3.48
Colby Lewis,1259,2.2,3.23
Chris Carpenter,1292,0.2,2.32
Roy Halladay,1303,2.5,6.15
Brandon Lyon,1312,0.8,0.57
Andrew Bailey,1368,0.0,0.87
Joaquin Benoit,1437,0.1,0.81
Chad Durbin,1442,-0.7,0.14
Aaron Harang,1451,2.3,1.59
Jon Rauch,1475,0.3,0.5
Felix Doubront,1478,1.2,-0.0
Sandy Rosario,1525,0.1,-0.02
Cliff Lee,1636,4.9,5.74
Francisco Rodriguez,1642,0.2,1.62
Javier Lopez,1663,0.5,0.5
D.J. Carrasco,1666,-0.1,0.1
Chris Capuano,1701,2.9,1.07
Jose Valverde,1726,0.9,-0.03
Dan Haren,1757,1.8,4.91
Kevin Correia,1767,0.9,0.5
Chad Gaudin,1783,0.2,0.02
Kevin Gregg,1793,-0.2,0.63
Michael Gonzalez,1794,0.6,0.22
J.J. Putz,1795,1.4,1.25
Matt Belisle,1837,1.8,0.6
Edwin Jackson,1841,2.1,2.16
Shawn Camp,1855,0.4,0.5
Sean Burnett,1886,0.9,-0.19
Jason Frasor,1906,0.2,0.5
Matt Thornton,1918,1.3,0.5
Brian Bruney,1929,0.0,0.14
Frank Francisco,1933,0.2,0.6
Justin Germano,1938,0.6,0.08
Zack Greinke,1943,4.8,4.78
Raul Valdes,1953,0.7,0.29
Cory Luebke,1984,0.8,1.99
Ivan Nova,1994,1.1,2.45
Tim Byrdak,1995,0.1,-0.02
Clayton Kershaw,2036,6.2,4.06
Justin Masterson,2038,2.8,4.27
Jorge De La Rosa,2047,-0.3,1.4
Matt Guerrier,2061,-0.4,-0.05
Jose Veras,2063,0.3,0.58
Jeremy Guthrie,2072,0.9,1.59
Heath Bell,2080,0.4,0.71
Chris Narveson,2141,-0.1,0.68
Chad Qualls,2170,-0.4,0.39
Joel Hanrahan,2186,-0.3,0.73
Joel Peralta,2332,0.9,0.48
Anthony Varvaro,2385,0.0,0.64
Todd Coffey,2467,0.1,0.13
Wandy Rodriguez,2586,2.8,0.5
Jhoulys Chacin,2608,0.4,1.3
Scott Atchison,2642,0.8,0.41
Brett Cecil,2660,0.1,1.48
Joba Chamberlain,2692,0.1,0.08
Brian Sanches,2739,-0.4,0.01
Carlos Marmol,2790,0.1,0.5
Ross Detwiler,2859,1.5,0.22
Santiago Casilla,2873,-0.5,0.55
Kenley Jansen,3096,2.2,0.3
Doug Slaten,3107,-0.1,0.42
Max Scherzer,3137,4.5,2.04
Clayton Mortensen,3166,-0.3,-0.08
David Price,3184,4.3,3.35
Ervin Santana,3200,-0.8,2.32
Francisco Liriano,3201,1.5,0.42
Josh Roenicke,3241,-0.1,0.03
Jeff Samardzija,3254,2.7,0.47
Jordan Walden,3271,0.5,0.65
Roberto Hernandez,3273,-0.3,2.19
Joe Smith,3281,0.8,0.94
Hiroki Kuroda,3283,3.3,2.69
Anibal Sanchez,3284,3.5,3.16
Darren O'Day,3321,1.5,-0.04
Matt Garza,3340,0.9,3.04
Mitchell Boggs,3344,0.6,0.39
Cesar Ramos,3357,0.2,0.01
Ubaldo Jimenez,3374,0.9,2.29
Ricky Romero,3403,0.5,4.03
Clay Buchholz,3543,0.8,1.24
Clayton Richard,3551,0.3,0.5
C.J. Wilson,3580,2.6,3.17
David Pauley,3625,-0.1,0.07
Jim Johnson,3656,1.3,1.41
Logan Ondrusek,3677,-0.8,0.33
Brandon League,3731,0.9,1.46
Felipe Paulino,3777,0.9,2.47
Chris Resop,3799,0.3,0.54
Mat Latos,3815,2.7,2.94
Ricky Nolasco,3830,2.3,1.79
Zach Duke,3840,0.2,0.41
Gavin Floyd,3886,1.9,1.77
Edward Mujica,3970,0.4,0.36
Edinson Volquez,3990,1.4,0.5
Brian Duensing,4064,1.5,1.2
Alex Burnett,4065,0.4,0.09
Pedro Strop,4070,0.7,0.22
Rafael Perez,4078,-0.1,0.49
Dan Runzler,4080,0.0,0.28
James Russell,4089,0.7,-0.08
Luke Gregerson,4090,0.6,0.94
Carlos Villanueva,4138,0.6,1.19
Jose Mijares,4140,0.8,0.37
Derek Holland,4141,1.5,2.86
Jake Arrieta,4153,1.6,0.6
Enerio Del Rosario,4204,0.0,-0.01
Armando Galarraga,4222,-0.6,0.3
Wilton Lopez,4227,1.3,0.9
Jered Weaver,4235,3.0,3.29
Brad Lincoln,4241,0.6,1.26
Micah Owings,4253,-0.1,0.2
David Huff,4257,0.2,0.56
David Hernandez,4259,2.0,0.52
Mark Melancon,4264,-0.2,0.05
Nick Blackburn,4270,-0.7,0.3
Matt Albers,4300,-0.5,0.09
Kyle Drabek,4359,-0.1,0.15
Craig Breslow,4363,0.6,0.14
Joe Saunders,4366,2.0,0.5
Jeremy Hellickson,4371,0.8,1.92
Brad Mills,4420,0.3,-0.4
Kameron Loe,4422,-0.2,0.54
Jon Niese,4424,2.5,3.01
Michael Bowden,4440,-0.1,0.22
Matt Palmer,4457,-0.1,0.5
Jordan Zimmermann,4505,3.3,1.83
Randy Wells,4535,-0.2,0.62
Jason Hammel,4538,2.6,0.5
Josh Johnson,4567,3.3,3.14
Clay Hensley,4593,-0.6,0.2
Matt Lindstrom,4604,0.6,0.76
Joe Thatcher,4620,0.4,0.16
Sam LeCure,4664,0.9,0.53
Charlie Morton,4676,0.4,0.63
Pat Neshek,4682,0.0,0.5
Jeff Francis,4684,1.7,1.41
Matt Cain,4732,3.2,3.16
Sergio Santos,4734,-0.2,1.01
Jonathan Broxton,4759,1.1,0.16
Felix Hernandez,4772,6.6,4.95
Vinnie Pestano,4782,1.4,0.69
Matt Capps,4788,0.0,0.16
Rich Hill,4806,0.3,0.3
Jesse Crain,4817,0.8,0.78
Clay Rapada,4831,0.4,-0.17
Kyle McClellan,4845,-0.2,-0.0
Joe Blanton,4849,2.5,0.5
Peter Moylan,4891,-0.1,0.39
Jon Lester,4930,2.4,3.15
Fernando Salas,4971,0.3,0.37
Cole Hamels,4972,4.6,6.08
Fernando Abad,4994,0.2,-0.04
Dale Thayer,5032,0.6,0.13
Franklin Morales,5088,0.4,-0.07
Rick VandenHurk,5099,0.0,0.51
Guillermo Moscoso,5106,0.2,0.74
Evan Meek,5109,-0.1,0.1
Alfredo Aceves,5164,0.0,0.57
Ernesto Frieri,5178,0.8,1.48
Mike Pelfrey,5203,0.6,1.63
Chris Perez,5213,1.1,0.43
Wade LeBlanc,5221,0.6,0.49
Chris Tillman,5279,1.3,1.1
Esmerling Vasquez,5280,0.3,0.17
Samuel Deduno,5285,-0.1,0.08
Cristhian Martinez,5337,0.5,-0.12
Jesse Chavez,5448,-0.3,0.29
Dana Eveland,5508,0.0,0.53
James McDonald,5523,1.7,1.66
Madison Bumgarner,5524,2.6,0.9
Boone Logan,5525,0.4,0.37
Phil Coke,5535,0.7,0.72
Jair Jurrjens,5556,-0.5,1.44
Tyler Clippard,5640,1.2,0.59
Jason Berken,5673,-0.2,0.43
Tim Lincecum,5705,0.9,3.32
Eric O'Flaherty,5746,0.4,0.68
Chad Billingsley,5842,3.0,3.14
Jason Motte,5861,0.9,0.72
Jeff Karstens,5879,1.7,1.19
Sean Marshall,5905,1.5,1.11
Wesley Wright,5960,0.5,-0.12
Takashi Saito,6021,-0.3,-0.05
John Ely,6132,-0.1,0.05
Shaun Marcum,6204,1.2,2.12
Kyle Kendrick,6230,1.2,0.48
Tom Gorzelanny,6244,0.1,0.63
Aaron Laffey,6248,-0.2,0.15
Trevor Cahill,6249,2.4,3.37
Scott Feldman,6283,2.3,0.76
George Sherrill,6291,-0.2,0.98
John Danks,6329,0.3,2.06
Henry Rodriguez,6371,-0.4,0.27
Rich Thompson,6422,-0.1,0.46
Jeremy Accardo,6428,0.1,0.1
Tim Stauffer,6432,0.0,1.96
Vance Worley,6435,1.9,1.15
Kevin Jepsen,6475,0.7,0.3
Steve Cishek,6483,0.8,0.85
Brian Wilson,6485,0.0,0.0
Marc Rzepczynski,6612,-0.6,1.23
Craig Kimbrel,6655,3.1,0.9
Andrew Miller,6785,0.5,0.5
Jeff Manship,6865,-0.2,0.41
Collin Balester,6883,-0.5,-0.02
Johnny Cueto,6893,4.3,2.92
Luke Hochevar,6943,1.4,1.19
Bobby Cassevah,6950,-0.8,0.19
Drew Storen,6983,0.7,0.67
Ian Kennedy,6986,2.3,3.0
James Shields,7059,3.8,1.53
Dustin Moseley,7060,0.0,1.41
John Lannan,7080,0.4,0.54
Daniel Bard,7115,-0.7,0.53
Daniel Hudson,7146,0.0,5.48
Jonny Venters,7175,-0.1,0.13
Greg Holland,7196,2.3,0.3
Craig Stammen,7274,0.8,0.21
Brad Ziegler,7293,0.6,0.28
Casey Janssen,7355,1.1,0.3
Dillon Gee,7396,1.6,0.98
J.A. Happ,7410,1.8,1.01
Mark Lowe,7416,0.1,0.07
Wade Davis,7441,1.0,1.9
Gio Gonzalez,7448,5.0,3.52
Phil Hughes,7450,1.9,1.37
Ryan Webb,7474,0.7,0.21
Mike Ekstrom,7488,0.2,0.38
Scott Elbert,7489,0.2,0.07
Jonathan Sanchez,7507,-0.7,1.03
Lucas Harrell,7541,2.7,0.23
Jake McGee,7550,1.9,0.06
Chris Leroux,7645,0.1,0.26
Jeff Gray,7718,-0.8,0.04
Shawn Kelley,7773,0.5,0.13
Jerry Blevins,7841,0.1,-0.08
Tyson Ross,7872,0.3,0.5
Frank Herrmann,7960,0.3,0.13
Ramon Ramirez,7986,0.1,0.27
Glen Perkins,8041,1.1,0.58
Jason Vargas,8044,1.5,4.04
Jaime Garcia,8137,2.6,2.91
Yovani Gallardo,8173,2.0,3.73
Brett Anderson,8223,0.9,2.89
David Robertson,8241,1.5,1.28
Huston Street,8258,1.1,0.64
Ross Ohlendorf,8268,-0.1,0.5
Casey Coleman,8270,-0.4,0.21
Tony Sipp,8280,0.0,0.33
Jared Burton,8346,0.9,0.24
Homer Bailey,8362,2.4,1.2
Troy Patton,8368,0.9,0.21
Brad Bergesen,8375,0.1,0.41
Jordan Norberto,8432,0.5,0.5
Bill Bray,8538,-0.7,0.16
Edgmer Escalona,8574,-0.1,0.82
Philip Humber,8586,-0.3,1.48
Jeff Niemann,8591,0.8,1.59
Paul Maholm,8678,1.7,2.5
Justin Verlander,8700,6.9,4.68
Manny Acosta,8725,-0.4,0.14
Daniel Schlereth,8739,-0.4,0.03
Andrew Cashner,8782,0.4,0.5
Ryan Perry,8799,-0.2,0.27
Antonio Bastardo,8844,0.8,0.77
Brandon Beachy,8851,1.1,3.0
Matt Reynolds,8887,-0.1,0.61
Jeanmar Gomez,9033,-0.1,-0.2
John Axford,9059,-0.1,2.0
Cody Eppley,9095,0.2,0.3
Tommy Hanson,9129,0.2,0.2
Koji Uehara,9227,0.8,1.17
David Herndon,9264,0.1,0.13
Brandon Morrow,9346,2.5,2.26
Josh Tomlin,9388,0.3,2.57
Kris Medlen,9417,3.2,0.42
Doug Fister,9425,3.5,5.37
Jeremy Jeffress,9490,0.0,-0.07
Bud Norris,9492,1.7,0.71
Andrew Carpenter,9533,-0.2,0.22
P.J. Walters,9557,-0.1,-0.03
Mike McClendon,9587,-0.1,0.04
Mike Zagurski,9683,-0.2,0.02
Burke Badenhop,9736,0.2,-0.05
Sergio Romo,9817,1.0,0.85
Michael Kirkman,9877,0.1,-0.26
Travis Wood,9884,0.4,1.25
Garrett Olson,9889,0.0,-0.01
Chris Volstad,9901,-0.1,0.9
Matt Maloney,9920,0.0,0.16
Bobby Parnell,9926,0.9,0.54
Brandon Kintzler,9939,0.1,-0.05
Mike Dunn,9948,0.2,-0.02
Mike Minor,10021,0.7,2.39
Hisanori Takahashi,10091,0.3,0.74
Mike Leake,10130,1.2,2.18
Stephen Strasburg,10131,4.0,1.81
Ryota Igarashi,10232,0.0,0.38
Aroldis Chapman,10233,3.1,0.6
Alexi Ogando,10261,0.9,2.42
