Name,playerid,real,pred
Joe Smith,3281,0.5,0.34
Hiroki Kuroda,3283,3.3,2.3
Anibal Sanchez,3284,5.8,2.61
Hector Noesi,3292,0.1,0.5
Chris Hatcher,3299,-0.1,-0.15
Darren O'Day,3321,0.7,1.52
Matt Garza,3340,2.1,2.41
Mitchell Boggs,3344,-0.9,-0.21
Cesar Ramos,3357,0.1,0.07
Ubaldo Jimenez,3374,3.5,2.46
Ricky Romero,3403,-0.3,1.44
Danny Duffy,3542,0.6,0.43
Clay Buchholz,3543,2.7,0.5
Liam Hendriks,3548,-0.1,-0.4
Clayton Richard,3551,-1.0,0.4
C.J. Wilson,3580,2.9,3.99
Jim Johnson,3656,0.9,0.53
Logan Ondrusek,3677,0.1,0.28
Brandon League,3731,-0.7,0.46
Everett Teaford,3732,0.0,0.04
Chris Resop,3799,-0.3,0.21
Mat Latos,3815,5.0,2.94
Ricky Nolasco,3830,3.5,2.13
Zach Duke,3840,0.0,0.27
Rubby de la Rosa,3862,-0.2,0.57
Gavin Floyd,3886,0.2,3.57
David Carpenter,3959,0.9,0.33
Edward Mujica,3970,0.1,0.21
Edinson Volquez,3990,0.7,1.2
Hector Santiago,4026,1.3,0.49
Brian Duensing,4064,0.9,0.4
Alex Burnett,4065,0.0,0.31
Pedro Strop,4070,0.6,0.64
James Russell,4089,0.1,0.33
Luke Gregerson,4090,1.2,0.53
Carlos Villanueva,4138,1.2,0.26
Jose Mijares,4140,0.4,0.66
Derek Holland,4141,4.5,1.99
Jake Arrieta,4153,0.2,0.95
Rafael Dolis,4185,0.0,0.25
Wilton Lopez,4227,0.6,0.87
Jered Weaver,4235,2.3,3.38
Brad Lincoln,4241,-0.4,0.83
David Huff,4257,0.0,0.5
David Hernandez,4259,-0.3,2.01
Mark Melancon,4264,2.5,0.15
Matt Albers,4300,0.3,0.39
Tyler Chatwood,4338,1.9,0.17
Craig Breslow,4363,0.5,0.55
Joe Saunders,4366,0.5,2.72
Jeremy Hellickson,4371,1.3,1.0
Kameron Loe,4422,-1.2,0.25
Jon Niese,4424,2.2,3.84
Michael Bowden,4440,0.0,0.43
Jordan Zimmermann,4505,3.8,3.37
Josh Johnson,4567,0.4,3.86
Matt Lindstrom,4604,1.0,0.43
Joe Thatcher,4620,0.2,0.11
Sam LeCure,4664,0.9,0.61
Charlie Morton,4676,1.4,0.5
Pat Neshek,4682,-0.2,-0.16
Jeff Francis,4684,0.5,2.01
Matt Cain,4732,1.2,2.94
Sergio Santos,4734,0.9,0.4
Jonathan Broxton,4759,-0.3,0.5
Felix Hernandez,4772,6.1,2.93
Vinnie Pestano,4782,-0.4,0.99
Rich Hill,4806,0.1,0.52
Jesse Crain,4817,1.9,0.52
Clay Rapada,4831,0.0,0.19
Kyle McClellan,4845,-0.2,0.01
Joe Blanton,4849,-0.4,2.21
Peter Moylan,4891,-0.3,0.56
Jarrod Parker,4913,1.3,2.74
Jon Lester,4930,3.3,2.26
Justin De Fratus,4955,0.1,0.18
Fernando Salas,4971,0.0,0.76
Cole Hamels,4972,4.6,4.04
Fernando Abad,4994,0.3,0.48
Dale Thayer,5032,0.0,0.17
Franklin Morales,5088,-0.1,-0.04
Scott Diamond,5089,0.1,1.92
Guillermo Moscoso,5106,-0.5,0.24
Alfredo Aceves,5164,-0.6,-0.11
Ernesto Frieri,5178,0.7,0.35
Brayan Villarreal,5180,-0.3,0.37
Mike Pelfrey,5203,2.4,1.27
Chris Perez,5213,-0.8,0.2
Wade LeBlanc,5221,0.1,-0.01
Vin Mazzaro,5231,0.4,0.36
Chris Tillman,5279,2.0,2.2
Cristhian Martinez,5337,0.0,0.6
Jesse Chavez,5448,0.7,0.16
James McDonald,5523,0.2,1.7
Madison Bumgarner,5524,3.5,1.7
Boone Logan,5525,0.1,0.72
Maikel Cleto,5529,-0.1,0.25
Phil Coke,5535,0.0,0.4
Matt Harrison,5551,0.0,3.31
Jair Jurrjens,5556,0.1,0.5
Tyler Clippard,5640,0.4,1.0
Tim Lincecum,5705,1.4,1.45
Josh Lueke,5722,-0.1,0.08
Eric O'Flaherty,5746,-0.1,0.06
Chad Billingsley,5842,0.1,3.23
Sean Marshall,5905,0.3,0.44
Wesley Wright,5960,0.0,0.1
Jonathan Papelbon,5975,1.1,0.56
Randall Delgado,5985,-0.1,0.5
Kelvin Herrera,6033,0.5,1.27
Shaun Marcum,6204,1.6,1.83
Kyle Kendrick,6230,2.0,0.52
Tom Gorzelanny,6244,0.5,0.5
Aaron Laffey,6248,0.0,1.4
Trevor Cahill,6249,0.7,2.97
Scott Feldman,6283,2.2,1.32
Esmil Rogers,6317,0.1,0.09
Al Alburquerque,6324,0.2,0.59
John Danks,6329,0.2,1.03
Henry Rodriguez,6371,-0.4,0.32
Luis Perez,6389,0.1,0.13
Vance Worley,6435,-0.2,1.09
Kevin Jepsen,6475,0.3,0.94
Steve Cishek,6483,1.5,0.92
Brian Wilson,6485,0.4,0.45
Michael Stutes,6550,0.0,0.31
Alex Cobb,6562,2.3,2.83
Marc Rzepczynski,6612,0.2,0.2
Brad Brach,6627,-0.1,0.64
Andrew Miller,6785,0.3,0.38
Jeff Manship,6865,-0.1,0.0
Johnny Cueto,6893,0.7,5.51
Luke Hochevar,6943,1.1,1.38
Drew Storen,6983,0.2,0.5
Ian Kennedy,6986,0.4,1.94
James Shields,7059,4.1,1.58
Daniel Bard,7115,0.0,0.9
Ryan Mattheus,7169,0.1,0.02
Greg Holland,7196,3.1,1.52
Craig Stammen,7274,1.1,-0.02
Brad Ziegler,7293,0.5,0.36
Josh Collmenter,7312,0.9,0.84
Casey Janssen,7355,1.2,-0.11
Dillon Gee,7396,2.1,1.71
Javy Guerra,7407,0.0,0.07
Mark Lowe,7416,-0.3,0.1
Wade Davis,7441,1.5,0.76
Gio Gonzalez,7448,3.2,3.96
Phil Hughes,7450,1.0,1.3
Ryan Webb,7474,0.5,-0.04
Evan Scribner,7525,0.0,0.03
Lucas Harrell,7541,-0.9,2.96
Jake McGee,7550,0.5,0.56
Tommy Milone,7608,1.2,2.18
Chris Leroux,7645,-0.2,0.1
Juan Nicasio,7731,2.1,0.11
Mike Fiers,7754,-0.6,0.65
Shawn Kelley,7773,0.4,0.06
Jerry Blevins,7841,0.3,0.3
Tyson Ross,7872,1.9,0.99
Cory Gearrin,7947,-0.2,0.32
Anthony Bass,7982,-0.1,0.5
Ramon Ramirez,7986,-0.3,0.44
Glen Perkins,8041,1.8,0.99
Jason Vargas,8044,1.7,1.32
Bryan Shaw,8110,1.0,0.27
Jaime Garcia,8137,0.5,3.81
Yovani Gallardo,8173,1.5,2.84
Brett Anderson,8223,0.3,0.16
David Robertson,8241,1.3,0.26
Huston Street,8258,-0.8,0.04
Tony Sipp,8280,-0.3,0.1
Jared Burton,8346,0.9,0.34
Homer Bailey,8362,3.9,2.94
Troy Patton,8368,0.0,0.25
Edgmer Escalona,8574,-0.2,0.51
Philip Humber,8586,-0.2,0.46
Paul Maholm,8678,0.5,2.22
Justin Verlander,8700,4.8,5.58
Wade Miley,8779,1.6,3.88
Andrew Cashner,8782,2.6,0.26
Antonio Bastardo,8844,0.6,1.14
Brandon Beachy,8851,0.2,1.26
Ryan Cook,8855,1.6,0.9
Matt Reynolds,8887,0.4,0.34
Jeanmar Gomez,9033,0.2,0.5
John Axford,9059,-0.5,0.63
Zach Putnam,9080,0.0,0.2
Cody Eppley,9095,0.0,0.45
Brad Hand,9111,0.1,0.8
Nathan Eovaldi,9132,1.5,1.17
Koji Uehara,9227,3.1,0.4
Dylan Axelrod,9303,-0.4,0.61
Jared Hughes,9325,-0.1,0.09
Brandon Morrow,9346,-0.2,3.1
Josh Tomlin,9388,0.0,0.91
Kris Medlen,9417,2.4,1.0
Doug Fister,9425,4.0,3.89
George Kontos,9486,-0.3,0.45
Jeremy Jeffress,9490,0.1,0.25
Bud Norris,9492,2.7,2.18
Mike Zagurski,9683,-0.2,0.07
Louis Coleman,9720,0.7,0.08
Burke Badenhop,9736,0.2,0.17
Garrett Richards,9784,1.7,0.24
Rex Brothers,9794,1.0,0.92
Sergio Romo,9817,1.0,0.5
Michael Kirkman,9877,0.1,0.29
Chris Volstad,9901,-0.1,0.5
Bobby Parnell,9926,1.6,0.84
Brandon Kintzler,9939,1.3,0.16
Mike Dunn,9948,0.9,0.37
Tom Wilhelmsen,9975,0.3,1.22
Hisanori Takahashi,10091,-0.1,-0.65
Dane de la Rosa,10095,1.0,0.27
Mike Leake,10130,2.3,3.7
Stephen Strasburg,10131,3.2,4.42
Aaron Crow,10149,-0.2,0.58
Jacob Turner,10185,0.3,0.2
Aroldis Chapman,10233,1.8,1.89
Addison Reed,10586,1.6,0.49
Chris Sale,10603,4.9,3.99
Drew Pomeranz,11426,-0.3,1.84
Steve Delabar,11827,1.2,0.02
Wei-Yin Chen,13071,2.0,2.04
Yu Darvish,13074,4.7,4.0
