Name,playerid,real,pred
Julio Mateo,1087,0.2,0.02
Gil Meche,1089,3.7,2.6
Joel Pineiro,1094,0.4,1.48
Rafael Soriano,1100,0.6,0.5
Aaron Fultz,1113,0.3,0.65
Livan Hernandez,1116,0.2,1.85
Jason Schmidt,1131,0.2,2.85
Jay Witasick,1138,-0.3,0.81
Jason Isringhausen,1158,0.6,0.7
Steve Kline,1164,0.2,-0.04
Matt Morris,1172,2.5,2.26
Mike Timlin,1187,0.0,0.7
Jesus Colome,1198,0.3,0.29
Joe Kennedy,1217,0.4,0.4
Tom Martin,1219,-0.1,0.5
Bobby Seay,1225,0.9,-0.06
Jorge Sosa,1228,1.5,0.36
Jason Standridge,1229,-0.2,0.28
Francisco Cordero,1243,2.4,0.51
Doug Davis,1244,2.2,1.2
Dan Kolb,1257,-0.1,0.84
Kenny Rogers,1277,0.4,1.96
Rudy Seanez,1279,0.5,0.4
Kelvim Escobar,1298,4.8,4.65
Scott Eyre,1300,0.2,-0.01
Roy Halladay,1303,5.1,3.57
Esteban Loaiza,1310,-0.5,1.92
Joaquin Benoit,1437,1.8,0.9
Brendan Donnelly,1441,0.5,0.65
Aaron Harang,1451,5.4,3.24
Guillermo Mota,1467,0.2,0.43
John Lackey,1507,5.0,3.3
Mike Maroth,1508,-1.1,0.5
Kirk Saarloos,1516,-0.4,0.37
Brandon Backe,1529,0.1,1.01
Aaron Cook,1571,2.1,4.14
Mark Hendrickson,1574,1.6,3.69
Jason Davis,1598,-0.4,0.22
Josh Hancock,1606,-0.1,0.12
Nate Robertson,1620,1.8,2.74
Salomon Torres,1628,0.1,1.22
Cliff Lee,1636,0.1,2.42
Francisco Rodriguez,1642,1.9,1.1
Oscar Villarreal,1654,0.4,0.33
Jose Contreras,1660,2.4,3.48
Javier Lopez,1663,0.1,0.02
Jeremy Bonderman,1667,2.8,2.77
Wil Ledezma,1669,-0.4,0.5
Trever Miller,1672,0.1,0.17
Kiko Calero,1676,0.2,0.91
Brandon Webb,1692,6.2,5.44
Derrick Turnbow,1694,1.0,0.17
Claudio Vargas,1695,0.7,1.61
Chris Capuano,1701,1.9,3.23
Dontrelle Willis,1703,0.9,5.77
Todd Wellemeyer,1709,0.2,0.61
Jose Valverde,1726,1.4,0.5
Aaron Heilman,1751,0.9,0.18
Matt Miller,1754,0.1,0.5
Dan Haren,1757,4.7,2.88
Kevin Correia,1767,1.1,0.9
Ryan Wagner,1770,-0.1,1.5
Rich Harden,1772,0.4,0.7
Sergio Mitre,1773,2.4,0.66
Kevin Gregg,1793,1.1,0.67
Michael Gonzalez,1794,0.3,0.89
Neal Cotts,1797,0.0,0.36
Jon Adkins,1799,0.0,0.08
Mike Wood,1806,-0.2,0.08
Geoff Geary,1813,-0.3,0.91
Chad Cordero,1816,0.5,0.5
Noah Lowry,1833,1.2,2.26
Vinnie Chulk,1838,0.9,0.27
John Grabow,1848,0.3,0.55
Ryan Madson,1852,0.4,-0.25
Shawn Camp,1855,-0.4,0.3
Michael Wuertz,1856,0.7,0.51
Lenny DiNardo,1894,0.5,0.24
Akinori Otsuka,1895,1.0,0.5
Greg Aquino,1899,0.0,0.08
Jason Frasor,1906,1.0,0.94
Scott Proctor,1911,-0.5,0.83
Matt Thornton,1918,0.9,-0.1
Brian Bruney,1929,-0.2,0.12
Daniel Cabrera,1931,1.7,2.47
Scott Dohmann,1936,0.0,0.5
Zack Greinke,1943,2.1,0.8
Elizardo Ramirez,1946,-0.2,1.57
Denny Bautista,1947,0.2,-0.03
Chris Booker,2039,-0.2,0.28
Jorge De La Rosa,2047,0.4,0.25
Matt Guerrier,2061,0.7,0.34
Jeremy Guthrie,2072,2.3,-0.06
Chien-Ming Wang,2074,3.7,2.94
Heath Bell,2080,2.5,0.03
Fernando Cabrera,2105,-0.5,0.09
John Koronka,2130,0.1,0.53
Gary Majewski,2131,0.1,0.14
Sean Henn,2147,-0.5,0.21
Yhency Brazoban,2150,0.0,0.44
Chad Qualls,2170,0.8,0.01
Jake Woods,2196,-0.1,0.09
Mike Gosling,2204,-0.3,0.3
Ian Snell,2227,3.4,1.68
Adam Wainwright,2233,3.7,1.79
Jose Capellan,2236,-0.4,0.35
Blaine Boyer,2237,0.1,0.59
Colter Bean,2246,-0.1,-0.08
Joel Peralta,2332,0.8,0.48
Tim Corcoran,2351,-0.4,-0.33
Todd Coffey,2467,-0.7,0.4
Robinson Tejeda,2575,-0.1,0.02
Wandy Rodriguez,2586,3.1,0.65
Randy Messenger,2658,0.5,0.0
Jack Taschner,2766,0.4,0.14
Franquelis Osoria,2860,-0.1,0.44
Santiago Casilla,2873,0.4,0.13
Juan Oviedo,2886,0.4,0.16
Ron Flores,3152,0.0,0.12
Manny Delcarmen,3180,0.4,0.62
Chris Young,3196,4.3,2.31
Ervin Santana,3200,0.8,2.79
Tyler Johnson,3404,-0.1,0.07
Anthony Lerew,3440,-0.3,0.09
Scott Munter,3470,0.1,0.6
Macay McBride,3475,-0.3,0.69
C.J. Wilson,3580,0.7,0.19
Kyle Davies,3642,0.2,3.88
Andy Sisco,3706,-0.2,0.4
Brad Hennessey,3720,0.1,0.22
Brandon League,3731,-0.1,0.76
Chris Resop,3799,-0.1,-0.01
Zach Duke,3840,0.7,3.44
Gavin Floyd,3886,-0.1,-0.5
Jason Bulger,3915,0.1,0.27
Royce Ring,4350,0.0,0.08
Joe Saunders,4366,1.4,0.49
Kameron Loe,4422,1.2,0.5
Scott Olsen,4529,0.5,1.69
Jonah Bayliss,4560,-0.3,-0.07
Josh Johnson,4567,0.2,1.27
Clay Hensley,4593,0.0,3.7
Dave Bush,4635,2.2,3.0
Jason Bergmann,4640,0.8,0.09
Jeff Francis,4684,3.7,3.79
Matt Cain,4732,4.1,3.46
Darrell Rasner,4770,0.0,0.49
Felix Hernandez,4772,3.5,0.7
John Maine,4773,3.2,0.89
Matt Capps,4788,1.8,0.5
Rich Hill,4806,3.1,0.72
Jesse Crain,4817,-0.3,0.69
Joe Blanton,4849,5.3,4.46
Chuck James,4886,0.4,1.22
Scott Kazmir,4897,4.8,4.42
Brad Thompson,4911,-0.9,0.14
Dana Eveland,5508,0.0,0.5
Chad Orvella,5952,-0.5,0.06
Jonathan Papelbon,5975,2.1,-0.2
Logan Kensing,6166,0.2,0.0
Shaun Marcum,6204,1.1,0.4
Tom Gorzelanny,6244,3.1,0.77
Scott Feldman,6283,-0.4,0.5
George Sherrill,6291,1.1,0.63
Chris Ray,6315,0.4,0.63
Jeremy Accardo,6428,1.2,0.9
Hong-Chih Kuo,7016,0.4,0.82
Anthony Reyes,7105,0.5,0.5
Cla Meredith,7613,1.0,0.5
Dustin McGowan,8600,3.4,0.54
Brandon Medders,8604,-0.7,0.73
Bobby Jenks,8645,2.2,1.1
Paul Maholm,8678,1.8,1.69
Jorge Campillo,8686,-0.1,0.03
Justin Verlander,8700,3.7,3.16
