Name,playerid,real,pred
Scott Schoeneweis,33,-0.4,0.57
Aaron Sele,34,0.0,1.99
Scot Shields,35,0.8,0.94
Jarrod Washburn,40,2.0,1.75
Randy Johnson,60,1.6,4.68
Byung-Hyun Kim,61,-0.2,1.55
Mike Koplove,63,0.0,-0.07
Mike Myers,68,-0.2,0.9
John Patterson,71,-0.3,2.4
Curt Schilling,73,2.3,3.3
Tom Glavine,90,1.5,1.44
Greg Maddux,104,3.9,1.81
Jason Marquis,105,1.4,1.46
Kevin Millwood,106,2.1,3.74
Horacio Ramirez,110,0.0,0.8
John Smoltz,115,5.5,2.97
Dan Wheeler,120,0.8,1.72
Jorge Julio,148,0.0,0.4
Rodrigo Lopez,150,0.9,2.8
Sidney Ponson,161,-0.2,0.5
B.J. Ryan,168,-0.1,1.69
Rafael Betancourt,177,3.3,1.07
Derek Lowe,199,3.1,4.68
Pedro Martinez,200,1.2,3.01
Mark Buehrle,225,3.3,1.59
Jon Garland,232,3.5,4.13
Bob Howry,237,1.7,0.39
Damaso Marte,247,1.0,0.3
Antonio Alfonseca,260,0.0,0.22
Juan Cruz,273,0.6,0.57
Kyle Farnsworth,278,-0.2,0.58
Ron Mahay,290,0.5,-0.17
Carlos Zambrano,305,2.8,3.45
Jim Brower,313,0.0,0.04
Elmer Dessens,317,0.0,0.49
Chris Reitsma,348,-0.1,0.16
Scott Williamson,361,0.2,0.06
Danys Baez,367,-0.9,0.55
Bartolo Colon,375,1.0,2.49
David Riske,402,0.1,0.0
CC Sabathia,404,6.4,5.55
Jake Westbrook,412,1.7,3.78
Jaret Wright,415,0.0,5.87
Scott Elarton,426,-1.0,0.5
Brian Fuentes,429,0.9,0.47
Jason Jennings,434,0.4,4.5
Todd Jones,436,0.7,0.56
Dennys Reyes,444,-0.1,0.43
Justin Speier,451,0.5,0.24
John Thomson,453,0.2,1.2
Rick White,456,-0.2,0.9
Mark Redman,491,0.3,1.0
Jamie Walker,502,0.8,0.5
Jeff Weaver,503,0.9,1.11
Josh Beckett,510,5.7,1.44
A.J. Burnett,512,2.3,2.62
Ryan Dempster,517,0.2,0.44
Braden Looper,526,1.4,0.22
Brad Penny,535,4.4,1.61
Julian Tavarez,541,0.8,0.0
Octavio Dotel,555,0.3,0.07
Scott Linebrink,564,-0.5,0.24
Roy Oswalt,571,4.9,4.18
Billy Wagner,578,1.6,2.4
Jeremy Affeldt,583,0.4,0.41
Nate Field,599,0.0,-0.03
Mike MacDougal,612,0.2,0.35
Brian Shouse,630,1.2,0.5
Jeff Suppan,633,2.6,2.5
Odalis Perez,668,1.1,1.37
Ray King,693,-0.5,-0.3
Ben Sheets,710,2.5,4.9
Luis Vizcaino,714,0.3,0.36
Eddie Guardado,727,0.1,0.5
LaTroy Hawkins,729,0.2,0.5
Kyle Lohse,739,3.0,1.08
Eric Milton,743,0.5,0.9
Juan Rincon,752,-0.4,0.5
J.C. Romero,754,0.0,-0.11
Johan Santana,755,4.0,5.81
Tony Armas Jr.,761,0.0,0.45
Bruce Chen,769,-0.2,0.1
Scott Downs,773,1.1,0.63
Matt Herges,780,0.4,0.5
Tomo Ohka,788,-0.1,2.29
Javier Vazquez,801,4.8,4.58
Randy Choate,813,0.0,0.16
Roger Clemens,815,1.5,4.38
Mike Mussina,837,2.6,4.62
Andy Pettitte,840,4.0,3.52
Mariano Rivera,844,2.0,2.59
David Wells,855,1.0,1.2
Armando Benitez,865,-0.1,0.28
Jae Seo,895,-0.2,0.5
David Weathers,902,1.3,0.55
Chad Bradford,904,1.1,1.26
Justin Duchscherer,910,-0.3,1.21
Tim Hudson,921,4.9,2.03
Barry Zito,944,1.6,2.77
Rheal Cormier,952,-0.2,-0.4
Jose Mesa,961,-0.5,-0.1
Brett Myers,962,1.2,3.18
Vicente Padilla,964,0.7,3.02
Randy Wolf,976,1.9,0.15
Bronson Arroyo,978,3.4,4.54
Joe Beimel,979,1.0,0.01
Josh Fogg,989,1.3,1.64
Ron Villone,1010,-0.1,0.43
Kip Wells,1012,0.9,1.65
Adam Eaton,1029,-0.1,0.67
Alan Embree,1030,1.1,0.2
Trevor Hoffman,1035,1.9,0.14
Jake Peavy,1051,6.7,3.84
Ryan Franklin,1076,0.7,0.87
Freddy Garcia,1077,0.2,2.91
