Name,playerid,real,pred
Ramon Ortiz,27,0.1,0.5
Scott Schoeneweis,33,-0.4,0.55
Scot Shields,35,0.8,2.19
Jarrod Washburn,40,2.0,2.71
Matt Wise,42,0.6,0.22
Randy Johnson,60,1.6,4.67
Byung-Hyun Kim,61,-0.2,1.99
Mike Koplove,63,0.0,0.43
Mike Myers,68,-0.2,0.65
John Patterson,71,-0.3,1.3
Curt Schilling,73,2.3,3.29
Tom Glavine,90,1.5,1.78
Greg Maddux,104,3.9,1.83
Kevin Millwood,106,2.1,2.05
Horacio Ramirez,110,0.0,0.62
John Smoltz,115,5.5,3.47
Dan Wheeler,120,0.8,2.26
Erik Bedard,126,5.0,5.33
Jorge Julio,148,0.0,0.71
Rodrigo Lopez,150,0.9,2.24
B.J. Ryan,168,-0.1,0.5
Rafael Betancourt,177,3.3,0.77
Casey Fossum,188,-0.3,1.2
Derek Lowe,199,3.1,2.1
Pedro Martinez,200,1.2,3.41
Mark Buehrle,225,3.3,2.76
Jon Garland,232,3.5,1.84
Bob Howry,237,1.7,0.93
Damaso Marte,247,1.0,0.37
Antonio Alfonseca,260,0.0,0.35
Joe Borowski,267,0.6,0.45
Juan Cruz,273,0.6,0.65
Kyle Farnsworth,278,-0.2,0.78
Jon Lieber,287,1.4,2.81
Ron Mahay,290,0.5,0.14
Carlos Zambrano,305,2.8,5.56
Jim Brower,313,0.0,0.1
Elmer Dessens,317,0.0,0.53
Chris Reitsma,348,-0.1,0.15
Scott Williamson,361,0.2,0.05
Danys Baez,367,-0.9,0.4
Bartolo Colon,375,1.0,0.5
David Riske,402,0.1,0.11
CC Sabathia,404,6.4,5.82
Jake Westbrook,412,1.7,4.11
Jaret Wright,415,0.0,4.68
Shawn Chacon,424,0.5,0.5
Brian Fuentes,429,0.9,0.35
Jason Jennings,434,0.4,4.25
Todd Jones,436,0.7,1.06
Dennys Reyes,444,-0.1,0.01
Victor Santos,446,-0.8,0.7
Justin Speier,451,0.5,0.54
John Thomson,453,0.2,0.5
Rick White,456,-0.2,0.5
Jamie Walker,502,0.8,0.5
Jeff Weaver,503,0.9,1.73
Josh Beckett,510,5.7,1.5
A.J. Burnett,512,2.3,3.08
Ryan Dempster,517,0.2,0.98
Jason Grilli,521,0.6,0.17
Braden Looper,526,1.4,0.79
Brad Penny,535,4.4,3.36
Julian Tavarez,541,0.8,0.22
Doug Brocail,551,0.0,0.34
Octavio Dotel,555,0.3,0.46
Scott Linebrink,564,-0.5,0.33
Roy Oswalt,571,4.9,3.55
Billy Wagner,578,1.6,1.3
Jeremy Affeldt,583,0.4,-0.07
Paul Byrd,594,1.8,1.9
Nate Field,599,0.0,-0.05
Roberto Hernandez,605,-0.2,0.1
Mike MacDougal,612,0.2,1.24
Brian Shouse,630,1.2,0.44
Jeff Suppan,633,2.6,2.38
Odalis Perez,668,1.1,1.16
Ray King,693,-0.5,0.27
Luis Vizcaino,714,0.3,0.7
LaTroy Hawkins,729,0.2,0.11
Kyle Lohse,739,3.0,1.21
Eric Milton,743,0.5,1.1
Juan Rincon,752,-0.4,1.2
J.C. Romero,754,0.0,0.09
Johan Santana,755,4.0,6.09
Tony Armas Jr.,761,0.0,0.3
Bruce Chen,769,-0.2,0.68
Scott Downs,773,1.1,0.01
Matt Herges,780,0.4,0.28
Javier Vazquez,801,4.8,3.41
Todd Williams,805,0.0,0.4
Randy Choate,813,0.0,0.04
Roger Clemens,815,1.5,4.38
Orlando Hernandez,823,1.4,0.6
Ted Lilly,833,3.8,1.52
Mike Mussina,837,2.6,3.17
Andy Pettitte,840,4.0,3.53
Mariano Rivera,844,2.0,2.59
Mike Stanton,849,0.4,0.69
David Wells,855,1.0,1.21
Armando Benitez,865,-0.1,0.27
Jae Seo,895,-0.2,0.4
Tyler Walker,901,0.4,0.85
David Weathers,902,1.3,0.85
Chad Bradford,904,1.1,0.38
Justin Duchscherer,910,-0.3,1.28
Tim Hudson,921,4.9,5.28
Barry Zito,944,1.6,1.88
Jose Mesa,961,-0.5,-0.1
Brett Myers,962,1.2,4.08
Vicente Padilla,964,0.7,2.77
Bronson Arroyo,978,3.4,4.04
Joe Beimel,979,1.0,0.05
Josh Fogg,989,1.3,2.05
Ron Villone,1010,-0.1,0.75
Kip Wells,1012,0.9,0.63
Dave Williams,1013,-0.2,0.5
Adam Eaton,1029,-0.1,0.29
Alan Embree,1030,1.1,0.86
Trevor Hoffman,1035,1.9,0.5
Jake Peavy,1051,6.7,4.8
Ryan Franklin,1076,0.7,1.32
Freddy Garcia,1077,0.2,3.1
Julio Mateo,1087,0.2,0.69
Gil Meche,1089,3.7,0.26
Joel Pineiro,1094,0.4,0.5
Rafael Soriano,1100,0.6,0.26
Aaron Fultz,1113,0.3,0.36
Livan Hernandez,1116,0.2,2.29
Russ Ortiz,1124,0.4,0.5
Jason Schmidt,1131,0.2,1.89
Jerome Williams,1137,-0.3,0.5
Jay Witasick,1138,-0.3,1.17
Jason Isringhausen,1158,0.6,0.22
Steve Kline,1164,0.2,-0.05
Matt Morris,1172,2.5,1.4
Mike Timlin,1187,0.0,0.5
Woody Williams,1190,0.6,1.4
Jesus Colome,1198,0.3,0.24
Tom Martin,1219,-0.1,0.45
Bobby Seay,1225,0.9,0.13
Jorge Sosa,1228,1.5,0.4
Jason Standridge,1229,-0.2,-0.12
Francisco Cordero,1243,2.4,1.89
Doug Davis,1244,2.2,2.26
Dan Kolb,1257,-0.1,0.31
Chan Ho Park,1267,-0.1,0.81
Kenny Rogers,1277,0.4,0.6
Rudy Seanez,1279,0.5,0.5
Kelvim Escobar,1298,4.8,1.95
Scott Eyre,1300,0.2,-0.15
Roy Halladay,1303,5.1,3.87
Esteban Loaiza,1310,-0.5,3.84
Brendan Donnelly,1441,0.5,0.36
Randy Flores,1446,1.1,-0.08
Aaron Harang,1451,5.4,2.84
Guillermo Mota,1467,0.2,0.41
Jon Rauch,1475,1.7,0.35
Josh Towers,1489,0.6,0.48
John Lackey,1507,5.0,4.0
Mike Maroth,1508,-1.1,0.5
Kirk Saarloos,1516,-0.4,0.53
Brandon Backe,1529,0.1,1.2
Luke Hudson,1542,-0.2,2.38
Aaron Cook,1571,2.1,2.94
Mark Hendrickson,1574,1.6,1.02
Jason Davis,1598,-0.4,0.59
Josh Hancock,1606,-0.1,0.31
Nate Robertson,1620,1.8,2.3
Salomon Torres,1628,0.1,0.42
Cliff Lee,1636,0.1,1.45
Russ Springer,1652,1.4,0.5
Oscar Villarreal,1654,0.4,0.18
Jose Contreras,1660,2.4,2.49
Javier Lopez,1663,0.1,0.14
Jeremy Bonderman,1667,2.8,4.53
Wil Ledezma,1669,-0.4,0.44
Trever Miller,1672,0.1,0.3
Kiko Calero,1676,0.2,1.04
Brandon Webb,1692,6.2,4.49
Derrick Turnbow,1694,1.0,0.3
Chris Capuano,1701,1.9,4.27
Dontrelle Willis,1703,0.9,2.5
Todd Wellemeyer,1709,0.2,0.44
Jose Valverde,1726,1.4,0.49
Aaron Heilman,1751,0.9,0.4
Matt Miller,1754,0.1,0.2
Dan Haren,1757,4.7,3.19
Kevin Correia,1767,1.1,0.82
Ryan Wagner,1770,-0.1,0.5
Rich Harden,1772,0.4,1.74
Sergio Mitre,1773,2.4,0.45
Chad Gaudin,1783,1.8,0.5
Jimmy Gobble,1791,0.3,0.5
Kevin Gregg,1793,1.1,0.36
Michael Gonzalez,1794,0.3,0.77
J.J. Putz,1795,2.1,2.09
Neal Cotts,1797,0.0,-0.09
Jon Adkins,1799,0.0,0.52
Mike Wood,1806,-0.2,0.17
Geoff Geary,1813,-0.3,1.24
Chad Cordero,1816,0.5,0.5
Noah Lowry,1833,1.2,0.87
Vinnie Chulk,1838,0.9,0.14
John Grabow,1848,0.3,0.3
Ryan Madson,1852,0.4,-0.1
Shawn Camp,1855,-0.4,0.11
Michael Wuertz,1856,0.7,0.16
Brian Falkenborg,1859,0.0,0.04
Lenny DiNardo,1894,0.5,0.58
Akinori Otsuka,1895,1.0,0.5
Greg Aquino,1899,0.0,0.07
Jason Frasor,1906,1.0,0.96
Scott Proctor,1911,-0.5,0.9
Matt Thornton,1918,0.9,-0.1
Brian Bruney,1929,-0.2,0.23
Daniel Cabrera,1931,1.7,2.38
Scott Dohmann,1936,0.0,0.5
Zack Greinke,1943,2.1,0.65
Elizardo Ramirez,1946,-0.2,0.9
Denny Bautista,1947,0.2,0.5
Chris Booker,2039,-0.2,0.1
Jorge De La Rosa,2047,0.4,0.09
Matt Guerrier,2061,0.7,0.5
Jeremy Guthrie,2072,2.3,0.16
Chien-Ming Wang,2074,3.7,2.79
Heath Bell,2080,2.5,0.07
Fernando Cabrera,2105,-0.5,0.34
John Koronka,2130,0.1,0.82
Gary Majewski,2131,0.1,0.01
Sean Henn,2147,-0.5,0.19
