Name,playerid,real,pred
Yhency Brazoban,2150,0.0,0.46
Chad Qualls,2170,0.8,0.09
Jake Woods,2196,-0.1,0.38
Mike Gosling,2204,-0.3,0.09
Ian Snell,2227,3.4,1.62
Adam Wainwright,2233,3.7,0.91
Jose Capellan,2236,-0.4,0.05
Blaine Boyer,2237,0.1,0.61
Colter Bean,2246,-0.1,0.11
Joel Peralta,2332,0.8,0.66
Tim Corcoran,2351,-0.4,-0.34
Todd Coffey,2467,-0.7,0.58
Robinson Tejeda,2575,-0.1,-0.4
Wandy Rodriguez,2586,3.1,0.5
Randy Messenger,2658,0.5,0.09
Jack Taschner,2766,0.4,0.14
Franquelis Osoria,2860,-0.1,0.44
Santiago Casilla,2873,0.4,0.02
Juan Oviedo,2886,0.4,0.69
Ron Flores,3152,0.0,0.17
Manny Delcarmen,3180,0.4,0.32
Chris Young,3196,4.3,1.44
Ervin Santana,3200,0.8,1.38
Tyler Johnson,3404,-0.1,0.16
Anthony Lerew,3440,-0.3,-0.16
Scott Munter,3470,0.1,-0.24
Macay McBride,3475,-0.3,0.5
C.J. Wilson,3580,0.7,0.24
Andy Sisco,3706,-0.2,0.4
Brad Hennessey,3720,0.1,0.28
Brandon League,3731,-0.1,0.66
Chris Resop,3799,-0.1,0.24
Zach Duke,3840,0.7,3.65
Jason Bulger,3915,0.1,-0.1
Royce Ring,4350,0.0,0.17
Joe Saunders,4366,1.4,0.15
Kameron Loe,4422,1.2,0.5
Dustin Nippert,4426,0.2,0.5
Scott Olsen,4529,0.5,1.68
Jonah Bayliss,4560,-0.3,0.16
Josh Johnson,4567,0.2,1.24
Clay Hensley,4593,0.0,3.06
Dave Bush,4635,2.2,3.03
Jason Bergmann,4640,0.8,-0.05
Jeff Francis,4684,3.7,3.47
Matt Cain,4732,4.1,3.49
Darrell Rasner,4770,0.0,0.15
Felix Hernandez,4772,3.5,0.7
John Maine,4773,3.2,0.56
Matt Capps,4788,1.8,0.92
Rich Hill,4806,3.1,0.44
Jesse Crain,4817,-0.3,0.6
Joe Blanton,4849,5.3,2.85
Chuck James,4886,0.4,0.55
Scott Kazmir,4897,4.8,4.36
Brad Thompson,4911,-0.9,0.37
Dana Eveland,5508,0.0,0.5
Chad Orvella,5952,-0.5,0.01
Jonathan Papelbon,5975,2.1,0.5
Scott Baker,6176,2.7,0.5
Shaun Marcum,6204,1.1,0.5
Tom Gorzelanny,6244,3.1,0.3
Scott Feldman,6283,-0.4,0.5
George Sherrill,6291,1.1,0.76
Chris Ray,6315,0.4,0.45
Jeremy Accardo,6428,1.2,1.14
Tim Stauffer,6432,-0.5,0.73
Hong-Chih Kuo,7016,0.4,0.5
Anthony Reyes,7105,0.5,0.5
Cla Meredith,7613,1.0,0.41
J.P. Howell,8245,0.4,0.91
Dustin McGowan,8600,3.4,0.33
Brandon Medders,8604,-0.7,-0.05
Bobby Jenks,8645,2.2,0.86
Paul Maholm,8678,1.8,1.59
Jorge Campillo,8686,-0.1,-0.08
Justin Verlander,8700,3.7,2.63
