Name,playerid,real,pred
Ubaldo Jimenez,3374,0.9,2.81
Ricky Romero,3403,0.5,3.29
Clay Buchholz,3543,0.8,1.63
Clayton Richard,3551,0.3,0.66
C.J. Wilson,3580,2.6,2.96
Jim Johnson,3656,1.3,0.78
Logan Ondrusek,3677,-0.8,0.47
Brandon League,3731,0.9,1.15
Felipe Paulino,3777,0.9,1.1
Mat Latos,3815,2.7,4.4
Ricky Nolasco,3830,2.3,3.89
Zach Duke,3840,0.2,0.05
Gavin Floyd,3886,1.9,1.67
Edward Mujica,3970,0.4,1.14
Brian Duensing,4064,1.5,1.15
Alex Burnett,4065,0.4,0.21
Pedro Strop,4070,0.7,-0.01
Rafael Perez,4078,-0.1,0.37
Dan Runzler,4080,0.0,0.14
James Russell,4089,0.7,0.26
Luke Gregerson,4090,0.6,0.67
Carlos Villanueva,4138,0.6,0.72
Jose Mijares,4140,0.8,0.31
Derek Holland,4141,1.5,1.92
Jake Arrieta,4153,1.6,0.78
Enerio Del Rosario,4204,0.0,0.1
Armando Galarraga,4222,-0.6,0.3
Wilton Lopez,4227,1.3,0.6
Jered Weaver,4235,3.0,3.54
Brad Lincoln,4241,0.6,0.79
Micah Owings,4253,-0.1,0.07
David Hernandez,4259,2.0,0.71
Mark Melancon,4264,-0.2,0.39
Nick Blackburn,4270,-0.7,0.5
Matt Albers,4300,-0.5,0.11
Kyle Drabek,4359,-0.1,0.15
Craig Breslow,4363,0.6,0.4
Joe Saunders,4366,2.0,0.5
Jeremy Hellickson,4371,0.8,1.87
Jon Niese,4424,2.5,1.99
Michael Bowden,4440,-0.1,0.31
Jordan Zimmermann,4505,3.3,1.19
Randy Wells,4535,-0.2,0.42
Jason Hammel,4538,2.6,0.97
Josh Johnson,4567,3.3,3.39
Matt Lindstrom,4604,0.6,0.41
Joe Thatcher,4620,0.4,0.54
Sam LeCure,4664,0.9,0.73
Charlie Morton,4676,0.4,1.88
Matt Cain,4732,3.2,3.51
Sergio Santos,4734,-0.2,0.53
Jonathan Broxton,4759,1.1,0.63
Felix Hernandez,4772,6.6,4.74
Vinnie Pestano,4782,1.4,0.62
Matt Capps,4788,0.0,0.78
Rich Hill,4806,0.3,0.36
Jesse Crain,4817,0.8,0.66
Clay Rapada,4831,0.4,0.2
Kyle McClellan,4845,-0.2,0.29
Joe Blanton,4849,2.5,1.01
Peter Moylan,4891,-0.1,-0.06
Jon Lester,4930,2.4,1.8
Fernando Salas,4971,0.3,0.4
Cole Hamels,4972,4.6,3.99
Fernando Abad,4994,0.2,0.06
Dale Thayer,5032,0.6,0.24
Franklin Morales,5088,0.4,0.44
Rick VandenHurk,5099,0.0,0.03
Guillermo Moscoso,5106,0.2,0.8
Evan Meek,5109,-0.1,0.16
Alfredo Aceves,5164,0.0,0.6
Ernesto Frieri,5178,0.8,1.69
Mike Pelfrey,5203,0.6,2.49
Chris Perez,5213,1.1,-0.2
Chris Tillman,5279,1.3,1.2
Esmerling Vasquez,5280,0.3,-0.04
Samuel Deduno,5285,-0.1,-0.02
Cristhian Martinez,5337,0.5,-0.23
Jesse Chavez,5448,-0.3,-0.05
Dana Eveland,5508,0.0,0.65
James McDonald,5523,1.7,1.55
Madison Bumgarner,5524,2.6,0.9
Boone Logan,5525,0.4,0.33
Phil Coke,5535,0.7,1.34
Matt Harrison,5551,3.5,0.99
Tyler Clippard,5640,1.2,0.92
Jason Berken,5673,-0.2,0.49
Tim Lincecum,5705,0.9,3.88
Eric O'Flaherty,5746,0.4,0.39
Chad Billingsley,5842,3.0,3.03
Jason Motte,5861,0.9,1.21
Jeff Karstens,5879,1.7,0.8
Sean Marshall,5905,1.5,1.13
Wesley Wright,5960,0.5,-0.04
Jonathan Papelbon,5975,1.4,2.39
Takashi Saito,6021,-0.3,0.02
John Ely,6132,-0.1,0.51
Kyle Kendrick,6230,1.2,0.36
Tom Gorzelanny,6244,0.1,0.29
Trevor Cahill,6249,2.4,2.86
Scott Feldman,6283,2.3,0.5
George Sherrill,6291,-0.2,0.14
John Danks,6329,0.3,2.95
Henry Rodriguez,6371,-0.4,1.16
Rich Thompson,6422,-0.1,0.32
Jeremy Accardo,6428,0.1,-0.17
Tim Stauffer,6432,0.0,2.33
Vance Worley,6435,1.9,1.75
Kevin Jepsen,6475,0.7,-0.07
Steve Cishek,6483,0.8,0.62
Marc Rzepczynski,6612,-0.6,-0.25
Craig Kimbrel,6655,3.1,0.9
Jeff Manship,6865,-0.2,0.45
Collin Balester,6883,-0.5,0.4
Johnny Cueto,6893,4.3,2.79
Luke Hochevar,6943,1.4,3.27
Bobby Cassevah,6950,-0.8,0.13
Drew Storen,6983,0.7,0.82
Ian Kennedy,6986,2.3,2.91
James Shields,7059,3.8,2.65
Dustin Moseley,7060,0.0,0.5
John Lannan,7080,0.4,0.5
Daniel Bard,7115,-0.7,0.76
Daniel Hudson,7146,0.0,5.79
Jonny Venters,7175,-0.1,0.89
Greg Holland,7196,2.3,1.3
Craig Stammen,7274,0.8,-0.02
Brad Ziegler,7293,0.6,0.74
Josh Collmenter,7312,0.7,2.75
Casey Janssen,7355,1.1,0.77
J.A. Happ,7410,1.8,-0.18
Mark Lowe,7416,0.1,0.58
Wade Davis,7441,1.0,0.76
Gio Gonzalez,7448,5.0,2.47
Phil Hughes,7450,1.9,0.9
Ryan Webb,7474,0.7,0.12
Mike Ekstrom,7488,0.2,0.02
Scott Elbert,7489,0.2,0.5
Jonathan Sanchez,7507,-0.7,0.59
Lucas Harrell,7541,2.7,0.34
Jake McGee,7550,1.9,0.33
Chris Leroux,7645,0.1,0.61
Jeff Gray,7718,-0.8,0.05
Shawn Kelley,7773,0.5,0.13
Daisuke Matsuzaka,7775,-0.4,0.5
Jerry Blevins,7841,0.1,0.04
Tyson Ross,7872,0.3,0.5
Frank Herrmann,7960,0.3,0.07
Ramon Ramirez,7986,0.1,0.38
Glen Perkins,8041,1.1,0.27
Jason Vargas,8044,1.5,3.66
Yovani Gallardo,8173,2.0,4.87
Brett Anderson,8223,0.9,3.19
David Robertson,8241,1.5,0.83
Huston Street,8258,1.1,0.27
Casey Coleman,8270,-0.4,0.33
Tony Sipp,8280,0.0,0.28
Jared Burton,8346,0.9,0.14
Homer Bailey,8362,2.4,0.95
Brad Bergesen,8375,0.1,0.5
Jordan Norberto,8432,0.5,0.5
Edgmer Escalona,8574,-0.1,0.55
Philip Humber,8586,-0.3,0.6
Jeff Niemann,8591,0.8,1.79
Paul Maholm,8678,1.7,1.12
Justin Verlander,8700,6.9,4.37
Manny Acosta,8725,-0.4,-0.2
Daniel Schlereth,8739,-0.4,0.1
Andrew Cashner,8782,0.4,0.5
Ryan Perry,8799,-0.2,0.49
Antonio Bastardo,8844,0.8,0.72
Brandon Beachy,8851,1.1,2.87
Matt Reynolds,8887,-0.1,0.66
Jeanmar Gomez,9033,-0.1,0.56
John Axford,9059,-0.1,1.51
Cody Eppley,9095,0.2,0.29
Koji Uehara,9227,0.8,0.97
David Herndon,9264,0.1,0.06
Brandon Morrow,9346,2.5,2.68
Josh Tomlin,9388,0.3,2.26
Kris Medlen,9417,3.2,0.54
Doug Fister,9425,3.5,4.68
Jeremy Jeffress,9490,0.0,-0.0
Bud Norris,9492,1.7,1.6
Andrew Carpenter,9533,-0.2,0.16
P.J. Walters,9557,-0.1,0.14
Mike McClendon,9587,-0.1,-0.05
Burke Badenhop,9736,0.2,0.89
Sergio Romo,9817,1.0,1.21
Michael Kirkman,9877,0.1,-0.21
Travis Wood,9884,0.4,1.24
Garrett Olson,9889,0.0,0.55
Chris Volstad,9901,-0.1,1.1
Matt Maloney,9920,0.0,0.27
Bobby Parnell,9926,0.9,0.37
Brandon Kintzler,9939,0.1,-0.01
Mike Dunn,9948,0.2,0.3
Mike Minor,10021,0.7,0.55
Hisanori Takahashi,10091,0.3,0.69
Mike Leake,10130,1.2,2.62
Stephen Strasburg,10131,4.0,1.46
Ryota Igarashi,10232,0.0,0.39
Aroldis Chapman,10233,3.1,-0.67
Alexi Ogando,10261,0.9,2.58
Chris Sale,10603,4.8,1.4
