Name,playerid,real,pred
Mike MacDougal,612,0.2,0.34
Brian Shouse,630,1.2,0.4
Jeff Suppan,633,2.6,0.91
Eric Gagne,650,0.9,0.03
Odalis Perez,668,1.1,1.14
Ray King,693,-0.5,0.02
Ben Sheets,710,2.5,4.21
Luis Vizcaino,714,0.3,1.09
LaTroy Hawkins,729,0.2,1.1
Kyle Lohse,739,3.0,1.33
Eric Milton,743,0.5,0.26
Juan Rincon,752,-0.4,0.56
J.C. Romero,754,0.0,-0.0
Johan Santana,755,4.0,6.66
Tony Armas Jr.,761,0.0,0.3
Scott Downs,773,1.1,0.39
Tomo Ohka,788,-0.1,0.5
Javier Vazquez,801,4.8,3.22
Randy Choate,813,0.0,0.1
Roger Clemens,815,1.5,4.38
Orlando Hernandez,823,1.4,2.66
Randy Keisler,830,0.0,-0.14
Ted Lilly,833,3.8,1.75
Mike Mussina,837,2.6,4.21
Andy Pettitte,840,4.0,3.96
Mike Stanton,849,0.4,1.52
David Wells,855,1.0,1.35
Armando Benitez,865,-0.1,0.13
Jae Seo,895,-0.2,0.35
Tyler Walker,901,0.4,0.83
David Weathers,902,1.3,0.7
Chad Bradford,904,1.1,0.7
Justin Duchscherer,910,-0.3,1.49
Tim Hudson,921,4.9,1.68
Barry Zito,944,1.6,1.25
Rheal Cormier,952,-0.2,0.09
Brett Myers,962,1.2,3.41
Vicente Padilla,964,0.7,2.9
Carlos Silva,973,2.6,0.5
Randy Wolf,976,1.9,0.5
Bronson Arroyo,978,3.4,2.9
Joe Beimel,979,1.0,0.17
Josh Fogg,989,1.3,2.29
Ron Villone,1010,-0.1,0.41
Kip Wells,1012,0.9,0.5
Adam Eaton,1029,-0.1,1.2
Alan Embree,1030,1.1,0.5
Trevor Hoffman,1035,1.9,0.68
Jake Peavy,1051,6.7,5.96
Ryan Franklin,1076,0.7,0.7
Freddy Garcia,1077,0.2,3.04
Julio Mateo,1087,0.2,0.46
Gil Meche,1089,3.7,0.57
Jamie Moyer,1091,2.0,1.19
Rafael Soriano,1100,0.6,0.31
Aaron Fultz,1113,0.3,0.79
Livan Hernandez,1116,0.2,2.19
Russ Ortiz,1124,0.4,0.5
Jason Schmidt,1131,0.2,1.92
Jerome Williams,1137,-0.3,0.2
Jay Witasick,1138,-0.3,0.5
Jason Isringhausen,1158,0.6,0.5
Steve Kline,1164,0.2,0.1
Matt Morris,1172,2.5,3.13
Mike Timlin,1187,0.0,0.5
Jesus Colome,1198,0.3,0.06
Joe Kennedy,1217,0.4,0.77
Tom Martin,1219,-0.1,0.36
Bobby Seay,1225,0.9,0.0
Jorge Sosa,1228,1.5,-0.14
Jason Standridge,1229,-0.2,-0.14
Hector Carrasco,1240,-0.5,1.02
Francisco Cordero,1243,2.4,1.6
Doug Davis,1244,2.2,1.84
Dan Kolb,1257,-0.1,0.46
Chan Ho Park,1267,-0.1,0.6
Kenny Rogers,1277,0.4,1.98
Chris Carpenter,1292,0.1,4.99
Kelvim Escobar,1298,4.8,1.79
Scott Eyre,1300,0.2,0.5
Roy Halladay,1303,5.1,2.39
Esteban Loaiza,1310,-0.5,1.81
Brandon Lyon,1312,1.5,-0.5
Joaquin Benoit,1437,1.8,0.9
Brendan Donnelly,1441,0.5,0.31
Randy Flores,1446,1.1,0.02
Aaron Harang,1451,5.4,3.77
Guillermo Mota,1467,0.2,0.36
Jon Rauch,1475,1.7,0.48
John Lackey,1507,5.0,5.48
Kirk Saarloos,1516,-0.4,0.31
Luke Hudson,1542,-0.2,2.59
Aaron Cook,1571,2.1,1.71
Mark Hendrickson,1574,1.6,2.7
Jason Davis,1598,-0.4,0.29
Josh Hancock,1606,-0.1,0.14
Nate Robertson,1620,1.8,2.25
Salomon Torres,1628,0.1,0.29
Cliff Lee,1636,0.1,2.71
Brian Tallet,1646,0.9,0.05
Russ Springer,1652,1.4,0.5
Oscar Villarreal,1654,0.4,0.74
Seth McClung,1657,0.2,0.45
Jose Contreras,1660,2.4,3.05
Javier Lopez,1663,0.1,0.02
Jeremy Bonderman,1667,2.8,4.21
Chris Spurling,1668,0.0,-0.13
Wil Ledezma,1669,-0.4,0.53
Trever Miller,1672,0.1,0.24
Kiko Calero,1676,0.2,0.56
Kyle Snyder,1689,-0.5,0.5
Brandon Webb,1692,6.2,3.94
Derrick Turnbow,1694,1.0,0.3
Chris Capuano,1701,1.9,2.8
Dontrelle Willis,1703,0.9,4.58
Todd Wellemeyer,1709,0.2,0.07
Jose Valverde,1726,1.4,0.89
Edgar Gonzalez,1727,0.3,0.5
Aaron Heilman,1751,0.9,0.5
Matt Miller,1754,0.1,0.18
Dan Haren,1757,4.7,3.07
Kevin Correia,1767,1.1,0.5
Ryan Wagner,1770,-0.1,0.42
Rich Harden,1772,0.4,0.57
Sergio Mitre,1773,2.4,0.44
Greg Jones,1782,-0.1,0.28
Chad Gaudin,1783,1.8,-0.02
Jon Switzer,1786,0.1,0.14
Jimmy Gobble,1791,0.3,0.5
Kevin Gregg,1793,1.1,0.41
Michael Gonzalez,1794,0.3,1.08
Neal Cotts,1797,0.0,0.46
Jon Adkins,1799,0.0,0.29
Mike Wood,1806,-0.2,0.6
Geoff Geary,1813,-0.3,0.95
Chad Cordero,1816,0.5,0.5
Noah Lowry,1833,1.2,1.82
Matt Belisle,1837,2.4,0.35
Vinnie Chulk,1838,0.9,-0.02
Edwin Jackson,1841,1.2,0.5
Chris Bootcheck,1842,0.5,0.22
John Grabow,1848,0.3,0.37
Ryan Madson,1852,0.4,2.12
Shawn Camp,1855,-0.4,0.6
Michael Wuertz,1856,0.7,-0.03
Brian Falkenborg,1859,0.0,0.02
Lenny DiNardo,1894,0.5,0.01
Akinori Otsuka,1895,1.0,0.5
Greg Aquino,1899,0.0,0.11
Jason Frasor,1906,1.0,0.34
Scott Proctor,1911,-0.5,0.0
Matt Thornton,1918,0.9,-0.21
Brian Bruney,1929,-0.2,0.09
Daniel Cabrera,1931,1.7,2.64
Scott Dohmann,1936,0.0,0.41
Elizardo Ramirez,1946,-0.2,1.09
Tim Byrdak,1995,0.5,0.07
Chris Booker,2039,-0.2,0.23
Jorge De La Rosa,2047,0.4,-0.04
Gustavo Chacin,2060,-0.1,-0.3
Matt Guerrier,2061,0.7,0.17
Jeremy Guthrie,2072,2.3,-0.08
Chien-Ming Wang,2074,3.7,2.94
Heath Bell,2080,2.5,0.72
Fernando Cabrera,2105,-0.5,0.04
John Koronka,2130,0.1,0.68
Gary Majewski,2131,0.1,0.51
Sean Henn,2147,-0.5,0.28
Yhency Brazoban,2150,0.0,0.2
Chad Qualls,2170,0.8,0.12
Jake Woods,2196,-0.1,0.09
Mike Gosling,2204,-0.3,0.07
Ian Snell,2227,3.4,2.91
Adam Wainwright,2233,3.7,0.34
Jose Capellan,2236,-0.4,0.21
Blaine Boyer,2237,0.1,0.31
Colter Bean,2246,-0.1,0.22
Joel Peralta,2332,0.8,0.51
Tim Corcoran,2351,-0.4,-0.33
Todd Coffey,2467,-0.7,0.64
Robinson Tejeda,2575,-0.1,0.37
Wandy Rodriguez,2586,3.1,0.5
Randy Messenger,2658,0.5,0.01
Jack Taschner,2766,0.4,0.04
Franquelis Osoria,2860,-0.1,0.4
Santiago Casilla,2873,0.4,0.2
Juan Oviedo,2886,0.4,1.5
Ron Flores,3152,0.0,0.31
Manny Delcarmen,3180,0.4,0.66
Chris Young,3196,4.3,2.69
Ervin Santana,3200,0.8,3.49
Tyler Johnson,3404,-0.1,0.09
Anthony Lerew,3440,-0.3,0.03
Scott Munter,3470,0.1,0.13
Macay McBride,3475,-0.3,0.5
C.J. Wilson,3580,0.7,0.17
Kyle Davies,3642,0.2,3.88
Andy Sisco,3706,-0.2,0.4
Brad Hennessey,3720,0.1,0.28
Chris Resop,3799,-0.1,0.12
Gavin Floyd,3886,-0.1,0.2
Jason Bulger,3915,0.1,0.11
Edinson Volquez,3990,0.5,0.72
Lance Cormier,4346,-1.0,0.45
Royce Ring,4350,0.0,0.2
Joe Saunders,4366,1.4,0.24
Dustin Nippert,4426,0.2,0.5
Scott Olsen,4529,0.5,1.68
Jonah Bayliss,4560,-0.3,0.2
Josh Johnson,4567,0.2,1.27
Clay Hensley,4593,0.0,3.44
Dave Bush,4635,2.2,3.11
Jason Bergmann,4640,0.8,0.59
Jeff Francis,4684,3.7,2.1
Matt Cain,4732,4.1,3.5
Darrell Rasner,4770,0.0,0.07
Felix Hernandez,4772,3.5,0.7
John Maine,4773,3.2,0.5
Matt Capps,4788,1.8,0.9
Rich Hill,4806,3.1,0.7
Jesse Crain,4817,-0.3,0.22
Joe Blanton,4849,5.3,2.76
Chuck James,4886,0.4,1.22
Scott Kazmir,4897,4.8,2.92
Brad Thompson,4911,-0.9,0.36
Dana Eveland,5508,0.0,0.5
Chad Orvella,5952,-0.5,1.1
Jonathan Papelbon,5975,2.1,0.5
Logan Kensing,6166,0.2,-0.0
Scott Baker,6176,2.7,0.5
Shaun Marcum,6204,1.1,0.5
Scott Feldman,6283,-0.4,0.5
George Sherrill,6291,1.1,0.48
Chris Ray,6315,0.4,0.5
Jeremy Accardo,6428,1.2,0.55
Hong-Chih Kuo,7016,0.4,0.88
Cla Meredith,7613,1.0,0.56
J.P. Howell,8245,0.4,0.82
Dustin McGowan,8600,3.4,0.59
Brandon Medders,8604,-0.7,0.45
Bobby Jenks,8645,2.2,0.71
Paul Maholm,8678,1.8,1.6
Jorge Campillo,8686,-0.1,0.05
Justin Verlander,8700,3.7,3.16
