Name,playerid,real,pred
Scott Kazmir,4897,-1.0,3.37
Brad Thompson,4911,-0.3,0.13
Jon Lester,4930,5.0,5.5
Cole Hamels,4972,3.6,3.03
Rick VandenHurk,5099,0.1,0.38
Evan Meek,5109,0.8,-0.05
Alfredo Aceves,5164,0.0,0.27
Mike Pelfrey,5203,2.8,1.71
Chris Perez,5213,1.1,-0.01
Jesse Chavez,5448,-0.6,0.43
James McDonald,5523,1.5,0.29
Boone Logan,5525,0.3,0.3
Phil Coke,5535,1.1,0.39
Matt Harrison,5551,-0.1,0.5
Jair Jurrjens,5556,0.9,4.2
Jo-Jo Reyes,5559,-0.2,-1.39
Josh Banks,5570,-0.1,0.19
Mitch Stetter,5579,-0.2,0.07
Leo Rosales,5618,-0.1,-0.01
Tyler Clippard,5640,1.2,0.36
Tim Lincecum,5705,4.3,2.09
Brian Bannister,5718,-0.2,1.75
Eric O'Flaherty,5746,0.4,0.18
Chad Billingsley,5842,4.1,2.53
Jason Motte,5861,0.5,0.49
Jeff Karstens,5879,0.3,0.42
Eddie Bonine,5890,0.0,0.17
Sean Marshall,5905,1.8,0.13
Pat Misch,5909,0.6,0.28
Wesley Wright,5960,-0.1,1.38
Jonathan Papelbon,5975,1.0,2.39
Scott Baker,6176,2.5,4.42
Kyle Kendrick,6230,0.5,0.45
Tom Gorzelanny,6244,1.8,0.5
Aaron Laffey,6248,0.6,3.37
Scott Feldman,6283,1.2,2.5
George Sherrill,6291,-0.6,0.32
John Danks,6329,4.5,3.4
Rich Thompson,6422,0.1,0.35
Jeremy Accardo,6428,0.1,-0.01
Kevin Jepsen,6475,1.0,0.68
Brian Wilson,6485,2.5,0.55
Johnny Cueto,6893,2.5,1.35
Joakim Soria,6941,1.9,1.35
Ian Kennedy,6986,1.6,0.29
Hong-Chih Kuo,7016,2.3,0.26
James Shields,7059,2.1,2.76
Dustin Moseley,7060,-0.2,0.5
John Lannan,7080,0.7,2.18
Nick Masset,7267,0.9,0.49
Brad Ziegler,7293,0.1,0.38
Adam Russell,7334,0.2,0.18
Garrett Mock,7335,-0.2,0.8
J.A. Happ,7410,1.0,1.79
Mark Lowe,7416,0.0,0.05
Gio Gonzalez,7448,3.2,1.1
Mike Ekstrom,7488,0.0,0.02
Scott Elbert,7489,-0.1,0.42
Jonathan Sanchez,7507,2.1,0.81
Cla Meredith,7613,-0.4,-0.04
Andy Sonnanstine,7667,-0.1,1.82
Jeff Gray,7718,-0.1,-0.08
Hideki Okajima,7763,0.1,0.77
Jerry Blevins,7841,0.1,0.23
Ramon Ramirez,7986,0.2,0.47
Glen Perkins,8041,-0.1,0.43
Dallas Braden,8099,3.5,3.19
Brett Anderson,8223,2.5,3.85
David Robertson,8241,0.8,0.71
Billy Buckner,8253,-0.3,0.2
Huston Street,8258,0.8,1.1
Sean Gallagher,8261,-0.7,-0.35
Ross Ohlendorf,8268,1.0,0.58
Jared Burton,8346,0.0,0.22
Homer Bailey,8362,1.6,1.0
Carlos Rosa,8529,-0.1,0.29
Philip Humber,8586,0.3,0.18
Jeff Niemann,8591,1.4,1.22
Brandon Medders,8604,-0.2,0.2
Bobby Jenks,8645,1.4,0.45
Brian Stokes,8653,-0.4,-0.01
Paul Maholm,8678,1.8,3.39
Justin Verlander,8700,6.6,7.54
Manny Acosta,8725,0.3,0.03
Brandon Morrow,9346,3.2,0.18
Kam Mickolio,9513,-0.1,0.0
Andrew Carpenter,9533,-0.1,0.36
Burke Badenhop,9736,0.3,0.45
Sergio Romo,9817,1.2,0.66
Kevin Slowey,9918,2.3,1.4
Bobby Parnell,9926,0.8,0.77
