Name,playerid,real,pred
Neftali Feliz,18,0.1,1.63
Xavier Cedeno,36,0.0,0.4
Zach Phillips,99,-0.1,-0.08
Rafael Betancourt,177,0.5,0.5
Derek Lowe,199,-0.2,1.18
Mark Buehrle,225,2.2,1.09
Blake Beavan,338,-0.1,2.19
Bartolo Colon,375,4.0,3.37
CC Sabathia,404,2.1,3.29
Jake Westbrook,412,-0.1,0.5
Josh Beckett,510,0.1,3.99
A.J. Burnett,512,3.9,1.69
Jason Grilli,521,1.5,0.46
Octavio Dotel,555,0.0,1.1
Jeremy Affeldt,583,-0.5,-0.03
Jeremy Horst,596,-0.2,0.19
Jamey Wright,715,0.5,-0.11
Grant Balfour,718,0.6,1.05
LaTroy Hawkins,729,1.2,0.1
Kyle Lohse,739,1.7,3.1
Bruce Chen,769,1.3,0.5
Scott Downs,773,0.5,0.52
Randy Choate,813,0.5,0.5
Ted Lilly,833,-0.1,1.79
Tim Hudson,921,1.6,0.56
Brett Myers,962,-0.6,0.1
Ryan Vogelsong,1011,-0.7,2.59
Jake Peavy,1051,2.0,3.52
Rafael Soriano,1100,0.5,0.09
Marco Estrada,1118,1.4,0.84
Joe Nathan,1122,2.4,0.4
Jerome Williams,1137,0.3,0.37
R.A. Dickey,1245,1.9,2.6
Roy Halladay,1303,-0.7,2.2
Brandon Lyon,1312,0.0,0.12
Pedro Beato,1330,0.0,0.14
Nick Hagadone,1351,-0.2,0.43
Andrew Bailey,1368,-0.2,0.7
Charlie Furbush,1370,1.1,0.07
Joaquin Benoit,1437,1.4,0.4
Chad Durbin,1442,-0.3,0.25
Aaron Harang,1451,0.4,2.29
Jon Rauch,1475,0.2,0.13
Felix Doubront,1478,2.2,0.6
Sandy Rosario,1525,0.0,0.09
Cliff Lee,1636,5.5,6.96
Francisco Rodriguez,1642,0.3,0.51
Luis Ayala,1650,0.1,0.54
Jose Contreras,1660,-0.2,-0.1
Javier Lopez,1663,0.7,0.22
Jose Valverde,1726,-0.6,1.27
Edgar Gonzalez,1727,-0.6,0.3
Dan Haren,1757,1.5,3.78
Chad Gaudin,1783,1.0,0.04
Kevin Gregg,1793,0.0,0.5
Michael Gonzalez,1794,-0.6,0.52
J.J. Putz,1795,0.1,1.09
Matt Belisle,1837,1.3,0.5
Edwin Jackson,1841,2.2,3.62
Shawn Camp,1855,-0.8,0.44
Sean Burnett,1886,-0.1,0.06
Matt Moore,1890,1.7,1.98
Jason Frasor,1906,0.7,0.05
Matt Thornton,1918,0.1,1.05
Frank Francisco,1933,0.1,0.43
Mike Adams,1937,-0.4,0.72
Justin Germano,1938,0.0,1.35
Zack Greinke,1943,3.5,3.88
Raul Valdes,1953,0.0,0.69
Ivan Nova,1994,2.1,0.59
Tim Byrdak,1995,-0.2,-0.4
Clayton Kershaw,2036,7.3,6.95
Justin Masterson,2038,3.7,3.0
Jorge De La Rosa,2047,2.8,0.5
Matt Guerrier,2061,0.2,0.48
Jose Veras,2063,0.7,0.67
Jeremy Guthrie,2072,0.7,1.39
Chien-Ming Wang,2074,-0.2,0.13
Heath Bell,2080,-0.1,0.13
Chris Narveson,2141,0.0,1.49
Alfredo Simon,2155,0.1,0.49
Chad Qualls,2170,0.5,0.13
Joel Hanrahan,2186,-0.7,0.33
Brandon Gomes,2267,0.1,0.15
Joel Peralta,2332,0.4,1.02
Anthony Varvaro,2385,0.2,-0.04
Barry Enright,2412,-0.3,0.08
Corey Kluber,2429,2.9,0.46
Lance Lynn,2520,3.3,1.67
Juan Perez,2557,0.2,-0.1
Joe Paterson,2565,0.0,0.13
Scott Atchison,2642,0.1,0.5
Brett Cecil,2660,0.9,0.42
Joba Chamberlain,2692,-0.7,0.1
Rick Porcello,2717,2.9,3.58
Carlos Marmol,2790,-0.6,0.25
Joe Savery,2835,0.0,0.57
Ross Detwiler,2859,1.0,0.63
Santiago Casilla,2873,-0.2,0.35
Zach McAllister,2895,1.6,0.93
Jeff Locke,2929,1.1,1.24
Eduardo Sanchez,2966,-0.1,-0.1
Kenley Jansen,3096,2.5,1.76
Duane Below,3124,0.0,0.32
Luis Mendoza,3126,0.2,2.11
Tony Watson,3132,0.6,0.34
Max Scherzer,3137,5.9,2.08
Tim Collins,3164,0.7,1.23
Clayton Mortensen,3166,-0.2,-0.05
David Price,3184,3.9,3.08
Ervin Santana,3200,2.6,0.87
Francisco Liriano,3201,3.1,0.5
Josh Stinson,3219,-0.1,0.21
Josh Roenicke,3241,0.0,0.27
Jeff Samardzija,3254,3.0,0.95
Jordan Walden,3271,0.8,0.5
Joe Smith,3281,0.5,0.83
Hiroki Kuroda,3283,3.3,4.09
Anibal Sanchez,3284,5.8,2.75
Hector Noesi,3292,0.1,0.5
Chris Hatcher,3299,-0.1,-0.14
Darren O'Day,3321,0.7,0.7
Jairo Asencio,3332,-0.1,0.2
Matt Garza,3340,2.1,1.07
Mitchell Boggs,3344,-0.9,0.48
Cesar Ramos,3357,0.1,0.22
Ubaldo Jimenez,3374,3.5,2.02
Ricky Romero,3403,-0.3,1.09
Danny Duffy,3542,0.6,0.32
Clay Buchholz,3543,2.7,0.5
Liam Hendriks,3548,-0.1,-0.08
C.J. Wilson,3580,2.9,4.48
Jim Johnson,3656,0.9,0.93
Logan Ondrusek,3677,0.1,-0.01
Brandon League,3731,-0.7,0.5
Everett Teaford,3732,0.0,0.03
Chris Resop,3799,-0.3,0.31
Mat Latos,3815,5.0,2.63
Ricky Nolasco,3830,3.5,1.93
Zach Duke,3840,0.0,0.36
Rubby de la Rosa,3862,-0.2,0.23
Gavin Floyd,3886,0.2,1.91
David Carpenter,3959,0.9,0.21
Edward Mujica,3970,0.1,0.46
Edinson Volquez,3990,0.7,1.7
Josh Outman,4004,0.7,0.15
Hector Santiago,4026,1.3,0.52
Brian Duensing,4064,0.9,0.61
Alex Burnett,4065,0.0,0.13
Pedro Strop,4070,0.6,0.68
Junichi Tazawa,4079,0.8,0.29
James Russell,4089,0.1,0.46
Luke Gregerson,4090,1.2,0.08
Carlos Villanueva,4138,1.2,0.95
Jose Mijares,4140,0.4,0.46
Derek Holland,4141,4.5,2.5
Jake Arrieta,4153,0.2,1.24
Rafael Dolis,4185,0.0,0.25
Wilton Lopez,4227,0.6,0.5
Jered Weaver,4235,2.3,3.12
Brad Lincoln,4241,-0.4,0.82
David Huff,4257,0.0,1.0
David Hernandez,4259,-0.3,0.5
Mark Melancon,4264,2.5,0.48
Matt Albers,4300,0.3,0.5
Tyler Chatwood,4338,1.9,0.5
Craig Breslow,4363,0.5,0.5
Joe Saunders,4366,0.5,1.91
Jeremy Hellickson,4371,1.3,0.74
Kameron Loe,4422,-1.2,-0.01
Jon Niese,4424,2.2,2.13
Michael Bowden,4440,0.0,-0.0
Jordan Zimmermann,4505,3.8,3.16
Jason Hammel,4538,0.6,2.9
Josh Johnson,4567,0.4,3.29
Matt Lindstrom,4604,1.0,0.6
Joe Thatcher,4620,0.2,0.16
Brandon McCarthy,4662,1.6,2.35
Sam LeCure,4664,0.9,0.48
Charlie Morton,4676,1.4,1.04
Jeff Francis,4684,0.5,1.58
Matt Cain,4732,1.2,4.71
Sergio Santos,4734,0.9,-0.07
Jonathan Broxton,4759,-0.3,-0.16
Felix Hernandez,4772,6.1,7.01
Vinnie Pestano,4782,-0.4,2.14
Rich Hill,4806,0.1,0.34
Jesse Crain,4817,1.9,1.05
Clay Rapada,4831,0.0,0.35
Kyle McClellan,4845,-0.2,0.02
Joe Blanton,4849,-0.4,1.3
Peter Moylan,4891,-0.3,0.23
Jarrod Parker,4913,1.3,2.38
Jon Lester,4930,3.3,2.91
Justin De Fratus,4955,0.1,0.38
Fernando Salas,4971,0.0,0.23
Cole Hamels,4972,4.6,2.78
Fernando Abad,4994,0.3,0.29
