Name,playerid,real,pred
Dale Thayer,5032,0.0,0.91
Franklin Morales,5088,-0.1,0.4
Scott Diamond,5089,0.1,3.24
Guillermo Moscoso,5106,-0.5,0.62
Alfredo Aceves,5164,-0.6,0.24
Ernesto Frieri,5178,0.7,1.56
Brayan Villarreal,5180,-0.3,0.61
Mike Pelfrey,5203,2.4,1.33
Chris Perez,5213,-0.8,0.53
Wade LeBlanc,5221,0.1,0.14
Vin Mazzaro,5231,0.4,0.4
Chris Tillman,5279,2.0,2.08
Samuel Deduno,5285,1.2,0.5
Cristhian Martinez,5337,0.0,0.58
Jesse Chavez,5448,0.7,0.02
James McDonald,5523,0.2,2.45
Madison Bumgarner,5524,3.5,2.53
Boone Logan,5525,0.1,0.22
Maikel Cleto,5529,-0.1,-0.01
Phil Coke,5535,0.0,1.0
Matt Harrison,5551,0.0,4.05
Jair Jurrjens,5556,0.1,1.2
Tyler Clippard,5640,0.4,0.92
Tim Lincecum,5705,1.4,0.56
Josh Lueke,5722,-0.1,0.1
Eric O'Flaherty,5746,-0.1,1.09
Chad Billingsley,5842,0.1,2.66
Sean Marshall,5905,0.3,0.89
Wesley Wright,5960,0.0,0.42
Jonathan Papelbon,5975,1.1,2.19
Randall Delgado,5985,-0.1,1.3
Kelvin Herrera,6033,0.5,1.26
Shaun Marcum,6204,1.6,1.54
Kyle Kendrick,6230,2.0,1.09
Tom Gorzelanny,6244,0.5,0.34
Aaron Laffey,6248,0.0,0.5
Trevor Cahill,6249,0.7,2.25
Scott Feldman,6283,2.2,3.01
Esmil Rogers,6317,0.1,0.45
Al Alburquerque,6324,0.2,0.55
John Danks,6329,0.2,0.13
Henry Rodriguez,6371,-0.4,0.07
Luis Perez,6389,0.1,0.1
Tim Stauffer,6432,0.3,-0.2
Vance Worley,6435,-0.2,0.5
Kevin Jepsen,6475,0.3,0.32
Steve Cishek,6483,1.5,0.69
Brian Wilson,6485,0.4,0.5
Michael Stutes,6550,0.0,0.1
Alex Cobb,6562,2.3,2.44
Marc Rzepczynski,6612,0.2,0.3
Brad Brach,6627,-0.1,0.46
Andrew Miller,6785,0.3,0.24
Jeff Manship,6865,-0.1,-0.13
Johnny Cueto,6893,0.7,4.69
Luke Hochevar,6943,1.1,0.7
Drew Storen,6983,0.2,0.35
Ian Kennedy,6986,0.4,1.3
James Shields,7059,4.1,3.55
Daniel Bard,7115,0.0,0.9
Ryan Mattheus,7169,0.1,0.04
Greg Holland,7196,3.1,0.8
Craig Stammen,7274,1.1,0.43
Brad Ziegler,7293,0.5,0.51
Josh Collmenter,7312,0.9,1.0
Casey Janssen,7355,1.2,0.27
Dillon Gee,7396,2.1,1.03
Javy Guerra,7407,0.0,0.25
J.A. Happ,7410,1.0,2.27
Mark Lowe,7416,-0.3,0.08
Wade Davis,7441,1.5,0.64
Gio Gonzalez,7448,3.2,4.79
Phil Hughes,7450,1.0,1.67
Jim Miller,7458,-0.1,0.05
Anthony Swarzak,7466,1.0,0.87
Ryan Webb,7474,0.5,0.59
Evan Scribner,7525,0.0,0.47
Lucas Harrell,7541,-0.9,2.72
Jake McGee,7550,0.5,1.43
Tommy Milone,7608,1.2,2.23
Chris Leroux,7645,-0.2,0.18
Juan Nicasio,7731,2.1,1.09
Mike Fiers,7754,-0.6,0.5
Shawn Kelley,7773,0.4,0.08
Jerry Blevins,7841,0.3,0.26
Tyson Ross,7872,1.9,0.58
Cory Gearrin,7947,-0.2,0.21
Anthony Bass,7982,-0.1,0.5
Ramon Ramirez,7986,-0.3,0.2
Eric Stults,8011,3.1,2.49
Glen Perkins,8041,1.8,1.23
Jason Vargas,8044,1.7,1.78
Bryan Shaw,8110,1.0,0.53
Jaime Garcia,8137,0.5,3.25
Yovani Gallardo,8173,1.5,2.09
Brett Anderson,8223,0.3,0.9
David Robertson,8241,1.3,0.1
J.P. Howell,8245,0.9,-0.1
Huston Street,8258,-0.8,0.21
Tony Sipp,8280,-0.3,0.45
Jared Burton,8346,0.9,0.17
Homer Bailey,8362,3.9,1.98
Troy Patton,8368,0.0,0.07
Edgmer Escalona,8574,-0.2,0.03
Paul Maholm,8678,0.5,3.27
Justin Verlander,8700,4.8,5.84
Wade Miley,8779,1.6,3.51
Andrew Cashner,8782,2.6,-0.03
Antonio Bastardo,8844,0.6,0.7
Brandon Beachy,8851,0.2,1.2
Ryan Cook,8855,1.6,0.51
Matt Reynolds,8887,0.4,0.01
Jeanmar Gomez,9033,0.2,0.8
John Axford,9059,-0.5,0.33
Zach Putnam,9080,0.0,0.28
Cody Eppley,9095,0.0,0.12
Brad Hand,9111,0.1,0.44
Nathan Eovaldi,9132,1.5,1.04
Koji Uehara,9227,3.1,0.69
Dylan Axelrod,9303,-0.4,0.23
Jared Hughes,9325,-0.1,0.1
Brandon Morrow,9346,-0.2,3.32
Kris Medlen,9417,2.4,1.0
Doug Fister,9425,4.0,4.04
George Kontos,9486,-0.3,0.36
Jeremy Jeffress,9490,0.1,0.32
Bud Norris,9492,2.7,1.92
P.J. Walters,9557,0.1,-0.05
Mike Zagurski,9683,-0.2,-0.31
Louis Coleman,9720,0.7,0.06
Burke Badenhop,9736,0.2,0.27
Garrett Richards,9784,1.7,0.19
Rex Brothers,9794,1.0,0.84
Sergio Romo,9817,1.0,1.01
Michael Kirkman,9877,0.1,0.01
Chris Volstad,9901,-0.1,0.98
Bobby Parnell,9926,1.6,0.64
Brandon Kintzler,9939,1.3,-0.18
Mike Dunn,9948,0.9,0.07
Tom Wilhelmsen,9975,0.3,0.7
Mike Minor,10021,3.3,0.5
Dane de la Rosa,10095,1.0,0.42
Mike Leake,10130,2.3,2.07
Stephen Strasburg,10131,3.2,3.94
Aaron Crow,10149,-0.2,0.76
Jacob Turner,10185,0.3,0.5
Aroldis Chapman,10233,1.8,1.89
Alexi Ogando,10261,1.0,0.9
Addison Reed,10586,1.6,0.36
Chris Sale,10603,4.9,2.93
Drew Pomeranz,11426,-0.3,0.73
Steve Delabar,11827,1.2,-0.01
Wei-Yin Chen,13071,2.0,1.83
Yu Darvish,13074,4.7,3.99
