Name,playerid,real,pred
Cory Luebke,1984,0.8,1.84
Ivan Nova,1994,1.1,2.28
Tim Byrdak,1995,0.1,0.9
Clayton Kershaw,2036,6.2,4.75
Justin Masterson,2038,2.8,3.48
Jorge De La Rosa,2047,-0.3,1.51
Matt Guerrier,2061,-0.4,-0.01
Jose Veras,2063,0.3,0.76
Jeremy Guthrie,2072,0.9,1.48
Heath Bell,2080,0.4,0.71
Alfredo Simon,2155,0.5,0.5
Chad Qualls,2170,-0.4,0.3
Joel Hanrahan,2186,-0.3,1.35
Joel Peralta,2332,0.9,0.35
Anthony Varvaro,2385,0.0,0.42
Barry Enright,2412,-0.1,0.5
Todd Coffey,2467,0.1,-0.02
Jhoulys Chacin,2608,0.4,3.75
Brian Matusz,2646,0.9,0.5
Brett Cecil,2660,0.1,1.3
Joba Chamberlain,2692,0.1,0.2
Rick Porcello,2717,3.0,2.34
Brian Sanches,2739,-0.4,0.09
Carlos Marmol,2790,0.1,0.5
Santiago Casilla,2873,-0.5,0.24
Kenley Jansen,3096,2.2,0.3
Doug Slaten,3107,-0.1,0.24
Max Scherzer,3137,4.5,2.19
Clayton Mortensen,3166,-0.3,0.67
David Price,3184,4.3,5.91
Ervin Santana,3200,-0.8,1.91
Francisco Liriano,3201,1.5,0.47
Josh Roenicke,3241,-0.1,-0.03
Jeff Samardzija,3254,2.7,0.11
Jordan Walden,3271,0.5,0.64
Roberto Hernandez,3273,-0.3,2.16
Joe Smith,3281,0.8,1.37
Hiroki Kuroda,3283,3.3,2.08
Anibal Sanchez,3284,3.5,1.63
Darren O'Day,3321,1.5,0.47
Matt Garza,3340,0.9,3.84
Mitchell Boggs,3344,0.6,0.18
Cesar Ramos,3357,0.2,0.22
Ubaldo Jimenez,3374,0.9,3.02
Ricky Romero,3403,0.5,2.89
Clay Buchholz,3543,0.8,1.3
Clayton Richard,3551,0.3,0.56
C.J. Wilson,3580,2.6,7.12
Jim Johnson,3656,1.3,1.8
Logan Ondrusek,3677,-0.8,0.11
Brandon League,3731,0.9,0.62
Mat Latos,3815,2.7,4.4
Ricky Nolasco,3830,2.3,3.78
Zach Duke,3840,0.2,0.4
Gavin Floyd,3886,1.9,2.66
Edward Mujica,3970,0.4,0.8
Edinson Volquez,3990,1.4,0.5
Alex Burnett,4065,0.4,-0.02
Pedro Strop,4070,0.7,0.0
Rafael Perez,4078,-0.1,0.37
Dan Runzler,4080,0.0,0.17
James Russell,4089,0.7,0.05
Luke Gregerson,4090,0.6,0.97
Carlos Villanueva,4138,0.6,0.4
Derek Holland,4141,1.5,2.21
Jake Arrieta,4153,1.6,0.6
Enerio Del Rosario,4204,0.0,0.05
Wilton Lopez,4227,1.3,0.9
Jered Weaver,4235,3.0,4.4
Brad Lincoln,4241,0.6,0.5
Micah Owings,4253,-0.1,0.49
David Hernandez,4259,2.0,0.64
Mark Melancon,4264,-0.2,0.74
Nick Blackburn,4270,-0.7,0.7
Matt Albers,4300,-0.5,0.13
Kyle Drabek,4359,-0.1,0.05
Craig Breslow,4363,0.6,0.14
Joe Saunders,4366,2.0,0.5
Jeremy Hellickson,4371,0.8,2.71
Jon Niese,4424,2.5,2.72
Michael Bowden,4440,-0.1,0.43
Jordan Zimmermann,4505,3.3,1.15
Randy Wells,4535,-0.2,1.36
Jason Hammel,4538,2.6,1.09
Josh Johnson,4567,3.3,3.19
Matt Lindstrom,4604,0.6,0.59
Joe Thatcher,4620,0.4,0.67
Sam LeCure,4664,0.9,0.52
Charlie Morton,4676,0.4,0.06
Matt Cain,4732,3.2,4.21
Sergio Santos,4734,-0.2,0.98
Jonathan Broxton,4759,1.1,0.5
Felix Hernandez,4772,6.6,4.58
Vinnie Pestano,4782,1.4,0.67
Matt Capps,4788,0.0,0.41
Rich Hill,4806,0.3,0.11
Jesse Crain,4817,0.8,0.95
Clay Rapada,4831,0.4,-0.07
Kyle McClellan,4845,-0.2,0.26
Joe Blanton,4849,2.5,0.5
Peter Moylan,4891,-0.1,0.3
Jon Lester,4930,2.4,2.07
Fernando Salas,4971,0.3,0.26
Cole Hamels,4972,4.6,3.81
Fernando Abad,4994,0.2,-0.02
Dale Thayer,5032,0.6,-0.07
Franklin Morales,5088,0.4,0.38
Rick VandenHurk,5099,0.0,0.1
Guillermo Moscoso,5106,0.2,0.36
Evan Meek,5109,-0.1,0.45
Alfredo Aceves,5164,0.0,0.45
Ernesto Frieri,5178,0.8,1.18
Mike Pelfrey,5203,0.6,2.99
Chris Perez,5213,1.1,-0.05
Wade LeBlanc,5221,0.6,1.0
Chris Tillman,5279,1.3,1.92
Esmerling Vasquez,5280,0.3,0.21
Samuel Deduno,5285,-0.1,-0.07
Cristhian Martinez,5337,0.5,0.18
Jesse Chavez,5448,-0.3,0.11
Dana Eveland,5508,0.0,0.5
James McDonald,5523,1.7,2.54
Madison Bumgarner,5524,2.6,0.9
Boone Logan,5525,0.4,0.34
Phil Coke,5535,0.7,0.71
Matt Harrison,5551,3.5,4.04
Jair Jurrjens,5556,-0.5,0.5
Tyler Clippard,5640,1.2,0.29
Jason Berken,5673,-0.2,0.08
Tim Lincecum,5705,0.9,4.18
Eric O'Flaherty,5746,0.4,0.32
Chad Billingsley,5842,3.0,3.06
Jason Motte,5861,0.9,0.94
Jeff Karstens,5879,1.7,0.94
Sean Marshall,5905,1.5,0.5
Wesley Wright,5960,0.5,0.05
Jonathan Papelbon,5975,1.4,2.24
John Ely,6132,-0.1,0.05
Kyle Kendrick,6230,1.2,0.24
Tom Gorzelanny,6244,0.1,1.53
Aaron Laffey,6248,-0.2,0.5
Trevor Cahill,6249,2.4,2.86
Scott Feldman,6283,2.3,0.3
George Sherrill,6291,-0.2,0.4
John Danks,6329,0.3,4.29
Henry Rodriguez,6371,-0.4,0.59
Rich Thompson,6422,-0.1,0.04
Jeremy Accardo,6428,0.1,-0.15
Vance Worley,6435,1.9,1.39
Kevin Jepsen,6475,0.7,0.5
Steve Cishek,6483,0.8,0.66
Brian Wilson,6485,0.0,0.53
Marc Rzepczynski,6612,-0.6,0.22
Craig Kimbrel,6655,3.1,0.9
Jeff Manship,6865,-0.2,0.36
Collin Balester,6883,-0.5,0.33
Johnny Cueto,6893,4.3,0.93
Luke Hochevar,6943,1.4,2.56
Bobby Cassevah,6950,-0.8,0.01
Drew Storen,6983,0.7,0.67
Ian Kennedy,6986,2.3,1.51
James Shields,7059,3.8,3.53
Dustin Moseley,7060,0.0,0.5
John Lannan,7080,0.4,0.5
Daniel Bard,7115,-0.7,0.5
Daniel Hudson,7146,0.0,6.65
Jonny Venters,7175,-0.1,0.32
Greg Holland,7196,2.3,1.12
Craig Stammen,7274,0.8,0.13
Brad Ziegler,7293,0.6,0.62
Dillon Gee,7396,1.6,0.5
J.A. Happ,7410,1.8,2.02
Mark Lowe,7416,0.1,0.29
Wade Davis,7441,1.0,1.03
Gio Gonzalez,7448,5.0,2.74
Phil Hughes,7450,1.9,-0.18
Ryan Webb,7474,0.7,0.25
Mike Ekstrom,7488,0.2,0.15
Scott Elbert,7489,0.2,1.2
Jonathan Sanchez,7507,-0.7,0.5
Lucas Harrell,7541,2.7,0.15
Jake McGee,7550,1.9,0.23
Chris Leroux,7645,0.1,0.23
Jeff Gray,7718,-0.8,-0.04
Shawn Kelley,7773,0.5,0.37
Jerry Blevins,7841,0.1,0.35
Tyson Ross,7872,0.3,0.5
Frank Herrmann,7960,0.3,-0.04
Ramon Ramirez,7986,0.1,0.29
Glen Perkins,8041,1.1,0.3
Yovani Gallardo,8173,2.0,4.14
Brett Anderson,8223,0.9,0.5
David Robertson,8241,1.5,0.5
Huston Street,8258,1.1,0.64
Casey Coleman,8270,-0.4,0.34
Tony Sipp,8280,0.0,0.36
Jared Burton,8346,0.9,0.0
Homer Bailey,8362,2.4,0.47
Brad Bergesen,8375,0.1,0.5
Jordan Norberto,8432,0.5,1.38
Edgmer Escalona,8574,-0.1,0.57
Philip Humber,8586,-0.3,2.23
Jeff Niemann,8591,0.8,0.2
Paul Maholm,8678,1.7,3.0
Justin Verlander,8700,6.9,4.39
Manny Acosta,8725,-0.4,0.2
Daniel Schlereth,8739,-0.4,0.03
Andrew Cashner,8782,0.4,0.5
Ryan Perry,8799,-0.2,0.12
Antonio Bastardo,8844,0.8,1.04
Brandon Beachy,8851,1.1,3.02
Matt Reynolds,8887,-0.1,0.2
John Axford,9059,-0.1,1.66
Tommy Hanson,9129,0.2,3.68
Koji Uehara,9227,0.8,0.5
David Herndon,9264,0.1,-0.05
Brandon Morrow,9346,2.5,2.53
Josh Tomlin,9388,0.3,2.65
Kris Medlen,9417,3.2,0.95
Doug Fister,9425,3.5,3.75
Jeremy Jeffress,9490,0.0,0.24
Bud Norris,9492,1.7,2.73
Andrew Carpenter,9533,-0.2,0.02
P.J. Walters,9557,-0.1,0.2
Mike McClendon,9587,-0.1,-0.07
Burke Badenhop,9736,0.2,0.17
Sergio Romo,9817,1.0,0.81
Michael Kirkman,9877,0.1,0.5
Travis Wood,9884,0.4,1.26
Garrett Olson,9889,0.0,-0.02
Matt Maloney,9920,0.0,0.15
Bobby Parnell,9926,0.9,0.65
Brandon Kintzler,9939,0.1,0.16
Mike Dunn,9948,0.2,0.45
Mike Minor,10021,0.7,0.55
Mike Leake,10130,1.2,2.23
Stephen Strasburg,10131,4.0,1.63
Ryota Igarashi,10232,0.0,0.49
Aroldis Chapman,10233,3.1,0.5
Alexi Ogando,10261,0.9,1.45
