Name,playerid,real,pred
Jason Marquis,105,1.0,0.5
Kevin Millwood,106,0.7,0.61
Dan Wheeler,120,0.3,0.11
Derek Lowe,199,1.4,1.99
Darren Oliver,206,1.2,0.5
Tim Wakefield,219,0.1,1.5
Mark Buehrle,225,3.1,2.35
Jon Garland,232,0.2,0.83
Daniel McCutchen,263,-0.3,0.34
Juan Cruz,273,0.3,0.29
Kyle Farnsworth,278,1.0,0.37
Will Ohman,296,0.1,0.11
Kerry Wood,304,0.4,0.47
Carlos Zambrano,305,0.6,1.5
CC Sabathia,404,5.8,5.39
Brian Fuentes,429,0.2,0.48
Dennys Reyes,444,-0.1,0.29
Fernando Rodney,494,-0.4,0.1
Josh Beckett,510,3.8,2.64
A.J. Burnett,512,0.6,1.81
Brad Penny,535,0.3,0.59
Octavio Dotel,555,0.8,0.5
Brad Lidge,563,0.3,0.2
Scott Linebrink,564,-0.5,0.4
Roy Oswalt,571,2.8,3.48
Jeremy Affeldt,583,0.0,0.33
Mike MacDougal,612,0.0,0.5
Nelson Figueroa,683,0.1,0.75
Jamey Wright,715,-0.1,-0.02
Grant Balfour,718,0.5,0.42
LaTroy Hawkins,729,0.7,0.5
Kyle Lohse,739,2.2,0.91
Scott Downs,773,0.6,0.5
Carl Pavano,790,2.4,1.4
Javier Vazquez,801,3.4,3.78
Ted Lilly,833,2.2,3.19
Mariano Rivera,844,2.2,0.5
Tim Hudson,921,2.8,2.89
Barry Zito,944,-0.6,1.72
Brett Myers,962,1.7,1.79
Vicente Padilla,964,0.2,0.4
Randy Wolf,976,2.2,0.6
Bronson Arroyo,978,-1.6,0.5
Joe Beimel,979,-0.5,0.1
Jake Peavy,1051,2.9,1.32
Freddy Garcia,1077,1.7,0.8
Joel Pineiro,1094,0.6,3.88
Arthur Rhodes,1097,-0.8,0.54
Rafael Soriano,1100,0.2,1.52
Livan Hernandez,1116,1.5,2.4
Marco Estrada,1118,0.6,0.22
Tommy Hunter,1157,0.5,2.26
Francisco Cordero,1243,0.0,0.1
Doug Davis,1244,0.7,1.0
Chris Carpenter,1292,4.5,1.89
Roy Halladay,1303,8.7,7.78
Brandon Lyon,1312,-0.6,-0.03
Andrew Bailey,1368,1.0,0.62
Chad Durbin,1442,-0.2,0.34
Aaron Harang,1451,1.4,1.11
Guillermo Mota,1467,-0.1,0.45
Jon Rauch,1475,-0.6,1.01
John Lackey,1507,0.9,2.46
Mark Hendrickson,1574,-0.1,0.35
Cliff Lee,1636,7.1,6.33
Francisco Rodriguez,1642,1.3,1.23
Brian Tallet,1646,-0.6,0.28
Jose Contreras,1660,0.2,-0.1
Javier Lopez,1663,0.4,0.67
D.J. Carrasco,1666,-0.4,0.71
Wil Ledezma,1669,-0.1,-0.04
Trever Miller,1672,-0.3,0.5
Jose Valverde,1726,0.9,-0.23
Aaron Heilman,1751,-0.4,0.23
Dan Haren,1757,5.9,2.99
Kevin Correia,1767,0.3,0.3
Kevin Gregg,1793,-0.4,0.09
Michael Gonzalez,1794,0.2,0.27
J.J. Putz,1795,1.4,0.73
Matt Belisle,1837,1.2,0.82
Edwin Jackson,1841,3.4,2.74
John Grabow,1848,-0.6,0.53
Ryan Madson,1852,1.8,1.09
Shawn Camp,1855,0.3,0.05
Michael Wuertz,1856,-0.5,-0.04
Sean Burnett,1886,-0.6,0.69
Jason Frasor,1906,0.1,0.82
Matt Thornton,1918,1.4,1.4
Brian Bruney,1929,-0.2,0.13
Frank Francisco,1933,0.4,0.54
Mike Adams,1937,1.9,0.85
Zack Greinke,1943,3.2,11.05
Justin Berg,1973,-0.1,0.52
Tim Byrdak,1995,0.6,-0.2
Clayton Kershaw,2036,7.4,4.08
Justin Masterson,2038,5.1,2.97
Jorge De La Rosa,2047,1.5,1.55
Matt Guerrier,2061,0.8,-0.16
Jose Veras,2063,0.7,0.05
Jeremy Guthrie,2072,1.8,2.85
Heath Bell,2080,0.9,1.62
Alfredo Simon,2155,0.9,-0.07
Chad Qualls,2170,0.0,0.57
Joel Hanrahan,2186,1.9,0.89
Blaine Boyer,2237,-0.3,0.1
Joel Peralta,2332,1.0,-0.03
Todd Coffey,2467,0.3,0.32
Enrique Gonzalez,2568,-0.1,0.33
Robinson Tejeda,2575,-0.3,0.28
Wandy Rodriguez,2586,1.5,3.52
Brian Matusz,2646,-1.1,3.28
Brett Cecil,2660,0.5,2.5
Joba Chamberlain,2692,0.2,1.0
Rick Porcello,2717,2.3,2.14
Brian Sanches,2739,-0.2,0.3
Carlos Marmol,2790,0.6,1.69
Santiago Casilla,2873,0.3,0.05
Juan Oviedo,2886,0.2,0.3
Sean Green,3001,0.0,0.44
Doug Slaten,3107,-0.4,0.54
Luis Mendoza,3126,0.3,0.19
Max Scherzer,3137,2.3,2.37
David Price,3184,4.8,5.9
Ervin Santana,3200,2.5,1.68
Francisco Liriano,3201,0.6,7.1
Josh Roenicke,3241,0.1,0.06
Jeff Samardzija,3254,0.6,0.33
Roberto Hernandez,3273,1.5,1.18
Joe Smith,3281,1.3,-0.05
Hiroki Kuroda,3283,3.0,4.13
Anibal Sanchez,3284,3.7,2.77
Alberto Castillo,3316,0.0,-0.12
Darren O'Day,3321,-0.5,0.84
Matt Garza,3340,4.7,2.43
Mitchell Boggs,3344,0.4,0.27
Cesar Ramos,3357,-0.1,0.43
Jeff Stevens,3367,-0.2,0.12
Ubaldo Jimenez,3374,3.3,4.79
Ricky Romero,3403,2.6,1.49
Brian Burres,3425,-0.2,0.5
Jeff Fulchino,3532,-0.3,0.5
Clay Buchholz,3543,0.7,3.48
Clayton Richard,3551,0.6,2.74
C.J. Wilson,3580,5.2,3.43
Kyle Davies,3642,0.6,1.65
Jim Johnson,3656,1.3,0.15
Brandon League,3731,1.4,0.34
Tim Wood,3775,-0.3,-0.19
Mat Latos,3815,4.1,4.24
Ricky Nolasco,3830,3.2,2.69
Zach Duke,3840,0.6,0.52
Gavin Floyd,3886,3.1,3.77
Jason Bulger,3915,-0.4,0.28
Edward Mujica,3970,0.8,0.15
Edinson Volquez,3990,-0.3,1.33
Brian Duensing,4064,1.3,1.06
Pedro Strop,4070,0.5,0.04
Rafael Perez,4078,0.8,-0.2
Dan Runzler,4080,0.2,0.35
Luke Gregerson,4090,0.6,0.57
Carlos Villanueva,4138,1.3,0.02
Jose Mijares,4140,-0.4,-0.03
Derek Holland,4141,3.2,0.55
Wilton Lopez,4227,0.5,0.45
Jered Weaver,4235,5.4,4.1
Micah Owings,4253,-0.1,-0.3
David Hernandez,4259,1.1,0.5
Mark Melancon,4264,0.8,-0.13
Matt Albers,4300,0.1,0.09
Lance Cormier,4346,-0.3,-0.11
Craig Breslow,4363,0.4,0.4
Joe Saunders,4366,0.3,2.16
Brad Mills,4420,-0.1,-0.1
Jon Niese,4424,2.8,2.3
Michael Bowden,4440,0.0,0.35
Matt Palmer,4457,0.3,0.3
Randy Wells,4535,-0.2,2.73
Jason Hammel,4538,1.1,2.09
Daniel Herrera,4552,0.0,0.34
Josh Johnson,4567,1.7,4.44
Tony Pena,4573,0.1,0.98
Matt Lindstrom,4604,0.8,0.08
Joe Thatcher,4620,-0.1,0.46
Charlie Morton,4676,2.0,0.1
Ramon Troncoso,4685,-0.2,0.56
Matt Cain,4732,4.5,3.87
Jonathan Broxton,4759,-0.2,-0.1
Felix Hernandez,4772,5.3,5.2
Matt Capps,4788,-0.4,0.07
Rich Hill,4806,0.2,0.0
Jesse Crain,4817,0.8,-0.13
Clay Rapada,4831,0.0,-0.25
Kyle McClellan,4845,-0.7,0.07
Joe Blanton,4849,0.6,1.9
Peter Moylan,4891,0.2,-0.3
Jon Lester,4930,2.6,5.33
Cole Hamels,4972,5.1,4.22
Dale Thayer,5032,0.2,0.03
Franklin Morales,5088,0.0,0.18
Rick VandenHurk,5099,-0.4,0.63
Guillermo Moscoso,5106,1.5,0.15
Evan Meek,5109,0.0,0.82
Alfredo Aceves,5164,0.6,0.5
Ernesto Frieri,5178,0.6,0.78
Mike Pelfrey,5203,1.2,3.83
Chris Perez,5213,0.5,1.36
Wade LeBlanc,5221,0.9,0.5
Vin Mazzaro,5231,-0.2,0.5
Chris Tillman,5279,1.1,0.77
Esmerling Vasquez,5280,0.0,0.57
Cristhian Martinez,5337,-0.2,0.18
Jesse Chavez,5448,-0.2,0.18
James McDonald,5523,0.7,1.68
Madison Bumgarner,5524,4.3,0.9
Boone Logan,5525,0.5,0.27
Phil Coke,5535,1.7,0.39
Matt Harrison,5551,4.0,0.5
Jo-Jo Reyes,5559,0.7,0.02
Mitch Stetter,5579,-0.2,0.06
