Name,playerid,real,pred
Guillermo Mota,1467,0.2,0.39
Jon Rauch,1475,1.3,0.45
John Lackey,1507,3.4,3.5
Aaron Cook,1571,1.1,3.39
Mark Hendrickson,1574,0.3,0.6
Pedro Feliciano,1601,0.8,0.16
Nate Robertson,1620,0.5,0.58
Cliff Lee,1636,7.4,5.77
Francisco Rodriguez,1642,1.5,0.99
Russ Springer,1652,0.0,-0.1
Jose Contreras,1660,0.7,3.78
Javier Lopez,1663,0.5,-0.09
D.J. Carrasco,1666,0.4,0.34
Jeremy Bonderman,1667,0.9,0.12
Wil Ledezma,1669,0.2,0.21
Trever Miller,1672,0.1,0.5
Claudio Vargas,1695,-0.1,0.4
Todd Wellemeyer,1709,-0.8,-0.2
Jose Valverde,1726,0.6,1.35
Aaron Heilman,1751,-0.1,0.33
Dan Haren,1757,3.6,2.18
Kevin Correia,1767,0.1,1.92
Rich Harden,1772,-0.6,1.54
Chad Gaudin,1783,-1.0,2.04
Kevin Gregg,1793,0.8,0.33
Michael Gonzalez,1794,0.7,0.72
J.J. Putz,1795,1.5,0.22
Matt Belisle,1837,2.0,0.05
Edwin Jackson,1841,3.2,2.29
John Grabow,1848,-0.4,0.41
Ryan Madson,1852,1.2,1.15
Shawn Camp,1855,0.2,-0.02
Michael Wuertz,1856,-0.1,0.5
Sean Burnett,1886,1.1,0.26
David Aardsma,1902,0.3,0.6
Jason Frasor,1906,0.9,1.3
Brian Bruney,1929,-0.2,0.4
Frank Francisco,1933,1.1,0.66
Mike Adams,1937,1.8,1.01
Zack Greinke,1943,4.9,6.46
Denny Bautista,1947,-0.1,0.18
Tim Byrdak,1995,-0.2,0.23
Saul Rivera,2027,-0.2,0.39
Clayton Kershaw,2036,4.5,0.5
Justin Masterson,2038,2.7,0.94
Jorge De La Rosa,2047,1.4,1.93
Matt Guerrier,2061,0.1,-0.32
Jose Veras,2063,0.1,0.43
Jeremy Guthrie,2072,2.4,3.69
Heath Bell,2080,2.3,-0.15
Fernando Cabrera,2105,-0.3,0.16
Chad Qualls,2170,0.0,0.34
Fernando Nieve,2173,-0.9,-0.03
Renyel Pinto,2180,-0.1,0.25
Joel Hanrahan,2186,1.3,0.84
Brian Bass,2219,-0.1,0.06
Ian Snell,2227,-0.5,1.1
Adam Wainwright,2233,5.0,5.03
Blaine Boyer,2237,-0.1,-0.01
Joel Peralta,2332,0.7,0.25
Todd Coffey,2467,-0.1,0.56
Enrique Gonzalez,2568,-0.3,-0.03
Robinson Tejeda,2575,0.9,0.59
Wandy Rodriguez,2586,3.5,4.36
Chris Sampson,2651,-0.6,0.69
Joba Chamberlain,2692,1.3,0.81
Rick Porcello,2717,1.9,1.33
Brian Sanches,2739,0.2,0.1
Jack Taschner,2766,-0.2,-0.1
Carlos Marmol,2790,2.7,0.52
Manny Corpas,2807,0.4,-0.32
Santiago Casilla,2873,0.6,0.05
Juan Oviedo,2886,1.4,-0.09
Sean Green,3001,-0.2,0.68
Doug Slaten,3107,0.3,-0.15
Luis Mendoza,3126,-0.6,0.07
Max Scherzer,3137,4.0,2.01
Manny Delcarmen,3180,-0.6,0.4
David Price,3184,4.3,1.4
Ervin Santana,3200,2.1,0.77
Josh Roenicke,3241,0.1,0.38
Ryan Rowland-Smith,3245,-1.5,1.88
Jeff Samardzija,3254,-0.5,0.31
Roberto Hernandez,3273,3.0,0.5
Joe Smith,3281,-0.2,-0.08
Hiroki Kuroda,3283,4.2,0.6
Anibal Sanchez,3284,4.2,0.72
Alberto Castillo,3316,-0.4,-0.08
Darren O'Day,3321,1.1,0.37
Matt Garza,3340,2.1,5.17
Mitchell Boggs,3344,0.0,0.52
Ubaldo Jimenez,3374,5.9,4.94
Jensen Lewis,3384,0.3,0.06
Brian Burres,3425,0.3,0.5
Jonathan Albaladejo,3521,-0.1,0.25
Jeff Fulchino,3532,-0.3,0.41
Clay Buchholz,3543,3.1,1.05
Charlie Haeger,3545,-0.2,0.03
Clayton Richard,3551,2.2,1.77
C.J. Wilson,3580,4.3,0.36
Kyle Davies,3642,1.7,3.59
Jim Johnson,3656,0.6,0.66
Brandon League,3731,0.4,0.17
Ricky Nolasco,3830,2.2,3.57
Zach Duke,3840,0.2,2.13
Gavin Floyd,3886,4.2,5.03
Jason Bulger,3915,-0.1,0.33
Doug Mathis,3944,-0.5,-0.05
Edward Mujica,3970,0.0,0.46
Rafael Perez,4078,0.4,0.11
Carlos Villanueva,4138,0.1,0.06
Jose Mijares,4140,0.3,0.82
Armando Galarraga,4222,0.7,0.5
Jered Weaver,4235,5.8,3.43
Micah Owings,4253,-0.1,1.0
Nick Blackburn,4270,0.1,3.72
Manny Parra,4279,-0.1,0.51
Matt Albers,4300,0.1,0.46
Lance Cormier,4346,-0.6,0.45
Craig Breslow,4363,0.5,0.29
Joe Saunders,4366,1.2,0.3
Jesse Carlson,4391,-0.3,0.27
Dan Meyer,4402,-0.3,0.53
Jon Niese,4424,1.9,1.3
Dustin Nippert,4426,-0.2,0.83
Matt Palmer,4457,0.0,0.58
Scott Olsen,4529,0.3,1.28
Randy Wells,4535,2.5,1.66
Jason Hammel,4538,3.2,2.49
Chris Smith,4544,0.1,0.2
Daniel Herrera,4552,0.1,0.68
Josh Johnson,4567,6.1,4.27
Tony Pena,4573,0.2,0.52
Matt Lindstrom,4604,0.2,0.45
Joe Thatcher,4620,1.0,0.84
Jason Bergmann,4640,-0.2,0.26
Charlie Morton,4676,-0.3,1.39
Ramon Troncoso,4685,-0.5,0.29
Joel Zumaya,4699,1.1,0.83
Matt Cain,4732,4.0,4.96
Felix Hernandez,4772,6.8,2.84
John Maine,4773,-0.3,1.12
Matt Capps,4788,1.1,0.96
Rich Hill,4806,0.1,1.35
Jesse Crain,4817,0.7,0.28
Edwar Ramirez,4830,-0.1,1.15
Clay Rapada,4831,-0.3,0.24
Kyle McClellan,4845,-0.2,0.47
Joe Blanton,4849,1.8,2.37
Peter Moylan,4891,-0.5,0.5
Scott Kazmir,4897,-1.0,2.79
Brad Thompson,4911,-0.3,0.37
Jon Lester,4930,5.0,5.39
Cole Hamels,4972,3.6,2.79
Bryan Bullington,5066,0.0,0.09
Franklin Morales,5088,-0.6,0.5
Evan Meek,5109,0.8,0.23
Alfredo Aceves,5164,0.0,0.41
Mike Pelfrey,5203,2.8,3.26
Chris Perez,5213,1.1,0.37
Jesse Chavez,5448,-0.6,0.4
Dana Eveland,5508,0.0,0.3
James McDonald,5523,1.5,0.46
Boone Logan,5525,0.3,0.02
Phil Coke,5535,1.1,0.57
Matt Harrison,5551,-0.1,0.5
Jair Jurrjens,5556,0.9,4.35
Jo-Jo Reyes,5559,-0.2,0.5
Josh Banks,5570,-0.1,0.5
Mitch Stetter,5579,-0.2,0.09
Leo Rosales,5618,-0.1,0.22
Tyler Clippard,5640,1.2,0.84
Tim Lincecum,5705,4.3,4.43
Brian Bannister,5718,-0.2,1.77
Eric O'Flaherty,5746,0.4,0.16
Chad Billingsley,5842,4.1,4.13
Jason Motte,5861,0.5,0.54
Jeff Karstens,5879,0.3,0.1
Eddie Bonine,5890,0.0,0.24
Sean Marshall,5905,1.8,0.94
Pat Misch,5909,0.6,-0.18
Wesley Wright,5960,-0.1,1.38
Jonathan Papelbon,5975,1.0,1.6
Takashi Saito,6021,1.2,-0.3
Scott Baker,6176,2.5,2.13
Kyle Kendrick,6230,0.5,0.14
Tom Gorzelanny,6244,1.8,0.51
Aaron Laffey,6248,0.6,1.6
Scott Feldman,6283,1.2,3.69
George Sherrill,6291,-0.6,0.3
John Danks,6329,4.5,2.89
Rich Thompson,6422,0.1,0.34
Jeremy Accardo,6428,0.1,0.3
Kevin Jepsen,6475,1.0,1.75
Brian Wilson,6485,2.5,0.7
Johnny Cueto,6893,2.5,2.04
Joakim Soria,6941,1.9,0.35
Ian Kennedy,6986,1.6,0.28
Merkin Valdez,7019,0.0,0.12
James Shields,7059,2.1,3.38
Dustin Moseley,7060,-0.2,0.5
John Lannan,7080,0.7,2.41
Josh Rupe,7206,-0.1,0.26
Nick Masset,7267,0.9,0.7
Brad Ziegler,7293,0.1,0.81
Adam Russell,7334,0.2,0.37
Garrett Mock,7335,-0.2,0.63
J.A. Happ,7410,1.0,1.52
Mark Lowe,7416,0.0,1.44
Gio Gonzalez,7448,3.2,1.1
Phil Hughes,7450,3.1,0.9
Mike Ekstrom,7488,0.0,0.15
Scott Elbert,7489,-0.1,0.36
Jonathan Sanchez,7507,2.1,1.39
Cla Meredith,7613,-0.4,0.47
Andy Sonnanstine,7667,-0.1,0.5
Jeff Gray,7718,-0.1,-0.01
Hideki Okajima,7763,0.1,0.77
Daisuke Matsuzaka,7775,2.1,0.91
Jerry Blevins,7841,0.1,0.12
Ramon Ramirez,7986,0.2,0.5
Glen Perkins,8041,-0.1,0.61
Dallas Braden,8099,3.5,2.26
Yovani Gallardo,8173,3.6,0.5
Brett Anderson,8223,2.5,3.84
David Robertson,8241,0.8,0.81
Billy Buckner,8253,-0.3,0.72
Huston Street,8258,0.8,1.63
Sean Gallagher,8261,-0.7,0.5
Ross Ohlendorf,8268,1.0,0.99
Jared Burton,8346,0.0,0.09
David Purcey,8360,0.3,0.5
Carlos Rosa,8529,-0.1,-0.27
Philip Humber,8586,0.3,0.47
Jeff Niemann,8591,1.4,2.09
Brandon Medders,8604,-0.2,0.06
Bobby Jenks,8645,1.4,0.25
Brian Stokes,8653,-0.4,0.19
Paul Maholm,8678,1.8,3.05
Justin Verlander,8700,6.6,4.34
Manny Acosta,8725,0.3,-0.16
Brandon Morrow,9346,3.2,0.1
Kam Mickolio,9513,-0.1,-0.2
Andrew Carpenter,9533,-0.1,0.13
Burke Badenhop,9736,0.3,0.26
Sergio Romo,9817,1.2,0.5
Garrett Olson,9889,-0.1,0.05
Chris Volstad,9901,1.3,0.4
Kevin Slowey,9918,2.3,3.21
Bobby Parnell,9926,0.8,1.09
