Name,playerid,real,pred
Tony Armas Jr.,761,0.0,0.18
Scott Downs,773,1.0,0.79
Matt Herges,780,0.5,0.9
Javier Vazquez,801,4.9,4.69
Ted Lilly,833,2.8,1.71
Mike Mussina,837,3.6,2.53
Andy Pettitte,840,3.3,3.28
Armando Benitez,865,-0.2,0.3
Tyler Walker,901,0.2,0.28
David Weathers,902,0.0,0.5
Chad Bradford,904,0.4,0.63
Justin Duchscherer,910,2.5,0.5
Tim Hudson,921,1.9,4.52
Mark Mulder,932,0.0,0.5
Barry Zito,944,1.3,1.25
Brandon Duckworth,954,0.4,0.3
Vicente Padilla,964,1.5,0.52
Bronson Arroyo,978,2.2,2.26
Joe Beimel,979,0.5,0.21
Josh Fogg,989,-0.6,0.59
Kip Wells,1012,-0.2,1.3
Adam Eaton,1029,0.3,0.35
Alan Embree,1030,0.0,0.5
Trevor Hoffman,1035,0.4,1.37
Jake Peavy,1051,3.7,2.5
Ryan Franklin,1076,-0.4,0.94
Freddy Garcia,1077,0.0,1.05
Gil Meche,1089,4.2,2.62
Jamie Moyer,1091,2.5,2.39
Joel Pineiro,1094,0.6,0.63
Rafael Soriano,1100,0.1,0.9
Livan Hernandez,1116,1.0,0.3
Jason Isringhausen,1158,-0.3,0.0
Matt Morris,1172,-0.4,2.12
Mike Timlin,1187,-0.5,0.4
Jesus Colome,1198,0.2,0.08
Bobby Seay,1225,1.0,0.36
Jorge Sosa,1228,-0.3,0.7
Francisco Cordero,1243,0.7,1.5
Doug Davis,1244,2.3,0.89
Rudy Seanez,1279,0.2,0.25
Scott Eyre,1300,0.6,0.0
Roy Halladay,1303,6.6,3.06
Joaquin Benoit,1437,-0.2,0.76
Brendan Donnelly,1441,-0.2,0.5
Randy Flores,1446,-0.3,0.65
Aaron Harang,1451,1.4,4.2
Jon Rauch,1475,0.9,0.63
John Lackey,1507,1.4,3.78
Kirk Saarloos,1516,0.2,0.21
Mark Hendrickson,1574,1.0,0.52
Jason Davis,1598,0.1,0.47
Nate Robertson,1620,1.1,2.88
Salomon Torres,1628,0.3,0.5
Cliff Lee,1636,6.8,1.85
Francisco Rodriguez,1642,1.5,1.66
Russ Springer,1652,0.6,0.5
Oscar Villarreal,1654,-1.0,0.72
Jose Contreras,1660,2.0,3.4
Javier Lopez,1663,0.1,-0.01
Jeremy Bonderman,1667,0.3,2.57
Wil Ledezma,1669,0.1,0.14
Trever Miller,1672,0.6,0.58
Kiko Calero,1676,0.1,0.46
Brandon Webb,1692,5.4,4.66
Derrick Turnbow,1694,-0.4,0.26
Claudio Vargas,1695,0.2,0.5
Dontrelle Willis,1703,-0.6,4.76
Todd Wellemeyer,1709,1.7,0.32
Jose Valverde,1726,1.1,0.63
Edgar Gonzalez,1727,-0.1,0.5
Aaron Heilman,1751,-0.4,0.34
Dan Haren,1757,6.1,3.27
Kevin Correia,1767,0.4,0.24
Chad Gaudin,1783,0.7,2.65
Jimmy Gobble,1791,-0.3,0.5
Kevin Gregg,1793,0.9,0.51
Michael Gonzalez,1794,0.1,0.91
J.J. Putz,1795,0.6,1.66
Neal Cotts,1797,0.1,0.11
Jon Adkins,1799,-0.1,0.09
Geoff Geary,1813,0.6,0.21
Chad Cordero,1816,0.0,0.5
Vinnie Chulk,1838,-0.3,-0.27
Edwin Jackson,1841,1.5,0.66
John Grabow,1848,0.3,0.71
Ryan Madson,1852,1.2,0.18
Shawn Camp,1855,0.6,0.34
Michael Wuertz,1856,0.1,0.93
Brian Falkenborg,1859,-0.2,-0.03
Greg Aquino,1899,-0.1,0.5
Jason Frasor,1906,-0.1,0.7
Scott Proctor,1911,-0.2,0.36
Matt Thornton,1918,1.8,0.39
Brian Bruney,1929,0.5,0.23
Daniel Cabrera,1931,0.1,2.29
Scott Dohmann,1936,-0.1,-0.08
Elizardo Ramirez,1946,-0.1,0.5
Denny Bautista,1947,-0.1,0.0
Saul Rivera,2027,1.3,0.66
Matt Guerrier,2061,-0.7,0.49
Jose Veras,2063,0.0,-0.08
Jeremy Guthrie,2072,2.2,1.02
Chien-Ming Wang,2074,1.5,4.63
Heath Bell,2080,1.2,1.41
Fernando Cabrera,2105,-0.5,0.33
Andrew Brown,2115,-0.1,0.37
Gary Majewski,2131,-0.3,0.35
Adam Loewen,2134,-0.3,1.83
Angel Guzman,2145,0.1,0.05
Sean Henn,2147,-0.1,0.17
Yhency Brazoban,2150,0.0,0.06
Boof Bonser,2159,0.9,1.4
Taylor Buchholz,2168,1.3,1.35
Chad Qualls,2170,1.8,-0.04
Dennis Sarfate,2174,0.0,0.58
Renyel Pinto,2180,-0.4,1.13
Jake Woods,2196,-0.4,0.08
Justin Hampson,2209,0.5,0.23
Ian Snell,2227,2.2,2.35
Adam Wainwright,2233,2.4,2.09
Jose Capellan,2236,0.0,0.06
Blaine Boyer,2237,0.0,0.28
Joel Peralta,2332,-0.8,0.35
Todd Coffey,2467,0.0,-0.0
Juan Salas,2533,0.1,0.2
Robinson Tejeda,2575,0.4,0.5
Wandy Rodriguez,2586,2.9,3.73
Chris Sampson,2651,1.8,0.5
Randy Messenger,2658,0.0,0.48
Brian Sanches,2739,-0.1,0.04
Jack Taschner,2766,0.0,0.45
Carlos Marmol,2790,1.4,1.44
Manny Corpas,2807,0.8,0.75
Franquelis Osoria,2860,-0.2,0.5
Santiago Casilla,2873,0.3,0.12
Juan Oviedo,2886,0.7,0.32
Sean Green,3001,0.9,0.83
Doug Slaten,3107,-0.2,-0.04
Manny Delcarmen,3180,1.1,0.29
Zach Miner,3193,0.9,0.02
Chris Young,3196,1.5,3.85
Ervin Santana,3200,5.3,0.73
Roberto Hernandez,3273,0.6,2.16
Anibal Sanchez,3284,0.3,0.64
Matt Garza,3340,3.3,1.31
Juan Morillo,3369,0.0,-0.03
Ubaldo Jimenez,3374,4.2,0.76
Kason Gabbard,3418,0.3,0.59
Brian Burres,3425,0.5,0.44
Charlie Haeger,3545,-0.2,0.16
Chris Schroder,3553,-0.2,0.2
C.J. Wilson,3580,-0.5,0.36
Chris Britton,3600,-0.2,0.58
Kyle Davies,3642,1.5,-0.23
Jim Johnson,3656,1.0,0.24
Brad Hennessey,3720,-0.2,0.0
Brandon League,3731,0.1,0.38
Chris Resop,3799,-0.2,0.5
Jason Bulger,3915,-0.1,0.06
Edward Mujica,3970,0.1,0.43
Edinson Volquez,3990,3.6,0.5
Yusmeiro Petit,4020,0.1,0.1
Rafael Perez,4078,1.2,0.98
Carlos Villanueva,4138,0.7,-1.06
Jered Weaver,4235,3.2,1.43
Royce Ring,4350,-0.1,0.16
Joe Saunders,4366,2.2,2.15
Kameron Loe,4422,0.4,-0.14
Dustin Nippert,4426,0.3,0.32
Scott Olsen,4529,1.2,2.89
Josh Johnson,4567,2.0,2.15
Tony Pena,4573,1.0,0.83
Clay Hensley,4593,0.0,0.5
Dave Bush,4635,1.3,0.45
Jason Bergmann,4640,0.8,0.72
Pat Neshek,4682,0.1,0.21
Jeff Francis,4684,1.5,2.04
Matt Cain,4732,3.7,5.4
Jonathan Broxton,4759,2.0,0.3
John Maine,4773,1.7,2.61
Matt Capps,4788,1.3,0.39
Rich Hill,4806,0.0,3.1
Jesse Crain,4817,0.5,0.11
Chuck James,4886,-0.8,0.95
Peter Moylan,4891,-0.1,0.16
Scott Kazmir,4897,2.3,2.74
Brad Thompson,4911,0.4,0.26
Devern Hansack,4939,0.1,0.17
Cole Hamels,4972,4.7,3.68
Mike Pelfrey,5203,3.1,1.29
Dana Eveland,5508,2.3,0.5
Boone Logan,5525,0.2,0.2
Ty Taubenheim,5561,0.2,0.39
Tim Lincecum,5705,7.2,2.75
Brian Bannister,5718,0.9,0.83
Eric O'Flaherty,5746,-0.4,0.82
Tom Mastny,5768,-0.4,-0.01
Jeff Karstens,5879,0.5,0.2
Sean Marshall,5905,0.7,0.8
Pat Misch,5909,-0.1,0.39
Jonathan Papelbon,5975,2.8,2.62
Logan Kensing,6166,0.2,0.07
Scott Baker,6176,3.3,2.89
Shaun Marcum,6204,1.6,1.21
Wes Littleton,6236,0.1,0.15
Tom Gorzelanny,6244,-0.7,2.2
Scott Feldman,6283,0.6,0.5
George Sherrill,6291,0.3,-0.15
Jason Hirsh,6293,-0.1,0.5
Ryan Feierabend,6336,0.2,0.2
Jeremy Accardo,6428,-0.1,1.17
Brian Wilson,6485,0.6,0.14
Andrew Miller,6785,1.9,0.1
James Shields,7059,4.1,2.19
Dustin Moseley,7060,0.4,0.71
Anthony Reyes,7105,0.5,0.39
Kurt Birkins,7266,0.1,0.14
Nick Masset,7267,0.1,0.22
Mark Lowe,7416,0.1,0.45
Jonathan Sanchez,7507,2.7,0.1
Cla Meredith,7613,0.4,0.58
Kei Igawa,7794,0.1,-0.17
Ramon Ramirez,7986,1.8,0.25
Eric Stults,8011,0.3,0.42
Glen Perkins,8041,0.4,0.26
Yovani Gallardo,8173,0.4,2.45
Jae Kuk Ryu,8228,0.0,0.22
Taylor Tankersley,8249,-0.6,0.1
Bill Bray,8538,0.5,0.1
Philip Humber,8586,-0.3,0.19
Dustin McGowan,8600,2.1,0.95
Brandon Medders,8604,-0.1,0.14
Bobby Jenks,8645,1.3,1.38
Brian Stokes,8653,0.2,0.34
Paul Maholm,8678,3.2,1.59
Jorge Campillo,8686,1.9,0.07
Justin Verlander,8700,3.2,2.24
Jeremy Sowers,9083,0.4,0.5
Joey Devine,9862,1.5,0.0
