Name,playerid1,1ySeason,W,L,SV,G,GS,IP,Kd9,BBd9,HRd9,BABIP,LOBp,ERA,FIP15,Age,CG,ShO,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,KdBB,AVG,WHIP,FIP33,RAR,WAR,WPA,nWPA,pWPA,RE24,REW,pLI,gmLI,exLI,Pulls,WPAdLI,Clutch,SD,MD,ERAm,FIPm,RA9WAR,BIPWins,LOBWins,FDPWins,KBBp,kwERA,TTOp,playerid58,ServiceTime,FutureWAR,prediction
John Habyan,1005176,1991,4,2,2,66,0,90.0,7.0,2.0,0.2,0.278,0.727,2.3,2.32,27,0,0,349,73,28,23,2,20,2,2,1,2,70,3.5,0.223,1.03,2.32,24.2,2.6,2.24,-5.8,8.04,16.7,1.76,1.21,1.43,1.57,50,2.06,-0.21,28,10,56,57,2.4,0.0,-0.2,-0.2,0.143,2.97,0.264,1005176,2,0.7,4
John Habyan,1005176,1992,5,6,7,56,0,72.2,5.45,2.6,0.74,0.321,0.761,3.84,3.6,28,0,0,316,84,32,31,6,21,5,2,2,1,44,2.1,0.287,1.44,3.6,6.4,0.7,1.36,-8.3,9.65,-2.13,-0.19,1.74,1.68,1.48,36,0.11,0.67,22,11,99,91,0.5,-0.9,0.7,-0.2,0.073,3.61,0.225,1005176,3,0.3,4
John Habyan,1005176,1993,2,1,1,48,0,56.1,6.23,3.2,0.96,0.305,0.737,4.15,4.05,29,0,0,239,59,27,26,6,20,4,0,0,2,39,1.95,0.269,1.4,4.05,2.9,0.3,-1.21,-4.65,3.44,-0.39,0.02,0.9,1.12,1.06,25,0.3,-1.64,7,11,96,94,0.4,-0.1,0.2,0.1,0.08,4.01,0.272,1005176,4,0.9,4
John Habyan,1005176,1994,1,0,1,52,0,47.1,8.75,3.8,0.38,0.353,0.789,3.23,3.0,30,0,0,204,50,17,17,2,20,8,0,4,0,46,2.3,0.272,1.48,3.0,8.6,0.9,0.53,-3.03,3.55,9.09,0.81,1.02,1.23,1.49,42,0.67,-0.15,11,8,78,71,0.9,-0.6,0.7,0.1,0.128,3.81,0.333,1005176,5,1.3,4
Darren Hall,1005240,1994,2,3,17,30,0,31.2,7.96,3.98,0.85,0.271,0.788,3.41,4.02,29,0,0,131,26,12,12,3,14,1,1,1,0,28,2.0,0.224,1.26,4.02,5.4,0.5,1.0,-4.32,5.31,7.93,0.7,2.18,1.96,1.27,2,0.56,-0.1,14,4,71,84,1.0,0.2,0.3,0.5,0.107,4.06,0.344,1005240,1,0.4,4
Drew Hall,1005242,1987,1,1,0,21,0,32.2,5.51,3.86,1.1,0.33,0.475,6.89,4.52,24,0,0,147,40,31,25,4,14,0,0,1,0,20,1.43,0.301,1.65,4.52,-0.1,0.0,-0.57,-1.97,1.4,-11.64,-1.21,0.63,0.83,0.58,14,-0.45,-0.46,3,4,158,106,-1.1,-0.4,-0.7,-1.1,0.041,4.6,0.259,1005242,1,0.2,4
Drew Hall,1005242,1989,2,1,0,38,0,58.1,6.94,5.09,0.46,0.247,0.732,3.7,3.74,26,0,0,242,42,24,24,3,33,1,3,1,0,45,1.36,0.204,1.29,3.74,1.8,0.2,0.41,-1.94,2.35,5.57,0.56,0.52,0.94,1.03,32,0.63,0.16,9,8,94,97,0.5,0.4,-0.1,0.3,0.05,3.87,0.335,1005242,2,-0.3,4
Atlee Hammaker,1005281,1981,1,3,0,10,6,39.0,2.54,2.77,0.46,0.292,0.602,5.54,3.63,23,0,0,169,44,24,24,2,12,1,0,0,1,11,0.92,0.28,1.44,3.63,2.5,0.3,-0.75,-3.5,2.76,-4.12,-0.49,0.98,0.62,1.51,8,0.17,-0.93,1,0,150,99,-0.4,-0.2,-0.5,-0.7,-0.006,4.15,0.148,1005281,1,2.6,4
Atlee Hammaker,1005281,1982,12,8,0,29,27,175.0,5.25,1.44,0.82,0.3,0.677,4.11,3.25,24,4,1,725,189,86,80,16,28,8,2,2,4,102,3.64,0.272,1.24,3.25,23.3,2.6,-0.59,-13.98,13.39,-8.2,-0.93,1.05,0.9,1.56,25,0.24,-0.8,0,2,116,93,1.1,-0.8,-0.7,-1.5,0.102,3.23,0.201,1005281,2,4.6,4
Atlee Hammaker,1005281,1983,10,9,0,23,23,172.1,6.63,1.67,0.47,0.263,0.738,2.25,2.57,25,8,3,695,147,57,43,9,32,12,3,6,2,127,3.97,0.223,1.04,2.57,39.4,4.6,1.77,-11.63,13.4,22.74,2.34,1.07,0.88,1.55,15,2.55,-0.9,0,0,63,69,4.4,0.9,-1.1,-0.2,0.137,2.85,0.242,1005281,3,0.7,4
Atlee Hammaker,1005281,1984,2,0,0,6,6,33.0,6.55,2.45,0.55,0.288,0.812,2.18,2.92,26,0,0,139,32,10,8,2,9,1,0,0,2,24,2.67,0.246,1.24,2.92,5.8,0.7,0.51,-2.16,2.67,5.51,0.58,1.09,0.88,0.98,6,0.28,0.18,0,0,63,83,0.9,0.0,0.3,0.3,0.108,3.2,0.252,1005281,4,2.2,4
Atlee Hammaker,1005281,1985,5,12,0,29,29,170.2,5.27,2.48,0.9,0.262,0.69,3.74,3.63,27,1,1,713,161,81,71,17,47,5,0,4,4,100,2.13,0.242,1.22,3.63,19.8,2.2,-0.87,-12.66,11.78,-7.68,-0.86,0.99,0.87,1.07,28,-1.9,1.02,0,0,107,99,1.3,0.5,-1.4,-0.9,0.074,3.65,0.23,1005281,5,1.4,4
Atlee Hammaker,1005281,1987,10,10,0,31,27,168.1,5.72,3.05,1.18,0.265,0.776,3.58,4.37,29,2,0,706,159,73,67,22,57,10,3,8,7,107,1.88,0.246,1.28,4.37,14.0,1.4,0.07,-11.87,11.94,6.1,0.68,0.93,0.93,1.28,28,0.07,0.01,2,1,92,108,2.9,1.0,0.5,1.5,0.071,4.24,0.264,1005281,6,0.8,4
Atlee Hammaker,1005281,1988,9,9,5,43,17,144.2,4.04,2.55,0.68,0.257,0.68,3.73,3.77,30,3,1,607,136,68,60,11,41,9,3,1,2,65,1.59,0.242,1.22,3.77,7.4,0.8,0.18,-11.59,11.77,-4.77,-0.48,1.12,1.54,1.3,29,-0.51,0.67,9,8,112,108,0.2,0.7,-1.4,-0.6,0.04,4.04,0.193,1005281,7,0.4,4
Atlee Hammaker,1005281,1989,6,6,0,28,9,76.2,3.52,2.7,0.59,0.278,0.716,3.76,3.77,31,0,0,322,78,34,32,5,23,2,1,1,2,30,1.3,0.262,1.32,3.77,4.1,0.4,0.29,-6.06,6.35,1.47,0.11,1.18,1.14,1.36,23,0.6,-0.36,7,3,112,106,0.5,-0.1,0.1,0.0,0.022,4.21,0.18,1005281,8,0.4,4
Preston Hanna,1005318,1980,2,0,0,32,2,79.1,3.97,4.99,0.34,0.238,0.775,3.18,4.14,25,0,0,337,63,28,28,3,44,4,3,5,0,35,0.8,0.217,1.35,4.14,0.8,0.1,0.86,-2.06,2.92,8.57,0.92,0.46,0.6,0.35,29,0.73,1.16,7,3,83,106,1.1,0.8,0.2,1.0,-0.027,4.69,0.243,1005318,1,0.0,4
Preston Hanna,1005318,1981,2,1,0,20,1,35.1,5.6,5.86,0.51,0.368,0.629,6.37,4.04,26,0,0,164,45,27,25,2,23,2,0,6,0,22,0.96,0.319,1.92,4.04,-0.2,0.0,-0.1,-1.97,1.87,-14.84,-1.76,0.68,0.61,0.37,19,-1.66,1.52,2,5,169,110,-0.6,-0.7,0.1,-0.6,-0.006,4.15,0.287,1005318,2,-0.4,4
Greg Hansell,1005326,1996,3,0,3,50,0,74.1,5.57,3.75,1.7,0.292,0.705,5.69,5.71,25,0,0,329,83,48,47,14,31,1,2,9,1,46,1.48,0.28,1.53,5.71,-4.5,-0.4,-0.54,-4.16,3.63,-3.46,-0.31,0.64,0.89,0.89,27,-0.16,-0.67,8,6,112,116,-0.1,0.1,0.2,0.3,0.046,4.96,0.277,1005326,1,0.3,4
Erik Hanson,1005333,1988,2,3,0,6,6,41.2,7.78,2.59,0.86,0.27,0.731,3.24,3.22,23,0,0,168,35,17,15,4,12,1,1,2,2,36,3.0,0.226,1.13,3.22,8.6,0.9,0.42,-2.75,3.17,3.84,0.41,1.0,0.87,1.23,6,0.48,-0.07,0,0,79,79,0.9,0.1,-0.2,0.0,0.143,2.8,0.31,1005333,1,2.4,4
Erik Hanson,1005333,1989,9,5,0,17,17,113.1,5.96,2.54,0.56,0.277,0.737,3.18,3.22,24,1,0,465,103,44,40,7,32,1,5,3,0,75,2.34,0.241,1.19,3.22,21.2,2.4,1.49,-7.33,8.82,12.67,1.31,1.02,0.87,1.85,16,1.26,0.2,0,0,80,82,2.6,0.3,0.0,0.2,0.093,3.36,0.245,1005333,2,6.6,4
Erik Hanson,1005333,1990,18,9,0,33,33,236.0,8.05,2.59,0.57,0.284,0.736,3.24,2.74,25,5,1,964,205,88,85,15,68,6,2,10,1,211,3.1,0.229,1.16,2.74,58.3,6.6,3.54,-13.62,17.16,23.42,2.52,0.97,0.87,1.24,28,2.78,0.87,0,0,81,69,5.9,0.1,-0.8,-0.7,0.148,2.83,0.305,1005333,3,3.5,4
Erik Hanson,1005333,1991,8,8,0,27,27,174.2,7.37,2.89,0.82,0.315,0.726,3.81,3.41,26,2,1,744,182,82,74,16,56,2,2,14,1,143,2.55,0.265,1.36,3.41,32.9,3.5,0.12,-13.45,13.57,1.7,0.08,1.02,0.88,1.38,25,-0.3,0.42,0,0,92,84,2.7,-1.2,0.4,-0.8,0.117,3.28,0.289,1005333,4,3.1,4
Erik Hanson,1005333,1992,8,17,0,31,30,186.2,5.4,2.75,0.68,0.315,0.643,4.82,3.59,27,6,1,809,209,110,100,14,57,1,7,6,0,112,1.96,0.281,1.43,3.59,28.5,3.1,-2.31,-14.21,11.9,-21.08,-2.22,0.9,0.87,1.09,25,-0.77,-1.81,1,0,122,91,0.2,-1.5,-1.4,-2.9,0.068,3.67,0.226,1005333,5,4.9,4
Erik Hanson,1005333,1993,11,12,0,31,30,215.0,6.82,2.51,0.71,0.303,0.738,3.47,3.41,28,7,0,898,215,91,83,17,60,6,5,8,0,163,2.72,0.258,1.28,3.41,46.7,4.9,1.64,-16.24,17.88,21.33,2.16,1.07,0.87,1.32,24,1.91,-0.38,0,1,79,79,5.0,-0.8,0.9,0.1,0.115,3.58,0.267,1005333,6,3.1,4
Erik Hanson,1005333,1994,5,5,0,22,21,122.2,7.41,1.69,0.73,0.332,0.691,4.11,3.18,29,0,0,519,137,60,56,10,23,3,3,8,1,101,4.39,0.278,1.3,3.18,30.0,3.1,0.46,-8.43,8.89,3.56,0.42,0.96,0.83,1.16,21,0.8,-0.32,0,0,98,73,1.7,-1.3,-0.1,-1.4,0.15,3.54,0.258,1005333,7,4.1,4
Erik Hanson,1005333,1995,15,5,0,29,29,186.2,6.7,2.84,0.82,0.291,0.686,4.24,3.76,30,1,1,800,187,94,88,17,59,0,1,5,0,139,2.36,0.253,1.32,3.76,41.9,4.1,2.11,-12.97,15.09,17.4,1.64,1.01,0.88,1.26,28,1.63,0.46,0,0,87,81,3.6,0.2,-0.7,-0.5,0.1,4.11,0.269,1005333,8,3.0,4
Erik Hanson,1005333,1996,13,17,0,35,35,214.2,6.54,4.28,1.09,0.324,0.657,5.41,4.75,31,4,1,955,243,143,129,26,102,2,2,13,0,156,1.53,0.286,1.61,4.75,32.8,3.0,-1.65,-18.31,16.66,-17.55,-1.58,0.99,0.87,1.05,31,-0.8,-0.87,0,0,109,97,1.2,-1.1,-0.7,-1.8,0.057,4.83,0.297,1005333,9,-0.5,4
Mike Harkey,1005363,1988,0,3,0,5,5,34.2,4.67,3.89,0.0,0.275,0.72,2.6,3.2,21,0,0,155,33,14,10,0,15,3,2,2,1,18,1.2,0.239,1.38,3.2,5.3,0.6,0.05,-3.22,3.27,2.18,0.22,1.27,0.87,1.03,5,-0.06,0.1,0,0,71,88,0.6,0.0,0.0,0.0,0.019,4.28,0.213,1005363,1,2.1,4
Mike Harkey,1005363,1990,12,6,0,27,27,173.2,4.87,3.06,0.73,0.251,0.742,3.26,3.91,23,2,1,728,153,71,63,14,59,8,7,8,1,94,1.59,0.231,1.22,3.91,19.9,2.1,2.04,-11.49,13.52,16.85,1.58,1.04,0.88,1.43,25,1.8,0.16,0,0,82,101,3.6,1.3,0.2,1.5,0.048,4.03,0.229,1005363,2,0.2,4
Mike Harkey,1005363,1992,4,0,0,7,7,38.0,4.97,3.55,0.95,0.254,0.833,1.89,4.31,25,0,0,159,34,13,8,4,15,0,1,3,1,21,1.4,0.238,1.29,4.31,1.4,0.2,0.27,-2.54,2.81,0.9,0.14,1.02,0.88,1.64,7,-0.23,0.5,0,0,53,120,0.9,0.2,0.5,0.7,0.038,4.03,0.252,1005363,3,1.5,4
Mike Harkey,1005363,1993,10,10,0,28,28,157.1,3.83,2.46,0.97,0.311,0.636,5.26,4.42,26,1,0,676,187,100,92,17,43,4,3,1,3,67,1.56,0.297,1.46,4.42,14.4,1.5,-1.9,-13.19,11.29,-13.87,-1.61,0.98,0.88,1.19,27,-0.39,-1.55,0,0,129,107,-0.1,-1.0,-0.6,-1.6,0.036,4.53,0.188,1005363,4,0.5,4
Mike Harkey,1005363,1994,1,6,0,24,13,91.2,3.83,3.44,0.98,0.348,0.68,5.79,4.88,27,0,0,415,125,61,59,10,35,4,1,0,2,39,1.11,0.33,1.75,4.88,5.6,0.5,-1.13,-8.16,7.03,-5.36,-0.54,0.97,0.63,1.14,21,-0.88,-0.28,1,1,121,110,0.2,-1.3,1.0,-0.3,0.01,5.23,0.202,1005363,5,0.0,4
Pete Harnisch,1005374,1989,5,9,0,18,17,103.1,6.1,5.57,0.87,0.273,0.73,4.62,4.67,22,2,0,468,97,55,53,10,64,3,5,5,1,70,1.09,0.243,1.56,4.67,2.3,0.2,-0.05,-7.68,7.64,0.0,0.01,0.97,0.83,1.25,15,-0.62,0.57,0,0,121,122,0.5,0.3,-0.1,0.3,0.013,4.32,0.308,1005374,1,2.0,4
Pete Harnisch,1005374,1990,11,11,0,31,31,188.2,5.82,4.1,0.81,0.289,0.714,4.34,4.07,23,3,0,821,189,96,91,17,86,5,1,2,2,122,1.42,0.257,1.46,4.07,19.4,2.0,-1.16,-15.09,13.93,-6.67,-0.7,1.01,0.87,1.39,28,-0.15,-1.0,0,0,113,104,1.5,-0.2,-0.4,-0.5,0.044,4.08,0.274,1005374,2,3.3,4
Pete Harnisch,1005374,1991,12,9,0,33,33,216.2,7.14,3.45,0.58,0.248,0.784,2.7,3.33,24,4,2,900,169,71,65,14,83,3,5,5,2,172,2.07,0.208,1.16,3.33,30.2,3.3,3.35,-14.67,18.01,26.77,2.96,1.11,0.86,1.23,29,1.56,1.45,0,0,76,93,5.6,1.6,0.7,2.3,0.099,3.5,0.299,1005374,3,2.5,4
Pete Harnisch,1005374,1992,9,10,0,34,34,206.2,7.14,2.79,0.78,0.27,0.704,3.7,3.33,25,0,0,859,182,92,85,18,64,3,5,4,1,164,2.56,0.23,1.19,3.33,22.5,2.5,-0.76,-15.79,15.04,-6.49,-0.65,1.04,0.87,1.23,34,-0.11,-0.62,0,0,110,99,1.6,0.5,-1.4,-0.9,0.116,3.09,0.286,1005374,4,3.2,4
Pete Harnisch,1005374,1993,16,9,0,33,33,217.2,7.65,3.27,0.83,0.249,0.754,2.98,3.65,26,5,4,896,171,84,72,20,79,5,6,3,1,185,2.34,0.211,1.15,3.65,30.7,3.2,2.67,-13.53,16.2,22.45,2.39,0.98,0.86,0.85,28,2.5,0.23,0,0,78,95,4.8,2.1,-0.5,1.6,0.118,3.54,0.317,1005374,5,0.3,4
Pete Harnisch,1005374,1994,8,5,0,17,17,95.0,5.87,3.69,1.23,0.288,0.67,5.4,4.93,27,1,0,419,100,59,57,13,39,1,3,2,0,62,1.59,0.265,1.46,4.93,3.0,0.3,-0.86,-8.18,7.32,-8.6,-0.84,1.0,0.87,1.12,16,-0.47,-0.38,0,0,136,121,-0.2,0.1,-0.6,-0.4,0.055,4.69,0.272,1005374,6,1.7,4
Pete Harnisch,1005374,1995,2,8,0,18,18,110.0,6.71,1.96,1.06,0.288,0.693,3.68,3.89,28,0,0,462,111,55,45,13,24,4,3,0,1,82,3.42,0.255,1.23,3.89,16.9,1.7,-0.26,-8.26,8.0,-1.64,-0.24,0.98,0.88,0.74,18,0.01,-0.27,0,0,90,93,1.3,0.1,-0.6,-0.4,0.126,3.8,0.258,1005374,7,0.7,4
Pete Harnisch,1005374,1996,8,12,0,31,31,194.2,5.27,2.82,1.39,0.263,0.724,4.21,5.05,29,2,1,839,195,103,91,30,61,5,7,7,3,114,1.87,0.253,1.32,5.05,7.5,0.7,-1.58,-15.83,14.25,-6.71,-0.67,1.01,0.88,1.15,29,-1.72,0.16,0,0,103,119,1.8,1.6,-0.5,1.1,0.063,4.75,0.244,1005374,8,-0.1,4
Pete Harnisch,1005374,1997,1,2,0,10,8,39.2,4.99,5.22,1.36,0.313,0.613,7.03,5.78,30,0,0,186,48,33,31,6,23,1,1,2,0,22,0.96,0.296,1.79,5.78,-1.6,-0.1,-0.55,-3.68,3.12,-6.96,-0.69,0.97,0.84,1.5,10,-0.56,0.0,0,0,168,136,-0.6,-0.2,-0.3,-0.5,-0.005,5.43,0.274,1005374,9,3.2,4
Pete Harnisch,1005374,1998,14,7,0,32,32,209.0,6.76,2.76,1.03,0.252,0.786,3.14,4.13,31,2,1,854,176,79,73,24,64,4,6,4,1,157,2.45,0.224,1.15,4.13,31.3,3.2,2.29,-12.85,15.14,30.38,3.12,0.94,0.88,1.19,30,2.98,-0.56,0,0,73,94,5.6,2.2,0.2,2.5,0.109,4.11,0.287,1005374,10,2.9,4
Pete Harnisch,1005374,1999,16,10,0,33,33,198.1,5.45,2.59,1.13,0.264,0.765,3.68,4.5,32,2,2,833,190,86,81,25,57,2,5,3,0,120,2.11,0.246,1.25,4.5,30.7,2.9,1.61,-13.36,14.97,22.39,2.14,0.97,0.87,0.88,31,1.75,-0.08,0,0,79,96,5.0,1.6,0.4,2.1,0.076,4.64,0.243,1005374,11,0.9,4
Pete Harnisch,1005374,2000,8,6,0,22,22,131.0,4.88,3.16,1.58,0.261,0.704,4.74,5.41,33,3,1,562,133,76,69,23,46,1,1,10,0,71,1.54,0.258,1.37,5.41,10.0,0.9,0.22,-9.17,9.39,3.46,0.21,0.9,0.87,1.19,19,0.17,0.08,0,0,100,112,1.5,1.1,-0.5,0.6,0.045,5.06,0.249,1005374,12,-0.4,4
Gene Harris,1005414,1989,2,5,1,21,6,53.1,4.22,4.22,0.68,0.326,0.612,5.91,4.26,24,0,0,236,63,38,35,4,25,1,1,3,0,25,1.0,0.3,1.65,4.26,0.9,0.1,-1.71,-5.04,3.33,-15.66,-1.67,0.98,0.91,1.3,12,-0.87,-0.86,2,5,155,112,-0.9,-0.6,-0.4,-1.0,0.0,4.47,0.229,1005414,1,-0.2,4
Gene Harris,1005414,1990,1,2,0,25,0,38.0,10.18,7.11,1.18,0.268,0.673,4.74,4.7,25,0,0,176,31,25,20,5,30,5,1,2,0,43,1.43,0.214,1.61,4.7,-2.1,-0.2,-0.88,-3.12,2.24,-8.21,-0.88,0.85,1.06,1.2,13,-0.94,-0.1,4,6,118,118,-0.6,0.1,-0.5,-0.4,0.074,3.72,0.443,1005414,2,0.0,4
Gene Harris,1005414,1992,0,2,0,22,1,30.1,7.42,4.45,0.89,0.233,0.69,4.15,4.0,27,0,0,130,23,15,14,3,15,0,1,1,2,25,1.67,0.202,1.25,4.0,0.0,0.0,-0.26,-1.95,1.69,0.61,0.05,0.84,0.91,0.97,18,0.28,-0.59,4,3,111,105,0.0,0.3,-0.4,0.0,0.077,3.56,0.331,1005414,3,0.1,4
Greg Harris,1005415,1981,3,5,1,16,14,68.2,7.08,3.67,1.05,0.274,0.704,4.46,3.85,25,0,0,300,65,36,34,8,28,2,2,3,2,54,1.93,0.241,1.35,3.85,3.9,0.4,-0.51,-6.1,5.59,-4.83,-0.63,1.06,0.88,1.19,14,-0.73,0.25,1,0,130,113,0.0,0.1,-0.5,-0.4,0.087,3.04,0.3,1005415,1,0.2,4
Greg Harris,1005415,1982,2,6,1,34,10,91.1,6.6,3.65,1.18,0.3,0.668,4.83,4.24,26,1,0,398,96,56,49,12,37,1,2,2,2,67,1.81,0.267,1.46,4.24,1.6,0.2,-1.96,-7.42,5.46,-14.95,-1.75,0.87,0.64,0.98,24,-1.19,-1.06,1,3,130,116,-0.7,-0.4,-0.5,-0.9,0.075,3.55,0.292,1005415,2,0.3,4
Greg Harris,1005415,1984,2,2,3,34,1,54.1,7.45,4.14,0.5,0.235,0.78,2.48,3.43,28,0,0,226,38,18,15,3,25,1,4,3,0,45,1.8,0.193,1.16,3.43,2.4,0.3,0.04,-2.24,2.28,1.39,0.21,0.54,0.81,0.92,20,-0.05,0.13,6,3,71,96,0.8,0.6,-0.1,0.5,0.089,3.44,0.323,1005415,3,2.0,4
Greg Harris,1005415,1985,5,4,11,58,0,113.0,8.84,3.42,0.56,0.236,0.775,2.47,2.8,29,0,0,450,74,35,31,7,43,3,5,2,1,111,2.58,0.184,1.04,2.8,19.5,2.0,1.66,-8.53,10.19,25.44,2.53,1.2,1.15,0.93,23,2.16,-0.78,20,9,59,70,2.8,0.9,-0.1,0.8,0.151,2.72,0.358,1005415,4,1.4,4
Greg Harris,1005415,1986,10,8,20,73,0,111.1,7.68,3.4,0.97,0.292,0.82,2.83,3.62,30,0,0,462,103,40,35,12,42,6,1,2,1,95,2.26,0.246,1.3,3.62,13.4,1.4,0.68,-12.89,13.57,14.86,1.51,1.62,1.81,1.02,10,0.5,-0.08,28,14,66,87,2.9,-0.1,1.6,1.6,0.115,3.38,0.323,1005415,5,1.7,4
Greg Harris,1005415,1987,5,10,0,42,19,140.2,6.78,3.58,1.15,0.312,0.652,4.86,4.31,31,0,0,629,157,92,76,18,56,3,4,4,2,106,1.89,0.276,1.51,4.31,17.9,1.7,-2.15,-14.39,12.23,-10.21,-1.01,1.09,1.14,1.05,28,-0.99,-0.99,2,7,106,95,0.1,-0.9,-0.7,-1.6,0.08,4.13,0.286,1005415,6,-0.1,4
Greg Harris,1005415,1988,4,6,1,66,1,107.0,5.97,4.37,0.59,0.234,0.808,2.36,3.86,32,0,0,446,80,34,28,7,52,14,4,8,2,71,1.37,0.205,1.23,3.86,-1.4,-0.1,0.28,-6.77,7.04,14.75,1.61,0.9,1.04,0.96,47,0.43,-0.12,17,11,67,110,1.8,1.2,0.8,1.9,0.043,4.0,0.292,1005415,7,-0.1,4
Greg Harris,1005415,1989,4,4,1,59,0,103.1,6.62,5.05,0.7,0.258,0.74,3.31,4.04,33,0,0,442,85,46,38,8,58,9,2,12,0,76,1.31,0.223,1.38,4.04,-1.3,-0.1,-0.88,-6.25,5.38,-4.48,-0.47,0.78,0.86,0.94,35,-0.43,-0.68,10,11,91,110,0.3,0.4,0.0,0.4,0.041,3.98,0.321,1005415,8,2.6,4
Greg Harris,1005415,1990,13,9,0,34,30,184.1,5.71,3.76,0.63,0.293,0.714,4.0,3.81,34,1,0,803,186,90,82,13,77,7,6,8,1,117,1.52,0.258,1.43,3.81,24.4,2.6,0.64,-13.65,14.29,3.96,0.31,1.04,0.87,1.3,30,0.44,0.17,1,0,97,96,2.4,-0.3,0.2,-0.2,0.05,4.01,0.258,1005415,9,2.5,4
Greg Harris,1005415,1991,11,12,2,53,21,173.0,6.61,3.59,0.68,0.279,0.714,3.85,3.65,35,1,0,731,157,79,74,13,69,5,5,6,1,127,1.84,0.239,1.31,3.65,23.9,2.5,1.26,-13.23,14.49,7.01,0.8,1.11,1.23,1.59,37,1.3,-0.17,13,7,89,90,3.1,0.2,0.3,0.6,0.079,3.74,0.286,1005415,10,0.5,4
Greg Harris,1005415,1992,4,9,4,70,2,107.2,6.1,5.02,0.5,0.241,0.785,2.51,3.94,36,1,0,459,82,38,30,6,60,11,4,5,0,73,1.22,0.208,1.32,3.94,5.0,0.5,1.47,-8.5,9.97,14.03,1.53,1.27,1.44,1.67,47,1.39,-0.22,24,10,60,99,2.4,0.9,1.0,1.9,0.028,4.14,0.303,1005415,11,1.2,4
Greg Harris,1005415,1993,6,7,8,80,0,112.1,8.25,4.81,0.56,0.28,0.709,3.77,3.83,37,0,0,494,95,55,47,7,60,14,10,8,1,103,1.72,0.224,1.38,3.83,12.0,1.2,1.24,-11.64,12.88,13.28,1.34,1.49,1.69,2.0,56,1.2,-0.37,27,18,83,89,1.2,0.4,-0.4,0.0,0.087,3.92,0.344,1005415,12,-0.2,4
Greg Harris,1005415,1994,3,5,2,38,0,50.2,8.53,4.62,1.6,0.357,0.547,7.99,5.26,38,0,0,240,64,49,45,9,26,7,3,6,0,48,1.85,0.303,1.78,5.26,-2.0,-0.2,-0.37,-5.52,5.15,-21.55,-1.9,1.23,1.26,1.38,28,-0.55,0.25,11,8,160,111,-1.7,-0.7,-0.8,-1.5,0.092,4.24,0.346,1005415,13,0.3,4
Greg Harris,1005416,1989,8,9,6,56,8,135.0,7.07,3.47,0.53,0.254,0.786,2.6,3.16,25,0,0,554,106,43,39,8,52,9,2,3,3,106,2.04,0.212,1.17,3.16,17.8,2.0,2.68,-8.73,11.41,21.38,2.44,1.18,1.64,2.2,31,1.7,0.56,21,10,75,86,3.2,0.6,0.7,1.3,0.098,3.3,0.3,1005416,1,1.8,4
Greg Harris,1005416,1990,8,8,9,73,0,117.1,7.44,3.76,0.46,0.259,0.805,2.3,3.17,26,0,0,488,92,35,30,6,49,13,4,2,3,97,1.98,0.211,1.2,3.17,16.5,1.8,0.89,-11.29,12.18,13.51,1.4,1.48,1.7,1.96,40,1.13,-0.54,31,19,60,81,3.4,0.7,0.9,1.6,0.098,3.43,0.312,1005416,2,2.0,4
Greg Harris,1005416,1991,9,5,0,19,19,133.0,6.43,1.83,1.08,0.251,0.839,2.23,3.62,27,3,2,537,116,42,33,16,27,6,1,2,0,95,3.52,0.228,1.08,3.62,18.4,2.0,2.46,-8.4,10.86,17.19,1.87,1.07,0.88,1.4,16,1.38,0.91,0,0,60,94,3.9,0.9,1.0,1.9,0.127,3.17,0.257,1005416,3,0.8,4
Greg Harris,1005416,1992,4,8,0,20,20,118.0,5.03,2.67,0.99,0.263,0.668,4.12,4.04,28,1,0,496,113,62,54,13,35,2,2,2,1,66,1.89,0.246,1.25,4.04,7.6,0.8,-0.62,-8.33,7.72,-7.57,-0.79,0.97,0.87,0.97,19,0.42,-1.06,0,0,116,112,0.2,0.5,-1.1,-0.6,0.063,3.73,0.23,1005416,4,1.3,4
Greg Harris,1005416,1993,11,17,0,35,35,225.1,4.91,2.76,1.32,0.277,0.699,4.59,4.81,29,4,0,975,239,127,115,33,69,9,7,6,6,123,1.78,0.266,1.37,4.81,12.9,1.3,-1.29,-17.53,16.24,-8.28,-0.97,0.98,0.87,1.17,31,-0.41,-0.91,0,0,108,115,2.2,0.7,0.1,0.8,0.055,4.3,0.231,1005416,5,0.2,4
Greg Harris,1005416,1994,3,12,1,29,19,130.0,5.68,3.6,1.52,0.309,0.622,6.65,5.38,30,1,0,588,154,99,96,22,52,4,5,5,1,82,1.58,0.29,1.58,5.38,2.4,0.2,-1.18,-10.03,8.85,-16.97,-1.53,0.86,1.02,1.37,26,-1.18,-0.19,3,1,139,121,-0.6,-0.5,-0.3,-0.8,0.051,4.73,0.265,1005416,6,0.2,4
Pep Harris,1005427,1996,2,0,0,11,3,32.1,5.57,4.73,1.11,0.265,0.771,3.9,5.4,23,0,0,146,31,16,14,4,17,2,3,4,0,20,1.18,0.246,1.48,5.4,1.3,0.1,0.6,-2.43,3.03,1.88,0.2,1.21,1.41,1.57,11,0.02,0.48,3,1,78,108,0.6,0.3,0.2,0.5,0.021,5.26,0.281,1005427,1,0.5,4
