Name,playerid,WAR1,WAR2,WAR3,WAR4,WAR5,WAR6,WAR7,WAR8,WAR9
Randy Myers,1009427,1.5,1.7,1.6,2.0,1.3,0.3,1.6,0.5,0.4
John Lackey,1507,1.9,1.8,3.1,5.3,5.3,5.0,1.4,3.2,3.4
Matt Thornton,1918,0.2,-0.9,0.9,0.9,1.8,2.3,2.2,1.4,1.3
Homer Bailey,8362,0.5,-0.4,1.1,1.6,1.3,2.4,3.9,1.7,0.8
Jimmy Key,1006885,-0.4,2.8,3.4,5.6,1.6,4.6,2.4,5.3,2.7
Jason Marquis,105,1.2,0.3,0.0,1.8,0.7,-0.5,1.4,1.7,3.2
Ryan Vogelsong,1011,-0.4,0.2,0.0,0.1,1.7,1.9,-0.7,0.9,0.0
Tom Browning,1001566,3.0,3.2,1.5,0.6,1.8,2.7,1.5,0.8,1.2
Frank Viola,1013435,0.9,0.1,3.5,3.9,2.9,5.4,6.3,5.0,5.8
Greg Swindell,76,0.9,1.4,6.3,3.3,2.7,5.9,4.6,2.0,1.2
Greg Maddux,104,0.4,1.5,3.7,3.7,5.1,5.8,7.0,7.5,7.4
Rafael Soriano,1100,0.4,1.6,1.1,0.6,1.7,1.9,0.2,1.0,0.5
Don Aase,1000003,2.2,1.6,1.8,1.9,0.7,0.6,0.8,1.5,1.9
Jim Bunning,1001653,6.9,6.3,4.6,2.7,5.6,7.3,6.8,6.8,0.6
Greg Cadaret,1001810,-0.3,1.2,1.2,0.8,1.6,-0.4,-0.2,-0.1,0.1
Mark Gardner,1004529,2.3,0.8,1.9,-0.1,0.4,0.4,1.4,1.4,2.0
Sonny Siebert,1011951,2.6,5.4,3.4,2.3,2.7,2.1,3.3,4.4,2.7
Jarrod Washburn,40,0.6,1.0,0.3,2.5,4.2,1.6,1.7,2.0,1.9
LaTroy Hawkins,729,-0.1,1.6,1.4,1.1,-0.1,1.6,2.6,1.4,0.2
Brian Meadows,998,1.7,0.3,0.7,-0.1,0.7,0.8,0.8,0.3,-0.5
Clayton Kershaw,2036,1.3,4.1,4.5,7.4,6.2,7.3,8.0,8.7,6.4
Mike Hampton,430,-0.1,2.3,2.4,3.1,2.3,4.9,4.6,1.9,0.3
Trevor Cahill,6249,0.4,2.0,2.1,2.4,0.7,0.6,0.1,-0.1,0.2
Tim Leary,1007438,0.5,0.5,2.5,0.1,4.7,2.3,3.0,0.0,-0.2
Bob Veale,1013391,1.0,1.4,6.5,8.0,5.3,2.0,2.6,6.0,3.7
Scott Elarton,426,0.7,3.0,1.7,-0.9,-0.4,0.2,0.8,-1.1,-1.0
Armando Benitez,865,-0.3,1.7,0.4,3.1,1.5,0.3,1.0,0.9,1.6
Steve Trachsel,898,1.5,0.7,1.6,1.7,1.8,2.5,2.4,2.0,2.1
David Hernandez,4259,-0.6,0.8,1.1,2.0,-0.3,-0.1,0.3,1.0,1.1
Ian Kennedy,6986,-0.2,1.6,4.4,2.3,0.4,2.8,0.4,1.9,0.0
Don McMahon,1008629,-0.7,0.2,0.9,-0.5,0.8,0.1,0.1,0.3,0.8
Pat Zachry,1014407,3.6,1.2,1.4,0.2,0.9,0.6,0.7,0.3,-0.2
Joe Hesketh,1005747,0.8,3.3,0.7,1.2,-0.1,0.2,1.3,1.9,0.3
Matt Young,1014385,3.3,1.3,3.5,1.7,1.1,-0.1,3.7,1.4,0.2
Barry Zito,944,2.1,4.8,4.5,4.4,3.1,3.0,2.2,1.6,1.3
Mike Timlin,1187,1.5,0.7,0.2,0.2,1.3,1.4,0.6,1.8,0.3
Ryan Madson,1852,1.3,0.8,0.9,0.4,1.2,1.2,1.2,1.8,0.9
Jim Beattie,1000731,1.4,0.7,1.0,1.7,4.2,4.5,4.1,0.6,0.2
Pedro Borbon,1001195,-0.2,0.7,1.2,0.6,0.8,1.0,1.3,0.2,0.3
Jeff Brantley,1001358,-0.1,1.4,-0.2,0.3,-0.6,1.0,0.2,1.2,-0.5
Mark Eichhorn,1003712,0.4,4.9,0.8,0.0,0.5,2.1,1.9,1.6,1.0
Jack McDowell,1008473,1.4,2.9,5.2,4.8,5.2,4.9,3.5,3.5,0.5
Bill Monbouquette,1009048,4.6,4.1,5.2,5.4,3.0,2.8,0.7,2.1,0.1
Dave Stieb,1012532,1.6,4.3,2.9,4.8,5.1,5.6,4.5,0.8,2.5
Heath Bell,2080,0.7,0.1,2.5,1.2,2.2,2.3,0.9,0.4,-0.1
Rick Aguilera,1000086,2.0,1.6,1.6,3.6,1.3,1.5,0.8,1.0,0.8
Dick Ruthven,1011330,1.4,3.4,0.4,3.9,2.1,3.4,1.6,3.2,1.6
Rodrigo Lopez,150,2.9,1.3,2.7,2.0,1.7,0.9,0.4,-0.2,-0.5
Scott Downs,773,1.0,0.4,1.0,0.5,1.1,1.0,0.8,1.1,0.6
Trevor Hoffman,1035,0.4,1.6,0.1,2.9,2.3,3.1,2.2,2.6,0.3
Wilson Alvarez,1193,-0.2,-0.6,2.7,2.8,1.5,4.2,3.8,1.3,1.8
Jim Acker,1000030,0.3,0.6,-0.1,1.5,0.2,-0.3,1.9,0.3,-0.8
Gene Garber,1004493,1.0,-0.1,0.4,1.8,2.3,1.2,1.1,0.9,0.7
Bruce Hurst,1006222,0.0,0.4,2.6,1.8,3.3,4.2,3.5,3.8,5.2
Mark Leiter,1007501,1.3,1.5,0.3,0.7,2.5,0.6,1.8,0.3,0.2
Tippy Martinez,1008200,-0.4,0.4,0.3,0.5,2.2,1.6,0.6,1.8,1.2
Jason Christiansen,1111,0.1,-0.2,0.4,1.7,0.5,0.9,0.1,-0.6,0.0
Javier Lopez,1663,0.7,0.2,0.1,0.1,0.5,0.4,0.5,0.7,-0.4
Scott Feldman,6283,0.3,-0.4,0.6,2.9,1.2,0.2,2.3,2.2,1.2
Larry Dierker,1003288,1.8,2.4,2.1,1.9,7.3,3.6,3.3,3.3,2.9
Larry Jackson,1006304,6.1,4.0,4.1,6.6,5.9,2.9,2.3,3.9,3.6
Dave Righetti,1010958,3.5,2.9,5.4,2.6,2.7,3.0,1.2,1.4,1.2
Bob Stanley,1012409,1.7,2.3,4.0,2.5,0.3,2.0,2.3,1.1,0.7
Chad Durbin,1442,0.0,1.4,-0.4,-0.2,1.0,-0.4,0.2,-0.2,-0.7
Odalis Perez,668,0.9,1.7,4.9,2.2,2.9,1.6,1.3,1.1,1.4
Dennis Leonard,1007531,2.4,3.8,7.9,4.7,2.5,3.5,3.7,0.3,1.2
Colby Lewis,1259,-0.1,0.1,-0.3,4.9,2.1,2.2,1.2,2.6,1.1
Ray Burris,1001729,1.4,0.3,2.4,2.8,2.1,1.8,0.1,0.6,1.2
Roy Face,1003891,0.7,0.7,0.8,0.0,-0.3,0.3,0.2,0.4,-0.6
Mike Moore,1009122,0.4,2.4,4.2,5.9,3.7,3.1,4.6,4.4,1.3
Bob Walk,1013507,2.0,-0.3,0.8,1.3,0.2,1.1,3.2,1.5,0.8
Brett Tomko,1056,1.5,3.6,1.4,0.5,-0.5,1.3,1.0,2.7,2.3
Jack Billingham,1000970,0.3,-0.2,3.7,4.1,2.5,3.7,3.0,0.5,0.7
Bill Campbell,1001874,0.6,2.2,0.7,1.7,1.7,1.8,0.2,0.2,0.2
Gary Peters,1010228,6.5,4.3,0.7,4.2,4.6,2.6,3.2,4.1,1.8
Joaquin Benoit,1437,0.7,-0.1,1.0,1.5,1.2,1.8,-0.2,1.7,1.2
Jamie Easterly,1003639,0.4,0.4,-0.4,0.5,-0.5,0.3,1.1,0.3,0.1
Ramon Martinez,1008193,0.4,0.8,4.9,2.9,1.1,1.9,1.9,2.2,2.0
Dennis Rasmussen,1010703,1.7,1.2,1.8,1.1,2.4,0.8,0.3,1.7,0.8
Bob Welch,1013750,2.4,1.0,2.9,1.9,3.3,3.7,2.8,2.1,5.4
Bob Wickman,413,0.7,0.9,1.6,0.8,0.6,1.1,1.0,0.8,1.8
Jim Abbott,1000012,2.5,2.8,5.5,4.4,2.3,1.3,3.5,0.0,0.5
Norm Charlton,1002160,0.6,1.4,2.4,1.9,1.5,0.8,1.5,1.2,-0.2
Mark Clark,1002296,0.2,0.5,1.6,1.8,3.7,2.2,4.1,-0.1,-0.4
Josh Beckett,510,1.9,4.0,3.3,4.2,1.0,5.7,4.3,4.3,1.0
Arthur Rhodes,1097,0.1,2.0,-0.4,0.5,0.2,1.0,1.9,1.0,-0.4
Steve Kline,1164,-0.6,0.8,0.6,1.1,1.2,0.7,-0.1,0.6,-0.7
Ismael Valdez,1283,3.8,4.4,3.9,2.2,2.2,0.4,2.0,2.4,0.2
J.P. Howell,8245,0.2,0.7,0.4,1.5,0.7,-0.5,-0.4,0.9,0.4
Mark Langston,1007323,4.4,-0.7,4.1,6.4,4.0,4.8,4.6,3.0,5.4
Tim Stoddard,1012556,1.3,1.8,-0.5,0.5,-0.6,0.0,0.1,-0.4,0.8
Gene Nelson,1009501,-0.3,0.9,-0.4,0.6,0.0,1.4,1.8,0.5,1.0
Mark Hendrickson,1574,0.8,1.7,2.2,1.6,2.1,1.6,1.0,0.3,0.3
Darold Knowles,1007058,0.9,0.6,0.9,0.2,0.8,0.6,0.0,-0.2,-1.1
Gregg Olson,1009791,2.0,1.8,2.2,1.6,1.5,0.0,-0.2,0.3,1.1
Joe Price,1010530,0.4,0.8,0.4,2.0,1.8,0.3,-0.1,0.3,0.2
Chris Short,1011931,0.4,0.7,1.1,3.4,5.6,6.5,3.3,3.4,2.1
Bobby Witt,1014170,0.8,1.7,2.4,2.5,5.0,0.9,1.3,3.2,0.9
Stan Belinda,1000792,0.6,-0.3,-0.3,1.0,0.0,1.2,1.2,0.3,-0.4
Andy Hawkins,1005514,0.2,1.1,0.2,2.0,1.3,0.3,1.5,1.1,0.0
Dave McNally,1008655,1.2,1.4,2.3,3.0,0.7,4.5,4.7,4.9,1.8
Brad Penny,535,1.2,4.6,1.0,3.1,3.0,3.5,3.6,4.4,0.0
Sterling Hitchcock,824,0.4,0.8,2.0,2.7,0.7,1.5,3.0,0.4,1.2
David Weathers,902,0.9,1.0,0.4,0.4,1.9,0.1,0.5,1.1,0.5
Darryl Kile,1163,0.0,0.8,2.4,0.8,1.7,3.7,4.0,3.2,0.9
Ken Holtzman,1005989,3.0,0.2,2.3,5.1,5.8,3.6,2.7,5.0,5.5
Rob Murphy,1009374,0.8,2.1,1.2,1.9,-0.6,0.3,0.5,-0.1,-0.6
Rick Sutcliffe,1012734,2.7,-0.4,-0.3,3.5,3.0,6.0,2.4,1.5,3.4
Todd Stottlemyre,75,-0.2,1.2,2.7,2.6,1.4,3.0,2.0,4.1,2.3
Mike Mussina,837,1.7,5.3,2.8,3.4,5.1,5.3,5.4,5.1,6.0
Alan Embree,1030,-0.6,0.9,0.0,0.5,0.6,-0.3,1.6,0.8,0.4
Rod Beck,1730,0.4,2.7,1.4,-0.3,0.0,0.4,1.1,1.1,0.1
David Robertson,8241,0.2,0.7,0.8,2.3,1.5,1.3,1.4,1.7,1.1
Steve Mingori,1008978,0.8,-0.1,-0.1,0.7,0.4,0.8,0.3,0.3,-0.9
Elmer Dessens,317,0.1,3.0,2.2,1.6,2.2,0.8,0.5,0.6,0.0
Shawn Estes,873,1.3,3.6,1.8,2.4,3.0,2.1,1.5,0.6,0.7
Tim Lincecum,5705,3.0,7.2,7.5,4.3,3.5,0.9,1.4,0.0,0.3
Tony Sipp,8280,0.3,-0.6,0.2,0.0,-0.3,0.8,0.9,-0.8,-0.2
Joe Gibbon,1004658,1.3,4.2,0.5,2.5,1.7,1.3,1.5,1.1,-0.5
Curt Young,1014368,1.1,-1.2,2.8,1.5,0.0,0.4,-0.2,-0.7,0.9
Charles Nagy,397,0.0,3.2,7.0,0.6,3.5,3.2,5.4,2.9,1.3
John Thomson,453,3.3,2.6,0.2,1.4,2.3,3.9,3.2,2.0,0.4
Danny Frisella,1004365,0.6,0.4,0.6,1.3,0.0,-0.2,-0.2,-0.2,-0.7
Doug Henry,1005668,0.8,0.6,-0.2,-0.7,0.5,0.1,0.5,-0.4,-0.6
Randy Jones,1006582,1.7,2.5,4.3,4.6,1.5,4.1,3.6,1.2,-0.9
Jake Arrieta,4153,0.8,-0.1,1.6,0.2,5.3,7.0,3.4,2.5,1.9
Tom Candiotti,1001911,0.6,0.2,4.3,1.3,4.5,4.4,2.3,5.8,3.5
Dick Ellsworth,1003754,2.3,2.2,2.2,6.6,1.7,3.0,4.0,1.1,3.3
Mike Remlinger,111,-0.2,-0.4,2.2,1.1,1.0,1.0,1.5,1.5,0.1
Jesse Orosco,667,-0.3,1.3,2.2,1.0,0.9,0.4,1.6,-0.4,1.1
Francisco Rodriguez,1642,0.6,3.7,1.5,2.4,1.9,1.5,0.7,1.5,1.3
Dock Ellis,1003747,0.7,4.2,3.4,3.7,3.9,4.4,3.0,1.9,1.2
Alex Fernandez,1003993,1.4,2.7,1.8,4.1,2.4,4.5,4.7,3.3,3.1
Mike Flanagan,1004133,0.6,4.4,4.5,6.0,2.9,1.5,2.7,1.8,2.4
Rick Honeycutt,1005992,1.5,2.2,2.5,1.5,0.9,2.8,1.9,1.5,3.1
Tim Belcher,1000789,0.8,4.1,3.3,1.5,4.1,3.1,3.0,1.2,1.7
Steve Carlton,1001964,0.9,4.4,4.0,4.9,3.6,3.1,11.1,4.5,5.3
Jim Kaat,1006660,-0.3,3.8,5.4,1.9,4.7,4.3,6.4,6.4,3.9
Eric Plunk,1010400,-0.5,1.1,0.8,0.0,0.2,-0.1,0.3,1.5,1.6
Bill Singer,1012007,4.7,4.2,6.1,2.0,2.0,2.3,6.2,2.6,0.6
Ray Washburn,1013652,1.9,1.5,0.3,1.3,2.3,2.3,3.7,1.7,-0.7
Braden Looper,526,0.5,0.1,0.1,0.5,1.2,1.7,-0.6,1.1,1.4
Joaquin Andujar,1000266,0.9,1.2,0.6,1.3,1.1,0.6,5.5,1.6,3.1
Andy Messersmith,1008799,1.3,5.0,2.3,3.5,3.5,3.2,5.6,5.9,3.7
Dwight Gooden,1004852,8.3,8.9,4.8,4.5,6.0,1.8,6.8,4.0,3.5
Kyle Farnsworth,278,-0.4,-0.3,2.0,-0.4,1.2,0.3,1.5,1.1,-0.2
Doug Brocail,551,1.0,-0.2,-0.2,0.4,1.7,1.8,0.8,0.8,1.1
Randy Wolf,976,0.8,2.9,3.4,3.9,2.5,1.7,0.7,-0.1,1.9
Derek Holland,4141,0.6,0.9,3.2,1.5,4.5,1.3,-0.1,1.1,-0.9
Gio Gonzalez,7448,-0.7,1.1,3.2,3.3,5.0,3.2,3.2,3.6,2.8
Mark Davis,1003067,-0.3,0.5,0.4,1.5,1.6,0.8,2.8,2.2,-0.6
Joe Horlen,1006025,1.4,0.7,4.5,4.0,3.1,3.5,1.6,3.5,2.5
Paul Byrd,594,-0.3,-0.1,0.8,0.5,-0.1,1.4,3.1,1.7,3.3
Mike DeJean,682,0.7,0.7,-0.7,-0.1,0.8,0.4,-0.4,0.7,0.9
Jon Lester,4930,1.0,0.2,4.2,5.4,5.0,2.6,2.4,3.3,5.4
Stan Bahnsen,1000414,4.4,1.0,2.3,2.2,3.2,3.3,1.1,1.7,1.1
Denny Lemaster,1007512,0.8,1.4,1.9,1.8,2.0,2.3,2.7,3.8,0.7
Steve Trout,1013197,2.1,3.2,1.8,1.5,2.4,3.4,1.3,2.0,1.6
Danys Baez,367,0.7,2.2,0.8,0.5,0.4,0.9,-0.9,0.1,-0.4
Mike Williams,1014,0.2,0.1,0.5,0.4,1.6,0.3,0.4,0.0,0.4
Max Scherzer,3137,1.1,2.7,4.0,2.3,4.5,5.9,5.6,6.4,5.6
Doug Bird,1000976,1.1,1.5,1.6,2.8,1.4,0.8,0.0,0.4,1.5
Keith Foulke,231,0.0,0.4,2.9,2.5,2.6,1.3,1.8,1.6,-0.4
Mariano Rivera,844,0.3,4.3,2.0,1.2,2.1,1.9,3.2,1.4,2.5
Jonathan Papelbon,5975,0.3,3.1,2.1,2.8,1.9,1.0,3.0,1.4,1.1
Mudcat Grant,1004952,-0.7,1.6,0.0,1.6,1.7,3.0,3.6,1.1,0.5
Fred Norman,1009632,-0.9,-0.5,1.1,2.2,1.6,3.2,0.6,2.7,1.8
Bill Swift,1012788,1.9,1.5,1.8,1.5,2.6,1.6,2.7,4.5,1.6
Mark Buehrle,225,0.6,4.0,4.3,4.3,4.5,5.9,1.7,3.3,4.3
Jose Rijo,349,0.6,1.3,1.7,0.8,3.8,2.1,4.5,6.1,5.1
Joe Smith,3281,0.2,0.3,0.2,-0.2,1.3,0.8,0.5,0.9,0.9
Jim Bibby,1000945,0.3,1.9,1.9,2.6,2.5,3.8,1.0,2.5,2.6
Lew Krausse,1007146,0.4,2.7,0.4,1.0,-0.3,1.4,0.4,-0.4,0.4
Mike Maddux,1007951,0.7,0.7,0.4,1.4,1.5,1.1,-0.1,2.1,-0.3
Juan Berenguer,1000865,0.6,-0.3,1.5,2.2,0.9,0.8,2.3,0.8,0.3
Dick Hall,1005241,1.9,2.7,2.2,1.1,0.7,1.6,0.3,0.9,-0.1
Johan Santana,755,0.0,0.0,3.4,3.7,6.8,7.1,6.7,4.0,5.3
Trever Miller,1672,0.1,-0.4,0.0,0.9,-0.3,0.6,0.1,0.6,0.5
Johnny Cueto,6893,1.0,1.4,2.5,3.0,4.3,0.7,4.5,4.1,4.9
Jim Deshaies,1003228,1.4,0.8,1.0,2.7,0.8,0.1,1.1,1.0,-0.3
Ross Grimsley,1005071,1.0,1.4,1.6,4.2,0.9,1.1,0.7,2.7,0.2
Adam Eaton,1029,1.6,1.0,0.1,2.5,2.4,1.7,0.4,-0.1,0.3
Steve Blass,1001058,0.6,1.8,0.4,2.6,1.6,3.0,3.6,2.2,-2.2
Jerry Johnson,1006464,0.3,0.3,0.1,0.3,0.3,-0.2,0.2,-0.3,0.1
Tom Gordon,282,2.4,2.5,1.6,1.0,2.5,2.2,3.5,2.8,4.4
R.A. Dickey,1245,1.3,0.6,-0.1,-0.4,2.8,2.6,4.6,1.9,1.7
Joel Peralta,2332,0.0,0.6,0.8,-0.8,0.7,1.0,0.9,0.4,0.5
Rudy Seanez,1279,-0.3,0.9,1.0,0.2,0.0,0.9,1.5,-0.2,0.5
Fergie Jenkins,1006388,1.8,4.5,6.3,8.2,9.5,9.6,4.8,4.2,7.8
Don Sutton,1012745,4.7,3.0,4.0,3.9,1.9,7.1,6.8,6.0,4.7
Jose Mesa,961,-0.1,0.5,0.8,0.9,2.9,1.7,2.1,1.4,1.0
Matt Garza,3340,0.6,1.1,3.3,2.8,2.1,4.7,0.9,2.1,2.5
Bobby Bolin,1001146,-0.4,0.6,1.4,1.4,1.6,1.9,-0.6,2.6,1.0
Steve Hamilton,1005277,1.7,1.1,0.8,1.3,0.7,0.0,1.1,-0.1,0.5
Atlee Hammaker,1005281,0.3,2.6,4.6,0.7,2.2,1.4,0.8,0.4,0.4
Don Robinson,1011061,3.4,2.5,2.1,-0.5,1.0,0.0,2.0,0.8,0.5
CC Sabathia,404,2.7,3.6,3.5,2.8,3.6,5.0,6.4,7.4,5.8
Joe Sambito,1011392,0.3,1.2,1.8,1.4,2.2,0.2,-0.2,0.3,-0.2
Eddie Watt,1013684,2.0,1.3,1.2,0.8,0.1,0.8,-0.1,-0.1,-0.3
Fernando Rodney,494,0.4,0.5,0.6,0.3,0.3,0.2,-0.4,2.2,1.2
Hipolito Pichardo,1472,1.5,2.3,0.6,0.6,0.9,-0.2,1.3,1.2,0.0
Jose Valverde,1726,1.1,1.6,0.9,1.4,1.1,0.8,0.6,0.9,0.9
Ron Darling,1002989,0.6,1.0,2.2,3.5,2.0,2.6,2.7,0.2,1.5
Jeff Montgomery,1009071,-0.1,2.7,1.6,1.6,1.4,2.6,1.0,0.8,-0.3
Dan Wheeler,120,0.2,0.2,0.3,1.1,1.7,0.8,0.3,0.1,0.1
Terry Mulholland,665,0.2,0.6,1.4,2.4,4.6,3.8,2.9,0.5,0.1
Dan Haren,1757,0.7,0.5,3.7,3.8,4.7,6.1,5.3,3.6,5.9
Marc Rzepczynski,6612,0.9,0.4,0.7,-0.6,0.2,0.6,0.3,0.5,0.0
Larry Andersen,1000236,1.1,-0.7,0.8,0.4,0.8,1.3,1.4,2.3,2.7
Tony Cloninger,1002359,-0.4,1.1,0.1,2.7,3.8,1.5,-0.2,0.4,0.1
Turk Farrell,1003950,1.6,0.0,5.3,4.3,1.2,3.3,1.0,1.3,-0.4
Tommy John,1006515,1.1,3.0,3.8,2.6,2.9,3.8,4.4,4.5,3.0
Milt Pappas,1009989,3.0,1.4,1.2,2.1,4.8,3.0,3.7,3.8,2.2
Brad Radke,748,0.8,2.8,4.9,4.2,3.7,4.2,4.5,2.1,2.8
Esteban Loaiza,1310,1.2,-0.2,2.9,1.0,2.5,2.9,2.1,2.3,6.9
Luis Ayala,1650,0.6,1.8,0.3,0.2,0.1,-0.1,-0.1,0.9,0.1
Cal Eldred,1653,2.6,2.9,1.3,1.3,0.8,1.1,-0.4,1.9,0.3
John Wasdin,1768,0.6,0.5,0.3,0.1,0.6,0.4,-0.6,0.8,-0.1
Phil Hughes,7450,1.0,0.4,2.3,3.1,0.5,1.9,1.0,6.4,1.2
Dave Giusti,1004748,0.4,1.0,2.0,2.7,3.8,1.2,1.3,0.4,1.1
Greg Harris,1005415,0.4,0.2,0.3,2.0,1.4,1.7,-0.1,-0.1,2.6
Jerry Reuss,1010853,2.0,1.4,2.8,4.0,2.5,4.6,2.9,3.9,1.0
Pedro Astacio,862,1.8,2.6,1.5,1.0,2.6,3.0,1.6,4.2,3.5
Jeff Nelson,1092,-0.5,0.4,0.4,2.2,1.3,1.0,0.4,0.3,1.3
Mike Bielecki,1000951,-0.3,1.0,0.5,0.4,3.2,1.8,1.0,2.0,0.7
Jeff Weaver,503,1.6,3.1,4.0,4.1,2.2,4.3,2.4,0.3,0.9
Chris Tillman,5279,-0.2,-0.3,1.1,1.3,2.0,2.3,2.0,2.5,-1.1
George Brunet,1001590,0.1,1.1,-0.3,0.6,3.8,0.9,2.6,1.7,0.0
Eric Milton,743,1.2,3.6,2.9,2.1,3.2,1.4,0.5,1.0,0.5
Russ Ortiz,1124,0.4,1.7,1.1,4.4,2.9,3.0,1.6,-0.3,-1.0
Jon Rauch,1475,0.9,0.3,0.5,1.7,0.9,0.6,1.3,-0.6,0.3
Brian Duensing,4064,0.8,1.5,1.3,1.5,0.9,-0.1,-0.4,0.8,-0.8
Joe Saunders,4366,1.0,1.4,2.2,1.0,1.2,0.3,2.0,0.5,-0.7
Bob McClure,1008400,1.4,-0.5,-0.1,0.6,0.8,0.9,1.6,0.2,0.9
Brandon McCarthy,4662,0.5,0.0,1.1,1.0,4.5,1.9,1.6,2.6,0.6
Rick Rhoden,1010887,0.7,1.2,3.2,1.6,1.7,2.0,3.6,5.0,4.3
Andy Ashby,637,0.0,-0.4,0.1,3.2,3.3,1.8,3.8,3.2,2.7
John Burkett,179,2.5,2.3,2.8,4.5,2.4,2.2,4.6,4.6,4.1
Shawn Camp,1855,0.2,0.2,0.4,-0.4,0.6,0.5,0.2,0.3,0.4
Tom Burgmeier,1001668,-0.1,-0.1,0.5,0.6,-0.2,0.2,0.6,-0.3,-1.1
Mike Krukow,1007185,2.7,1.7,2.3,2.9,2.1,3.8,2.0,1.4,3.5
Juan Marichal,1008106,1.6,2.3,1.7,6.7,6.4,6.8,6.3,3.7,5.9
John Montefusco,1009065,0.7,6.0,5.2,3.1,2.9,0.7,0.4,0.1,1.8
Tom Niedenfuer,1009578,1.3,1.1,0.3,2.8,-0.7,-0.5,-0.1,-0.5,0.3
Gary Nolan,1009616,5.3,2.3,1.7,3.2,4.9,2.9,3.0,2.7,0.3
Jeremy Guthrie,2072,2.3,2.2,1.3,2.4,1.8,0.9,0.7,1.2,-0.8
Paul Assenmacher,1000344,0.8,-0.2,1.1,1.6,1.4,2.2,0.7,0.5,0.7
Scott McGregor,1008546,1.2,3.5,2.8,4.9,2.4,1.9,3.7,2.1,0.6
Mike Leake,10130,0.7,1.3,1.2,2.3,2.4,1.6,2.4,3.0,2.3
Jamey Wright,715,1.0,0.6,1.5,1.0,1.8,0.8,-0.2,0.6,0.6
Mike Trombley,758,0.6,0.7,-0.4,0.4,1.7,1.0,-0.1,0.5,-0.4
Madison Bumgarner,5524,1.7,4.3,2.6,3.5,3.6,5.0,4.3,1.6,1.4
Heathcliff Slocumb,1012069,0.1,-0.2,0.0,1.6,1.2,1.9,0.2,0.2,0.6
Hoyt Wilhelm,1013945,2.6,1.7,1.7,2.6,1.9,1.4,0.9,1.2,1.4
Zach Duke,3840,2.2,3.2,0.7,2.7,2.9,0.2,0.6,0.0,1.3
Jack Aker,1000097,0.2,1.2,0.0,-0.7,-0.2,0.6,-0.1,0.3,-0.3
Chuck McElroy,1008477,0.7,0.5,0.0,1.2,0.0,0.6,1.4,1.9,-0.2
Jeff Shaw,1011823,-0.4,0.0,-0.3,0.4,0.3,1.2,2.3,1.2,1.1
Todd Worrell,1014259,0.3,2.0,0.8,0.1,0.9,0.0,0.8,1.4,1.5
Roger Clemens,815,3.4,2.3,7.1,8.4,9.2,5.1,8.2,8.5,7.6
Ricky Bottalico,948,0.9,1.3,0.8,-0.6,0.1,-0.2,-0.2,0.8,-0.5
Jim Johnson,3656,1.0,0.3,1.3,1.3,0.9,-0.7,0.3,1.4,0.0
Jim Barr,1000606,0.2,1.9,2.5,3.3,2.7,3.6,3.1,2.1,1.6
Eddie Fisher,1004085,-0.4,2.2,1.0,0.4,0.5,0.6,0.1,0.2,0.2
Steve Hargan,1005356,0.9,4.7,4.2,0.4,0.7,1.8,-0.9,2.6,1.9
Eric Show,1011937,1.5,0.8,1.0,1.6,1.3,1.3,3.0,1.1,-0.4
Carl Pavano,790,0.9,2.1,1.8,0.4,0.8,3.3,4.5,0.6,0.0
Greg Minton,1008986,0.7,1.1,0.5,0.7,-0.4,-0.5,-0.7,-0.1,0.8
Edwin Nunez,1009658,0.1,0.3,0.7,0.1,0.2,0.0,-0.4,1.1,0.3
Fernando Valenzuela,1013327,4.9,6.1,4.2,5.2,5.4,6.2,2.3,-0.2,1.6
Bill Wegman,1013727,0.8,2.4,1.4,0.1,2.9,3.1,1.2,1.8,-0.1
Steve Avery,1706,1.5,2.6,3.5,5.1,2.5,2.5,2.4,-0.1,0.3
Rick Porcello,2717,1.7,1.9,2.3,3.0,2.9,3.0,1.7,5.1,1.9
Paul Lindblad,1007614,0.8,0.3,0.2,0.2,-0.1,0.3,0.2,-0.3,1.5
Tom Murphy,1009376,1.3,2.7,0.0,0.6,0.8,1.5,0.3,0.1,-0.2
Joey Hamilton,328,2.0,3.1,3.4,1.4,2.4,1.0,0.5,1.5,1.5
Curtis Leskanic,694,0.2,2.7,0.2,0.4,0.2,1.0,0.5,0.0,0.9
Jerome Williams,1137,2.0,1.0,0.8,-0.3,0.3,0.9,0.3,0.3,-0.1
Hector Carrasco,1240,0.4,1.0,0.1,0.5,0.5,0.7,0.4,0.6,-0.1
Russ Springer,1652,-0.3,0.1,-0.3,0.9,0.9,0.4,0.4,-0.2,0.2
Jeff Samardzija,3254,-0.3,0.6,2.7,3.0,4.4,2.3,2.3,3.8,-0.2
Doug Fister,9425,0.3,3.4,5.4,3.5,4.0,1.5,0.1,0.8,1.3
Don Hood,1005994,0.8,0.7,0.2,-0.3,1.5,0.7,0.4,0.6,0.1
Dave Hamilton,1005271,0.9,0.3,1.0,1.3,0.3,0.2,-0.7,0.9,-1.1
Scott Kamieniecki,1006681,0.2,2.2,1.1,1.1,0.7,2.2,0.1,0.6,-0.5
Jim Perry,1010213,1.4,1.0,1.9,1.5,0.6,1.7,2.9,1.8,2.3
Pete Richert,1010922,1.0,0.4,0.1,2.8,2.4,2.5,0.1,0.7,0.8
