375, 0.30, 1.24
404, 1.90, 1.93
494, 1.30, 0.50
1118, 2.50, 0.70
1157, 1.20, 0.08
1245, 1.30, 1.20
1437, 0.20, 0.38
1507, 0.60, 1.79
1514, 0.40, 0.44
1837, 0.60, -0.13
1841, -0.20, 0.25
1943, 4.70, 4.38
2036, 4.30, 6.60
2047, 0.00, 0.70
2391, 0.30, 2.09
