Name,playerid,WAR26,WAR27,WAR28,WAR29
Freddy Garcia,1077,1.6,4.8,4.0,3.1
Brandon Lyon,1312,0.7,1.5,0.7,0.8
Dan Petry,1010246,2.9,0.4,0.1,0.3
Mel Stottlemyre,1012579,2.9,3.7,3.1,4.4
Brian Anderson,44,1.0,1.7,2.0,0.3
Chad Qualls,2170,0.7,0.2,0.8,1.8
Esmil Rogers,6317,1.1,0.1,-0.2,0.0
Tom Griffin,1005054,2.1,-0.4,0.0,-0.6
Ricky Horton,1006036,1.1,-0.2,0.3,0.5
Octavio Dotel,555,0.8,3.3,2.8,1.7
Jason Schmidt,1131,3.0,0.7,3.0,4.5
Bryce Florie,1004172,0.4,0.9,1.4,1.0
Steve Stone,1012573,1.4,2.4,0.9,1.7
Jerry Augustine,1000365,1.0,-0.5,0.3,-1.0
Storm Davis,1003080,2.1,0.5,1.4,0.1
Andy McGaffigan,1008497,0.7,1.1,2.7,1.9
Vern Ruhle,1011297,0.5,1.3,0.4,2.2
Bobby Jones,1039,1.9,1.8,1.8,1.3
Nick Masset,7267,0.1,1.2,0.9,0.3
John Franco,874,1.5,1.1,1.3,1.3
Matt Albers,4300,0.6,0.1,0.1,-0.5
Brian Wilson,6485,0.6,2.2,2.5,0.2
Keith Atherton,1000348,-0.4,0.2,0.2,-0.2
Bruce Berenyi,1000864,2.2,4.3,3.0,2.5
Larry Christenson,1002215,1.2,1.7,4.2,1.3
Jimmy Jones,1006569,-0.2,1.5,0.7,0.1
Joey Jay,1006373,3.4,0.8,3.4,0.7
Jerry Koosman,1007103,5.4,2.3,2.2,2.9
Curt Schilling,73,4.5,0.8,2.8,4.7
Kent Mercker,439,1.6,1.5,-0.3,0.9
Daisuke Matsuzaka,7775,2.9,2.7,0.3,2.1
Wally Whitehurst,1013896,0.8,1.9,1.3,1.2
Sergio Romo,9817,1.1,1.2,2.0,1.0
Al Hrabosky,1006116,0.8,-0.6,0.8,0.3
Claude Osteen,1009878,4.8,3.8,1.9,5.5
Tom Seaver,1011708,9.1,5.6,7.3,5.1
Jae Seo,895,3.2,0.3,1.9,0.0
Don Carman,1001967,1.6,1.0,1.2,-1.3
Jim Kern,1006868,0.5,3.6,2.4,2.0
Jim Maloney,1008039,4.9,4.5,2.9,2.3
Sidney Ponson,161,4.4,3.0,1.0,0.5
Jim Clancy,1002255,4.3,2.8,1.8,1.6
Ron Guidry,1005124,5.7,9.1,6.2,3.9
Jack Kralick,1007135,5.1,3.8,3.8,3.0
Allen Ripley,1010979,0.0,0.7,1.0,0.9
Mike Magnante,929,0.5,0.5,0.4,0.2
Tony Watson,3132,-0.3,0.6,0.6,1.3
Jake McGee,7550,0.5,2.5,1.1,-0.3
Craig Lefferts,1007476,1.4,0.3,0.8,-0.2
Al Fitzmorris,1004119,0.0,1.4,2.3,2.6
Danny Jackson,1006295,5.2,0.9,1.7,-0.5
Scott Sanders,1011423,1.1,3.6,0.1,0.2
Miguel Batista,46,0.0,0.7,2.0,-0.9
Terry Adams,946,0.3,0.8,4.3,1.9
Gavin Floyd,3886,4.0,4.2,3.1,1.9
Ryan Webb,7474,0.7,0.5,0.7,0.1
Dennis Eckersley,1003660,3.2,3.1,0.8,3.2
Gaylord Perry,1010210,2.3,7.3,5.6,5.5
Rick Wise,1014155,4.8,5.1,1.0,2.7
Mike Stanton,849,0.3,0.3,-0.1,0.7
Charlie Morton,4676,-0.3,2.0,0.4,1.4
Tom Gorzelanny,6244,0.7,1.8,0.7,0.1
Jim Bouton,1001241,0.0,0.9,-0.2,0.0
Kelly Downs,1003453,3.3,2.9,0.9,1.0
Tom Hausman,1005505,0.8,0.0,0.1,-0.1
Al Jackson,1006288,4.0,1.3,2.0,2.3
Jon Lieber,287,1.4,3.2,2.6,4.5
Don Drysdale,1003516,5.8,6.9,3.4,4.1
Jim McGlothlin,1008532,1.4,1.6,0.4,-1.1
Tim Scott,1011694,0.7,1.1,0.4,-0.3
Ed Whitson,1013911,0.7,1.1,-0.1,2.6
Josh Towers,1489,0.2,1.1,3.6,-0.5
Jason Isringhausen,1158,0.1,0.9,1.8,2.5
David Phelps,6316,0.8,0.4,1.2,2.0
Jim Willoughby,1014047,0.0,0.4,0.4,0.7
John Smoltz,115,3.9,2.1,4.6,8.4
J.R. Richard,1010913,3.3,5.0,6.4,8.9
Dick Tidrow,1013056,2.5,2.4,0.1,1.5
Mike Morgan,67,2.5,3.1,0.5,2.5
Jeremy Affeldt,583,0.3,-0.5,0.4,0.4
Jason Frasor,1906,0.8,0.6,0.2,1.0
Catfish Hunter,1006199,4.5,0.5,6.3,5.7
Julian Tavarez,541,-0.3,1.5,2.2,1.0
Doyle Alexander,1000122,1.7,1.4,1.2,2.9
Larry McWilliams,1008700,0.5,0.9,2.6,4.3
Randy Moffitt,1009027,-0.4,0.2,1.1,0.3
Ron Taylor,1012885,-0.2,0.0,0.2,0.9
Aaron Heilman,1751,2.1,1.7,0.9,-0.4
Corey Kluber,2429,0.8,2.9,7.1,5.5
Danny Farquhar,8501,1.9,0.8,-0.2,-0.4
Grant Jackson,1006298,4.3,1.5,1.1,0.9
Troy Percival,29,2.3,1.1,1.7,0.6
Steve Cishek,6483,0.8,1.5,2.3,0.1
Juan Cruz,273,-0.2,1.6,0.6,0.5
Ben Sheets,710,3.7,4.0,2.5,4.7
Wade Davis,7441,1.0,1.5,3.1,2.0
Lindy McDaniel,1008441,1.3,0.6,1.6,0.5
Pedro Ramos,1010681,3.2,0.6,2.4,2.4
Mike Witt,1014174,4.0,4.4,2.7,1.4
Roberto Hernandez,3273,3.3,0.6,0.2,3.0
Luis Aquino,1000285,-0.2,2.0,0.3,1.5
John Butcher,1001762,1.0,3.3,2.7,0.3
Woodie Fryman,1004381,3.0,0.3,2.9,3.0
Dave LaRoche,1007354,-0.1,1.3,2.6,0.3
Erik Bedard,126,3.4,4.6,5.0,1.0
Josh Fogg,989,0.6,1.7,0.5,1.7
Chan Ho Park,1267,1.2,3.9,4.3,1.0
Kenny Rogers,1277,-0.5,1.1,3.6,2.5
Fernando Abad,4994,0.2,0.3,0.6,-0.6
Gary Lavelle,1007389,0.0,0.1,3.0,0.9
Sparky Lyle,1007859,0.2,1.5,1.5,2.0
Andrew Miller,6785,-0.1,0.5,0.3,2.2
Charles Hudson,1006134,1.0,0.1,1.5,1.0
Shane Rawley,1010719,3.2,3.2,1.6,1.6
Kevin Appier,3,4.0,5.3,6.3,5.2
Scot Shields,35,0.2,2.4,2.1,2.2
Luis Vizcaino,714,-0.2,1.5,-0.5,0.4
Charlie Hough,1006050,-0.5,-0.3,-0.4,0.5
Dave Otto,1009905,1.4,-0.1,-0.2,-0.2
Ben McDonald,1008454,3.0,1.0,4.2,3.0
Travis Harper,1211,0.2,0.7,0.7,-0.9
Michael Wuertz,1856,1.1,0.4,0.7,0.1
Steve Barber,1000530,1.1,2.9,2.6,0.6
Steve Crawford,1002749,-0.2,1.6,0.4,-0.6
Teddy Higuera,1005799,3.0,5.1,6.7,5.9
Carl Morton,1009230,2.7,0.6,0.8,4.4
Jim Palmer,1009973,4.4,4.6,1.9,6.9
Charlie Williams,1013980,0.9,-0.4,-0.2,-0.5
Nelson Cruz,554,0.4,0.6,0.4,0.0
Denny Neagle,441,4.2,3.4,5.2,3.1
Hideo Nomo,666,5.2,4.4,3.4,1.4
Kirk Rueter,1128,3.0,0.9,1.4,1.2
Brett Cecil,2660,0.9,1.2,1.3,0.4
Jon Niese,4424,2.2,2.4,0.6,-0.7
Doc Medich,1008714,3.7,2.7,1.8,2.4
Bruce Sutter,1012743,4.8,1.9,1.1,0.2
Albert Williams,1013971,0.3,2.0,1.2,0.9
Danny Darwin,1002996,1.0,3.2,3.7,1.3
Pat Jarvis,1006363,2.2,4.3,1.8,5.5
Damaso Marte,247,0.2,1.6,2.5,0.5
Jake Westbrook,412,3.0,2.9,3.6,1.7
Jose Lima,475,4.7,-0.1,-0.2,0.0
Dave Burba,1239,0.1,0.6,1.2,2.3
Glenn Abbott,1000010,1.5,1.2,0.2,2.5
Mike Henneman,1005656,1.3,0.5,1.2,1.8
Paul Splittorff,1012346,4.1,1.4,2.0,0.9
David Riske,402,1.5,0.1,-0.1,0.0
Todd Jones,436,1.4,0.4,-0.4,1.8
Joel Pineiro,1094,1.8,0.4,0.4,0.6
Ken Brett,1001402,0.7,3.3,2.0,-0.3
Dave Wickersham,1013917,0.9,3.1,3.2,3.1
Matt Cain,4732,4.5,3.2,1.2,-0.2
Xavier Hernandez,1005715,1.1,2.1,-0.1,0.9
Tom Phoebus,1010301,4.2,1.3,1.2,0.0
John Smiley,1012084,3.4,5.0,0.8,2.6
John Tudor,1013215,1.8,0.2,3.5,1.8
Wade Miley,8779,1.6,1.2,2.7,1.7
Richard Dotson,1003424,0.8,2.1,2.4,-0.4
Terry Fox,1004284,0.8,0.0,0.5,-0.3
Ramon Ortiz,27,0.6,0.7,2.3,1.6
Gil Heredia,1005686,-0.2,1.0,1.3,2.4
Tim Lollar,1007715,2.3,0.8,0.9,0.1
Roger McDowell,1008475,0.0,0.8,0.4,0.8
Tommy Hunter,1157,0.7,0.7,0.3,0.6
Luke Gregerson,4090,1.3,0.6,0.6,1.2
John Cerutti,1002106,0.4,-0.1,0.7,1.9
Ron Davis,1003075,0.0,2.1,0.0,0.7
Sammy Stewart,1012528,-0.1,1.5,1.5,0.3
Vicente Romo,1011177,1.7,0.8,0.4,0.3
Dave Schmidt,1011580,0.6,1.5,1.2,0.9
Mike Torrez,1013134,1.0,2.4,2.4,3.3
Sean Marshall,5905,0.8,1.8,2.6,1.5
