Name,playerid,WAR33
Freddy Garcia,1077,1.5
Brandon Lyon,1312,0.0
Aquilino Lopez,1671,0.6
Mike Cuellar,1002853,4.8
Rich DeLucia,1003185,-0.1
Ed Roebuck,1011118,0.3
Brian Anderson,44,0.1
Billy Wagner,578,2.1
Chris Capuano,1701,2.9
Chad Qualls,2170,-0.4
Tom Griffin,1005054,1.1
Joe Nuxhall,1009665,1.5
Octavio Dotel,555,0.3
Jason Schmidt,1131,3.8
Steve Stone,1012573,0.0
Danny Cox,1002695,1.4
Andy McGaffigan,1008497,0.6
Vern Ruhle,1011297,0.6
Neal Cotts,1797,1.8
Ben Weber,41,0.6
John Franco,874,1.0
Turk Wendell,975,0.4
Matt Albers,4300,-0.8
Doug Bair,1000439,-0.2
Charlie Leibrandt,1007492,3.2
Orlando Pena,1010150,0.8
Don Cardwell,1001941,0.6
Jerry Reed,1010769,-0.2
Francisco Cordero,1243,0.7
Dave Eiland,1003714,0.2
Jerry Koosman,1007103,4.9
Curt Schilling,73,4.6
Daisuke Matsuzaka,7775,0.3
Joe Nelson,108,0.9
Sergio Romo,9817,0.1
Jim Gott,1004898,1.8
Claude Osteen,1009878,2.1
Tom Seaver,1011708,4.4
Jim Coates,1002374,0.2
Jim Kern,1006868,0.0
Bob Shaw,1011819,2.3
Ron Villone,1010,1.2
Jim Clancy,1002255,0.4
Ron Guidry,1005124,2.8
Mike Magnante,929,0.3
Jamie Moyer,1091,1.6
Clem Labine,1007230,0.6
Brad Ziegler,7293,0.5
Dick Donovan,1003395,3.4
Craig Lefferts,1007476,1.4
Whitey Ford,1004227,4.9
Danny Jackson,1006295,0.3
Joe Niekro,1009582,1.4
Mark Williamson,1014022,1.2
Miguel Batista,46,1.6
Todd Williams,805,0.1
Gavin Floyd,3886,0.2
Hank Aguirre,1000087,1.8
Dennis Eckersley,1003660,2.3
John Hiller,1005817,1.6
Gaylord Perry,1010210,8.1
Carl Willis,1013979,0.9
Rick Wise,1014155,3.2
Mike Stanton,849,1.6
Al Jackson,1006288,-0.6
Geoff Zahn,1014410,2.7
Bob Patterson,1010055,-0.3
Ed Whitson,1013911,3.0
Jose Cabrera,679,-1.0
Darren O'Day,3321,0.1
Jason Isringhausen,1158,-0.9
Terry Leach,1007427,1.0
D.J. Carrasco,1666,0.4
Dick Tidrow,1013056,0.4
Mike Morgan,67,2.8
Jeremy Affeldt,583,0.8
Jason Frasor,1906,0.1
Bill Gullickson,1005136,0.6
Steve Howe,1006107,1.2
Catfish Hunter,1006199,0.4
Dennys Reyes,444,-0.2
Julian Tavarez,541,0.0
Al Leiter,883,3.3
Josias Manzanillo,996,1.6
Doyle Alexander,1000122,5.0
Randy Moffitt,1009027,-0.3
Ron Taylor,1012885,0.1
J.J. Putz,1795,1.5
