Name,playerid,WAR28,WAR29
Freddy Garcia,1077,4.0,3.1
Brandon Lyon,1312,0.7,0.8
Mike Cuellar,1002853,0.8,6.1
Dan Petry,1010246,0.1,0.3
Mel Stottlemyre,1012579,3.1,4.4
Brian Anderson,44,2.0,0.3
Jim Brower,313,0.4,0.3
Chad Qualls,2170,0.8,1.8
Esmil Rogers,6317,-0.2,0.0
Tom Griffin,1005054,0.0,-0.6
Ricky Horton,1006036,0.3,0.5
Mike Ignasiak,1006254,0.5,-0.2
Rollie Sheldon,1011855,1.9,0.7
Octavio Dotel,555,2.8,1.7
Jason Schmidt,1131,3.0,4.5
Bryce Florie,1004172,1.4,1.0
John Morris,1009219,1.3,0.5
Steve Stone,1012573,0.9,1.7
Todd Coffey,2467,0.8,-0.1
Jerry Augustine,1000365,0.3,-1.0
Storm Davis,1003080,1.4,0.1
Andy McGaffigan,1008497,2.7,1.9
Vern Ruhle,1011297,0.4,2.2
Bobby Jones,1039,1.8,1.3
Nick Masset,7267,0.9,0.3
Jim Austin,1000373,0.1,0.0
Victor Santos,446,0.6,0.9
John Franco,874,1.3,1.3
Turk Wendell,975,-0.4,0.3
Matt Albers,4300,0.1,-0.5
Brian Wilson,6485,2.5,0.2
Doug Bair,1000439,2.0,0.6
Charlie Leibrandt,1007492,4.1,3.7
Orlando Pena,1010150,1.8,3.4
Keith Atherton,1000348,0.2,-0.2
Bruce Berenyi,1000864,3.0,2.5
Larry Christenson,1002215,4.2,1.3
Jimmy Jones,1006569,0.7,0.1
Francisco Cordero,1243,2.1,2.7
Joey Jay,1006373,3.4,0.7
Jerry Koosman,1007103,2.2,2.9
Curt Schilling,73,2.8,4.7
Kent Mercker,439,-0.3,0.9
Tyler Yates,1527,-0.1,0.5
Daisuke Matsuzaka,7775,0.3,2.1
Scott Bankhead,1000510,0.5,0.1
Wally Whitehurst,1013896,1.3,1.2
George Kontos,9486,-0.3,0.3
Sergio Romo,9817,2.0,1.0
Jose Bautista,1000694,0.9,0.0
Al Hrabosky,1006116,0.8,0.3
Claude Osteen,1009878,1.9,5.5
Tom Seaver,1011708,7.3,5.1
Mike Stanton,1012421,0.3,1.8
Jae Seo,895,1.9,0.0
Don Carman,1001967,1.2,-1.3
Jim Coates,1002374,0.7,0.8
Jim Kern,1006868,2.4,2.0
Jim Maloney,1008039,2.9,2.3
Bob Shaw,1011819,2.2,3.3
Sidney Ponson,161,1.0,0.5
Jim Clancy,1002255,1.8,1.6
Danny Coombs,1002582,2.4,-0.6
Ron Guidry,1005124,6.2,3.9
Jack Kralick,1007135,3.8,3.0
Paul Reuschel,1010851,0.3,-0.3
Allen Ripley,1010979,1.0,0.9
Mike Magnante,929,0.4,0.2
Pete Munro,1546,-0.5,1.1
Tony Watson,3132,0.6,1.3
Jake McGee,7550,1.1,-0.3
Ugueth Urbina,216,1.3,1.3
Brad Ziegler,7293,0.5,1.1
Craig Lefferts,1007476,0.8,-0.2
Al Fitzmorris,1004119,2.3,2.6
Danny Jackson,1006295,1.7,-0.5
Mike Proly,1010545,0.5,0.9
Bill Sampen,1011395,-1.0,-0.1
Scott Sanders,1011423,0.1,0.2
Mark Williamson,1014022,0.6,1.6
Miguel Batista,46,2.0,-0.9
Terry Adams,946,4.3,1.9
Gavin Floyd,3886,3.1,1.9
Ryan Webb,7474,0.7,0.1
Dennis Eckersley,1003660,0.8,3.2
Gaylord Perry,1010210,5.6,5.5
Rick Wise,1014155,1.0,2.7
Mike Stanton,849,-0.1,0.7
Charlie Morton,4676,0.4,1.4
Tom Gorzelanny,6244,0.7,0.1
Jim Bouton,1001241,-0.2,0.0
Kelly Downs,1003453,0.9,1.0
Todd Frohwirth,1004374,2.6,1.1
Tom Hausman,1005505,0.1,-0.1
Al Jackson,1006288,2.0,2.3
Geoff Zahn,1014410,1.6,0.7
Jon Lieber,287,2.6,4.5
Don Drysdale,1003516,3.4,4.1
Jim McGlothlin,1008532,0.4,-1.1
Tim Scott,1011694,0.4,-0.3
Ed Whitson,1013911,-0.1,2.6
Chad Harville,915,-0.6,0.0
Josh Towers,1489,3.6,-0.5
Fernando Arroyo,1000327,0.6,1.0
Tim Crews,1002765,0.0,1.1
Rich Garces,189,0.7,1.3
Jason Isringhausen,1158,1.8,2.5
David Phelps,6316,1.2,2.0
Jim Willoughby,1014047,0.4,0.7
John Smoltz,115,4.6,8.4
Glen Perkins,8041,1.6,1.1
J.R. Richard,1010913,6.4,8.9
