Name,playerid,WAR22,WAR23,WAR24
Greg Swindell,76,1.4,6.3,3.3
Greg Maddux,104,3.7,3.7,5.1
Don Aase,1000003,2.2,1.6,1.8
Brian Meadows,998,1.7,0.3,0.7
Clayton Kershaw,2036,4.5,7.4,6.2
Mike Hampton,430,2.3,2.4,3.1
Trevor Cahill,6249,2.0,2.1,2.4
Jeanmar Gomez,9033,0.4,0.9,-0.1
Scott Elarton,426,0.7,3.0,1.7
Rich Harden,1772,4.1,3.6,0.7
Luis Avilan,2882,0.6,0.5,-0.3
Joba Chamberlain,2692,2.9,1.6,1.3
Barry Zito,944,2.1,4.8,4.5
Dave Stieb,1012532,4.3,2.9,4.8
Mike Warren,1013641,1.1,0.3,-1.0
Dick Ruthven,1011330,1.4,3.4,0.4
Wilson Alvarez,1193,-0.6,2.7,2.8
Julio Teheran,6797,2.5,3.5,1.4
Larry Dierker,1003288,7.3,3.6,3.3
Dave Righetti,1010958,3.5,2.9,5.4
Bob Stanley,1012409,1.7,2.3,4.0
Alex Burnett,4065,-0.2,-0.2,0.4
Billy McCool,1008409,0.6,-0.7,-0.6
Ray Burris,1001729,1.4,0.3,2.4
Mike Moore,1009122,0.4,2.4,4.2
Aaron Laffey,6248,0.9,0.5,1.3
Steve Woodard,1285,0.8,2.9,3.2
Eric King,1006929,1.5,0.6,0.4
Ramon Martinez,1008193,4.9,2.9,1.1
Bob Welch,1013750,1.0,2.9,1.9
Jim Abbott,1000012,2.8,5.5,4.4
Jay Tibbs,1013055,1.4,2.6,2.8
Josh Beckett,510,1.9,4.0,3.3
Arthur Rhodes,1097,2.0,-0.4,0.5
Ismael Valdez,1283,4.4,3.9,2.2
J.P. Howell,8245,0.2,0.7,0.4
Mike Minor,10021,0.5,1.0,0.7
Gene Nelson,1009501,-0.4,0.6,0.0
Lee Tunnell,1013218,1.8,0.0,1.2
Dennis Bennett,1000838,2.8,1.1,1.3
Gregg Olson,1009791,2.0,1.8,2.2
Chris Short,1011931,0.4,0.7,1.1
Bobby Witt,1014170,0.8,1.7,2.4
Andy Hawkins,1005514,0.2,1.1,0.2
Dave McNally,1008655,2.3,3.0,0.7
Bob Owchinko,1009914,1.1,1.6,0.2
Brad Penny,535,1.2,4.6,1.0
Sterling Hitchcock,824,0.4,0.8,2.0
Darryl Kile,1163,0.0,0.8,2.4
Ken Holtzman,1005989,2.3,5.1,5.8
Mike Mussina,837,1.7,5.3,2.8
Rod Beck,1730,0.4,2.7,1.4
Henderson Alvarez,5669,0.3,2.0,2.5
Larry Jaster,1006367,1.2,1.5,0.4
Bill Butler,1001771,3.3,0.1,0.2
Dick Ellsworth,1003754,2.2,6.6,1.7
Francisco Rodriguez,1642,3.7,1.5,2.4
Alex Fernandez,1003993,1.8,4.1,2.4
Mitch Williams,1014025,0.6,0.1,-0.5
Matt Anderson,459,-0.6,0.2,1.4
Steve Carlton,1001964,4.4,4.0,4.9
Jim Kaat,1006660,3.8,5.4,1.9
Eric Plunk,1010400,-0.5,1.1,0.8
Andy Messersmith,1008799,1.3,5.0,2.3
Dwight Gooden,1004852,4.5,6.0,1.8
Randy Wolf,976,0.8,2.9,3.4
Derek Holland,4141,0.6,0.9,3.2
Gio Gonzalez,7448,-0.7,1.1,3.2
Tommy Hanson,9129,2.3,3.6,1.2
Mark Davis,1003067,0.5,0.4,1.5
Joe Grahe,1004939,0.3,1.2,0.8
Jon Lester,4930,1.0,0.2,4.2
Dick Selma,1011737,-0.3,0.6,1.7
Steve Trout,1013197,3.2,1.8,1.5
Kevin Gausman,14107,0.4,2.0,1.5
Mark Buehrle,225,4.0,4.3,4.3
Jose Rijo,349,0.8,3.8,2.1
Jeremy Bonderman,1667,3.2,5.6,2.8
Carlos Castillo,1002060,-0.2,-0.4,-0.2
Scott Garrelts,1004546,-0.8,2.1,1.5
Johan Santana,755,0.0,3.4,3.7
Johnny Cueto,6893,1.0,1.4,2.5
Ross Grimsley,1005071,1.4,1.6,4.2
Mark Prior,301,7.8,2.9,2.9
Adam Eaton,1029,1.6,1.0,0.1
Tommie Sisk,1012018,-0.2,1.0,0.6
Tom Gordon,282,2.5,1.6,1.0
Rich Hand,1005301,-0.2,0.4,0.4
Don Sutton,1012745,3.0,4.0,3.9
Matt Garza,3340,0.6,1.1,3.3
Bobby Bolin,1001146,-0.4,0.6,1.4
Don Robinson,1011061,2.5,2.1,-0.5
Kevin Saucier,1011457,-0.3,0.1,0.5
CC Sabathia,404,3.5,2.8,3.6
Hipolito Pichardo,1472,1.5,2.3,0.6
Ron Darling,1002989,0.6,1.0,2.2
Floyd Youmans,1014361,3.4,1.6,0.2
Chris Haney,192,0.6,0.2,1.0
Dan Haren,1757,0.7,0.5,3.7
Tony Cloninger,1002359,0.1,2.7,3.8
Roger Erickson,1003812,0.4,3.2,1.2
Tommy John,1006515,3.0,3.8,2.6
Milt Pappas,1009989,1.4,1.2,2.1
Brad Radke,748,0.8,2.8,4.9
Phil Hughes,7450,0.4,2.3,3.1
Jerry Reuss,1010853,1.4,2.8,4.0
Pedro Astacio,862,1.8,2.6,1.5
Jeff Weaver,503,1.6,3.1,4.0
Chris Tillman,5279,-0.3,1.1,1.3
Eric Milton,743,1.2,3.6,2.9
Rick Rhoden,1010887,0.7,1.2,3.2
Juan Marichal,1008106,1.6,2.3,1.7
Tom Niedenfuer,1009578,1.3,1.1,0.3
Gary Nolan,1009616,3.2,4.9,2.9
Dave Rozema,1011273,0.8,1.2,1.1
Scott Scudder,1011699,-0.2,0.4,0.8
Mike Leake,10130,0.7,1.3,1.2
Jeff Sellers,1011733,0.0,2.6,0.3
Jamey Wright,715,0.6,1.5,1.0
Madison Bumgarner,5524,2.6,3.5,3.6
Larry Bearnarth,1000723,-0.7,-0.8,-1.0
Zach Duke,3840,2.2,3.2,0.7
Roger Clemens,815,2.3,7.1,8.4
Steve Hargan,1005356,0.9,4.7,4.2
Carl Pavano,790,0.9,2.1,1.8
Bruce Howard,1006071,1.4,1.3,0.6
Fernando Valenzuela,1013327,4.2,5.2,5.4
Steve Avery,1706,3.5,5.1,2.5
Rick Porcello,2717,2.3,3.0,2.9
Chuck Dobson,1003343,0.6,1.6,2.2
Tom Murphy,1009376,1.3,2.7,0.0
Jerry Walker,1013523,-0.4,-0.9,-1.1
Pete Richert,1010922,1.0,0.4,0.1
Al Santorini,1011444,-0.6,0.5,2.1
Mario Soto,1012289,-0.1,3.1,3.3
Carlos Zambrano,305,4.7,4.7,4.2
Scott Kazmir,4897,3.6,4.8,2.3
Kelvin Herrera,6033,1.8,0.5,1.3
Tony Armas Jr.,761,1.0,3.6,1.2
Roy Halladay,1303,0.5,-0.3,4.0
Scott Erickson,137,0.8,3.2,1.9
Chris Volstad,9901,0.0,1.3,0.9
Chuck Estrada,1003841,1.9,1.6,1.7
Ray Corbin,1002614,-0.5,1.4,2.0
Denny McLain,1008603,0.9,1.1,7.2
Byung-Hyun Kim,61,1.4,2.5,2.3
Brett Myers,962,2.3,1.1,3.4
Jose Guzman,1005160,0.5,1.2,2.2
Salomon Torres,1628,0.2,-0.4,0.7
Brandon Maurer,4878,0.0,0.6,0.5
Vicente Padilla,964,1.0,0.7,3.6
Pete Harnisch,1005374,0.2,2.0,3.3
Cal Koonce,1007101,0.1,0.7,1.4
Eduardo Rodriguez,1011102,0.3,-0.1,0.0
Frank Tanana,1012818,6.0,5.8,2.8
Blake Beavan,338,0.8,0.9,-0.1
Joe Kennedy,1217,1.4,2.5,0.6
Willie Hernandez,1005714,1.6,-0.4,0.0
Steve Kline,1007005,1.6,2.4,2.3
Bob Moose,1009134,3.2,1.3,5.2
Jake Peavy,1051,0.8,4.1,5.4
Floyd Bannister,1000516,1.7,0.0,2.3
Jose DeLeon,1003168,3.0,2.9,1.8
Rollie Fingers,1004051,0.2,1.6,1.0
Jon Garland,232,2.2,1.7,1.9
Art Mahaffey,1007979,1.0,2.9,2.6
Jaime Navarro,1009465,1.8,2.1,3.1
Jeff Pico,1010320,1.4,0.1,0.4
Nick Willhite,1013967,0.2,0.2,-0.9
Pat Mahomes,291,-0.3,-0.2,-1.0
Jack Fisher,1004090,2.5,0.5,0.1
Mickey Lolich,1007712,1.9,4.4,5.1
Dave LaPoint,1007338,1.8,1.9,3.0
Randy Lerch,1007551,0.6,1.8,2.3
Bill Caudill,1002088,0.5,1.0,-0.1
Steve Dunning,1003572,0.2,-0.3,-0.3
Terry Forster,1004236,3.0,0.8,1.3
Pete Smith,1012191,1.9,2.0,0.8
Jimmy Gobble,1791,0.8,-0.3,0.8
Nolan Ryan,1011348,1.7,1.1,0.6
Jerry Stephenson,1012494,0.5,0.3,0.5
Neil Allen,1000154,0.8,0.7,0.6
Bruce Kison,1006978,1.0,0.2,0.9
Sam McDowell,1008476,8.7,4.4,2.8
Jim Merritt,1008789,2.7,4.6,4.4
Bret Saberhagen,1011355,3.5,5.2,5.5
Jordan Lyles,7593,0.4,1.4,0.9
Michael Wacha,14078,2.0,2.2,1.8
Mike LaCoss,1007240,0.6,2.0,1.3
Jair Jurrjens,5556,3.3,3.4,0.9
Alan Foster,1004246,0.4,0.3,1.1
Ron Robinson,1011076,0.4,1.3,1.7
Frank Rodriguez,1011106,0.7,2.2,1.0
Scott Sanderson,1011422,2.5,2.7,2.2
Kelvim Escobar,1298,1.9,2.3,1.9
Jack Morris,1009211,0.5,0.3,3.6
Dickie Noles,1009620,1.0,0.4,0.8
Nathan Eovaldi,9132,1.2,1.5,3.3
Pete Falcone,1003910,2.5,-0.4,-0.8
Ricky Bones,1001161,0.9,-0.4,0.5
Bill Travers,1013161,0.0,1.3,0.3
Drew Storen,6983,0.6,0.7,0.7
Dave Beard,1000716,1.4,-0.8,-1.3
Ray Culp,1002869,0.4,2.4,-0.5
Jaret Wright,415,2.1,1.0,0.6
Chris Perez,5213,-0.1,0.2,1.1
Dick Pole,1010418,0.9,0.2,0.5
Pedro Martinez,200,3.4,3.0,5.1
Kyle Davies,3642,-0.2,0.2,1.5
Bobby Thigpen,1012958,0.7,0.7,0.9
Dick Bosman,1001215,0.3,0.9,0.9
Don Wilson,1014071,3.2,3.8,4.4
Bob Wolcott,1014184,0.9,0.0,-0.1
Bill Bonham,1001165,-0.2,0.9,2.8
Tom Underwood,1013281,2.2,1.0,2.0
Frank Bertaina,1000912,0.6,0.8,-0.7
Moose Haas,1005172,0.3,1.3,4.0
Jim Nash,1009458,3.0,3.7,0.8
Steve Busby,1001745,1.3,4.1,6.4
Joe Coleman,1002428,2.8,2.0,7.1
John Denny,1003210,2.1,1.4,1.4
Gary Gentry,1004614,2.3,1.7,2.6
Joe Kerrigan,1006873,-0.1,0.6,-0.8
Silvio Martinez,1008196,-0.2,2.6,0.4
Rich Nye,1009667,3.2,0.5,-0.3
Scott Radinsky,1010641,0.4,1.2,0.5
Brian Bohanon,1001126,0.9,-0.2,0.1
Sid Fernandez,1004001,3.1,4.0,1.9
Omar Olivares,1009771,0.6,1.5,1.5
John Lannan,7080,0.0,1.2,1.4
Len Barker,1000546,-0.5,2.4,5.2
Todd Van Poppel,1284,-0.4,1.8,-1.1
Brandon Morrow,9346,0.3,0.5,0.3
Frank Castillo,180,2.5,2.4,0.9
Chris Carpenter,1292,1.1,2.8,2.9
Ervin Santana,3200,1.6,3.0,0.8
Darrell Jackson,1006294,0.4,1.0,1.9
Jeff Russell,1011314,1.7,0.3,0.0
Jim Umbarger,1013276,-0.1,3.0,0.1
Kip Wells,1012,0.9,0.7,1.4
Milt Wilcox,1013939,0.2,0.8,-0.5
