Name,playerid,WAR24
Freddy Garcia,1077,5.3
Clayton Mortensen,3166,-0.3
Hansel Robles,11801,0.1
Bobby Chouinard,1002204,0.0
Frank Funk,1004406,0.2
Felipe Lira,1007649,2.2
Steve Mura,1009337,0.3
Dan Petry,1010246,1.3
Mel Stottlemyre,1012579,3.6
Brian Anderson,44,0.4
Billy Wagner,578,0.2
Jaime Cerda,1532,-0.3
Chris Capuano,1701,0.4
Esmil Rogers,6317,1.2
Chris Fussell,1004410,-0.7
Tom Griffin,1005054,1.0
Ricky Horton,1006036,0.6
Rollie Sheldon,1011855,1.5
Jason Schmidt,1131,2.5
Tom Fordham,1004222,-0.6
Steve Stone,1012573,1.3
Todd Coffey,2467,0.2
Ken Giles,12910,2.1
Jerry Augustine,1000365,1.2
Danny Cox,1002695,1.3
Storm Davis,1003080,2.6
Brian Fisher,1004077,-0.1
Brad Pennington,1010159,-0.6
Vern Ruhle,1011297,1.8
Bob Sykes,1012798,-0.4
Julio Valera,1013331,0.1
Bobby Jones,1039,2.3
Neal Cotts,1797,-0.2
Matt Capps,4788,1.3
Hank Fischer,1004068,1.6
Frank Pastore,1010048,2.4
Victor Santos,446,-0.2
John Franco,874,1.0
Brian Matusz,2646,-1.1
Zack Britton,3240,0.6
Greg Smith,3455,1.4
Matt Albers,4300,0.0
Brian Wilson,6485,0.1
Daniel Webb,10558,-0.3
Charlie Leibrandt,1007492,0.3
Rich Robertson,1011044,0.0
Bobby Livingston,3876,0.8
Keith Atherton,1000348,0.2
Don Cardwell,1001941,2.3
Larry Christenson,1002215,4.6
Jimmy Jones,1006569,2.0
Randy Messenger,2658,0.2
Bruce Rondon,5766,0.1
Ron Bryant,1001608,1.6
Dave Eiland,1003714,0.2
Joey Jay,1006373,0.8
Curt Schilling,73,0.9
Dustin Hermanson,195,2.3
Kent Mercker,439,0.0
Allen Webster,3993,0.2
Scott Bankhead,1000510,3.6
John Cummings,1002874,0.2
Ken Dixon,1003331,1.3
A.J. Cole,11467,0.3
Jose Bautista,1000694,-0.6
Pat Clements,1002339,0.3
Jim Gott,1004898,1.5
Al Hrabosky,1006116,1.9
Claude Osteen,1009878,4.4
Tom Seaver,1011708,4.4
Manny Delcarmen,3180,1.0
Rawly Eastwick,1003648,1.2
Dave Ford,1004217,0.3
Fred Holdsworth,1005944,0.9
Jim Maloney,1008039,4.9
Sidney Ponson,161,1.3
Joel Zumaya,4699,-0.2
Jim Clancy,1002255,3.2
Lance McCullers,1008436,-0.2
Hal Reniff,1010833,0.6
Jamie Moyer,1091,1.5
Pete Munro,1546,0.4
Steve Rosenberg,1011215,0.6
Ugueth Urbina,216,2.2
Rafael Rodriguez,6417,-0.2
Taylor Jordan,10466,0.7
Carter Capps,12803,1.3
Dave Freisleben,1004333,1.2
Kevin Kobel,1007067,0.8
Brian Williams,1013978,0.1
Joe Mays,740,1.9
Grant Roberts,894,0.3
Micah Bowie,1561,0.0
Randall Delgado,5985,0.5
Christian Friedrich,7942,0.9
Cody Anderson,12799,1.0
Allan Anderson,1000216,3.5
Al Fitzmorris,1004119,0.0
Danny Jackson,1006295,2.9
Chris Knapp,1007026,1.4
Joe Niekro,1009582,1.6
Scott Sanders,1011423,0.8
Terry Adams,946,1.0
Gavin Floyd,3886,-0.1
Randor Bierd,5555,0.1
Ryan Webb,7474,0.7
Larry Demery,1003192,-0.8
Dennis Eckersley,1003660,4.4
John Hiller,1005817,1.6
Jim Magnuson,1007971,0.3
Gaylord Perry,1010210,-0.3
Rick Wise,1014155,3.8
Mike Stanton,849,0.8
Mike Gosling,2204,0.3
Charlie Morton,4676,0.0
Tom Gorzelanny,6244,3.1
Joakim Soria,6941,1.3
Jake Barrett,13322,0.3
Jim Bouton,1001241,3.6
Max Leon,1007542,1.3
Matt Ginter,233,0.3
Jon Lieber,287,1.7
Gustavo Chacin,2060,2.9
Brett Oberholtzer,3855,2.0
Dana Eveland,5508,2.3
Dallas Braden,8099,0.6
Jenrry Mejia,8476,0.6
Braden Shipley,15158,-0.4
David Clyde,1002367,0.2
Don Drysdale,1003516,3.5
Jim McGlothlin,1008532,1.7
Ed Whitson,1013911,1.2
Ruben Quevedo,705,-0.6
Mike Thurman,852,0.4
Josh Towers,1489,1.4
Barry Enright,2412,-0.3
T.J. House,9121,1.1
Chasen Shreve,10855,-0.2
Mike Kekich,1006764,0.5
Joey McLaughlin,1008614,1.2
Gary Glover,234,0.5
David Carpenter,9244,-0.3
Shelby Miller,10197,3.7
Britt Burns,1001702,3.1
Fred Newman,1009542,0.9
Allen Watson,1013675,-0.1
Jim Willoughby,1014047,-0.3
John Smoltz,115,3.7
Chad Billingsley,5842,2.7
Robbie Ray,11486,3.2
Jack Armstrong,1000313,0.1
J.R. Richard,1010913,0.5
Carroll Sembera,1011740,-0.2
Jeremy Affeldt,583,2.5
T.J. McFarland,3237,0.4
Wesley Wright,5960,-0.4
Felipe Vazquez,12076,0.8
Luis Andujar,1000267,-0.1
Bill Gullickson,1005136,3.4
Steve Howe,1006107,2.0
Catfish Hunter,1006199,3.1
Clay Kirby,1006960,1.6
Earl Stephenson,1012492,0.1
Dennys Reyes,444,0.5
Julian Tavarez,541,0.0
Cla Meredith,7613,1.0
Doyle Alexander,1000122,1.2
Julio Machado,1007907,0.0
Larry McWilliams,1008700,0.7
Randy Moffitt,1009027,0.7
Ron Taylor,1012885,-0.1
Ron Willis,1014036,-0.4
Aaron Heilman,1751,-0.5
Chad Jenkins,10326,-0.1
Sonny Gray,12768,3.5
Dick Woodson,1014236,0.7
Cliff Brantley,1001357,-1.0
Mike Brown,1001545,0.2
Mike Cosgrove,1002651,0.2
Grant Jackson,1006298,1.1
Philip Nastu,1009460,-0.4
Chad Gaudin,1783,1.8
Mat Latos,3815,2.7
Joe Hudson,1006138,0.4
Brian Maxcy,1008283,-0.4
Chad Ogea,1009744,1.5
Sun-Woo Kim,197,0.4
Juan Cruz,273,0.7
Mark Wohlers,414,1.0
Ben Sheets,710,3.8
Mike Bacsik,863,0.2
Jesus Sanchez,1476,-1.2
Wade Davis,7441,1.1
Tim Cooney,13762,0.4
Lindy McDaniel,1008441,2.6
Mike Witt,1014174,4.7
Kenley Jansen,3096,2.2
Lerrin LaGrow,1007255,0.0
Jeff Musselman,1009407,0.1
Kris Benson,982,3.4
Anthony Ranaudo,11424,-0.8
Justin Nicolino,11754,0.6
Pete Filson,1004046,0.6
Frank LaCorte,1007239,1.5
Dave LaRoche,1007354,0.1
Wayne Gomes,191,-0.2
Dan Wright,258,1.7
Chan Ho Park,1267,2.1
Kenny Rogers,1277,0.8
Mitchell Boggs,3344,-0.4
Matt Harrison,5551,-0.1
Travis Phelps,1221,-0.5
Steve Foucault,1004262,2.7
Sparky Lyle,1007859,1.3
Andrew Miller,6785,0.7
Trevor Bell,7074,0.1
Charles Hudson,1006134,2.5
Jack Kucek,1007195,0.3
David Nied,1009577,0.7
Shane Rawley,1010719,1.6
Paul Rigdon,1010955,0.3
Sean Runyan,1011305,-0.1
