Name,playerid,WAR27,WAR28
Freddy Garcia,1077,4.8,4.0
Brandon Lyon,1312,1.5,0.7
Clayton Mortensen,3166,-0.3,-0.2
Bobby Chouinard,1002204,0.5,0.4
Mike Cuellar,1002853,0.4,0.8
Rich DeLucia,1003185,0.1,0.4
Dan Petry,1010246,0.4,0.1
Mel Stottlemyre,1012579,3.7,3.1
Brian Anderson,44,1.7,2.0
Jim Brower,313,0.0,0.4
Chris Capuano,1701,4.0,1.9
Willie Eyre,2078,-0.4,0.0
Chad Qualls,2170,0.2,0.8
Esmil Rogers,6317,0.1,-0.2
Tom Griffin,1005054,-0.4,0.0
Ricky Horton,1006036,-0.2,0.3
Mike Ignasiak,1006254,0.2,0.5
Rollie Sheldon,1011855,0.3,1.9
Octavio Dotel,555,3.3,2.8
Jason Schmidt,1131,0.7,3.0
Bryce Florie,1004172,0.9,1.4
Steve Stone,1012573,2.4,0.9
Greg Aquino,1899,-0.4,0.0
Pat Misch,5909,-0.2,0.6
Jerry Augustine,1000365,-0.5,0.3
Danny Cox,1002695,2.2,1.0
Storm Davis,1003080,0.5,1.4
Tom Dukes,1003545,0.3,0.4
Andy McGaffigan,1008497,1.1,2.7
Vern Ruhle,1011297,1.3,0.4
Bobby Jones,1039,1.8,1.8
Nick Masset,7267,1.2,0.9
Frank Pastore,1010048,0.9,-0.1
Victor Santos,446,2.4,0.6
John Franco,874,1.1,1.3
Brandon Backe,1529,1.1,0.4
Brian Matusz,2646,0.2,0.5
Zack Britton,3240,2.1,2.5
Matt Albers,4300,0.1,0.1
Brian Wilson,6485,2.2,2.5
Lucas Harrell,7541,2.7,-0.9
Doug Bair,1000439,-0.7,2.0
Charlie Leibrandt,1007492,1.9,4.1
Keith Atherton,1000348,0.2,0.2
Bruce Berenyi,1000864,4.3,3.0
Larry Christenson,1002215,1.7,4.2
Jimmy Jones,1006569,1.5,0.7
Francisco Cordero,1243,1.2,2.1
Pedro Baez,5420,1.0,0.4
Joey Jay,1006373,0.8,3.4
Jerry Koosman,1007103,2.3,2.2
Jose Pena,1010148,-0.9,-0.3
Curt Schilling,73,0.8,2.8
Dustin Hermanson,195,1.4,0.5
Kent Mercker,439,1.5,-0.3
Daisuke Matsuzaka,7775,2.7,0.3
Scott Bankhead,1000510,0.1,0.5
Ray Lamb,1007278,1.9,0.4
Wally Whitehurst,1013896,1.9,1.3
C.J. Nitkowski,570,1.0,-0.6
George Kontos,9486,0.5,-0.3
Sergio Romo,9817,1.2,2.0
Jim Gott,1004898,2.0,0.7
Al Hrabosky,1006116,-0.6,0.8
Claude Osteen,1009878,3.8,1.9
Tom Seaver,1011708,5.6,7.3
Mike Stanton,1012421,0.7,0.3
Jae Seo,895,0.3,1.9
Manny Delcarmen,3180,0.0,-0.6
Don Carman,1001967,1.0,1.2
Jim Coates,1002374,0.6,0.7
Rawly Eastwick,1003648,-0.2,0.2
Jim Kern,1006868,3.6,2.4
Jim Maloney,1008039,4.5,2.9
Bob Shaw,1011819,1.7,2.2
Sidney Ponson,161,3.0,1.0
Jim Clancy,1002255,2.8,1.8
Ron Guidry,1005124,9.1,6.2
Jack Kralick,1007135,3.8,3.8
Hal Reniff,1010833,1.0,0.3
Allen Ripley,1010979,0.7,1.0
Mike Magnante,929,0.5,0.4
Jamie Moyer,1091,1.0,-0.2
Pete Munro,1546,1.3,-0.5
Tony Watson,3132,0.6,0.6
Sam Freeman,6832,0.0,-0.1
Jake McGee,7550,2.5,1.1
Ugueth Urbina,216,1.2,1.3
Lance Painter,1675,0.1,-0.5
Craig Lefferts,1007476,0.3,0.8
Christian Friedrich,7942,0.3,1.8
Al Fitzmorris,1004119,1.4,2.3
Danny Jackson,1006295,0.9,1.7
Mike Proly,1010545,0.8,0.5
Bill Sampen,1011395,0.7,-1.0
Scott Sanders,1011423,3.6,0.1
Mickey Scott,1011690,-0.2,-0.3
Mark Williamson,1014022,1.3,0.6
Miguel Batista,46,0.7,2.0
Terry Adams,946,0.8,4.3
Gavin Floyd,3886,4.2,3.1
Ryan Webb,7474,0.5,0.7
Dennis Eckersley,1003660,3.1,0.8
Gaylord Perry,1010210,7.3,5.6
Rick Wise,1014155,5.1,1.0
Mike Stanton,849,0.3,-0.1
Charlie Morton,4676,2.0,0.4
Tom Gorzelanny,6244,1.8,0.7
Jim Bouton,1001241,0.9,-0.2
Kelly Downs,1003453,2.9,0.9
Tom Hausman,1005505,0.0,0.1
Al Jackson,1006288,1.3,2.0
Jon Lieber,287,3.2,2.6
Don Drysdale,1003516,6.9,3.4
Jim McGlothlin,1008532,1.6,0.4
Bob Patterson,1010055,1.2,0.2
Tim Scott,1011694,1.1,0.4
Ed Whitson,1013911,1.1,-0.1
Mike Thurman,852,1.5,0.4
Chad Harville,915,-0.1,-0.6
Josh Towers,1489,1.1,3.6
Tim Crews,1002765,0.7,0.0
Mike Kekich,1006764,0.2,-0.5
Rich Garces,189,-0.3,0.7
Jason Isringhausen,1158,0.9,1.8
David Phelps,6316,0.4,1.2
Terry Leach,1007427,0.1,0.5
Larry Pashnick,1010041,-0.1,0.0
Allen Watson,1013675,0.9,0.2
Jim Willoughby,1014047,0.4,0.4
John Smoltz,115,2.1,4.6
D.J. Carrasco,1666,-0.1,0.5
Jack Armstrong,1000313,0.7,0.3
J.R. Richard,1010913,5.0,6.4
Dick Tidrow,1013056,2.4,0.1
Mike Morgan,67,3.1,0.5
Jeremy Affeldt,583,-0.5,0.4
Jason Frasor,1906,0.6,0.2
Wesley Wright,5960,0.5,0.0
Bill Gullickson,1005136,3.2,1.1
Catfish Hunter,1006199,0.5,6.3
Clay Kirby,1006960,-0.4,-0.8
Dick Lines,1007634,0.8,0.5
Dennys Reyes,444,1.1,-0.2
Julian Tavarez,541,1.5,2.2
Al Leiter,883,0.9,2.5
Doyle Alexander,1000122,1.4,1.2
Jeff Heathcock,1005561,0.2,-0.3
Larry McWilliams,1008700,0.9,2.6
Randy Moffitt,1009027,0.2,1.1
Scott Ruskin,1011309,0.4,0.1
Ron Taylor,1012885,0.0,0.2
Aaron Heilman,1751,1.7,0.9
Corey Kluber,2429,2.9,7.1
Dick Woodson,1014236,2.6,1.0
Jeff Zimmerman,1014446,0.7,1.1
J.J. Putz,1795,-0.2,-0.1
Danny Farquhar,8501,0.8,-0.2
Grant Jackson,1006298,1.5,1.1
Paul Wagner,1013490,1.4,0.9
Troy Percival,29,1.1,1.7
Mat Latos,3815,1.6,0.2
Dellin Betances,6216,2.5,2.9
Steve Cishek,6483,1.5,2.3
Chad Ogea,1009744,0.4,-0.6
Armando Reynoso,72,2.0,0.3
Juan Cruz,273,1.6,0.6
Ben Sheets,710,4.0,2.5
Wade Davis,7441,1.5,3.1
Manny Acosta,8725,-0.6,-0.1
Lindy McDaniel,1008441,0.6,1.6
Scott Nielsen,1009586,-0.2,0.0
Pedro Ramos,1010681,0.6,2.4
Mike Witt,1014174,4.4,2.7
Juan Acevedo,458,-0.2,1.3
Kenley Jansen,3096,1.6,3.1
Roberto Hernandez,3273,0.6,0.2
Luis Aquino,1000285,2.0,0.3
Bob Johnson,1006430,4.6,0.9
Kris Benson,982,0.8,1.2
John Butcher,1001762,3.3,2.7
Woodie Fryman,1004381,0.3,2.9
Frank LaCorte,1007239,0.1,0.4
Dave LaRoche,1007354,1.3,2.6
Fred Lasher,1007366,-0.2,0.1
Erik Bedard,126,4.6,5.0
Wayne Gomes,191,0.4,0.2
Josh Fogg,989,1.7,0.5
Chan Ho Park,1267,3.9,4.3
Kenny Rogers,1277,1.1,3.6
Chris Narveson,2141,0.3,1.1
Mitchell Boggs,3344,0.4,0.6
Fernando Abad,4994,0.3,0.6
Steve Grilli,1005059,-0.6,-0.3
Gary Lavelle,1007389,0.1,3.0
Steve Foucault,1004262,1.8,0.2
Sparky Lyle,1007859,1.5,1.5
Freddie Toliver,1013102,1.5,-0.3
Andrew Miller,6785,0.5,0.3
Adam Warren,9029,2.2,-0.5
Charles Hudson,1006134,0.1,1.5
Shane Rawley,1010719,3.2,1.6
Kevin Appier,3,5.3,6.3
Scot Shields,35,2.4,2.1
Luis Vizcaino,714,1.5,-0.5
Ernesto Frieri,5178,0.7,-0.8
Charlie Hough,1006050,-0.3,-0.4
Roger Nelson,1009511,1.0,3.4
Dave Otto,1009905,-0.1,-0.2
Vicente Palacios,1009965,-0.4,0.6
Tom Koehler,6570,0.6,2.2
John Habyan,1005176,2.6,0.7
Jack Hamilton,1005274,-0.3,0.8
Ben McDonald,1008454,1.0,4.2
Travis Harper,1211,0.7,0.7
Michael Wuertz,1856,0.4,0.7
Vic Albury,1000109,0.1,-1.1
Steve Barber,1000530,2.9,2.6
Steve Crawford,1002749,1.6,0.4
Teddy Higuera,1005799,5.1,6.7
Carl Morton,1009230,0.6,0.8
Jim Palmer,1009973,4.6,1.9
Chris Welsh,1013772,-0.7,-0.3
Charlie Williams,1013980,-0.4,-0.2
Nelson Cruz,554,0.6,0.4
Kyle Snyder,1689,0.3,0.3
Don Gordon,1004873,0.2,-0.1
Denny Neagle,441,3.4,5.2
Vic Darensbourg,516,1.2,-0.3
Hideo Nomo,666,4.4,3.4
Kirk Rueter,1128,0.9,1.4
Brett Cecil,2660,1.2,1.3
Jon Niese,4424,2.4,0.6
Chris Ray,6315,-0.3,0.0
Doc Medich,1008714,2.7,1.8
Bruce Sutter,1012743,1.9,1.1
Albert Williams,1013971,2.0,1.2
Adam Bernero,460,-0.2,0.2
Danny Darwin,1002996,3.2,3.7
Pat Jarvis,1006363,4.3,1.8
George Stone,1012565,0.2,0.5
Damaso Marte,247,1.6,2.5
Jake Westbrook,412,2.9,3.6
Jose Lima,475,-0.1,-0.2
Dave Burba,1239,0.6,1.2
Glenn Abbott,1000010,1.2,0.2
Mike Henneman,1005656,0.5,1.2
Alejandro Pena,1010140,0.4,0.8
Paul Splittorff,1012346,1.4,2.0
David Riske,402,0.1,-0.1
Todd Jones,436,0.4,-0.4
Joel Pineiro,1094,0.4,0.4
Jason Davis,1598,-0.4,0.1
Josh Smith,10946,-0.2,-0.3
Mark Bomback,1001156,0.6,0.8
Ken Brett,1001402,3.3,2.0
Bob Scanlan,1011489,1.6,0.1
Paul Spoljaric,1012349,0.0,0.4
Dave Wickersham,1013917,3.1,3.2
Ray King,693,0.5,0.5
Matt Cain,4732,3.2,1.2
Tim Stauffer,6432,0.4,1.2
Xavier Hernandez,1005715,2.1,-0.1
Mike Mohler,1009033,0.5,0.2
Tom Phoebus,1010301,1.3,1.2
John Smiley,1012084,5.0,0.8
John Tudor,1013215,0.2,3.5
Neftali Feliz,18,0.4,-0.1
Wade Miley,8779,1.2,2.7
Richard Dotson,1003424,2.1,2.4
Bryan Clark,1002270,-0.3,-0.4
Terry Fox,1004284,0.0,0.5
Ramon Ortiz,27,0.7,2.3
Gil Heredia,1005686,1.0,1.3
Tim Lollar,1007715,0.8,0.9
Roger McDowell,1008475,0.8,0.4
A.J. Burnett,512,2.9,5.0
Tommy Hunter,1157,0.7,0.3
Luke Gregerson,4090,0.6,0.6
John Cerutti,1002106,-0.1,0.7
Ron Davis,1003075,2.1,0.0
Jeff Parrett,1010019,1.4,0.2
Howie Reed,1010766,0.6,0.1
Sammy Stewart,1012528,1.5,1.5
Derrick Turnbow,1694,1.2,0.0
Jay Ritchie,1010988,0.6,1.2
Mike Myers,68,1.1,-0.5
Mike Gardiner,1004516,0.0,-0.1
Jim Panther,1009980,-0.8,0.0
Vicente Romo,1011177,0.8,0.4
Dave Schmidt,1011580,1.5,1.2
Mike Torrez,1013134,2.4,2.4
Sean Marshall,5905,1.8,2.6
Jaime Garcia,8137,0.4,2.8
Bill Castro,1002077,0.5,1.2
Reggie Cleveland,1002347,1.6,2.6
Dick Drago,1003475,2.9,2.8
La Marr Hoyt,1006114,5.3,5.4
Wayne Twitchell,1013244,1.1,1.2
Jason Grimsley,602,-0.4,0.9
Edinson Volquez,3990,-0.3,1.4
James Russell,4089,0.1,0.3
Bob Miller,1008877,0.3,-1.0
Mel Rojas,1011153,0.9,1.2
Lary Sorensen,1012279,2.2,0.9
Diego Segui,1011725,1.6,0.8
Bob Shirley,1011911,0.1,0.1
Fred Talbot,1012813,0.7,1.2
Graeme Lloyd,783,0.6,0.1
Wilton Lopez,4227,0.5,1.3
Tom Cheney,1002177,3.1,2.2
Al Downing,1003450,0.2,1.5
Rick Mahler,1007988,1.4,2.4
Jeff Suppan,633,1.3,2.7
Esmerling Vasquez,5280,0.0,0.3
Shawn Hillegas,1005818,-0.1,-0.3
Jack Lamabe,1007266,1.7,-0.6
Jim Lonborg,1007724,1.8,0.7
Johnny Podres,1010406,3.6,2.3
Jim Slaton,1012054,1.5,1.3
Andy Benes,1144,3.3,2.4
Wes Obermueller,1637,0.7,-0.1
Huston Street,8258,0.4,1.1
Jim Roland,1011156,0.3,-0.2
Danny Graves,326,1.2,1.3
Tyler Lyons,11334,0.1,-0.1
Clay Carroll,1001997,1.0,0.6
Ed Vande Berg,1013348,-0.6,0.3
Andy Pettitte,840,2.6,3.9
Ryan Mattheus,7169,-0.2,-0.3
Burt Hooton,1006005,5.2,3.3
Jim Ray,1010726,-1.1,-0.7
Chad Bradford,904,2.0,0.6
Felix Heredia,1304,0.0,-0.1
Jeff Locke,2929,1.3,0.3
John Danks,6329,0.3,0.2
John Tsitouris,1013208,2.0,1.5
Scott Linebrink,564,1.4,1.8
Ramiro Mendoza,836,1.9,0.5
David Wells,855,3.8,2.5
Josh Fields,5070,-0.3,1.4
Casey Janssen,7355,0.2,0.3
Tom Hall,1005262,-0.6,-0.5
Rick Reuschel,1010852,4.8,6.5
Jason Jennings,434,4.2,0.4
Mike Jackson,732,0.4,0.9
Travis Miller,742,1.0,0.1
Doug Davis,1244,0.7,4.4
Erasmo Ramirez,1699,0.5,0.2
Adam Wainwright,2233,5.2,5.0
Vida Blue,1001094,4.9,5.6
Dean Chance,1002130,7.7,1.3
Rich Gale,1004444,-0.1,1.5
Dave Geisel,1004603,-0.3,0.4
Juan Guzman,1005162,1.8,1.8
Chris Holt,1005983,2.9,3.3
Larry Miller,1008914,1.5,0.0
Carlos Silva,973,-0.5,2.6
Josh Johnson,4567,1.7,3.3
Craig Kimbrel,6655,1.3,1.2
Jesse Jefferson,1006380,-0.4,2.4
Bob Ojeda,1009756,3.1,4.2
Francisco Oliveras,1009776,0.2,-0.5
Jim Rooker,1011183,2.9,0.8
Jason Bere,266,0.4,0.1
Guillermo Mota,1467,-0.3,0.4
Dan Jennings,8073,0.2,0.4
Bob Forsch,1004233,2.0,1.8
Pascual Perez,1010185,2.6,0.2
Dan Spillner,1012342,1.4,1.4
Josh Outman,4004,0.2,0.7
Jordan Zimmermann,4505,3.8,5.4
Vance Worley,6435,0.4,0.1
Yovani Gallardo,8173,1.5,1.6
Odrisamer Despaigne,16017,0.8,-0.2
Bud Daley,1002942,2.4,1.7
Ken Patterson,1010067,-1.0,-0.3
Don Schwall,1011657,0.6,1.2
Craig Swan,1012754,3.8,4.4
Jack Cressend,723,-0.4,0.9
Mike Norris,1009637,-0.2,0.8
Dave Stewart,1012519,0.5,-0.1
Derek Lowe,199,2.4,1.6
Dan Miceli,1463,1.1,0.2
Dontrelle Willis,1703,-0.1,-0.2
Chris Young,3196,2.2,4.3
J.A. Happ,7410,1.0,0.7
Dallas Keuchel,9434,5.6,2.4
Dennis Lamp,1007284,1.4,2.3
Mike Marshall,1008144,0.8,0.3
Luis Sanchez,1011408,-0.2,1.7
Greg Hibbard,1005764,1.2,2.2
Doug Johns,1006449,0.4,0.9
Les Lancaster,1007287,2.3,0.4
Bill Long,1007727,2.5,0.6
Jon Matlack,1008246,2.6,6.8
Jose Jimenez,435,0.5,1.1
Denny Stark,452,-0.5,0.2
Zach McAllister,2895,0.9,0.4
Sean Green,3001,0.0,0.7
Kyle Kendrick,6230,1.2,2.0
Gene Brabender,1001293,0.6,1.1
Bob Bruce,1001573,1.0,0.1
Mike McCormick,1008420,2.0,2.0
Rick Waits,1013494,1.7,3.0
Wilbur Wood,1014248,0.4,1.9
Paul Quantrill,669,0.3,1.9
Gil Meche,1089,1.9,3.7
Francisco Liriano,3201,0.6,1.5
Al Alburquerque,6324,0.2,0.1
Bob Gibson,1004662,4.4,5.8
Neal Heaton,1005568,2.3,-1.0
Bill Krueger,1007175,0.9,-0.1
Phil Regan,1010785,1.0,0.4
Mark Mulder,932,1.9,-0.5
Jason Vargas,8044,3.4,2.7
Jared Burton,8346,0.4,0.2
John Candelaria,1001909,0.4,3.7
Tex Clevenger,1002348,1.1,-0.3
John Wyatt,1014303,1.0,0.2
Bruce Chen,769,0.6,1.6
Matt Lindstrom,4604,1.4,0.9
Bobby Jenks,8645,1.3,0.2
Ken Forsch,1004234,1.0,0.7
Bill Risley,1010986,0.9,1.3
Wade Miller,568,1.2,1.0
Ted Lilly,833,3.1,3.0
John Grabow,1848,0.6,0.3
Carlos Villanueva,4138,1.3,0.6
Cole Hamels,4972,5.1,4.6
Andy Hassler,1005480,0.9,0.6
Dan Schatzeder,1011527,0.2,1.1
Pete Schourek,1011608,1.0,-0.4
Rod Scurry,1011700,-0.6,1.1
Livan Hernandez,1116,2.7,4.4
Bob Gibson,1004663,-0.3,-0.4
Joe Moeller,1009023,0.5,0.4
Don Nottebart,1009651,3.7,1.9
Dick Radatz,1010630,2.9,1.4
Kevin Millwood,106,4.6,4.7
Vinnie Chulk,1838,0.3,0.9
Edwin Jackson,1841,3.4,2.1
Wandy Rodriguez,2586,1.1,3.1
Frank DiPino,1003320,0.8,-0.9
Kevin Gross,1005088,2.4,1.6
Barry Latman,1007377,1.1,0.4
Joe Magrane,1007973,0.2,0.6
Julio Navarro,1009466,0.2,-0.4
Fritz Peterson,1010227,6.8,4.4
Bryn Smith,1012104,1.7,2.1
Zack Greinke,1943,3.2,4.8
Ian Snell,2227,1.1,-0.5
Ubaldo Jimenez,3374,3.3,0.9
Ricky Nolasco,3830,2.2,3.2
Lance Cormier,4346,0.5,0.2
Paul Maholm,8678,3.7,1.8
Dave Leonhard,1007540,0.1,0.1
Gabe White,360,0.2,3.0
Dave Mlicki,569,1.3,0.8
David Cone,1680,5.0,6.5
Mike Dunn,9948,0.2,0.9
Wei-Yin Chen,13071,2.0,2.3
Nelson Briles,1001432,1.2,3.5
Mark Gubicza,1005115,1.6,2.1
Tom Kelley,1006782,1.5,0.1
Melido Perez,1010183,2.4,2.6
Jim Shellenback,1011859,0.2,0.1
Luis Tiant,1013054,7.4,0.5
Brad Lidge,563,3.7,2.5
Nelson Figueroa,683,0.9,-0.6
Geoff Geary,1813,-0.2,0.4
Tony Pena,4573,0.7,0.2
Sam LeCure,4664,0.4,0.9
Bud Black,1001007,4.3,3.6
Jerry Dipoto,1003321,0.9,-0.1
Steve Farr,1003953,1.0,0.6
Gene Harris,1005414,0.0,0.1
Ron Perranoski,1010201,0.0,0.5
J.C. Romero,754,-0.5,1.0
Jorge Sosa,1228,0.2,1.1
Paul Wilson,1234,1.6,1.4
Jesse Carlson,4391,0.5,0.6
Blue Moon Odom,1009726,0.9,0.8
Marty Pattin,1010074,4.3,3.4
Walt Terrell,1012924,4.8,0.6
Chris Zachary,1014404,1.6,0.2
Bartolo Colon,375,4.3,3.9
Daniel Cabrera,1931,0.1,-0.3
Joe Blanton,4849,1.8,2.1
Ray Sadecki,1011360,4.6,0.7
Lee Smith,1012175,2.7,1.8
Eric Gagne,650,4.7,3.4
Glendon Rusch,707,1.6,2.1
Kyle Lohse,739,1.5,3.0
Carlos Reyes,1721,0.2,-0.2
Justin Hampson,2209,0.7,0.5
Felix Hernandez,4772,6.1,5.6
Joe Beckwith,1000758,0.5,0.2
Steve Ontiveros,1009826,0.7,0.1
Jose Paniagua,483,-0.3,-0.6
Giovanni Carrara,643,-0.2,-1.0
Pedro Borbon,1289,0.4,0.8
Oliver Perez,1514,-0.6,-1.1
Phil Coke,5535,1.1,1.7
Bert Blyleven,1001098,5.2,3.4
Bob Hendley,1005637,0.4,-0.8
Orel Hershiser,1005741,3.6,5.6
Mike Perez,1010184,0.3,1.2
Russ Swan,1012758,-0.1,0.3
Anibal Sanchez,3284,3.7,3.5
Jeremy Hellickson,4371,0.2,1.0
Tim Burke,1001692,0.7,2.3
John Frascatore,1004304,0.5,-0.3
Rich Gossage,1004894,1.0,3.2
Dave Smith,1012117,-0.6,0.2
Will Ohman,296,0.0,0.6
Javier Vazquez,801,2.0,3.5
C.J. Wilson,3580,-0.5,1.8
Bill Lee,1007448,3.7,3.5
Bruce Ruffin,1011294,2.2,-0.3
Don Wengert,1013777,-0.1,-0.1
Tom Glavine,90,3.3,3.6
Mark Redman,491,0.5,4.0
Dennis Martinez,1008161,1.9,0.7
Bob Reynolds,1010863,1.4,-0.4
Ralph Terry,1012929,3.3,0.3
Scott Schoeneweis,33,2.0,0.1
Mike Koplove,63,0.5,-0.2
Mike Birkbeck,1000981,1.7,0.3
Dave Dravecky,1003486,1.6,0.6
Marvin Freeman,1004326,0.1,0.6
Larry Gura,1005150,1.8,0.0
Antonio Alfonseca,260,0.9,0.7
Jim Mecir,930,0.0,1.3
Kevin Correia,1767,0.4,3.1
Tommy Greene,1005013,0.1,-0.3
Erik Hanson,1005333,3.1,4.9
Greg Harris,1005416,2.0,0.8
Carlos Perez,1010179,3.7,-1.1
Calvin Schiraldi,1011563,-0.3,0.0
