Name,playerid,WAR21,WAR22,WAR23
Brandon Lyon,1312,1.1,-0.2,0.6
Dan Petry,1010246,2.5,2.1,4.4
Tom Griffin,1005054,2.4,0.5,0.0
Storm Davis,1003080,3.7,4.7,3.0
Frank Pastore,1010048,1.5,3.4,1.9
Jose Fernandez,11530,1.8,2.1,6.3
Larry Christenson,1002215,2.9,2.4,2.7
Ron Bryant,1001608,-0.3,1.3,1.8
Tim Collins,3164,-0.1,0.8,0.7
Jim Maloney,1008039,-0.6,1.5,6.4
Sidney Ponson,161,1.2,1.4,3.2
Jim Clancy,1002255,0.5,3.0,0.4
Lance McCullers,1008436,0.1,0.7,1.7
Randall Delgado,5985,-0.2,0.6,-0.1
Larry Demery,1003192,0.0,0.7,1.1
Dennis Eckersley,1003660,4.6,4.6,3.9
Rick Wise,1014155,3.4,2.0,3.7
Ruben Quevedo,705,-0.6,0.6,-0.3
Britt Burns,1001702,4.5,2.4,3.2
Fred Newman,1009542,-0.2,3.4,3.8
John Smoltz,115,-0.4,4.0,3.6
Chad Billingsley,5842,0.7,2.2,3.9
Bill Gullickson,1005136,3.2,4.8,2.8
Catfish Hunter,1006199,5.2,1.4,1.3
Clay Kirby,1006960,0.6,-0.1,4.4
Dennys Reyes,444,1.2,0.9,0.0
Doyle Alexander,1000122,1.1,0.8,0.6
Mat Latos,3815,0.3,4.3,4.1
Mike Witt,1014174,3.8,0.7,5.9
Don Carrithers,1001992,0.4,-0.2,0.4
Ed Farmer,1003935,-0.2,-0.9,-0.2
George Stone,1012565,0.3,1.3,2.8
Ryan Dempster,517,-0.3,0.7,3.4
Jose Rosado,1011192,2.8,2.5,2.2
Ken Brett,1001402,2.0,0.2,0.7
Nate Cornejo,462,-0.7,0.2,1.6
Matt Cain,4732,3.8,4.1,3.7
Taijuan Walker,11836,0.3,1.8,0.7
Neftali Feliz,18,1.1,2.0,1.0
Richard Dotson,1003424,1.5,1.3,2.4
Wade Blasingame,1001057,0.7,0.6,0.1
Marty Bystrom,1001802,0.9,0.7,1.4
Bob Kipper,1006956,0.8,-0.5,-0.4
Victor Cruz,1002845,-0.1,1.4,-0.5
Bob Miller,1008877,1.2,0.3,0.7
Lary Sorensen,1012279,2.3,5.0,1.9
Wayne Simpson,1011999,1.7,-0.4,-0.1
Matt Keough,1006858,0.3,3.2,1.6
Jim Slaton,1012054,0.1,0.0,2.4
Andy Benes,1144,0.9,2.9,3.6
Huston Street,8258,1.7,2.3,1.4
Tom Hall,1005262,2.4,4.1,2.1
Vida Blue,1001094,8.8,2.1,2.1
Dean Chance,1002130,3.5,4.8,7.6
Martin Perez,6902,0.5,1.4,0.7
Lloyd Allen,1000152,1.0,-1.0,-0.5
Mike Norris,1009637,-0.4,-0.3,0.2
Dontrelle Willis,1703,3.4,3.1,6.5
Jon Matlack,1008246,0.5,4.9,4.7
Mike McCormick,1008420,5.1,2.5,-1.0
Brett Anderson,8223,3.7,2.5,1.0
John Candelaria,1001909,2.6,2.5,2.9
Andy Hassler,1005480,0.4,1.1,1.1
Don Gullett,1005134,1.0,2.5,4.2
Bill Stafford,1012375,3.2,2.0,-0.8
Nelson Briles,1001432,1.0,1.2,2.1
Mark Gubicza,1005115,2.7,2.2,3.0
Blue Moon Odom,1009726,1.3,-0.1,2.7
Ray Sadecki,1011360,0.7,1.2,3.7
Tyler Chatwood,4338,0.0,0.2,1.9
Felix Hernandez,4772,3.5,3.6,7.0
Oliver Perez,1514,0.4,4.5,-0.8
Bert Blyleven,1001098,5.9,10.8,8.5
Wally Bunker,1001652,1.2,0.5,1.3
Rich Gossage,1004894,-0.8,0.7,4.0
Javier Vazquez,801,0.5,2.2,5.2
Tom Glavine,90,0.0,2.0,2.0
Pete Broberg,1001454,1.3,0.9,0.7
Dave Boswell,1001222,3.0,3.9,1.2
Homer Bailey,8362,0.5,-0.4,1.1
Greg Swindell,76,0.9,1.4,6.3
Greg Maddux,104,1.5,3.7,3.7
Clayton Kershaw,2036,4.1,4.5,7.4
Mike Hampton,430,-0.1,2.3,2.4
Trevor Cahill,6249,0.4,2.0,2.1
Rich Harden,1772,1.4,4.1,3.6
Dave Stieb,1012532,1.6,4.3,2.9
Wilson Alvarez,1193,-0.2,-0.6,2.7
Larry Dierker,1003288,1.9,7.3,3.6
Billy McCool,1008409,1.9,0.6,-0.7
Ramon Martinez,1008193,0.8,4.9,2.9
Bob Welch,1013750,2.4,1.0,2.9
Jim Abbott,1000012,2.5,2.8,5.5
Arthur Rhodes,1097,0.1,2.0,-0.4
Ismael Valdez,1283,3.8,4.4,3.9
Gene Nelson,1009501,0.9,-0.4,0.6
Dave McNally,1008655,1.4,2.3,3.0
Ken Holtzman,1005989,0.2,2.3,5.1
Don Schulze,1011629,1.0,1.3,0.4
Henderson Alvarez,5669,0.7,0.3,2.0
Dick Ellsworth,1003754,2.2,2.2,6.6
Francisco Rodriguez,1642,0.6,3.7,1.5
Alex Fernandez,1003993,2.7,1.8,4.1
Mitch Williams,1014025,-0.5,0.6,0.1
Matt Anderson,459,0.4,-0.6,0.2
Steve Carlton,1001964,0.9,4.4,4.0
Jim Kaat,1006660,-0.3,3.8,5.4
Dwight Gooden,1004852,4.8,4.5,6.0
Steve Trout,1013197,2.1,3.2,1.8
Mark Buehrle,225,0.6,4.0,4.3
Jose Rijo,349,1.7,0.8,3.8
Jeremy Bonderman,1667,2.4,3.2,5.6
Aaron Sanchez,11490,0.6,0.2,3.6
Scott Garrelts,1004546,-0.1,-0.8,2.1
Johan Santana,755,0.0,0.0,3.4
Ross Grimsley,1005071,1.0,1.4,1.6
Mark Prior,301,2.8,7.8,2.9
Tommie Sisk,1012018,0.7,-0.2,1.0
Tom Gordon,282,2.4,2.5,1.6
Rich Hand,1005301,0.6,-0.2,0.4
Don Sutton,1012745,4.7,3.0,4.0
Don Robinson,1011061,3.4,2.5,2.1
CC Sabathia,404,3.6,3.5,2.8
Floyd Youmans,1014361,0.8,3.4,1.6
Tony Cloninger,1002359,1.1,0.1,2.7
Roger Erickson,1003812,3.9,0.4,3.2
Tommy John,1006515,1.1,3.0,3.8
Milt Pappas,1009989,3.0,1.4,1.2
Phil Hughes,7450,1.0,0.4,2.3
Jerry Reuss,1010853,2.0,1.4,2.8
Manny Sarmiento,1011450,-0.1,-0.8,0.6
Chris Tillman,5279,-0.2,-0.3,1.1
Don Stanhouse,1012401,0.0,0.2,-0.1
Brandon McCarthy,4662,0.5,0.0,1.1
Brad Havens,1005507,1.1,1.3,0.1
John Henry Johnson,1006472,1.3,0.5,1.2
Gary Nolan,1009616,1.7,3.2,4.9
Dave Rozema,1011273,3.1,0.8,1.2
Scott Scudder,1011699,-0.3,-0.2,0.4
Jamey Wright,715,1.0,0.6,1.5
Madison Bumgarner,5524,4.3,2.6,3.5
Larry Bearnarth,1000723,0.1,-0.7,-0.8
Mike Nagy,1009439,2.3,0.5,-0.1
Roger Clemens,815,3.4,2.3,7.1
Fernando Valenzuela,1013327,6.1,4.2,5.2
Steve Avery,1706,2.6,3.5,5.1
Rick Porcello,2717,1.9,2.3,3.0
Jerome Williams,1137,2.0,1.0,0.8
Jerry Walker,1013523,-0.2,-0.4,-0.9
Al Santorini,1011444,2.0,-0.6,0.5
