Name,playerid,WAR35,WAR36,WAR37,WAR38
Mike Cuellar,1002853,2.4,2.5,3.3,3.3
Octavio Dotel,555,0.7,0.2,0.8,1.6
John Franco,874,1.2,1.3,0.9,0.9
Jerry Koosman,1007103,3.2,5.5,3.8,2.0
Curt Schilling,73,9.3,5.6,6.5,1.7
Tom Seaver,1011708,0.4,1.8,0.3,2.4
Ron Villone,1010,0.7,-0.1,-0.1,-0.2
Jamie Moyer,1091,5.2,4.6,1.8,3.0
Koji Uehara,9227,1.3,1.2,0.8,3.1
Whitey Ford,1004227,6.8,4.6,0.5,0.8
Joe Niekro,1009582,3.4,2.2,4.2,3.1
Miguel Batista,46,2.9,2.2,-1.3,0.1
Hank Aguirre,1000087,0.4,0.5,0.2,0.4
Dennis Eckersley,1003660,3.2,1.7,3.1,2.0
Gaylord Perry,1010210,6.3,7.0,5.1,5.2
Mike Stanton,849,1.2,0.0,0.6,0.3
Geoff Zahn,1014410,1.1,3.5,2.5,3.6
Jon Lieber,287,3.1,2.4,1.4,-0.1
Bob Patterson,1010055,0.1,0.7,0.6,0.8
Terry Leach,1007427,-0.1,1.5,0.9,0.5
John Smoltz,115,2.5,2.9,2.1,5.2
Mike Morgan,67,1.5,1.0,2.6,0.2
Al Leiter,883,3.8,3.2,2.4,1.5
Doyle Alexander,1000122,3.9,3.2,2.6,0.9
Grant Jackson,1006298,0.4,-0.7,0.6,0.0
Kent Tekulve,1012905,0.6,1.9,0.2,0.2
Lindy McDaniel,1008441,-1.0,0.3,1.6,1.3
Woodie Fryman,1004381,2.3,2.6,-0.3,1.1
Kenny Rogers,1277,4.3,0.8,2.7,2.5
Charlie Hough,1006050,3.2,3.1,3.6,1.8
Curt Simmons,1011980,3.0,2.7,0.6,0.5
Danny Darwin,1002996,-0.1,3.1,2.9,0.8
Todd Jones,436,0.0,0.9,2.4,1.0
A.J. Burnett,512,3.5,3.9,1.8,2.6
Ted Abernathy,1000020,-0.7,0.0,0.3,0.1
Mike Myers,68,-0.1,0.1,0.2,-0.2
Andy Pettitte,840,4.0,3.3,3.4,2.7
David Wells,855,4.4,3.9,6.2,1.7
Rick Reuschel,1010852,1.2,5.2,2.8,5.0
Bob Forsch,1004233,0.6,2.2,2.5,0.3
Dave Stewart,1012519,1.2,0.9,0.8,0.7
Derek Lowe,199,4.3,1.9,1.8,1.4
Dennis Lamp,1007284,1.3,1.6,0.3,0.4
Mike Marshall,1008144,1.9,2.1,0.1,0.0
Bob Gibson,1004662,5.2,6.4,4.5,1.3
Hal Brown,1001520,2.7,2.5,-0.1,1.8
David Cone,1680,5.1,3.4,1.0,1.4
Luis Tiant,1013054,3.7,2.6,2.4,2.8
Bud Black,1001007,-0.1,0.2,0.1,0.5
Lee Smith,1012175,0.1,0.8,1.0,0.3
Hiroki Kuroda,3283,4.2,3.0,3.3,3.3
Bert Blyleven,1001098,2.9,2.2,3.2,5.3
Orel Hershiser,1005741,1.1,2.5,3.8,1.4
Tom Glavine,90,1.7,2.9,1.3,2.6
Dennis Martinez,1008161,4.6,4.2,3.8,1.9
Tony Fossas,1004242,0.5,0.0,1.0,-0.2
Jason Grilli,521,1.3,1.5,0.3,1.3
Matt Thornton,1918,1.3,0.1,0.6,0.4
Ryan Vogelsong,1011,-0.7,0.9,0.0,0.1
