Name,playerid,WAR31,WAR32,WAR33
Mike Cuellar,1002853,3.3,6.6,4.8
Rich DeLucia,1003185,-0.2,0.2,-0.1
Ed Roebuck,1011118,-0.9,-0.4,0.3
Brian Anderson,44,1.9,0.2,0.1
Billy Wagner,578,2.3,1.5,2.1
Chris Capuano,1701,0.3,2.0,2.9
Chad Qualls,2170,0.0,0.0,-0.4
Tom Griffin,1005054,0.2,-0.1,1.1
Joe Nuxhall,1009665,1.8,1.4,1.5
Jason Schmidt,1131,6.4,3.0,3.8
Steve Stone,1012573,0.3,2.9,0.0
Danny Cox,1002695,-0.2,0.4,1.4
Andy McGaffigan,1008497,0.8,0.2,0.6
Vern Ruhle,1011297,1.2,-0.7,0.6
Ben Weber,41,0.3,1.0,0.6
John Franco,874,0.5,-0.5,1.0
Turk Wendell,975,0.7,0.7,0.4
Doug Bair,1000439,0.1,0.3,-0.2
Charlie Leibrandt,1007492,3.4,1.2,3.2
Orlando Pena,1010150,0.9,-0.4,0.8
Don Cardwell,1001941,1.1,1.3,0.6
Jerry Reed,1010769,1.3,0.2,-0.2
Francisco Cordero,1243,1.3,2.4,0.7
Jerry Koosman,1007103,5.4,3.1,4.9
Curt Schilling,73,8.3,3.3,4.6
Daisuke Matsuzaka,7775,-0.4,0.4,0.3
Sergio Romo,9817,-0.2,1.8,0.1
Jim Gott,1004898,0.7,0.8,1.8
Claude Osteen,1009878,1.6,2.4,2.1
Tom Seaver,1011708,6.8,6.2,4.4
Jim Kern,1006868,-0.3,0.1,0.0
Bob Shaw,1011819,0.5,4.3,2.3
Ron Villone,1010,0.8,0.4,1.2
Jim Clancy,1002255,5.0,1.8,0.4
Ron Guidry,1005124,4.0,3.9,2.8
Mike Magnante,929,0.3,1.1,0.3
Jamie Moyer,1091,1.9,1.2,1.6
Brad Ziegler,7293,1.0,0.6,0.5
Craig Lefferts,1007476,0.6,0.5,1.4
Whitey Ford,1004227,2.5,5.8,4.9
Danny Jackson,1006295,3.2,3.9,0.3
Joe Niekro,1009582,0.4,1.6,1.4
Miguel Batista,46,3.1,4.3,1.6
Hank Aguirre,1000087,5.2,2.6,1.8
