Name,playerid,WAR24,WAR25,WAR26
Freddy Garcia,1077,5.3,3.4,1.6
Frank Funk,1004406,0.2,0.6,-0.3
Steve Mura,1009337,0.3,1.3,1.2
Dan Petry,1010246,1.3,4.2,2.9
Mel Stottlemyre,1012579,3.6,2.5,2.9
Brian Anderson,44,0.4,0.4,1.0
Billy Wagner,578,0.2,2.2,1.8
Chris Capuano,1701,0.4,0.4,2.2
Esmil Rogers,6317,1.2,-0.3,1.1
Tom Griffin,1005054,1.0,0.6,2.1
Ricky Horton,1006036,0.6,0.7,1.1
Jason Schmidt,1131,2.5,2.9,3.0
Steve Stone,1012573,1.3,3.1,1.4
Todd Coffey,2467,0.2,1.0,-0.7
Jerry Augustine,1000365,1.2,1.7,1.0
Danny Cox,1002695,1.3,3.2,3.1
Storm Davis,1003080,2.6,1.1,2.1
Brian Fisher,1004077,-0.1,1.0,0.3
Vern Ruhle,1011297,1.8,1.8,0.5
Bob Sykes,1012798,-0.4,0.0,-0.2
Bobby Jones,1039,2.3,2.7,1.9
Neal Cotts,1797,-0.2,1.4,-0.5
Matt Capps,4788,1.3,-0.1,1.1
Hank Fischer,1004068,1.6,0.1,1.5
Frank Pastore,1010048,2.4,1.2,0.2
John Franco,874,1.0,1.4,1.5
Brian Matusz,2646,-1.1,0.9,1.0
Zack Britton,3240,0.6,0.1,1.0
Matt Albers,4300,0.0,0.1,0.6
Rich Robertson,1011044,0.0,0.7,0.0
Keith Atherton,1000348,0.2,-0.4,-0.4
Don Cardwell,1001941,2.3,4.3,1.4
Larry Christenson,1002215,4.6,1.3,1.2
Jimmy Jones,1006569,2.0,-0.1,-0.2
Ron Bryant,1001608,1.6,2.6,0.3
Joey Jay,1006373,0.8,3.6,3.4
Curt Schilling,73,0.9,4.2,4.5
Dustin Hermanson,195,2.3,3.1,4.0
Kent Mercker,439,0.0,1.1,1.6
John Cummings,1002874,0.2,0.3,0.2
Ken Dixon,1003331,1.3,1.9,-0.1
Al Hrabosky,1006116,1.9,2.5,0.8
Claude Osteen,1009878,4.4,3.5,4.8
Tom Seaver,1011708,4.4,8.3,9.1
Manny Delcarmen,3180,1.0,0.4,1.1
Rawly Eastwick,1003648,1.2,2.3,0.3
Jim Maloney,1008039,4.9,6.5,4.9
Sidney Ponson,161,1.3,1.7,4.4
Jim Clancy,1002255,3.2,0.4,4.3
Lance McCullers,1008436,-0.2,0.5,0.2
Hal Reniff,1010833,0.6,0.4,0.4
Jamie Moyer,1091,1.5,2.1,0.2
